,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
501,Matt Forte\FortMa00,2016,31,2-44,NYJ,NFL,14,13,1,0,0,5
502,Zach Fulton\FultZa00,2016,25,6-193,KAN,NFL,16,12,1,0,0,5
503,Joshua Garnett\GarnJo00,2016,22,1-28,SFO,NFL,15,11,1,0,0,5
504,Antonio Gates\GateAn00,2016,36,,SDG,NFL,14,9,1,0,0,5
505,Marcus Gilchrist\GilcMa00,2016,28,2-50,NYJ,NFL,13,13,1,0,0,5
506,Corey Graham\GrahCo99,2016,31,5-168,BUF,NFL,16,16,1,0,0,5
507,John Greco\GrecJo20,2016,31,3-65,CLE,NFL,12,12,1,0,0,5
508,Chad Greenway\GreeCh99,2016,33,1-17,MIN,NFL,16,9,1,0,0,5
509,Rob Gronkowski\GronRo00,2016,27,2-42,NWE,NFL,8,6,1,0,0,5
510,Joe Haden\HadeJo99,2016,27,1-7,CLE,NFL,13,13,1,0,0,5
511,Andre Hal\HalxAn00,2016,24,7-216,HOU,NFL,15,11,1,0,0,5
512,Eli Harold\HaroEl00,2016,22,3-79,SFO,NFL,16,13,1,0,0,5
513,James Harrison\HarrJa23,2016,38,,PIT,NFL,15,7,1,0,0,5
514,Bobby Hart\HartBo00,2016,22,7-226,NYG,NFL,14,13,1,0,0,5
515,Rob Havenstein\HaveRo00,2016,24,2-57,LAR,NFL,15,15,1,0,0,5
516,Tim Hightower\HighTi00,2016,30,5-149,NOR,NFL,16,1,1,0,0,5
517,Jeremy Hill\HillJe01,2016,24,2-55,CIN,NFL,15,13,1,0,0,5
518,Gerald Hodges\HodgGe00,2016,25,4-120,SFO,NFL,15,12,1,0,0,5
519,Austin Howard\HowaAu20,2016,29,,OAK,NFL,11,10,1,0,0,5
520,Adam Humphries\HumpAd00,2016,23,,TAM,NFL,15,4,1,0,0,5
521,Myles Jack\JackMy00,2016,21,2-36,JAX,NFL,16,10,1,0,0,5
522,Kareem Jackson\JackKa99,2016,28,1-20,HOU,NFL,14,13,1,0,0,5
523,Alshon Jeffery\JeffAl00,2016,26,2-45,CHI,NFL,12,12,1,0,0,5
524,Jordan Jenkins\JenkJo01,2016,22,3-83,NYJ,NFL,14,11,1,0,0,5
525,Rashad Jennings\JennRa00,2016,31,7-250,NYG,NFL,13,12,1,0,0,5
526,Duke Johnson\JohnDu00,2016,23,3-77,CLE,NFL,16,1,1,0,0,5
527,Trumaine Johnson\JohnTr05,2016,26,3-65,LAR,NFL,14,14,1,0,0,5
528,Abry Jones\JoneAb00,2016,25,,JAX,NFL,15,9,1,0,0,5
529,Jarvis Jones\JoneJa05,2016,27,1-17,PIT,NFL,14,9,1,0,0,5
530,Robert Kelley\KellRo00,2016,24,,WAS,NFL,15,9,1,0,0,5
531,Devon Kennard\KennDe00,2016,25,5-174,NYG,NFL,16,9,1,0,0,5
532,Jeremy Kerley\KerlJe00,2016,28,5-153,SFO,NFL,16,13,1,0,0,5
533,Daniel Kilgore\KilgDa00,2016,29,5-163,SFO,NFL,13,13,1,0,0,5
534,Nevin Lawson\LawsNe00,2016,25,4-133,DET,NFL,16,16,1,0,0,5
535,Ronald Leary\LearRo00,2016,27,,DAL,NFL,13,12,1,0,0,5
536,Tim Lelito\LeliTi00,2016,27,,NOR,NFL,16,7,1,0,0,5
537,Corey Linsley\LinsCo00,2016,25,5-161,GNB,NFL,9,9,1,0,0,5
538,Dwight Lowery\LoweDw99,2016,30,4-113,SDG,NFL,16,16,1,0,0,5
539,Jeremy Maclin\MaclJe00,2016,28,1-19,KAN,NFL,12,12,1,0,0,5
540,Brandon Marshall\MarsBr00,2016,32,4-119,NYJ,NFL,15,15,1,0,0,5
541,Brandon Marshall\MarsBr01,2016,27,5-142,DEN,NFL,11,11,1,0,0,5
542,Blake Martinez\MartBl01,2016,22,4-131,GNB,NFL,13,9,1,0,0,5
543,Ryan Mathews\MathRy00,2016,29,1-12,PHI,NFL,13,8,1,0,0,5
544,Byron Maxwell\MaxwBy00,2016,28,6-173,MIA,NFL,13,13,1,0,0,5
545,Leodis McKelvin\McKeLe99,2016,31,1-11,PHI,NFL,13,12,1,0,0,5
546,Jerick McKinnon\McKiJe00,2016,24,3-96,MIN,NFL,15,7,1,0,0,5
547,Steve McLendon\McLeSt00,2016,30,,NYJ,NFL,11,10,1,0,0,5
548,Brandon Mebane\MebaBr99,2016,31,3-85,SDG,NFL,10,10,1,0,0,5
549,Christine Michael\MichCh00,2016,26,2-62,2TM,NFL,15,7,1,0,0,5
550,JJ Nelson\NelsJJ00,2016,24,5-159,ARI,NFL,15,6,1,0,0,5
551,Steven Nelson\NelsSt01,2016,23,3-98,KAN,NFL,15,15,1,0,0,5
