,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
1001,Phillip Gaines\GainPh00,2018,27,3-87,2TM,NFL,11,6,1,0,0,2
1002,Wayne Gallman\GallWa00,2018,24,4-140,NYG,NFL,15,2,1,0,0,2
1003,Max Garcia\GarcMa00,2018,27,4-133,DEN,NFL,9,4,1,0,0,2
1004,Pierre Garcon\GarcPi00,2018,32,6-205,SFO,NFL,8,8,1,0,0,2
1005,Jimmy Garoppolo\GaroJi00,2018,27,2-62,SFO,NFL,3,3,1,0,0,2
1006,Nathan Gerry\GerrNa00,2018,23,5-184,PHI,NFL,13,2,1,0,0,2
1007,Mike Gesicki\GesiMi00,2018,23,2-42,MIA,NFL,16,7,1,0,0,2
1008,William Gholston\GholWi00,2018,27,4-126,TAM,NFL,16,2,1,0,0,2
1009,Reggie Gilbert\GilbRe01,2018,25,,GNB,NFL,16,0,1,0,0,2
1010,Denzelle Good\GoodDe01,2018,27,7-255,2TM,NFL,6,4,1,0,0,2
1011,Najee Goode\GoodNa00,2018,29,5-140,IND,NFL,16,0,1,0,0,2
1012,Virgil Green\GreeVi00,2018,30,7-204,LAC,NFL,16,16,1,0,0,2
1013,Shaquem Griffin\GrifSh01,2018,23,5-141,SEA,NFL,16,1,1,0,0,2
1014,Ryan Groy\GroyRy00,2018,28,,BUF,NFL,15,6,1,0,0,2
1015,Matt Haack\HaacMa00,2018,24,,MIA,NFL,16,0,1,0,0,2
1016,Andre Hal\HalxAn00,2018,26,7-216,HOU,NFL,8,2,1,0,0,2
1017,DaeSean Hamilton\HamiDa01,2018,23,4-113,DEN,NFL,14,5,1,0,0,2
1018,Demetrius Harris\HarrDe03,2018,27,,KAN,NFL,15,3,1,0,0,2
1019,Erik Harris\HarrEr00,2018,28,,OAK,NFL,16,4,1,0,0,2
1020,Marcell Harris\HarrMa03,2018,24,6-184,SFO,NFL,8,5,1,0,0,2
1021,Maurice Harris\HarrMa05,2018,26,,WAS,NFL,12,7,1,0,0,2
1022,Shelby Harris\HarrSh00,2018,27,7-235,DEN,NFL,16,0,1,0,0,2
1023,Jeff Heuerman\HeueJe00,2018,26,3-92,DEN,NFL,11,10,1,0,0,2
1024,Delano Hill\HillDe02,2018,23,3-95,SEA,NFL,13,2,1,0,0,2
1025,Holton Hill\HillHo00,2018,21,,MIN,NFL,16,3,1,0,0,2
1026,Josh Hill\HillJo02,2018,28,,NOR,NFL,16,11,1,0,0,2
1027,Taysom Hill\HillTa00,2018,28,,NOR,NFL,16,4,1,0,0,2
1028,Mike Hilton\HiltMi01,2018,24,,PIT,NFL,15,2,1,0,0,2
1029,Sam Hubbard\HubbSa00,2018,23,3-77,CIN,NFL,16,0,1,0,0,2
1030,Kevin Huber\HubeKe20,2018,33,5-142,CIN,NFL,16,0,1,0,0,2
1031,Mike Hughes\HughMi00,2018,21,1-30,MIN,NFL,6,2,1,0,0,2
1032,Joey Hunt\HuntJo00,2018,24,6-215,SEA,NFL,11,2,1,0,0,2
1033,George Iloka\IlokGe00,2018,28,5-167,MIN,NFL,16,3,1,0,0,2
1034,Danny Isidora\IsidDa00,2018,24,5-180,MIN,NFL,14,2,1,0,0,2
1035,Richie James\JameRi00,2018,23,7-240,SFO,NFL,13,2,1,0,0,2
1036,Darius Jennings\JennDa00,2018,26,,TEN,NFL,16,0,1,0,0,2
1037,Isaiah Johnson\JohnIs00,2018,26,,TAM,NFL,15,4,1,0,0,2
1038,Jaleel Johnson\JohnJa09,2018,24,4-109,MIN,NFL,16,1,1,0,0,2
1039,Josh Johnson\JohnJo05,2018,32,5-160,WAS,NFL,4,3,1,0,0,2
1040,Taron Johnson\JohnTa01,2018,22,4-121,BUF,NFL,11,2,1,0,0,2
1041,Brett Jones\JoneBr04,2018,27,,MIN,NFL,14,3,1,0,0,2
1042,Chris Jones\JoneCh02,2018,29,,DAL,NFL,16,0,1,0,0,2
1043,Colin Jones\JoneCo01,2018,31,6-190,CAR,NFL,16,1,1,0,0,2
1044,Cyrus Jones\JoneCy00,2018,25,2-60,2TM,NFL,13,0,1,0,0,2
1045,D.J. Jones\JoneD.01,2018,23,6-198,SFO,NFL,10,4,1,0,0,2
1046,Josh Jones\JoneJo06,2018,24,2-61,GNB,NFL,13,5,1,0,0,2
1047,Sidney Jones\JoneSi00,2018,22,2-43,PHI,NFL,9,4,1,0,0,2
1048,Greg Joseph\JoseGr00,2018,24,,CLE,NFL,14,0,1,0,0,2
1049,Ted Karras\KarrTe00,2018,25,6-221,NWE,NFL,13,2,1,0,0,2
1050,Dennis Kelly\KellDe00,2018,28,5-153,TEN,NFL,11,5,1,0,0,2
1051,Mychal Kendricks\KendMy00,2018,28,2-46,SEA,NFL,4,3,1,0,0,2
1052,Zach Kerr\KerrZa00,2018,28,,DEN,NFL,16,0,1,0,0,2
1053,Cody Kessler\KessCo00,2018,25,3-93,JAX,NFL,5,4,1,0,0,2
1054,Daniel Kilgore\KilgDa00,2018,31,5-163,MIA,NFL,4,4,1,0,0,2
1055,Derrick Kindred\KindDe00,2018,25,4-129,CLE,NFL,16,2,1,0,0,2
1056,Kevin King\KingKe01,2018,23,2-33,GNB,NFL,6,6,1,0,0,2
1057,Keith Kirkwood\KirkKe00,2018,25,,NOR,NFL,8,1,1,0,0,2
1058,Nick Kwiatkoski\KwiaNi00,2018,25,4-113,CHI,NFL,16,1,1,0,0,2
1059,Matt LaCosse\LaCoMa00,2018,26,,DEN,NFL,15,5,1,0,0,2
1060,Emmanuel Lamur\LamuEm00,2018,29,,2TM,NFL,10,4,1,0,0,2
1061,Shawn Lauvao\LauvSh20,2018,31,3-92,WAS,NFL,5,5,1,0,0,2
1062,Ronald Leary\LearRo00,2018,29,,DEN,NFL,6,6,1,0,0,2
1063,Cre'von LeBlanc\LeBlCr01,2018,24,,2TM,NFL,11,4,1,0,0,2
1064,Josh LeRibeus\LeRiJo00,2018,29,3-71,NOR,NFL,6,3,1,0,0,2
1065,Jourdan Lewis\LewiJo01,2018,23,3-92,DAL,NFL,15,1,1,0,0,2
1066,Kendrick Lewis\LewiKe00,2018,30,5-136,TEN,NFL,13,3,1,0,0,2
1067,Corey Liuget\LiugCo00,2018,28,1-18,LAC,NFL,6,3,1,0,0,2
1068,Chris Long\LongCh99,2018,33,1-2,PHI,NFL,16,0,1,0,0,2
1069,Kyle Love\LoveKy00,2018,32,,CAR,NFL,16,2,1,0,0,2
1070,Jordan Lucas\LucaJo00,2018,25,6-204,KAN,NFL,16,4,1,0,0,2
1071,Frankie Luvu\LuvuFr00,2018,22,,NYJ,NFL,14,1,1,0,0,2
1072,Jacob Martin\MartJa02,2018,23,6-186,SEA,NFL,16,0,1,0,0,2
1073,Sam Martin\MartSa01,2018,28,5-165,DET,NFL,16,0,1,0,0,2
1074,Tyler Matakevich\MataTy00,2018,26,7-246,PIT,NFL,16,1,1,0,0,2
1075,Jordan Matthews\MattJo00,2018,26,2-42,PHI,NFL,14,3,1,0,0,2
1076,Marcus Maye\MayeMa00,2018,25,2-39,NYJ,NFL,6,6,1,0,0,2
1077,David Mayo\MayoDa00,2018,25,5-169,CAR,NFL,16,3,1,0,0,2
1078,Terrell McClain\McClTe00,2018,30,3-65,ATL,NFL,13,5,1,0,0,2
1079,Albert McClellan\McClAl00,2018,32,,2TM,NFL,13,1,1,0,0,2
1080,Josh McCown\McCoJo01,2018,39,3-81,NYJ,NFL,4,3,1,0,0,2
1081,Justin McCray\McCrJu00,2018,26,,GNB,NFL,12,5,1,0,0,2
1082,Clinton McDonald\McDoCl99,2018,31,7-249,OAK,NFL,15,1,1,0,0,2
1083,Isaiah McKenzie\McKeIs00,2018,23,5-172,2TM,NFL,8,1,1,0,0,2
1084,Steven Means\MeanSt00,2018,28,5-147,ATL,NFL,8,4,1,0,0,2
1085,Mike Mitchell\MitcMi99,2018,31,2-47,IND,NFL,8,4,1,0,0,2
1086,Chris Moore\MoorCh00,2018,25,4-107,BAL,NFL,16,0,1,0,0,2
1087,Zach Moore\MoorZa00,2018,28,6-198,ARI,NFL,16,1,1,0,0,2
