k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1,DeAndre Liggins\liggide01,2013-14,25,MIA,NBA,129.1,1,0,1,36.0,36.0,36.0,36.0,0.0,0.0,0.0,0.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,72.0,1.000,1.000,,1.000,,1.000
2,Tony Mitchell\mitchto03,2013-14,24,MIL,NBA,30.9,3,0,10,10.8,18.0,10.8,14.4,0.0,3.6,0.0,0.0,3.6,0.0,3.6,3.6,3.6,0.0,0.0,0.0,21.6,.600,.750,.000,.600,,.600
3,Kevin Durant\duranke01,2013-14,25,OKC,NBA,29.8,81,81,3122,9.8,19.5,7.6,13.8,2.2,5.7,8.1,9.3,0.7,6.2,6.9,5.1,1.2,0.7,3.3,2.0,29.9,.503,.549,.391,.560,.873,.635
4,LeBron James\jamesle01,2013-14,29,MIA,NBA,29.3,77,77,2902,9.5,16.8,8.1,13.0,1.4,3.8,5.4,7.3,1.0,5.6,6.6,6.1,1.5,0.3,3.3,1.6,25.9,.567,.622,.379,.610,.750,.649
5,Kevin Love\loveke01,2013-14,25,MIN,NBA,26.9,77,77,2797,8.4,18.3,5.9,11.8,2.4,6.5,6.7,8.1,2.9,9.5,12.4,4.4,0.8,0.5,2.5,1.8,25.9,.457,.502,.376,.524,.821,.591
6,Anthony Davis\davisan02,2013-14,20,NOP,NBA,26.5,67,66,2358,8.0,15.3,7.9,15.2,0.0,0.1,5.3,6.7,3.2,7.1,10.3,1.6,1.4,2.9,1.7,3.1,21.3,.519,.522,.222,.520,.791,.582
7,DeMarcus Cousins\couside01,2013-14,23,SAC,NBA,26.1,71,71,2298,9.3,18.7,9.3,18.5,0.0,0.1,6.8,9.3,3.4,9.6,13.0,3.2,1.7,1.4,3.9,4.2,25.3,.496,.499,.000,.496,.726,.555
8,Chris Paul\paulch01,2013-14,28,LAC,NBA,25.9,62,62,2171,6.7,14.4,5.4,10.9,1.3,3.5,4.9,5.7,0.6,3.8,4.4,11.0,2.6,0.1,2.4,2.6,19.6,.467,.498,.368,.511,.855,.580
9,Brook Lopez\lopezbr01,2013-14,25,BRK,NBA,25.4,17,17,533,8.7,15.5,8.7,15.4,0.0,0.1,6.3,7.8,2.6,4.3,6.9,1.1,0.6,2.0,1.9,3.5,23.8,.563,.566,.000,.563,.817,.629
10,Russell Westbrook\westbru01,2013-14,25,OKC,NBA,24.7,46,46,1412,8.8,20.2,7.1,14.7,1.7,5.5,6.2,7.5,1.4,5.3,6.7,8.1,2.2,0.2,4.5,2.7,25.5,.437,.482,.318,.480,.826,.545
11,Carmelo Anthony\anthoca01,2013-14,29,NYK,NBA,24.4,77,77,2982,9.0,19.8,7.0,14.8,2.0,5.0,5.5,6.5,1.8,5.8,7.5,2.9,1.1,0.6,2.4,2.7,25.5,.452,.469,.402,.503,.848,.561
12,Stephen Curry\curryst01,2013-14,25,GSW,NBA,24.1,78,78,2846,8.2,17.5,4.9,9.7,3.3,7.8,3.9,4.4,0.6,3.6,4.2,8.4,1.6,0.2,3.7,2.5,23.7,.471,.509,.424,.566,.885,.610
13,Blake Griffin\griffbl01,2013-14,24,LAC,NBA,23.9,80,80,2863,9.0,17.1,8.9,16.5,0.2,0.6,6.1,8.5,2.4,7.1,9.5,3.9,1.2,0.6,2.8,3.3,24.3,.528,.537,.273,.533,.715,.583
14,Dirk Nowitzki\nowitdi01,2013-14,35,DAL,NBA,23.6,80,80,2628,8.7,17.4,6.9,12.9,1.8,4.5,4.6,5.2,0.5,6.3,6.8,3.0,1.0,0.6,1.6,2.3,23.8,.497,.532,.398,.549,.899,.603
15,James Harden\hardeja01,2013-14,24,HOU,NBA,23.5,73,73,2777,7.1,15.6,4.8,9.4,2.3,6.3,7.5,8.6,0.8,3.7,4.5,5.8,1.5,0.4,3.4,2.3,24.0,.456,.515,.366,.529,.866,.618
16,Brandan Wright\wrighbr03,2013-14,26,DAL,NBA,23.5,58,0,1077,7.5,11.1,7.5,11.1,0.0,0.0,2.6,3.5,3.4,4.7,8.2,1.0,1.1,1.8,1.2,3.1,17.5,.677,.677,,.677,.726,.695
17,Al Jefferson\jeffeal01,2013-14,29,CHA,NBA,22.7,73,73,2553,9.9,19.4,9.8,19.2,0.0,0.2,2.7,3.9,2.2,9.0,11.2,2.2,0.9,1.1,1.7,2.5,22.5,.509,.512,.200,.510,.690,.532
18,Andre Drummond\drumman01,2013-14,20,DET,NBA,22.6,81,81,2619,6.6,10.6,6.6,10.5,0.0,0.0,1.9,4.5,6.0,8.7,14.7,0.5,1.4,1.8,1.5,3.8,15.1,.623,.625,.000,.623,.418,.599
19,Al Horford\horfoal01,2013-14,27,ATL,NBA,22.0,29,29,958,8.9,15.8,8.8,15.4,0.2,0.4,2.2,3.2,2.5,6.7,9.2,2.9,1.0,1.7,2.4,2.1,20.2,.567,.572,.364,.571,.682,.588
20,Dwyane Wade\wadedw01,2013-14,32,MIA,NBA,22.0,54,53,1775,8.4,15.4,8.2,14.8,0.2,0.6,3.8,5.2,1.2,3.7,4.9,5.1,1.6,0.6,3.3,2.1,20.8,.545,.557,.281,.551,.733,.588
21,LaMarcus Aldridge\aldrila01,2013-14,28,POR,NBA,21.8,69,69,2498,9.4,20.5,9.4,20.3,0.0,0.2,4.3,5.2,2.4,8.6,11.0,2.6,0.9,1.0,1.8,2.1,23.1,.458,.461,.200,.459,.822,.507
22,Goran Dragic\dragigo01,2013-14,27,PHO,NBA,21.4,76,75,2668,7.4,14.7,5.8,10.7,1.6,4.0,4.3,5.6,0.9,2.4,3.3,6.0,1.4,0.3,2.9,2.8,20.8,.505,.542,.408,.561,.760,.604
23,Tim Duncan\duncati01,2013-14,37,SAS,NBA,21.3,74,74,2158,7.4,15.1,7.4,15.0,0.0,0.1,3.9,5.3,2.6,9.4,12.0,3.7,0.7,2.3,2.7,2.2,18.7,.490,.493,.000,.490,.731,.535
24,Dwight Howard\howardw01,2013-14,28,HOU,NBA,21.3,71,71,2396,7.1,12.0,7.1,11.9,0.0,0.1,5.2,9.6,3.5,9.5,13.0,2.0,0.9,1.9,3.4,3.6,19.5,.591,.594,.286,.593,.547,.600
25,Nikola Pekovic\pekovni01,2013-14,28,MIN,NBA,20.7,54,54,1663,8.2,15.2,8.2,15.2,0.0,0.0,4.0,5.4,4.5,5.7,10.1,1.1,0.6,0.5,1.8,2.8,20.4,.541,.541,,.541,.747,.582
26,Isaiah Thomas\thomais02,2013-14,24,SAC,NBA,20.5,72,54,2497,7.2,15.8,5.3,10.6,1.8,5.2,5.0,5.9,0.7,2.4,3.0,6.5,1.3,0.1,3.1,2.7,21.1,.453,.504,.349,.510,.850,.574
27,Paul George\georgpa01,2013-14,23,IND,NBA,20.1,80,80,2898,7.2,16.9,4.9,10.7,2.3,6.2,5.0,5.8,0.8,5.9,6.7,3.5,1.9,0.3,2.8,2.5,21.6,.424,.458,.364,.490,.864,.555
28,Kyrie Irving\irvinky01,2013-14,21,CLE,NBA,20.1,71,71,2496,7.7,17.8,5.9,12.9,1.8,5.0,4.2,4.9,0.7,3.0,3.7,6.2,1.6,0.3,2.7,2.4,21.3,.430,.458,.358,.480,.861,.533
29,Kyle Lowry\lowryky01,2013-14,27,TOR,NBA,20.1,79,79,2862,5.7,13.6,3.4,7.3,2.4,6.3,3.9,4.8,1.1,3.5,4.6,7.4,1.5,0.2,2.4,3.4,17.8,.423,.460,.380,.511,.813,.567
30,Mike Conley\conlemi01,2013-14,26,MEM,NBA,20.0,73,73,2446,6.8,15.2,5.3,10.9,1.5,4.3,3.3,4.1,0.6,2.5,3.1,6.5,1.6,0.2,2.2,2.1,18.5,.450,.484,.361,.500,.815,.545
31,Manu Ginobili\ginobma01,2013-14,36,SAS,NBA,20.0,68,3,1550,6.8,14.6,4.7,8.6,2.1,6.0,3.7,4.4,0.7,4.0,4.7,6.8,1.6,0.4,3.2,3.0,19.5,.469,.553,.349,.541,.851,.590
32,Joakim Noah\noahjo01,2013-14,28,CHI,NBA,20.0,80,80,2820,4.9,10.2,4.9,10.2,0.0,0.0,3.2,4.3,3.6,7.9,11.5,5.5,1.3,1.5,2.5,3.1,12.9,.475,.476,.000,.475,.737,.531
33,Kenneth Faried\farieke01,2013-14,24,DEN,NBA,19.8,80,77,2178,7.4,13.6,7.4,13.5,0.0,0.0,3.3,5.1,3.9,7.4,11.3,1.6,1.2,1.1,2.2,3.2,18.1,.545,.547,.000,.545,.650,.573
34,Paul Millsap\millspa01,2013-14,28,ATL,NBA,19.8,74,73,2482,7.0,15.2,5.9,12.1,1.1,3.1,4.1,5.7,2.2,6.9,9.1,3.4,1.9,1.1,2.7,3.0,19.3,.461,.487,.358,.498,.731,.545
35,Eric Bledsoe\bledser01,2013-14,24,PHO,NBA,19.6,43,40,1416,6.7,14.1,5.5,10.6,1.3,3.6,4.7,6.0,0.7,4.4,5.1,6.0,1.8,0.4,3.6,2.5,19.4,.477,.517,.357,.522,.772,.578
36,Serge Ibaka\ibakase01,2013-14,24,OKC,NBA,19.6,81,81,2666,7.1,13.2,6.8,12.4,0.3,0.8,2.1,2.7,3.0,6.5,9.6,1.1,0.5,3.0,1.7,3.1,16.6,.536,.546,.383,.548,.784,.576
37,John Wall\walljo01,2013-14,23,WAS,NBA,19.5,82,82,2980,7.0,16.2,5.7,12.4,1.3,3.7,3.8,4.8,0.5,3.6,4.0,8.7,1.8,0.5,3.6,2.6,19.1,.433,.458,.351,.473,.805,.524
