3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
313,Tommy Layne\layneto01,0.0,2013,28,SDP,NL,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
314,Wade LeBlanc\leblawa01,0.0,2013,28,TOT,ML,13,13,12,1,2,0,0,0,0,0,0,2,0,1,0,0,0,0,.167,.167,.167,.333,*1
315,Sandy Leon\leonsa01,0.0,2013,24,WSN,NL,2,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,/*H*2
316,Aaron Loup\loupaa01,0.0,2013,25,TOR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
317,Josh Lueke\luekejo01,0.0,2013,28,TBR,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
318,Lucas Luetge\luetglu01,0.0,2013,26,SEA,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
319,Tyler Lyons\lyonsty01,0.0,2013,25,STL,NL,11,13,12,0,2,0,0,0,0,0,0,4,0,1,0,0,0,0,.167,.167,.167,.333,*1
320,Seth Maness\manesse01,0.0,2013,24,STL,NL,64,5,5,0,1,0,0,0,0,0,0,3,0,0,0,1,0,0,.200,.200,.200,.400,*1
321,Carlos Martinez\martica04,0.0,2013,21,STL,NL,21,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
322,Yunesky Maya\mayayu01,0.0,2013,31,WSN,NL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
323,T.J. McFarland\mcfartj01,0.0,2013,24,BAL,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
324,Jake McGee\mcgeeja01,0.0,2013,26,TBR,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
325,Collin McHugh\mchugco01,0.0,2013,26,TOT,NL,7,6,6,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,.167,.167,.167,.333,/*1
326,Mark Melancon\melanma01,0.0,2013,28,PIT,NL,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
327,Miles Mikolas\mikolmi01,0.0,2013,24,SDP,NL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
328,Wade Miley\mileywa01,0.0,2013,26,ARI,NL,32,69,60,2,8,3,0,1,8,1,0,16,0,8,0,3,0,0,.133,.148,.233,.381,*1/H
329,Andrew Miller\millean01,0.0,2013,28,BOS,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
330,Tommy Milone\milonto01,0.0,2013,26,OAK,AL,3,8,8,2,2,0,0,0,1,0,0,1,0,0,0,1,0,0,.250,.250,.250,.500,*1
331,Matt Moore\moorema02,0.0,2013,24,TBR,AL,1,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,*1
332,Guillermo Moscoso\moscogu01,0.0,2013,29,SFG,NL,11,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,.000,.000,.000,.000,*1
333,Jimmy Nelson\nelsoji02,0.0,2013,24,MIL,NL,4,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,.000,.000,.000,/*1
334,Pat Neshek\neshepa01,0.0,2013,32,OAK,AL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
335,Ivan Nova\novaiv01,0.0,2013,26,NYY,AL,1,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.000,.000,.000,.000,*1
336,Darren O'Day\odayda01,0.0,2013,30,BAL,AL,8,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
337,Logan Ondrusek\ondrulo01,0.0,2013,28,CIN,NL,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
338,Dan Otero\oteroda01,0.0,2013,28,OAK,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
339,Adam Ottavino\ottavad01,0.0,2013,27,COL,NL,48,9,9,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,.111,.111,.111,.222,*1
340,Blake Parker\parkebl01,0.0,2013,28,CHC,NL,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
341,James Paxton\paxtoja01,0.0,2013,24,SEA,AL,1,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,.000,.500,.000,.500,/*1
342,Brad Peacock\peacobr01,0.0,2013,25,HOU,AL,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,,,,*1
343,Carlos Peguero\pegueca01,0.0,2013,26,SEA,AL,2,7,6,1,2,0,0,1,1,1,1,2,0,0,0,0,1,0,.333,.429,.833,1.262,/*9
344,Eury Perez\perezeu01,0.0,2013,23,WSN,NL,9,8,8,1,1,0,0,0,0,0,0,3,0,0,0,0,1,0,.125,.125,.125,.250,/8H79
345,Martin Perez\perezma02,0.0,2013,22,TEX,AL,2,5,5,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,.000,.000,.000,.000,*1
346,Oliver Perez\perezol01,0.0,2013,31,SEA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
347,Shane Peterson\petersh01,0.0,2013,25,OAK,AL,2,8,7,1,1,0,0,0,1,1,0,3,0,0,0,0,0,0,.143,.250,.143,.393,/*3
348,David Phelps\phelpda01,0.0,2013,26,NYY,AL,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,.000,.000,.000,*1
349,Zach Phillips\phillza01,0.0,2013,26,MIA,NL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
350,Ryan Pressly\pressry01,0.0,2013,24,MIN,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
351,Zach Putnam\putnaza01,0.0,2013,25,CHC,NL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,/*1
352,Jose Quintana\quintjo01,0.0,2013,24,CHW,AL,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
353,Erasmo Ramirez\ramirer02,0.0,2013,23,SEA,AL,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,*1
354,JC Ramirez\ramirjc01,0.0,2013,24,PHI,NL,17,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,.000,.000,.000,.000,*1
355,Addison Reed\reedad01,0.0,2013,24,CHW,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
356,Anthony Rendon\rendoan01,0.0,2013,23,WSN,NL,98,394,351,40,93,23,1,7,35,31,3,69,5,2,5,7,1,1,.265,.329,.396,.725,*45/6H
357,Garrett Richards\richaga01,0.0,2013,25,LAA,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
358,David Robertson\roberda08,0.0,2013,28,NYY,AL,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
359,Fernando Rodney\rodnefe01,0.0,2013,36,TBR,AL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
360,Francisco Rodriguez\rodrifr03,0.0,2013,31,TOT,ML,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
361,Paco Rodriguez\rodrist02,0.0,2013,22,LAD,NL,72,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
362,Chaz Roe\roech01,0.0,2013,26,ARI,NL,20,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
363,Sergio Romo\romose01,0.0,2013,30,SFG,NL,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
364,Hector Rondon\rondohe01,0.0,2013,25,CHC,NL,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
365,Trevor Rosenthal\rosentr01,0.0,2013,23,STL,NL,72,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
366,Zac Rosscup\rosscza01,0.0,2013,25,CHC,NL,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
367,Tyson Ross\rossty01,0.0,2013,26,SDP,NL,33,36,33,0,6,0,0,0,0,0,0,18,0,3,0,0,0,0,.182,.182,.182,.364,*1/H
368,James Russell\russeja02,0.0,2013,27,CHC,NL,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
369,Marc Rzepczynski\rzepcma01,0.0,2013,27,TOT,ML,13,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
370,CC Sabathia\sabatc.01,0.0,2013,32,NYY,AL,2,4,4,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,.000,.000,.000,.000,*1
371,Fernando Salas\salasfe01,0.0,2013,28,STL,NL,27,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
372,Danny Salazar\salazda01,0.0,2013,23,CLE,AL,1,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,.000,.000,.000,*1
373,Anibal Sanchez\sanchan01,0.0,2013,29,DET,AL,3,7,4,0,0,0,0,0,0,1,0,4,0,2,0,0,0,0,.000,.200,.000,.200,*1
374,Jonathan Sanchez\sanchjo01,0.0,2013,30,PIT,NL,6,6,5,1,0,0,0,0,0,1,0,4,0,0,0,0,0,0,.000,.167,.000,.167,/*1H
375,Ervin Santana\santaer01,0.0,2013,30,KCR,AL,1,4,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,.250,.250,.250,.500,*1
376,Jonathan Schoop\schoojo01,0.0,2013,21,BAL,AL,5,15,14,5,4,0,0,1,1,1,0,2,0,0,0,2,0,0,.286,.333,.500,.833,/*4H
377,Bryan Shaw\shawbr01,0.0,2013,25,CLE,AL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
378,Tony Sipp\sippto01,0.0,2013,29,ARI,NL,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
379,Burch Smith\smithbu03,0.0,2013,23,SDP,NL,8,10,9,0,1,0,0,0,0,1,0,2,0,0,0,0,0,0,.111,.200,.111,.311,*1
380,Joe Smith\smithjo05,0.0,2013,29,CLE,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
381,Drew Smyly\smylydr01,0.0,2013,24,DET,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
382,Max Stassi\stassma01,0.0,2013,22,HOU,AL,3,8,7,0,2,0,0,0,1,0,0,2,1,0,0,1,0,0,.286,.375,.286,.661,/*D2
383,Chris Stewart\stewach01,0.0,2013,31,NYY,AL,109,340,294,28,62,6,0,4,25,30,0,49,6,6,4,8,4,0,.211,.293,.272,.566,*2/H3
384,Drew Storen\storedr01,0.0,2013,25,WSN,NL,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
385,Dan Straily\straida01,0.0,2013,24,OAK,AL,2,3,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,.000,.333,.000,.333,*1
386,Pedro Strop\stroppe01,0.0,2013,28,TOT,ML,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
387,Kurt Suzuki\suzukku01,0.0,2013,29,TOT,ML,94,316,285,25,66,13,1,5,32,22,6,35,3,2,4,2,2,0,.232,.290,.337,.627,*2/H
388,Anthony Swarzak\swarzan01,0.0,2013,27,MIN,AL,3,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
389,Junichi Tazawa\tazawju01,0.0,2013,27,BOS,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
390,Caleb Thielbar\thielca01,0.0,2013,26,MIN,AL,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
391,Wilfredo Tovar\tovarwi01,0.0,2013,21,NYM,NL,7,19,15,1,3,0,0,0,2,1,1,3,1,2,0,2,1,0,.200,.294,.200,.494,/*6H
392,Jose Valverde\valvejo01,0.0,2013,35,DET,AL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
393,Justin Verlander\verlaju01,0.0,2013,30,DET,AL,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
394,Jonathan Villar\villajo01,0.0,2013,22,HOU,AL,58,241,210,26,51,9,2,1,8,24,1,71,0,7,0,5,18,8,.243,.321,.319,.640,*6/H
395,Nick Vincent\vinceni01,0.0,2013,26,SDP,NL,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
396,Adam Warren\warread01,0.0,2013,25,NYY,AL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
397,Tony Watson\watsoto01,0.0,2013,28,PIT,NL,63,3,1,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,.000,.000,.000,.000,*1
398,Zack Wheeler\wheelza01,0.0,2013,23,NYM,NL,16,34,30,1,4,1,0,0,2,1,0,13,0,3,0,0,0,0,.133,.161,.167,.328,*1/H
399,Rob Wooten\wootero01,0.0,2013,27,MIL,NL,26,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,.000,.000,.000,.000,*1
400,Brandon Workman\workmbr01,0.0,2013,24,BOS,AL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,*1
401,Jake Arrieta\arrieja01,-0.1,2013,27,TOT,ML,9,19,15,0,2,0,0,0,2,0,0,10,0,4,0,0,0,0,.133,.133,.133,.267,*1
402,David Carpenter\carpeda01,-0.1,2013,27,ATL,NL,55,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,.000,.000,.000,.000,*1
403,Alex Cobb\cobbal01,-0.1,2013,25,TBR,AL,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,.000,.000,.000,.000,*1
404,Johnny Cueto\cuetojo01,-0.1,2013,27,CIN,NL,9,22,20,1,3,0,0,0,1,0,0,5,0,2,0,0,0,0,.150,.150,.150,.300,*1
405,Wade Davis\daviswa01,-0.1,2013,27,KCR,AL,3,4,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,.000,.000,.000,.000,*1
406,Ross Detwiler\detwiro01,-0.1,2013,27,WSN,NL,13,25,22,1,2,0,0,0,0,1,0,17,0,2,0,0,0,0,.091,.130,.091,.221,*1
407,Felix Doubront\doubrfe01,-0.1,2013,25,BOS,AL,1,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,.000,.000,.000,.000,*1
408,Adam Eaton\eatonad02,-0.1,2013,24,ARI,NL,66,277,250,40,63,10,4,3,22,17,0,44,6,3,1,4,5,2,.252,.314,.360,.674,*78/H9D
409,Nathan Eovaldi\eovalna01,-0.1,2013,23,MIA,NL,18,35,31,1,2,0,0,0,1,1,0,17,0,3,0,0,0,0,.065,.094,.065,.158,*1
410,Robbie Erlin\erlinro01,-0.1,2013,22,SDP,NL,10,19,16,0,1,0,0,0,1,1,0,5,0,2,0,0,0,0,.063,.118,.063,.180,*1
411,Mike Fiers\fiersmi01,-0.1,2013,28,MIL,NL,11,5,4,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,.000,.000,.000,.000,*1
412,Tyler Flowers\flowety01,-0.1,2013,27,CHW,AL,84,275,256,24,50,11,0,10,24,14,1,94,4,0,1,9,0,1,.195,.247,.355,.603,*2
413,Logan Forsythe\forsylo01,-0.1,2013,26,SDP,NL,75,243,220,22,47,6,1,6,19,19,2,54,2,1,1,5,6,1,.214,.281,.332,.613,4H675/9
414,Freddy Galvis\galvifr01,-0.1,2013,23,PHI,NL,70,222,205,13,48,5,4,6,19,13,2,45,1,3,0,5,1,0,.234,.283,.385,.668,45H67
415,Leury Garcia\garcile02,-0.1,2013,22,TOT,AL,45,111,101,10,20,1,1,0,2,7,0,34,0,2,1,0,7,2,.198,.248,.228,.475,4H/685D
416,Chad Gaudin\gaudich01,-0.1,2013,30,SFG,NL,28,29,25,0,1,0,0,0,1,2,0,14,0,2,0,0,0,0,.040,.111,.040,.151,*1
417,Jeanmar Gomez\gomezje01,-0.1,2013,25,PIT,NL,31,13,13,0,1,0,0,0,0,0,0,9,0,0,0,0,0,0,.077,.077,.077,.154,*1
418,Dee Gordon\gordode01,-0.1,2013,25,LAD,NL,38,106,94,9,22,1,1,1,6,10,2,21,1,1,0,0,10,2,.234,.314,.298,.612,*6H/4
419,David Hale\haleda02,-0.1,2013,25,ATL,NL,2,4,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,.000,.000,.000,.000,/*1
420,Jason Hammel\hammeja01,-0.1,2013,30,BAL,AL,1,4,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,.000,.000,.000,.000,*1
421,Brad Hand\handbr01,-0.1,2013,23,MIA,NL,7,4,4,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,.000,.000,.000,.000,/*1
422,Edwin Jackson\jacksed01,-0.1,2013,29,CHC,NL,30,59,52,4,4,1,0,1,4,2,0,17,0,5,0,0,0,0,.077,.111,.154,.265,*1
423,Jon Lester\lestejo01,-0.1,2013,29,BOS,AL,2,7,6,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,.000,.000,.000,.000,*1
424,Jordan Lyles\lylesjo01,-0.1,2013,22,HOU,AL,3,7,6,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,.000,.000,.000,.000,*1
425,Matt Magill\magilma01,-0.1,2013,23,LAD,NL,6,8,7,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,.000,.000,.000,.000,/*1
426,Zach McAllister\mcallza01,-0.1,2013,25,CLE,AL,2,4,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,.000,.000,.000,*1
427,Charlie Morton\mortoch02,-0.1,2013,29,PIT,NL,19,38,36,1,5,0,0,0,1,0,0,11,0,2,0,0,0,0,.139,.139,.139,.278,*1
428,Mike Moustakas\moustmi01,-0.1,2013,24,KCR,AL,136,514,472,42,110,26,0,12,42,32,1,83,5,1,4,13,2,4,.233,.287,.364,.651,*5/H
429,John Ryan Murphy\murphjr01,-0.1,2013,22,NYY,AL,16,27,26,3,4,1,0,0,1,1,0,9,0,0,0,0,0,0,.154,.185,.192,.377,*2/H
430,Josh Outman\outmajo01,-0.1,2013,28,COL,NL,57,5,5,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,.000,.000,.000,*1
431,Yusmeiro Petit\petityu01,-0.1,2013,28,SFG,NL,7,17,16,0,1,0,0,0,2,1,0,5,0,0,0,1,0,0,.063,.118,.063,.180,/*1
432,Drew Pomeranz\pomerdr01,-0.1,2013,24,COL,NL,8,4,3,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,.000,.000,.000,.000,/*1
433,David Price\priceda01,-0.1,2013,27,TBR,AL,2,6,6,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,.000,.000,.000,.000,*1
434,Henry Rodriguez\rodrihe04,-0.1,2013,23,CIN,NL,9,10,9,0,1,0,0,0,0,1,0,4,0,0,0,0,0,0,.111,.200,.111,.311,/*H4
435,Esmil Rogers\rogeres01,-0.1,2013,27,TOR,AL,5,6,3,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,.000,.000,.000,.000,*1/HD
436,Chris Rusin\rusinch01,-0.1,2013,26,CHC,NL,12,21,19,1,2,0,0,0,2,0,0,3,0,2,0,0,0,0,.105,.105,.105,.211,*1
437,Jeff Samardzija\samarje01,-0.1,2013,28,CHC,NL,31,73,62,4,7,2,0,1,2,1,0,31,0,10,0,0,0,0,.113,.127,.194,.321,*1
438,Alex Sanabia\sanabal01,-0.1,2013,24,MIA,NL,9,18,16,1,1,0,0,0,0,1,0,7,0,1,0,0,0,0,.063,.118,.063,.180,*1
439,Hector Santiago\santihe01,-0.1,2013,25,CHW,AL,5,6,4,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,.000,.000,.000,.000,*1
440,Craig Stammen\stammcr01,-0.1,2013,29,WSN,NL,51,6,5,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,.000,.167,.000,.167,*1
441,Carlos Torres\torreca01,-0.1,2013,30,NYM,NL,32,18,16,0,1,0,0,0,1,1,0,8,0,1,0,0,0,0,.063,.118,.063,.180,*1
442,Michael Wacha\wachami01,-0.1,2013,21,STL,NL,15,22,21,0,3,0,0,0,3,0,0,10,0,1,0,0,0,0,.143,.143,.143,.286,*1
443,Justin Wilson\wilsoju10,-0.1,2013,25,PIT,NL,54,6,5,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,.000,.000,.000,.000,*1
444,Jordan Zimmermann\zimmejo02,-0.1,2013,27,WSN,NL,29,73,65,4,8,1,0,0,2,1,0,20,0,6,1,0,0,0,.123,.134,.138,.273,*1
445,Cody Asche\ascheco01,-0.2,2013,23,PHI,NL,50,179,162,18,38,8,1,5,22,15,3,43,1,0,1,1,1,0,.235,.302,.389,.691,*5/H
446,Drew Butera\buterdr01,-0.2,2013,29,TOT,ML,6,10,10,0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,.100,.100,.100,.200,/*23
447,Ezequiel Carrera\carreez01,-0.2,2013,26,TOT,ML,15,21,17,3,3,0,0,0,1,1,0,5,2,1,0,1,0,0,.176,.300,.176,.476,/*H987
448,Nicholas Castellanos\casteni01,-0.2,2013,21,DET,AL,11,18,18,1,5,0,0,0,0,0,0,1,0,0,0,0,0,0,.278,.278,.278,.556,/*7HD
449,Robinson Chirinos\chiriro01,-0.2,2013,29,TEX,AL,13,30,28,3,5,3,0,0,0,2,0,6,0,0,0,1,0,0,.179,.233,.286,.519,/3H25D
450,Gio Gonzalez\gonzagi01,-0.2,2013,27,WSN,NL,29,66,56,2,5,1,0,1,1,1,0,16,1,8,0,2,0,0,.089,.121,.161,.281,*1
451,Lance Lynn\lynnla01,-0.2,2013,26,STL,NL,31,69,54,1,4,0,0,0,2,4,0,30,0,11,0,0,0,0,.074,.138,.074,.212,*1
452,Martin Maldonado\maldoma01,-0.2,2013,26,MIL,NL,67,202,183,13,31,7,1,4,22,13,1,53,3,3,0,2,0,0,.169,.236,.284,.520,*2H3
453,Jenrry Mejia\mejiaje01,-0.2,2013,23,NYM,NL,6,11,11,0,0,0,0,0,0,0,0,6,0,0,0,2,0,0,.000,.000,.000,.000,/*1H
454,Shelby Miller\millesh01,-0.2,2013,22,STL,NL,29,63,53,3,4,1,0,1,2,1,0,29,1,8,0,2,0,0,.075,.109,.151,.260,*1
455,Wily Peralta\peralwi01,-0.2,2013,24,MIL,NL,31,60,50,1,7,0,0,0,0,1,0,20,0,9,0,1,0,0,.140,.157,.140,.297,*1
456,Jesus Sucre\sucreje01,-0.2,2013,25,SEA,AL,8,29,26,1,5,0,0,0,3,2,0,1,0,0,1,2,0,0,.192,.241,.192,.434,/*2
457,Tyler Thornburg\thornty01,-0.2,2013,24,MIL,NL,17,18,16,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,.000,.000,.000,.000,*1/H
458,Logan Watkins\watkilo01,-0.2,2013,23,CHC,NL,27,42,38,2,8,1,0,0,0,3,0,14,0,1,0,0,0,0,.211,.268,.237,.505,*H/4
459,Jackie Bradley Jr.\bradlja02,-0.3,2013,23,BOS,AL,37,107,95,18,18,5,0,3,10,10,0,31,2,0,0,1,2,0,.189,.280,.337,.617,*87/H9
460,Trevor Cahill\cahiltr01,-0.3,2013,25,ARI,NL,26,53,49,2,4,1,1,0,5,0,0,20,0,4,0,0,0,0,.082,.082,.143,.224,*1
461,Charlie Culberson\culbech01,-0.3,2013,24,COL,NL,47,104,99,12,29,5,0,2,12,4,1,23,0,0,1,5,5,1,.293,.317,.404,.721,*7H/4
462,Travis d'Arnaud\darnatr01,-0.3,2013,24,NYM,NL,31,112,99,4,20,3,0,1,5,12,0,21,0,0,1,3,0,0,.202,.286,.263,.548,*2/H
463,Tuffy Gosewisch\gosewtu01,-0.3,2013,29,ARI,NL,14,47,45,1,8,2,0,0,3,0,0,8,0,1,1,3,0,0,.178,.174,.222,.396,*2/H
464,Pete Kozma\kozmape01,-0.3,2013,25,STL,NL,143,448,410,44,89,20,0,1,35,34,8,91,0,1,3,6,3,1,.217,.275,.273,.548,*6H/7
465,Erik Kratz\kratzer01,-0.3,2013,33,PHI,NL,68,218,197,21,42,7,0,9,26,18,4,45,1,0,2,11,0,0,.213,.280,.386,.666,*2H
466,Jeff Mathis\mathije01,-0.3,2013,30,MIA,NL,73,256,232,14,42,7,1,5,29,21,4,76,1,1,1,5,0,0,.181,.251,.284,.535,*2/H
467,Hernan Perez\perezhe01,-0.3,2013,22,DET,AL,34,71,66,13,13,0,1,0,5,2,0,15,0,2,1,2,1,0,.197,.217,.227,.445,*4/HD65
468,Henry Urrutia\urruthe01,-0.3,2013,26,BAL,AL,24,58,58,5,16,0,1,0,2,0,0,11,0,0,0,2,0,0,.276,.276,.310,.586,*D*H/7
