,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
1701,Kylie Fitts\FittKy00,2018,24,6-181,CHI,NFL,6,0,1,0,0,0
1702,Matt Flanagan\FlanMa00,2018,23,,WAS,NFL,3,1,1,0,0,0
1703,Marquis Flowers\FlowMa00,2018,26,6-212,DET,NFL,5,0,1,0,0,0
1704,David Fluellen\FlueDa00,2018,26,,TEN,NFL,7,0,1,0,0,0
1705,Kai Forbath\ForbKa00,2018,31,,JAX,NFL,3,0,1,0,0,0
1706,Isaiah Ford\FordIs00,2018,22,7-237,MIA,NFL,1,0,1,0,0,0
1707,D'Onta Foreman\ForeDO00,2018,22,3-89,HOU,NFL,1,0,1,0,0,0
1708,Daurice Fountain\FounDa00,2018,23,5-159,IND,NFL,1,0,1,0,0,0
1709,Jordan Franks\FranJo03,2018,22,,CIN,NFL,6,0,1,0,0,0
1710,Mose Frazier\FrazMo00,2018,25,,CAR,NFL,1,0,1,0,0,0
1711,Kyle Fuller\FullKy01,2018,24,7-243,WAS,NFL,2,0,1,0,0,0
1712,Rico Gafford\GaffRi00,2018,22,,OAK,NFL,1,0,1,0,0,0
1713,Joshua Garnett\GarnJo00,2018,24,1-28,SFO,NFL,7,0,1,0,0,0
1714,Terence Garvin\GarvTe00,2018,27,,SFO,NFL,1,0,1,0,0,0
1715,Rico Gathers\GathRi00,2018,24,6-217,DAL,NFL,15,4,1,0,0,0
1716,Shelton Gibson\GibsSh00,2018,23,5-166,PHI,NFL,15,0,1,0,0,0
1717,Garrett Gilbert\GilbGa01,2018,27,6-214,CAR,NFL,1,0,1,0,0,0
1718,Garry Gilliam\GillGa01,2018,28,,SFO,NFL,16,0,1,0,0,0
1719,Mike Gillislee\GillMi00,2018,28,5-164,NOR,NFL,4,0,1,0,0,0
1720,Ryan Glasgow\GlasRy00,2018,25,4-138,CIN,NFL,3,0,1,0,0,0
1721,Mike Glennon\GlenMi00,2018,29,3-73,ARI,NFL,2,0,1,0,0,0
1722,Zack Golditch\GoldZa00,2018,23,,ARI,NFL,2,0,1,0,0,0
1723,Zane Gonzalez\GonzZa00,2018,23,7-224,2TM,NFL,7,0,1,0,0,0
1724,C.J. Goodwin\GoodC.00,2018,28,,DAL,NFL,3,0,1,0,0,0
1725,Jermaine Grace\GracJe00,2018,25,,SEA,NFL,1,0,1,0,0,0
1726,Gino Gradkowski\GradGi00,2018,30,4-98,DEN,NFL,7,0,1,0,0,0
1727,Janarion Grant\GranJa01,2018,25,,BAL,NFL,2,0,1,0,0,0
1728,J.T. Gray\GrayJ.00,2018,22,,NOR,NFL,5,0,1,0,0,0
1729,Rashad Greene\GreeRa00,2018,26,5-139,JAX,NFL,8,1,1,0,0,0
1730,Garrett Griffin\GrifGa00,2018,24,,NOR,NFL,0,0,1,0,0,0
1731,Robert Griffin\GrifRo01,2018,28,1-2,BAL,NFL,3,0,1,0,0,0
1732,David Grinnage\GrinDa00,2018,24,,JAX,NFL,4,2,1,0,0,0
1733,Geneo Grissom\GrisGe00,2018,26,3-97,2TM,NFL,4,0,1,0,0,0
1734,Daeshon Hall\HallDa01,2018,23,3-77,PHI,NFL,3,0,1,0,0,0
1735,Justin Hamilton\HamiJu00,2018,25,,KAN,NFL,4,0,1,0,0,0
1736,Vernon Hargreaves\HargVe00,2018,23,1-11,TAM,NFL,1,1,1,0,0,0
1737,Davontae Harris\HarrDa05,2018,23,5-151,CIN,NFL,3,0,1,0,0,0
1738,Demone Harris\HarrDe06,2018,23,,TAM,NFL,2,0,1,0,0,0
1739,Josh Harris\HarrJo02,2018,29,,ATL,NFL,11,0,1,0,0,0
1740,Nigel Harris\HarrNi00,2018,24,,TEN,NFL,2,0,1,0,0,0
1741,Keon Hatcher\HatcKe00,2018,24,,OAK,NFL,3,0,1,0,0,0
1742,Josh Hawkins\HawkJo00,2018,25,,2TM,NFL,6,0,1,0,0,0
1743,William Hayes\HayeWi99,2018,33,4-103,MIA,NFL,3,0,1,0,0,0
1744,Marquis Haynes\HaynMa01,2018,25,4-136,CAR,NFL,4,0,1,0,0,0
1745,Taylor Hearn\HearTa00,2018,22,,CAR,NFL,4,0,1,0,0,0
1746,Joel Heath\HeatJo00,2018,25,,HOU,NFL,5,0,1,0,0,0
1747,Temarrick Hemingway\HemiTe00,2018,25,6-177,DEN,NFL,5,0,1,0,0,0
1748,De'Angelo Henderson\HendDe01,2018,26,6-203,NYJ,NFL,3,0,1,0,0,0
1749,Quadree Henderson\HendQu00,2018,22,,NYG,NFL,5,0,1,0,0,0
1750,Chad Henne\HennCh01,2018,33,2-57,KAN,NFL,1,0,1,0,0,0
1751,Hunter Henry\HenrHu00,2018,24,2-35,LAC,NFL,0,0,1,0,0,0
1752,Willie Henry\HenrWi00,2018,24,4-132,BAL,NFL,3,0,1,0,0,0
1753,Ryan Hewitt\HewiRy00,2018,27,,IND,NFL,12,2,1,0,0,0
1754,Darrius Heyward-Bey\HeywDa00,2018,31,1-7,PIT,NFL,14,2,1,0,0,0
1755,Jeremy Hill\HillJe01,2018,26,2-55,NWE,NFL,1,0,1,0,0,0
1756,KhaDarel Hodge\HodgKh00,2018,23,,LAR,NFL,14,0,1,0,0,0
1757,Colin Holba\HolbCo00,2018,24,6-213,SFO,NFL,4,0,1,0,0,0
1758,Jeff Holland\HollJe01,2018,21,,DEN,NFL,3,0,1,0,0,0
1759,Jacob Hollister\HollJa03,2018,25,,NWE,NFL,8,1,1,0,0,0
1760,Gabe Holmes\HolmGa00,2018,27,,ARI,NFL,8,4,1,0,0,0
1761,Joshua Holsey\HolsJo01,2018,24,7-235,WAS,NFL,1,0,1,0,0,0
1762,Johnny Holton\HoltJo00,2018,27,,OAK,NFL,1,0,1,0,0,0
1763,Davon House\HousDa00,2018,29,4-131,GNB,NFL,3,0,1,0,0,0
1764,Buddy Howell\HoweBu00,2018,22,,HOU,NFL,4,0,1,0,0,0
1765,Gregory Howell\HoweGr00,2018,22,,HOU,NFL,15,0,1,0,0,0
1766,Brian Hoyer\HoyeBr00,2018,33,,NWE,NFL,5,0,1,0,0,0
1767,Justin Hunter\HuntJu00,2018,27,2-34,PIT,NFL,5,0,1,0,0,0
1768,Godwin Igwebuike\IgweGo00,2018,24,,2TM,NFL,6,0,1,0,0,0
1769,David Irving\IrviDa00,2018,25,,DAL,NFL,2,0,1,0,0,0
1770,Darius Jackson\JackDa01,2018,25,6-216,2TM,NFL,4,0,1,0,0,0
1771,Craig James\JameCr01,2018,22,,MIN,NFL,3,0,1,0,0,0
1772,Richard Jarvis\JarvRi00,2018,23,,ATL,NFL,1,0,1,0,0,0
1773,Alexander Johnson\JohnAl01,2018,27,,DEN,NFL,1,0,1,0,0,0
1774,Dontae Johnson\JohnDo02,2018,27,4-129,BUF,NFL,1,0,1,0,0,0
1775,Isaiah Johnson\JohnIs01,2018,26,,LAR,NFL,2,0,1,0,0,0
1776,Kevin Johnson\JohnKe04,2018,26,1-16,HOU,NFL,1,1,1,0,0,0
1777,Lyndon Johnson\JohnLy00,2018,24,,JAX,NFL,3,0,1,0,0,0
1778,Roderick Johnson\JohnRo06,2018,23,5-160,HOU,NFL,1,0,1,0,0,0
1779,Tre'von Johnson\JohnTr07,2018,23,,LAC,NFL,4,0,1,0,0,0
1780,Chris Jones\JoneCh06,2018,23,,ARI,NFL,2,0,1,0,0,0
