,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
201,Spencer Pulley\PullSp00,2017,24,,LAC,NFL,16,16,1,0,0,8
202,Sheldon Richardson\RichSh00,2017,27,1-13,SEA,NFL,15,15,1,0,0,8
203,Elandon Roberts\RobeEl00,2017,23,6-214,NWE,NFL,15,14,1,0,0,8
204,A'Shawn Robinson\RobiAS00,2017,22,2-46,DET,NFL,16,16,1,0,0,8
205,Cam Robinson\RobiCa00,2017,22,2-34,JAX,NFL,15,15,1,0,0,8
206,Donovan Smith\SmitDo02,2017,24,2-34,TAM,NFL,16,16,1,0,0,8
207,Preston Smith\SmitPr00,2017,25,2-38,WAS,NFL,16,16,1,0,0,8
208,Tyron Smith\SmitTy00,2017,27,1-9,DAL,NFL,13,13,1,1,0,8
209,Ronnie Stanley\StanRo00,2017,23,1-6,BAL,NFL,15,15,1,0,0,8
210,John Sullivan\SullJo24,2017,32,6-187,LAR,NFL,15,15,1,0,0,8
211,Lane Taylor\TaylLa01,2017,28,,GNB,NFL,15,15,1,0,0,8
212,Trai Turner\TurnTr01,2017,24,3-92,CAR,NFL,13,13,1,1,0,8
213,Mitch Unrein\UnreMi00,2017,30,,CHI,NFL,12,8,1,0,0,8
214,Tahir Whitehead\WhitTa00,2017,27,5-138,DET,NFL,16,16,1,0,0,8
215,Kenny Wiggins\WiggKe00,2017,29,,LAC,NFL,16,16,1,0,0,8
216,Leonard Williams\WillLe02,2017,23,1-6,NYJ,NFL,16,16,1,0,0,8
217,Vince Williams\WillVi01,2017,28,6-206,PIT,NFL,16,16,1,0,0,8
218,Robert Woods\WoodRo02,2017,25,2-41,LAR,NFL,12,11,1,0,0,8
219,K.J. Wright\WrigK.00,2017,28,4-99,SEA,NFL,15,15,1,0,0,8
220,Anthony Zettel\ZettAn00,2017,25,6-202,DET,NFL,16,16,1,0,0,8
221,Frank Zombo\ZombFr00,2017,30,,KAN,NFL,16,9,1,0,0,8
222,Jamal Adams\AdamJa00,2017,22,1-6,NYJ,NFL,16,16,1,0,0,7
223,Mike Adams\AdamMi21,2017,36,,CAR,NFL,16,16,1,0,0,7
224,Mario Addison\AddiMa00,2017,30,,CAR,NFL,16,16,1,0,0,7
225,Jay Ajayi\AjayJa00,2017,24,5-149,2TM,NFL,14,8,1,0,0,7
226,Javorius Allen\AlleJa01,2017,26,4-125,BAL,NFL,16,0,1,0,0,7
227,Kiko Alonso\AlonKi00,2017,27,2-46,MIA,NFL,16,16,1,0,0,7
228,C.J. Anderson\AndeC.00,2017,26,,DEN,NFL,16,16,1,0,0,7
229,Robby Anderson\AndeRo04,2017,24,,NYJ,NFL,16,15,1,0,0,7
230,Ezekiel Ansah\AnsaEz00,2017,28,1-5,DET,NFL,14,14,1,0,0,7
231,Ray-Ray Armstrong\ArmsRa01,2017,26,,2TM,NFL,15,6,1,0,0,7
232,Mark Barron\BarrMa00,2017,28,1-7,LAR,NFL,14,14,1,0,0,7
