,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
575,Stephen Weatherly\WeatSt00,2018,24,7-227,MIN,NFL,16,6,1,0,0,5
576,Kenny Wiggins\WiggKe00,2018,30,,DET,NFL,16,10,1,0,0,5
577,Shawn Williams\WillSh02,2018,27,3-84,CIN,NFL,16,16,1,0,0,5
578,Xavier Woods\WoodXa00,2018,23,6-191,DAL,NFL,14,14,1,0,0,5
579,T.J. Yeldon\YeldT.00,2018,25,2-36,JAX,NFL,14,5,1,0,0,5
580,Tavon Young\YounTa01,2018,24,4-104,BAL,NFL,15,6,1,0,0,5
581,Matthew Adams\AdamMa00,2018,23,7-221,IND,NFL,16,5,1,0,0,4
582,Robert Alford\AlfoRo00,2018,30,2-60,ATL,NFL,15,15,1,0,0,4
583,Beau Allen\AlleBe00,2018,27,7-224,TAM,NFL,14,8,1,0,0,4
584,Danny Amendola\AmenDa00,2018,33,,MIA,NFL,15,15,1,0,0,4
585,Henry Anderson\AndeHe00,2018,27,3-93,NYJ,NFL,16,3,1,0,0,4
586,Alex Anzalone\AnzaAl00,2018,24,3-76,NOR,NFL,16,7,1,0,0,4
587,Genard Avery\AverGe00,2018,23,5-150,CLE,NFL,16,5,1,0,0,4
588,Peyton Barber\BarbPe01,2018,24,,TAM,NFL,16,16,1,0,0,4
589,Tony Bergstrom\BergTo00,2018,32,3-95,WAS,NFL,13,8,1,0,0,4
590,Angelo Blackson\BlacAn00,2018,26,4-100,HOU,NFL,16,4,1,0,0,4
591,Joey Bosa\BosaJo00,2018,23,1-3,LAC,NFL,7,6,1,0,0,4
592,Kendrick Bourne\BourKe00,2018,23,,SFO,NFL,16,8,1,0,0,4
593,Kentrell Brice\BricKe00,2018,24,,GNB,NFL,14,10,1,0,0,4
594,Anthony Brown\BrowAn02,2018,25,6-189,DAL,NFL,15,10,1,0,0,4
595,Matt Bryant\bryanmat01,2018,43,,ATL,NFL,13,0,1,0,0,4
596,Deone Bucannon\BucaDe00,2018,26,1-27,ARI,NFL,13,6,1,0,0,4
597,Jermon Bushrod\BushJe20,2018,34,4-125,NOR,NFL,11,6,1,0,0,4
598,Harrison Butker\ButkHa00,2018,23,7-233,KAN,NFL,16,0,1,0,0,4
599,Bryce Callahan\CallBr00,2018,27,,CHI,NFL,13,10,1,0,0,4
600,Antonio Callaway\CallAn00,2018,21,4-105,CLE,NFL,16,11,1,0,0,4
