,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
1601,Brandon Bostick\BostBr00,2012,23,,GNB,NFL,,,1,0,0,0
1602,Dorson Boyce\BoycDo00,2012,24,,WAS,NFL,,,1,0,0,0
1603,Jarrett Boykin\BoykJa00,2012,23,,GNB,NFL,10,0,1,0,0,0
1604,Ron Brace\BracRo99,2012,26,2-40,NWE,NFL,10,0,1,0,0,0
1605,Brett Brackett\BracBr00,2012,25,,JAX,NFL,,,1,0,0,0
1606,Allen Bradford\BradAl00,2012,24,6-187,SEA,NFL,1,0,1,0,0,0
1607,Corey Brandon\BranCo00,2012,25,,CHI,NFL,,,1,0,0,0
1608,Steve Breaston\BreaSt00,2012,29,5-142,KAN,NFL,10,4,1,0,0,0
1609,Jeremy Bridges\BridJe20,2012,32,6-185,CAR,NFL,2,0,1,0,0,0
1610,Dezmon Briscoe\BrisDe00,2012,23,6-191,WAS,NFL,7,0,1,0,0,0
1611,Richie Brockel\BrocRi00,2012,26,,CAR,NFL,16,0,1,0,0,0
1612,Mason Brodine\BrodMa00,2012,24,,STL,NFL,,,1,0,0,0
1613,Matt Broha\BrohMa00,2012,23,,NYG,NFL,,,1,0,0,0
1614,Brandon Brooks\BrooBr00,2012,23,3-76,HOU,NFL,6,0,1,0,0,0
1615,Braylon Broughton\BrouBr00,2012,25,,NOR,NFL,,,1,0,0,0
1616,Colin Brown\BrowCo23,2012,27,5-139,BUF,NFL,1,1,1,0,0,0
1617,Jammal Brown\BrowJa55,2012,31,1-13,WAS,NFL,,,1,0,0,0
1618,Jerry Brown\BrowJe01,2012,25,,IND,NFL,1,0,1,0,0,0
1619,Kourtnei Brown\BrowKo00,2012,24,,WAS,NFL,,,1,0,0,0
1620,LaMark Brown\BrowLa02,2012,23,,MIN,NFL,,,1,0,0,0
1621,Levi Brown\BrowLe20,2012,28,1-5,ARI,NFL,,,1,0,0,0
1622,Mike Brown\BrowMi00,2012,23,,JAX,NFL,2,1,1,0,0,0
1623,Patrick Brown\BrowPa00,2012,26,,MIA,NFL,,,1,0,0,0
1624,Ricky Brown\BrowRi22,2012,29,,BAL,NFL,,,1,0,0,0
1625,Sammy Brown\BrowSa00,2012,22,,STL,NFL,1,0,1,0,0,0
1626,Vincent Brown\BrowVi00,2012,23,3-82,SDG,NFL,,,1,0,0,0
1627,Keith Browner\BrowKe01,2012,24,,HOU,NFL,,,1,0,0,0
1628,Bryant Browning\BrowBr01,2012,24,,CLE,NFL,,,1,0,0,0
1629,Charlie Bryant\BryaCh02,2012,25,,SDG,NFL,,,1,0,0,0
1630,Corbin Bryant\BryaCo00,2012,24,,BUF,NFL,,,1,0,0,0
1631,D.J. Bryant\BryaD.00,2012,23,,NYJ,NFL,,,1,0,0,0
1632,Lamont Bryant\BryaLa00,2012,24,,CAR,NFL,,,1,0,0,0
1633,Randy Bullock\BullRa00,2012,23,5-161,HOU,NFL,,,1,0,0,0
1634,Chandler Burden\BurdCh00,2012,23,,MIA,NFL,,,1,0,0,0
1635,Kaelin Burnett\BurnKa00,2012,23,,OAK,NFL,6,0,1,0,0,0
1636,Kendric Burney\BurnKe00,2012,24,,CAR,NFL,,,1,0,0,0
1637,Troy Burrell\BurrTr00,2012,23,,DET,NFL,,,1,0,0,0
1638,Plaxico Burress\BurrPl00,2012,35,1-8,PIT,NFL,4,3,1,0,0,0
1639,Brandon Burton\BurtBr00,2012,23,5-139,MIN,NFL,4,0,1,0,0,0
1640,Stephen Burton\BurtSt00,2012,23,7-236,MIN,NFL,12,1,1,0,0,0
1641,Crezdon Butler\ButlCr99,2012,25,5-164,3TM,NFL,8,0,1,0,0,0
1642,Deon Butler\ButlDe00,2012,26,3-91,SEA,NFL,1,0,1,0,0,0
1643,Mario Butler\ButlMa00,2012,24,,2TM,NFL,1,0,1,0,0,0
1644,Rashad Butler\ButlRa20,2012,29,3-89,HOU,NFL,,,1,0,0,0
1645,Nate Byham\ByhaNa00,2012,24,6-182,TAM,NFL,11,2,1,0,0,0
1646,LaRon Byrd\ByrdLa00,2012,23,,ARI,NFL,4,0,1,0,0,0
1647,Jake Byrne\ByrnJa00,2012,22,,HOU,NFL,,,1,0,0,0
1648,Travaris Cadet\CadeTr00,2012,23,,NOR,NFL,13,0,1,0,0,0
1649,Andre Caldwell\CaldAn00,2012,27,3-97,DEN,NFL,8,0,1,0,0,0
1650,Duke Calhoun\CalhDu00,2012,25,,OAK,NFL,,,1,0,0,0
1651,Rob Callaway\CallRo00,2012,24,,DAL,NFL,2,0,1,0,0,0
1652,Greg Camarillo\CamaGr00,2012,30,,NOR,NFL,5,0,1,0,0,0
1653,Ronnie Cameron\CameRo00,2012,23,,PHI,NFL,,,1,0,0,0
1654,Bruce Campbell\CampBr20,2012,24,4-106,CAR,NFL,5,0,1,0,0,0
1655,Selvish Capers\CapeSe20,2012,27,7-231,NYG,NFL,3,0,1,0,0,0
1656,John Carlson\CarlJo00,2012,28,2-38,MIN,NFL,14,6,1,0,0,0
1657,Roc Carmichael\CarmRo00,2012,24,4-127,HOU,NFL,6,0,1,0,0,0
1658,Bobby Carpenter\CarpBo20,2012,29,1-18,NWE,NFL,4,0,1,0,0,0
1659,David Carr\CarrDa00,2012,33,1-1,NYG,NFL,2,0,1,0,0,0
1660,Derek Carrier\CarrDe00,2012,22,,PHI,NFL,,,1,0,0,0
1661,Quinton Carter\CartQu01,2012,24,4-108,DEN,NFL,3,0,1,0,0,0
1662,Sean Cattouse\CattSe00,2012,24,,SDG,NFL,1,0,1,0,0,0
1663,Mike Caussin\CausMi00,2012,25,,BUF,NFL,,,1,0,0,0
1664,Garrett Celek\CeleGa00,2012,24,,SFO,NFL,13,0,1,0,0,0
1665,Chris Chamberlain\ChamCh99,2012,27,7-228,NOR,NFL,,,1,0,0,0
1666,Shaun Chapas\ChapSh00,2012,24,7-220,DET,NFL,3,1,1,0,0,0
1667,Josh Chapman\ChapJo00,2012,23,5-136,IND,NFL,,,1,0,0,0
1668,Justin Cheadle\CheaJu00,2012,23,,PIT,NFL,,,1,0,0,0
1669,Chimdi Chekwa\ChekCh00,2012,24,4-113,OAK,NFL,3,0,1,0,0,0
1670,Greg Childs\ChilGr00,2012,22,4-134,MIN,NFL,,,1,0,0,0
1671,Jimmy Clausen\ClauJi00,2012,25,2-48,CAR,NFL,,,1,0,0,0
1672,Zach Clayton\ClayZa00,2012,24,7-212,TEN,NFL,,,1,0,0,0
1673,Kellen Clemens\ClemKe00,2012,29,2-49,STL,NFL,2,0,1,0,0,0
1674,Toney Clemons\ClemTo00,2012,24,7-231,JAX,NFL,4,0,1,0,0,0
1675,Tyler Clutts\ClutTy00,2012,28,,HOU,NFL,16,0,1,0,0,0
