,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
1301,Rodney Hudson\HudsRo00,2012,23,2-55,KAN,NFL,3,3,1,0,0,1
1302,Brandon Hughes\HughBr99,2012,26,5-148,PHI,NFL,16,0,1,0,0,1
1303,Josh Hull\HullJo99,2012,25,7-254,STL,NFL,16,1,1,0,0,1
1304,Ramon Humber\HumbRa00,2012,25,,NOR,NFL,13,0,1,0,0,1
1305,Phillip Hunt\HuntPh00,2012,26,,PHI,NFL,13,0,1,0,0,1
1306,Henry Hynoski\HynoHe01,2012,24,,NYG,NFL,16,11,1,0,0,1
1307,Corvey Irvin\IrviCo99,2012,27,3-93,TAM,NFL,12,0,1,0,0,1
1308,Nate Irving\IrviNa00,2012,24,3-67,DEN,NFL,15,0,1,0,0,1
1309,Chris Ivory\IvorCh00,2012,24,,NOR,NFL,6,2,1,0,0,1
1310,Lawrence Jackson\JackLa98,2012,27,1-28,DET,NFL,15,0,1,0,0,1
1311,Malik Jackson\JackMa02,2012,22,5-137,DEN,NFL,14,0,1,0,0,1
1312,LaMichael James\JameLa00,2012,23,2-61,SFO,NFL,4,0,1,0,0,1
1313,Robert James\JameRo99,2012,29,5-138,ATL,NFL,16,0,1,0,0,1
1314,Tim Jamison\JamiTi99,2012,26,,HOU,NFL,6,0,1,0,0,1
1315,J.J. Jansen\JansJ.00,2012,26,,CAR,NFL,16,0,1,0,0,1
1316,Lestar Jean\JeanLe01,2012,24,,HOU,NFL,14,1,1,0,0,1
1317,Lemuel Jeanpierre\JeanLe00,2012,25,,SEA,NFL,15,0,1,0,0,1
1318,Mike Jenkins\JenkMi99,2012,27,1-25,DAL,NFL,13,2,1,0,0,1
1319,Brandon Johnson\JohnBr20,2012,29,5-142,PIT,NFL,14,0,1,0,0,1
1320,Chris Johnson\JohnCh26,2012,33,7-245,BAL,NFL,5,1,1,0,0,1
1321,Jeron Johnson\JohnJe02,2012,24,,SEA,NFL,16,0,1,0,0,1
1322,Spencer Johnson\JohnSp20,2012,31,,BUF,NFL,14,0,1,0,0,1
1323,Steven Johnson\JohnSt02,2012,24,,DEN,NFL,11,0,1,0,0,1
1324,Tom Johnson\JohnTo01,2012,28,,NOR,NFL,15,0,1,0,0,1
1325,Will Johnson\JohnWi00,2012,23,,PIT,NFL,16,7,1,0,0,1
1326,Colin Jones\JoneCo01,2012,25,6-190,CAR,NFL,15,0,1,0,0,1
1327,Deji Karim\KariDe00,2012,26,6-180,IND,NFL,3,0,1,0,0,1
1328,Jason Kelce\KelcJa00,2012,25,6-191,PHI,NFL,2,2,1,0,0,1
1329,Shiloh Keo\KeoxSh00,2012,25,5-144,HOU,NFL,16,0,1,0,0,1
1330,Daniel Kilgore\KilgDa00,2012,25,5-163,SFO,NFL,16,0,1,0,0,1
1331,Jeff King\KingJe00,2012,29,5-155,ARI,NFL,16,12,1,0,0,1
1332,Justin King\KingJu99,2012,25,4-101,2TM,NFL,5,2,1,0,0,1
1333,Karl Klug\KlugKa00,2012,24,5-142,TEN,NFL,16,1,1,0,0,1
1334,Niko Koutouvides\KoutNi20,2012,31,4-116,NWE,NFL,14,0,1,0,0,1
1335,Markus Kuhn\KuhnMa00,2012,26,7-239,NYG,NFL,10,1,1,0,0,1
1336,L.P. Ladouceur\LadoL.20,2012,31,,DAL,NFL,16,0,1,0,0,1
1337,Emmanuel Lamur\LamuEm00,2012,23,,CIN,NFL,9,0,1,0,0,1
1338,Jorvorskie Lane\LaneJo00,2012,25,,MIA,NFL,16,5,1,0,0,1
