k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
401,Allen Crabbe\crabbal01,2014-15,22,POR,NBA,8.7,51,9,683,3.3,8.1,1.7,3.6,1.6,4.5,0.6,0.8,0.4,3.5,3.8,2.1,1.0,0.8,0.8,3.9,8.9,.412,.485,.353,.510,.750,.525
402,Jerami Grant\grantje01,2014-15,20,PHI,NBA,8.7,65,11,1377,3.2,9.2,2.0,5.1,1.3,4.1,3.0,5.0,1.3,3.9,5.2,2.1,1.0,1.8,2.2,3.8,10.7,.352,.383,.314,.422,.591,.470
403,Nazr Mohammed\mohamna01,2014-15,37,CHI,NBA,8.7,23,0,128,3.7,8.4,3.7,8.4,0.0,0.0,0.3,0.8,3.1,7.6,10.7,0.8,1.1,1.4,2.0,4.5,7.6,.433,.433,,.433,.333,.431
404,Elliot Williams\williel01,2014-15,25,TOT,NBA,8.7,13,0,119,4.2,11.2,1.8,5.7,2.4,5.4,0.3,1.2,0.0,2.4,2.4,3.6,1.2,0.0,1.2,3.6,11.2,.378,.316,.444,.486,.250,.477
405,Danny Granger\grangda01,2014-15,31,MIA,NBA,8.6,30,6,613,3.8,9.5,2.1,4.6,1.8,4.9,1.6,2.2,1.2,3.5,4.7,1.0,0.8,0.4,1.4,3.9,11.0,.401,.449,.357,.494,.757,.527
406,Ryan Kelly\kellyry01,2014-15,23,LAL,NBA,8.6,52,34,1233,3.0,9.0,1.7,5.1,1.3,3.9,2.3,2.8,0.4,3.9,4.3,2.7,0.9,0.7,1.1,3.4,9.7,.337,.337,.336,.409,.832,.473
407,Steve Novak\novakst01,2014-15,31,TOT,NBA,8.6,35,0,197,4.0,10.2,0.5,1.5,3.5,8.8,0.0,0.4,0.4,3.7,4.0,2.0,0.0,0.4,0.9,4.2,11.5,.393,.375,.396,.563,.000,.554
408,Matthew Dellavedova\dellama01,2014-15,24,CLE,NBA,8.5,67,13,1380,2.9,8.0,1.1,3.7,1.8,4.4,0.8,1.0,1.0,2.3,3.3,5.3,0.6,0.1,1.6,4.0,8.3,.362,.307,.407,.472,.763,.493
409,Alex Kirk\kirkal01,2014-15,23,CLE,NBA,8.5,5,0,14,2.6,10.3,2.6,10.3,0.0,0.0,5.1,5.1,2.6,0.0,2.6,2.6,0.0,0.0,0.0,2.6,10.3,.250,.250,,.250,1.000,.410
410,Glenn Robinson\robingl02,2014-15,21,TOT,NBA,8.5,35,1,261,3.6,9.2,2.9,6.6,0.7,2.6,2.2,3.3,2.1,3.3,5.4,1.5,0.8,0.1,1.5,2.1,10.1,.388,.438,.263,.425,.667,.471
411,Kyle Singler\singlky01,2014-15,26,TOT,NBA,8.5,80,58,1743,3.6,9.2,1.6,4.2,2.0,5.0,0.8,1.1,0.7,3.3,4.0,1.8,1.0,0.4,1.1,3.2,9.9,.386,.371,.398,.493,.769,.512
