,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
1201,Dan Bailey\BailDa00,2017,29,,DAL,NFL,12,0,1,0,0,1
1202,Chris Banjo\BanjCh00,2017,27,,NOR,NFL,16,0,1,0,0,1
1203,Don Barclay\BarcDo00,2017,28,,DET,NFL,3,1,1,0,0,1
1204,Kenjon Barner\BarnKe00,2017,27,6-182,PHI,NFL,13,1,1,0,0,1
1205,Connor Barth\barthco01,2017,31,,CHI,NFL,10,0,1,0,0,1
1206,Tarell Basham\BashTa00,2017,23,3-80,IND,NFL,15,0,1,0,0,1
1207,Daren Bates\BateDa00,2017,27,,TEN,NFL,16,0,1,0,0,1
1208,B.J. Bello\BellB.00,2017,23,,CLE,NFL,16,0,1,0,0,1
1209,Bene Benwikere\BenwBe00,2017,26,5-148,DAL,NFL,12,0,1,0,0,1
1210,Nat Berhe\BerhNa00,2017,26,5-152,NYG,NFL,15,0,1,0,0,1
1211,Brenton Bersin\BersBr00,2017,27,,CAR,NFL,8,1,1,0,0,1
1212,Kapri Bibbs\BibbKa00,2017,24,,WAS,NFL,3,0,1,0,0,1
1213,Vince Biegel\BiegVi00,2017,24,4-108,GNB,NFL,9,0,1,0,0,1
1214,Freddie Bishop\BishFr00,2017,27,,NYJ,NFL,5,0,1,0,0,1
1215,Angelo Blackson\BlacAn00,2017,25,4-100,HOU,NFL,9,1,1,0,0,1
1216,Ronald Blair\BlaiRo00,2017,24,5-142,SFO,NFL,6,2,1,0,0,1
1217,Brandon Bolden\BoldBr00,2017,27,,NWE,NFL,16,0,1,0,0,1
1218,Devante Bond\BondDe00,2017,24,6-183,TAM,NFL,14,2,1,0,0,1
1219,Sam Bradford\BradSa00,2017,30,1-1,MIN,NFL,2,2,1,0,0,1
1220,Jake Brendel\BrenJa01,2017,25,,MIA,NFL,16,0,1,0,0,1
1221,Kentrell Brice\BricKe00,2017,23,,GNB,NFL,6,3,1,0,0,1
1222,Beau Brinkley\BrinBe00,2017,27,,TEN,NFL,16,0,1,0,0,1
1223,Kenny Britt\BritKe00,2017,29,1-30,2TM,NFL,12,4,1,0,0,1
1224,Tramaine Brock\BrocTr00,2017,29,,MIN,NFL,11,0,1,0,0,1
1225,Kentrell Brothers\BrotKe00,2017,24,5-160,MIN,NFL,16,0,1,0,0,1
1226,Daniel Brown\BrowDa04,2017,25,,CHI,NFL,14,2,1,0,0,1
1227,Deon Bush\BushDe00,2017,24,4-124,CHI,NFL,13,0,1,0,0,1
1228,Rafael Bush\BushRa00,2017,30,,NOR,NFL,14,0,1,0,0,1
