,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
85,Eric Fisher\FishEr00,2017,26,1-1,KAN,NFL,16,15,1,0,0,10
86,Travis Frederick\FredTr00,2017,26,1-31,DAL,NFL,16,16,1,1,0,10
87,Melvin Gordon\GordMe00,2017,24,1-15,LAC,NFL,16,16,1,0,0,10
88,Akiem Hicks\HickAk00,2017,28,3-89,CHI,NFL,16,16,1,0,0,10
89,Malcolm Jenkins\JenkMa99,2017,30,1-14,PHI,NFL,16,16,1,1,0,10
90,Travis Kelce\KelcTr00,2017,28,3-63,KAN,NFL,15,15,1,1,0,10
91,Eric Kendricks\KendEr00,2017,25,2-45,MIN,NFL,16,16,1,0,0,10
92,Taylor Lewan\LewaTa00,2017,26,1-11,TEN,NFL,16,16,1,1,0,10
93,Bennie Logan\LogaBe00,2017,28,3-67,KAN,NFL,15,12,1,0,0,10
94,Shaq Mason\MasoSh01,2017,24,4-131,NWE,NFL,16,16,1,0,0,10
95,Ryan Ramczyk\RamcRy00,2017,23,1-32,NOR,NFL,16,16,1,0,0,10
96,JuJu Smith-Schuster\SmitJu00,2017,21,2-62,PIT,NFL,14,7,1,0,0,10
97,Nate Solder\SoldNa00,2017,29,1-17,NWE,NFL,16,16,1,0,0,10
98,Earl Thomas\ThomEa99,2017,28,1-14,SEA,NFL,14,14,1,1,0,10
99,Joe Thuney\ThunJo00,2017,25,3-78,NWE,NFL,16,16,1,0,0,10
100,Max Unger\UngeMa20,2017,31,2-49,NOR,NFL,16,16,1,0,0,10
