k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
401,Myke Henry\henrymy01,2017-18,25,MEM,NBA,9.7,20,0,378,3.9,10.4,2.1,4.9,1.8,5.5,0.6,1.0,1.0,2.7,3.6,2.1,3.0,0.6,1.8,2.7,10.2,.376,.431,.328,.463,.600,.472
402,Juan Hernangomez\hernaju01,2017-18,22,DEN,NBA,9.7,25,3,277,3.8,9.7,1.9,3.2,1.8,6.5,1.3,1.6,2.3,4.7,7.0,1.6,0.8,0.4,1.2,3.2,10.7,.387,.600,.280,.480,.833,.511
403,Ben McLemore\mclembe01,2017-18,24,MEM,NBA,9.7,56,17,1091,5.2,12.3,3.4,7.1,1.8,5.2,1.7,2.1,1.1,3.5,4.6,1.7,1.3,0.5,2.0,4.6,13.9,.421,.477,.346,.495,.828,.526
404,Avery Bradley\bradlav01,2017-18,27,TOT,NBA,9.6,46,46,1433,6.5,15.7,4.6,10.6,1.9,5.1,1.6,2.1,0.6,2.4,2.9,2.4,1.3,0.2,2.5,2.3,16.5,.414,.436,.369,.474,.768,.496
405,Tony Bradley\bradlto01,2017-18,20,UTA,NBA,9.5,9,0,29,3.7,13.7,3.7,12.4,0.0,1.2,2.5,2.5,5.0,8.7,13.7,1.2,0.0,0.0,0.0,1.2,9.9,.273,.300,.000,.273,1.000,.337
406,C.J. Williams\willicj01,2017-18,27,LAC,NBA,9.5,38,17,707,4.4,10.0,3.3,6.1,1.1,4.0,0.7,0.8,0.6,2.2,2.9,2.2,1.6,0.7,1.0,3.2,10.6,.442,.546,.282,.497,.813,.512
407,Ian Clark\clarkia01,2017-18,26,NOP,NBA,9.4,74,2,1455,5.5,12.2,4.0,7.4,1.5,4.8,1.1,1.5,0.2,2.9,3.1,2.7,0.8,0.2,1.4,3.0,13.6,.448,.533,.318,.511,.763,.529
408,Ron Baker\bakerro01,2017-18,24,NYK,NBA,9.3,29,1,385,1.9,5.5,0.8,2.4,1.0,3.1,1.9,2.4,0.5,2.3,2.8,4.4,2.4,0.6,1.7,3.1,6.6,.339,.346,.333,.432,.769,.504
409,Pat Connaughton\connapa01,2017-18,25,POR,NBA,9.3,82,5,1488,4.0,9.4,2.2,4.4,1.8,5.1,0.9,1.1,0.9,3.0,3.9,2.2,0.6,0.5,1.0,2.9,10.7,.423,.506,.352,.518,.841,.539
410,Darius Miller\milleda01,2017-18,27,NOP,NBA,9.3,82,3,1944,4.0,9.0,1.3,2.4,2.7,6.6,1.1,1.2,0.3,2.7,3.0,2.1,0.5,0.3,1.1,3.0,11.8,.444,.535,.411,.594,.866,.617
