,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
1501,Cecil Shorts\ShorCe00,2016,29,4-114,TAM,NFL,9,5,1,0,0,1
1502,Sealver Siliga\SiliSe00,2016,26,,2TM,NFL,10,0,1,0,0,1
1503,Tharold Simon\SimoTh00,2016,25,5-138,ARI,NFL,9,0,1,0,0,1
1504,Antone Smith\SmitAn01,2016,31,,TAM,NFL,3,0,1,0,0,1
1505,Antonio Smith\SmitAn22,2016,35,5-135,HOU,NFL,13,0,1,0,0,1
1506,C.J. Smith\SmitC.00,2016,23,,PHI,NFL,10,0,1,0,0,1
1507,Chris Smith\SmitCh03,2016,24,5-159,JAX,NFL,6,0,1,0,0,1
1508,Derron Smith\SmitDe05,2016,24,6-197,CIN,NFL,12,0,1,0,0,1
1509,Marcus Smith\SmitMa03,2016,24,1-26,PHI,NFL,16,0,1,0,0,1
1510,Ryan Smith\SmitRy00,2016,23,4-108,TAM,NFL,14,0,1,0,0,1
1511,Terrance Smith\SmitTe04,2016,23,,KAN,NFL,9,2,1,0,0,1
1512,Paul Soliai\SoliPa99,2016,33,4-108,CAR,NFL,10,1,1,0,0,1
1513,Brandon Spikes\SpikBr99,2016,29,2-62,BUF,NFL,11,0,1,0,0,1
1514,Julian Stanford\StanJu00,2016,26,,NYJ,NFL,9,3,1,0,0,1
1515,Drew Stanton\StanDr00,2016,32,2-43,ARI,NFL,5,1,1,0,0,1
1516,Neal Sterling\SterNe00,2016,24,7-220,JAX,NFL,10,1,1,0,0,1
1517,Ed Stinson\StinEd00,2016,26,5-160,ARI,NFL,4,1,1,0,0,1
1518,Rod Streater\StreRo00,2016,28,,SFO,NFL,16,2,1,0,0,1
1519,Jaelen Strong\StroJa01,2016,22,3-70,HOU,NFL,8,2,1,0,0,1
1520,Darrell Stuckey\StucDa20,2016,29,4-110,SDG,NFL,16,0,1,0,0,1
1521,Nick Sundberg\SundNi00,2016,29,,WAS,NFL,14,0,1,0,0,1
1522,Phillip Supernaw\SupePh00,2016,26,,TEN,NFL,15,2,1,0,0,1
1523,Geoff Swaim\SwaiGe00,2016,23,7-246,DAL,NFL,9,6,1,0,0,1
1524,Adarius Taylor\GlanAd00,2016,26,,TAM,NFL,16,0,1,0,0,1
1525,Manti Te'o\TeoxMa00,2016,25,2-38,SDG,NFL,3,3,1,0,0,1
1526,Robenson Therezie\TherRo00,2016,25,,ATL,NFL,12,0,1,0,0,1
1527,John Theus\TheuJo00,2016,22,5-145,SFO,NFL,4,1,1,0,0,1
1528,De'Anthony Thomas\ThomDe05,2016,23,4-124,KAN,NFL,12,0,1,0,0,1
