,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
2101,David Paulson\PaulDa01,2012,23,7-240,PIT,NFL,16,5,1,0,0,0
2102,Isaiah Pead\PeadIs00,2012,23,2-50,STL,NFL,15,1,1,0,0,0
2103,Micah Pellerin\PellMi00,2012,24,,DAL,NFL,,,1,0,0,0
2104,Jeris Pendleton\PendJe00,2012,29,7-228,JAX,NFL,4,0,1,0,0,0
2105,Michael Person\PersMi00,2012,24,7-239,SEA,NFL,,,1,0,0,0
2106,Jason Peters\PeteJa21,2012,30,,PHI,NFL,,,1,0,0,0
2107,Deangelo Peterson\PeteDe00,2012,23,,WAS,NFL,,,1,0,0,0
2108,John Phillips\PhilJo00,2012,25,6-208,DAL,NFL,16,9,1,0,0,0
2109,Kealoha Pilares\PilaKe00,2012,24,5-132,CAR,NFL,8,0,1,0,0,0
2110,Eddie Pleasant\PleaEd00,2012,24,,HOU,NFL,2,0,1,0,0,0
2111,Quinton Pointer\PoinQu00,2012,24,,STL,NFL,6,0,1,0,0,0
2112,Lousaka Polite\PoliLo00,2012,31,,ATL,NFL,6,5,1,0,0,0
2113,Chris Polk\PolkCh00,2012,23,,PHI,NFL,7,0,1,0,0,0
2114,Mike Pollak\PollMi20,2012,27,2-59,CAR,NFL,1,0,1,0,0,0
2115,Royce Pollard\PollRo00,2012,23,,NYJ,NFL,,,1,0,0,0
2116,Tauren Poole\PoolTa00,2012,23,,CAR,NFL,,,1,0,0,0
2117,Leonard Pope\PopeLe00,2012,29,3-72,PIT,NFL,16,2,1,0,0,0
2118,Julian Posey\PoseJu00,2012,24,,MIA,NFL,2,0,1,0,0,0
2119,John Potter\PottJo00,2012,22,7-251,BUF,NFL,6,0,1,0,0,0
2120,Zach Potter\PottZa99,2012,26,,JAX,NFL,16,5,1,0,0,0
2121,Jerrell Powe\PoweJe00,2012,25,6-199,KAN,NFL,9,0,1,0,0,0
2122,Chaz Powell\PoweCh00,2012,24,,GNB,NFL,,,1,0,0,0
2123,Shaun Prater\PratSh00,2012,23,5-156,CIN,NFL,,,1,0,0,0
2124,De'Andre Presley\PresDe00,2012,22,,MIA,NFL,4,0,1,0,0,0
2125,Chris Pressley\PresCh00,2012,26,,CIN,NFL,14,7,1,0,0,0
2126,Michael Preston\PresMi00,2012,23,,TEN,NFL,4,0,1,0,0,0
2127,Brian Price\PricBr99,2012,23,2-35,DAL,NFL,,,1,0,0,0
2128,Taylor Price\PricTa00,2012,25,3-90,JAX,NFL,,,1,0,0,0
2129,Myron Pryor\PryoMy99,2012,26,6-207,NWE,NFL,,,1,0,0,0
2130,Cyhl Quarles\QuarCy00,2012,23,,NWE,NFL,,,1,0,0,0
2131,Andrew Quarless\QuarAn00,2012,24,5-154,GNB,NFL,,,1,0,0,0
2132,Richard Quinn\QuinRi00,2012,26,2-64,CIN,NFL,,,1,0,0,0
2133,Will Rackley\RackWi01,2012,23,3-76,JAX,NFL,,,1,0,0,0
2134,Raymond Radway\RadwRa00,2012,25,,STL,NFL,,,1,0,0,0
2135,Bobby Rainey\RainBo00,2012,25,,BAL,NFL,,,1,0,0,0
2136,Rich Ranglin\RangRi00,2012,27,,KAN,NFL,,,1,0,0,0
2137,Ryan Rau\RauxRy00,2012,22,,PHI,NFL,4,0,1,0,0,0
2138,Bert Reed\ReedBe00,2012,24,,PIT,NFL,,,1,0,0,0
2139,D'Aundre Reed\ReedD'00,2012,24,7-215,MIN,NFL,6,0,1,0,0,0
2140,Jacques Reeves\ReevJa20,2012,30,7-223,KAN,NFL,2,1,1,0,0,0
2141,Micanor Regis\RegiMi00,2012,23,,ATL,NFL,,,1,0,0,0
2142,Allen Reisner\ReisAl00,2012,24,,2TM,NFL,6,2,1,0,0,0
2143,Mike Remmers\RemmMi00,2012,23,,TAM,NFL,,,1,0,0,0
2144,Chase Reynolds\ReynCh00,2012,25,,STL,NFL,,,1,0,0,0
2145,Matt Reynolds\ReynMa00,2012,26,,PHI,NFL,,,1,0,0,0
2146,Jamey Richard\RichJa20,2012,28,7-236,NWE,NFL,,,1,0,0,0
2147,Sean Richardson\RichSe00,2012,22,,GNB,NFL,5,0,1,0,0,0
2148,Chris Riley\RileCh00,2012,25,,CHI,NFL,,,1,0,0,0
2149,Javon Ringer\RingJa00,2012,25,5-173,TEN,NFL,2,0,1,0,0,0
2150,Adrien Robinson\RobiAd00,2012,24,4-127,NYG,NFL,2,0,1,0,0,0
2151,Gerrell Robinson\RobiGe00,2012,23,,ARI,NFL,,,1,0,0,0
2152,Trent Robinson\RobiTr02,2012,22,6-180,SFO,NFL,3,0,1,0,0,0
2153,Zac Robinson\RobiZa00,2012,26,7-250,CIN,NFL,,,1,0,0,0
2154,Brian Robiskie\RobiBr00,2012,25,2-36,DET,NFL,6,0,1,0,0,0
2155,Courtney Roby\RobyCo00,2012,29,3-68,NOR,NFL,13,0,1,0,0,0
2156,James Rodgers\RodgJa01,2012,24,,ATL,NFL,,,1,0,0,0
2157,Evan Rodriguez\RodrEv00,2012,24,4-111,CHI,NFL,12,5,1,0,0,0
2158,James Rogers\RogeJa01,2012,23,,TAM,NFL,,,1,0,0,0
2159,Shaun Rogers\RogeSh99,2012,33,2-61,NYG,NFL,,,1,0,0,0
2160,Taveon Rogers\RogeTa00,2012,22,,CIN,NFL,,,1,0,0,0
2161,Brian Rolle\RollBr00,2012,24,6-193,PHI,NFL,4,0,1,0,0,0
2162,Greg Romeus\RomeGr00,2012,24,7-226,NOR,NFL,,,1,0,0,0
2163,Nelson Rosario\RosaNe00,2012,23,,CAR,NFL,,,1,0,0,0
2164,Jay Ross\RossJa00,2012,25,,BUF,NFL,1,0,1,0,0,0
2165,Jeremy Ross\RossJe01,2012,24,,GNB,NFL,5,0,1,0,0,0
2166,Martin Rucker\RuckMa00,2012,27,4-111,KAN,NFL,,,1,0,0,0
2167,Anderson Russell\RussAn01,2012,25,,2TM,NFL,6,0,1,0,0,0
2168,Titus Ryan\RyanTi00,2012,28,,NYJ,NFL,,,1,0,0,0
2169,Jimmy Saddler-McQueen\SaddJi20,2012,25,,DET,NFL,1,0,1,0,0,0
2170,Nick Saenz\SaenNi00,2012,22,,TAM,NFL,,,1,0,0,0
2171,Brandon Saine\SainBr00,2012,24,,GNB,NFL,6,0,1,0,0,0
2172,Greg Salas\SalaGr00,2012,24,4-112,2TM,NFL,1,0,1,0,0,0
2173,Zebrie Sanders\SandZe00,2012,23,5-144,BUF,NFL,,,1,0,0,0
2174,Robert Sands\SandRo00,2012,23,5-134,CIN,NFL,,,1,0,0,0
2175,Brian Sanford\SanfBr00,2012,25,,CLE,NFL,1,0,1,0,0,0
2176,Dane Sanzenbacher\SanzDa00,2012,24,,2TM,NFL,7,2,1,0,0,0
2177,Ricky Sapp\SappRi99,2012,26,5-134,NYJ,NFL,4,0,1,0,0,0
2178,Tyler Sash\SashTy00,2012,24,6-198,NYG,NFL,7,0,1,0,0,0
2179,Brashton Satele\SateBr00,2012,25,,DAL,NFL,,,1,0,0,0
2180,Quentin Saulsberry\SaulQu00,2012,24,,DEN,NFL,,,1,0,0,0
2181,Weslye Saunders\SaunWe00,2012,23,,IND,NFL,11,4,1,0,0,0
2182,Damik Scafe\ScafDa00,2012,24,,SDG,NFL,2,0,1,0,0,0
2183,Brian Schaefering\SchaBr00,2012,29,,DAL,NFL,3,0,1,0,0,0
2184,J.K. Schaffer\SchaJ.00,2012,22,,CIN,NFL,,,1,0,0,0
2185,Pat Schiller\SchiPa00,2012,24,,ATL,NFL,,,1,0,0,0
2186,Stephen Schilling\SchiSt00,2012,24,6-201,SDG,NFL,2,0,1,0,0,0
2187,Shann Schillinger\SchiSh99,2012,26,6-171,ATL,NFL,,,1,0,0,0
2188,Caleb Schlauderaff\SchlCa00,2012,25,6-179,NYJ,NFL,,,1,0,0,0
2189,Owen Schmitt\SchmOw00,2012,27,5-163,OAK,NFL,13,4,1,0,0,0
2190,Bernard Scott\ScotBe00,2012,28,6-209,CIN,NFL,2,0,1,0,0,0
2191,Chris Scott\ScotCh23,2012,25,5-151,BUF,NFL,,,1,0,0,0
2192,Da'Rel Scott\ScotDa01,2012,24,7-221,NYG,NFL,4,0,1,0,0,0
2193,Laron Scott\ScotLa00,2012,24,,NYG,NFL,,,1,0,0,0
2194,Tray Session\SessTr00,2012,25,,OAK,NFL,,,1,0,0,0
2195,Jarrod Shaw\ShawJa00,2012,24,,CLE,NFL,,,1,0,0,0
2196,DeShawn Shead\SheaDe00,2012,23,,SEA,NFL,,,1,0,0,0
2197,Cameron Sheffield\ShefCa99,2012,24,5-142,KAN,NFL,1,0,1,0,0,0
2198,Anthony Sherman\SherAn00,2012,24,5-136,ARI,NFL,13,4,1,0,0,0
2199,Derek Sherrod\SherDe00,2012,23,1-32,GNB,NFL,,,1,0,0,0
2200,Visanthe Shiancoe\ShiaVi00,2012,32,3-91,NWE,NFL,4,0,1,0,0,0
