,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
2101,Isame Faciane\FaciIs00,2014,23,,MIN,NFL,0,,1,0,0,
2102,David Fales\FaleDa00,2014,24,6-183,CHI,NFL,0,,1,0,0,
2103,Hebron Fangupo\FangHe00,2014,29,,2TM,NFL,0,,1,0,0,
2104,Jean Fanor\FanoJe00,2014,25,,GNB,NFL,0,,1,0,0,
2105,Heath Farwell\FarwHe20,2014,33,,SEA,NFL,0,,1,0,0,
2106,Curtis Feigt\FeigCu01,2014,24,,KAN,NFL,0,,1,0,0,
2107,Matt Feiler\FeilMa00,2014,22,,HOU,NFL,0,,1,0,0,
2108,James Ferentz\FereJa00,2014,25,,HOU,NFL,0,,1,0,0,
2109,Carlos Fields\FielCa00,2014,24,,3TM,NFL,0,,1,0,0,
2110,Tevita Finau\FinaTe00,2014,28,,NYJ,NFL,0,,1,0,0,
2111,Kevin Fogg\FoggKe00,2014,24,,PIT,NFL,0,,1,0,0,
2112,Fou Fonoti\FonoFo00,2014,23,,SFO,NFL,0,,1,0,0,
2113,Patrick Ford\FordPa00,2014,24,,NYJ,NFL,0,,1,0,0,
2114,Donte Foster\FostDo01,2014,24,,MIN,NFL,0,,1,0,0,
2115,Bennie Fowler\FowlBe00,2014,23,,DEN,NFL,0,,1,0,0,
2116,Reid Fragel\FragRe00,2014,23,7-240,ATL,NFL,0,,1,0,0,
2117,Dan France\FranDa00,2014,23,,CIN,NFL,0,,1,0,0,
2118,A.J. Francis\FranA.00,2014,24,,MIA,NFL,0,,1,0,0,
2119,Cameron Fuller\FullCa00,2014,23,,SFO,NFL,0,,1,0,0,
2120,John Fullington\FullJo00,2014,23,,2TM,NFL,0,,1,0,0,
2121,Andrew Furney\FurnAn00,2014,23,,NYJ,NFL,0,,1,0,0,
2122,Tyler Gaffney\GaffTy00,2014,23,6-204,NWE,NFL,0,,1,0,0,
2123,Jimmy Gaines\GainJi00,2014,21,,BUF,NFL,0,,1,0,0,
2124,Rogers Gaines\GainRo01,2014,25,,NYG,NFL,0,,1,0,0,
2125,Anthony Gaitor\GaitAn00,2014,26,7-222,ARI,NFL,0,,1,0,0,
2126,Ben Gardner\GardBe00,2014,25,7-231,DAL,NFL,0,,1,0,0,
2127,Shamiel Gary\GarySh00,2014,24,,CHI,NFL,0,,1,0,0,
2128,Kendall Gaskins\GaskKe00,2014,24,,SFO,NFL,0,,1,0,0,
2129,Bruce Gaston\GastBr00,2014,23,,2TM,NFL,0,,1,0,0,
2130,Kwame Geathers\GeatKw00,2014,24,,2TM,NFL,0,,1,0,0,
2131,Adam Gettis\GettAd00,2014,26,5-141,2TM,NFL,0,,1,0,0,
2132,Garrett Gilbert\GilbGa01,2014,23,6-214,2TM,NFL,0,,1,0,0,
2133,Alex Gillett\GillAl00,2014,23,,GNB,NFL,0,,1,0,0,
2134,Mike Gillislee\GillMi00,2014,24,5-164,MIA,NFL,0,,1,0,0,
2135,David Gilreath\GilrDa00,2014,26,,SEA,NFL,0,,1,0,0,
2136,Ka'lial Glaud\GlauKa00,2014,24,,TAM,NFL,0,,1,0,0,
2137,Tay Glover-Wright\GlovTa00,2014,22,,GNB,NFL,0,,1,0,0,
2138,Brittan Golden\GoldBr00,2014,26,,ARI,NFL,0,,1,0,0,
2139,C.J. Goodwin\GoodC.00,2014,24,,PIT,NFL,0,,1,0,0,
2140,Cameron Gordon\GordCa00,2014,23,,NWE,NFL,0,,1,0,0,
2141,Thomas Gordon\GordTh00,2014,23,,NYG,NFL,0,,1,0,0,
2142,Jeremy Grable\GrabJe00,2014,,,TAM,NFL,0,,1,0,0,
2143,Kevin Graf\GrafKe00,2014,23,,PHI,NFL,0,,1,0,0,
2144,Justin Green\GreeJu01,2014,23,,NWE,NFL,0,,1,0,0,
2145,Kevin Greene\GreeKe01,2014,24,,2TM,NFL,0,,1,0,0,
2146,Chris Greenwood\GreeCh01,2014,25,5-148,2TM,NFL,0,,1,0,0,
2147,Ryan Griffin\GrifRy01,2014,25,,NOR,NFL,0,,1,0,0,
2148,Xavier Grimble\GrimXa00,2014,22,,2TM,NFL,0,,1,0,0,
2149,Jon Halapio\HalaJo00,2014,23,6-179,DEN,NFL,0,,1,0,0,
2150,Matt Hall\HallMa01,2014,24,,IND,NFL,0,,1,0,0,
2151,Dominique Hamilton\HamiDo00,2014,25,,NYG,NFL,0,,1,0,0,
2152,Je'Ron Hamm\HammJe01,2014,22,,WAS,NFL,0,,1,0,0,
2153,Victor Hampton\HampVi00,2014,22,,NYG,NFL,0,,1,0,0,
2154,Andre Hardy\HardAn01,2014,27,,ARI,NFL,0,,1,0,0,
2155,Chandler Harnish\HarnCh00,2014,26,7-253,MIN,NFL,0,,1,0,0,
2156,Chris Harper\HarpCh00,2014,25,4-123,NYG,NFL,0,,1,0,0,
2157,Jerrell Harris\HarrJe01,2014,25,,DET,NFL,0,,1,0,0,
2158,Taylor Hart\HartTa00,2014,23,5-141,PHI,NFL,0,,1,0,0,
2159,Travis Harvey\HarvTr00,2014,24,,3TM,NFL,0,,1,0,0,
2160,Micah Hatfield\HatfMi00,2014,25,,SDG,NFL,0,,1,0,0,
2161,Caylin Hauptmann\HaupCa00,2014,23,,NWE,NFL,0,,1,0,0,
2162,Stanley Havili\HaviSt00,2014,27,7-240,2TM,NFL,0,,1,0,0,
2163,Ricky Havill-Heimuli\HaviRi00,2014,23,,ATL,NFL,0,,1,0,0,
2164,Matt Hazel\HazeMa01,2014,22,6-190,MIA,NFL,0,,1,0,0,
2165,Ethan Hemer\HemeEt00,2014,23,,PIT,NFL,0,,1,0,0,
2166,Cam Henderson\HendCa00,2014,24,,NWE,NFL,0,,1,0,0,
2167,Ricky Henry\HenrRi00,2014,27,,KAN,NFL,0,,1,0,0,
2168,Brandon Hepburn\HepbBr00,2014,25,7-245,PHI,NFL,0,,1,0,0,
2169,Eric Herman\HermEr00,2014,25,7-225,NYG,NFL,0,,1,0,0,
2170,Javontee Herndon\HernJa00,2014,23,,SDG,NFL,0,,1,0,0,
2171,Aaron Hester\HestAa00,2014,24,,SDG,NFL,0,,1,0,0,
2172,Stephen Hill\HillSt00,2014,23,2-43,CAR,NFL,0,,1,0,0,
2173,Caleb Holley\HollCa00,2014,24,,BUF,NFL,0,,1,0,0,
2174,DeVonte Holloman\HollDe01,2014,23,6-185,DAL,NFL,0,,1,0,0,
2175,Tyler Hoover\HoovTy00,2014,24,,2TM,NFL,0,,1,0,0,
2176,Dustin Hopkins\HopkDu00,2014,24,6-177,NOR,NFL,0,,1,0,0,
2177,Trey Hopkins\HopkTr01,2014,22,,CIN,NFL,0,,1,0,0,
2178,Travis Howard\HowaTr01,2014,25,,NYG,NFL,0,,1,0,0,
2179,Delano Howell\HoweDe00,2014,25,,IND,NFL,0,,1,0,0,
2180,Adrian Hubbard\HubbAd00,2014,22,,GNB,NFL,0,,1,0,0,
2181,Michael Huey\HueyMi00,2014,26,,WAS,NFL,0,,1,0,0,
2182,Kevin Hughes\HughKe00,2014,26,,CAR,NFL,0,,1,0,0,
2183,Charley Hughlett\HughCh01,2014,24,,3TM,NFL,0,,1,0,0,
2184,Kendall Hunter\HuntKe00,2014,26,4-115,SFO,NFL,0,,1,0,0,
2185,Kerry Hyder\HydeKe01,2014,23,,NYJ,NFL,0,,1,0,0,
2186,Ike Igbinosun\IgbiIk00,2014,24,,BUF,NFL,0,,1,0,0,
2187,Emil Igwenagu\IgweEm00,2014,25,,DET,NFL,0,,1,0,0,
2188,Gabe Ikard\IkarGa00,2014,24,,TEN,NFL,0,,1,0,0,
2189,Bennett Jackson\JackBe00,2014,23,6-187,NYG,NFL,0,,1,0,0,
2190,Justin Jackson\JackJu00,2014,23,,3TM,NFL,0,,1,0,0,
2191,Tanard Jackson\JackTa99,2014,29,4-106,WAS,NFL,0,,1,0,0,
2192,Chuck Jacobs\JacoCh00,2014,24,,SFO,NFL,0,,1,0,0,
2193,Charles James\JameCh00,2014,24,,HOU,NFL,0,,1,0,0,
2194,Kendall James\JameKe00,2014,23,6-184,3TM,NFL,0,,1,0,0,
2195,Greg Jenkins\JenkGr00,2014,25,,OAK,NFL,0,,1,0,0,
2196,Ulrick John\JohnUl00,2014,22,7-232,IND,NFL,0,,1,0,0,
2197,Bryan Johnson\JohnBr04,2014,26,,BUF,NFL,0,,1,0,0,
2198,Josh Johnson\JohnJo05,2014,28,5-160,SFO,NFL,0,,1,0,0,
2199,Kamal Johnson\JohnKa00,2014,23,,MIA,NFL,0,,1,0,0,
2200,Mike Johnson\JohnMi23,2014,27,3-98,ATL,NFL,0,,1,0,0,
