,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
701,Andrew Quarless\QuarAn00,2014,26,5-154,GNB,NFL,16,11,1,0,0,4
702,Jay Ratliff\RatlJa20,2014,33,7-224,CHI,NFL,11,11,1,0,0,4
703,Nickell Robey-Coleman\RobeNi00,2014,22,,BUF,NFL,16,7,1,0,0,4
704,Denard Robinson\RobiDe00,2014,24,5-135,JAX,NFL,13,9,1,0,0,4
705,Brandian Ross\RossBr00,2014,25,,2TM,NFL,14,10,1,0,0,4
706,DeMeco Ryans\RyanDe20,2014,30,2-33,PHI,NFL,8,8,1,0,0,4
707,Bishop Sankey\SankBi00,2014,22,2-54,TEN,NFL,16,9,1,0,0,4
708,Brian Schwenke\SchwBr00,2014,23,4-107,TEN,NFL,11,11,1,0,0,4
709,Matt Shaughnessy\ShauMa99,2014,28,3-71,ARI,NFL,8,7,1,0,0,4
710,Jabaal Sheard\SheaJa00,2014,25,2-37,CLE,NFL,16,5,1,0,0,4
711,A.Q. Shipley\ShipA.20,2014,28,7-226,IND,NFL,15,5,1,0,0,4
712,Jacquies Smith\SmitJa01,2014,24,,TAM,NFL,15,7,1,0,0,4
713,Akeem Spence\SpenAk00,2014,23,4-100,TAM,NFL,16,5,1,0,0,4
714,Sean Spence\SpenSe00,2014,24,3-86,PIT,NFL,16,9,1,0,0,4
715,C.J. Spiller\SpilC.00,2014,27,1-9,BUF,NFL,9,5,1,0,0,4
716,Darrell Stuckey\StucDa20,2014,27,4-110,SDG,NFL,16,0,1,1,0,4
717,Shaun Suisham\suishsha01,2014,33,,PIT,NFL,16,0,1,0,0,4
718,Cam Thomas\ThomCa99,2014,28,5-146,PIT,NFL,16,9,1,0,0,4
719,Matt Tobin\TobiMa00,2014,24,,PHI,NFL,13,7,1,0,0,4
720,Jason Trusnik\TrusJa99,2014,30,,MIA,NFL,16,6,1,0,0,4
721,Justin Tucker\TuckJu00,2014,25,,BAL,NFL,16,0,1,0,0,4
722,Robert Turbin\TurbRo00,2014,25,4-106,SEA,NFL,16,3,1,0,0,4
723,Max Unger\UngeMa20,2014,28,2-49,SEA,NFL,6,6,1,0,0,4
724,Kraig Urbik\UrbiKr20,2014,29,3-79,BUF,NFL,16,9,1,0,0,4
725,Fernando Velasco\VelaFe20,2014,29,,CAR,NFL,13,7,1,0,0,4
726,LaAdrian Waddle\WaddLa01,2014,23,,DET,NFL,10,10,1,0,0,4
727,Nate Washington\WashNa00,2014,31,,TEN,NFL,16,11,1,0,0,4
728,Menelik Watson\WatsMe00,2014,26,2-42,OAK,NFL,12,9,1,0,0,4
729,Lardarius Webb\WebbLa99,2014,29,3-88,BAL,NFL,13,11,1,0,0,4
730,Terrance West\WestTe00,2014,23,3-94,CLE,NFL,14,6,1,0,0,4
731,Corey White\WhitCo01,2014,24,5-162,NOR,NFL,15,9,1,0,0,4
732,Charlie Whitehurst\WhitCh02,2014,32,3-81,TEN,NFL,7,5,1,0,0,4
733,Andre Williams\WillAn00,2014,22,4-113,NYG,NFL,16,7,1,0,0,4
734,Ian Williams\WillIa00,2014,25,,SFO,NFL,9,9,1,0,0,4
735,Jacquian Williams\WillJa02,2014,26,6-202,NYG,NFL,9,9,1,0,0,4
736,Luke Willson\WillLu00,2014,24,5-158,SEA,NFL,15,10,1,0,0,4
737,C.J. Wilson\WilsC.98,2014,27,7-230,OAK,NFL,16,7,1,0,0,4
738,George Wilson\WilsGe01,2014,33,,TEN,NFL,16,10,1,0,0,4
739,Jimmy Wilson\WilsJi00,2014,28,7-235,MIA,NFL,14,13,1,0,0,4
740,Kamerion Wimbley\WimbKa20,2014,31,1-13,TEN,NFL,13,12,1,0,0,4
741,Billy Winn\WinnBi00,2014,25,6-205,CLE,NFL,13,5,1,0,0,4
742,Blidi Wreh-Wilson\WrehBl00,2014,25,3-70,TEN,NFL,11,11,1,0,0,4
743,Willie Young\YounWi99,2014,29,7-213,CHI,NFL,15,8,1,0,0,4
744,Mike Adams\AdamMi02,2014,24,2-56,PIT,NFL,16,4,1,0,0,3
745,Phillip Adams\AdamPh00,2014,26,7-224,NYJ,NFL,12,4,1,0,0,3
746,Kamar Aiken\AikeKa00,2014,25,,BAL,NFL,16,0,1,0,0,3
747,Cortez Allen\AlleCo00,2014,26,4-128,PIT,NFL,11,7,1,0,0,3
748,Dwayne Allen\AlleDw00,2014,24,3-64,IND,NFL,13,13,1,0,0,3
749,Jace Amaro\AmarJa00,2014,22,2-49,NYJ,NFL,14,4,1,0,0,3
750,Prince Amukamara\AmukPr00,2014,25,1-19,NYG,NFL,8,8,1,0,0,3
751,Bryan Anger\AngeBr00,2014,26,3-70,JAX,NFL,16,0,1,0,0,3
752,Akeem Ayers\AyerAk00,2014,25,2-39,2TM,NFL,11,4,1,0,0,3
753,Jason Babin\BabiJa20,2014,34,1-27,NYJ,NFL,16,4,1,0,0,3
754,Alan Ball\BallAl99,2014,29,7-237,JAX,NFL,7,7,1,0,0,3
755,Mark Barron\BarrMa00,2014,25,1-7,2TM,NFL,16,9,1,0,0,3
756,Bene Benwikere\BenwBe00,2014,23,5-148,CAR,NFL,10,6,1,0,0,3
757,Justin Bethel\BethJu00,2014,24,6-177,ARI,NFL,16,0,1,1,0,3
758,Matthew Bosher\BoshMa00,2014,27,6-192,ATL,NFL,16,0,1,0,0,3
759,Jonathan Bostic\BostJo00,2014,23,2-50,CHI,NFL,13,8,1,0,0,3
760,Tre Boston\BostTr00,2014,22,4-128,CAR,NFL,11,5,1,0,0,3
761,Zackary Bowman\BowmZa20,2014,30,5-142,NYG,NFL,16,5,1,0,0,3
762,Josh Boyd\BoydJo00,2014,25,5-167,GNB,NFL,15,4,1,0,0,3
763,Lance Briggs\BrigLa99,2014,34,3-68,CHI,NFL,8,8,1,0,0,3
764,Bryce Brown\BrowBr02,2014,23,7-229,BUF,NFL,7,2,1,0,0,3
765,Chykie Brown\BrowCh05,2014,28,5-164,2TM,NFL,15,5,1,0,0,3
766,Donald Brown\BrowDo00,2014,27,1-27,SDG,NFL,13,3,1,0,0,3
767,Stevie Brown\BrowSt99,2014,27,7-251,NYG,NFL,16,8,1,0,0,3
768,Brandon Browner\BrowBr00,2014,30,,NWE,NFL,9,9,1,0,0,3
769,Randy Bullock\BullRa00,2014,25,5-161,HOU,NFL,16,0,1,0,0,3
770,Vontaze Burfict\BurfVo00,2014,24,,CIN,NFL,5,5,1,0,0,3
771,Travaris Cadet\CadeTr00,2014,25,,NOR,NFL,15,1,1,0,0,3
772,Jordan Cameron\CameJo00,2014,26,4-102,CLE,NFL,10,9,1,0,0,3
773,Jonathan Casillas\CasiJo99,2014,27,,2TM,NFL,13,6,1,0,0,3
774,Kurt Coleman\ColeKu99,2014,26,7-244,KAN,NFL,15,3,1,0,0,3
775,William Compton\CompWi00,2014,25,,WAS,NFL,16,5,1,0,0,3
776,Oniel Cousins\CousOn00,2014,30,3-99,TAM,NFL,16,7,1,0,0,3
777,Mason Crosby\CrosMa20,2014,30,6-193,GNB,NFL,16,0,1,0,0,3
778,Isaiah Crowell\CrowIs00,2014,21,,CLE,NFL,16,4,1,0,0,3
779,Victor Cruz\CruzVi00,2014,28,,NYG,NFL,6,6,1,0,0,3
780,Anthony Davis\DaviAn27,2014,25,1-11,SFO,NFL,7,7,1,0,0,3
781,Phil Dawson\dawsophi01,2014,39,,SFO,NFL,16,0,1,0,0,3
782,Brian De La Puente\DeLaBr00,2014,29,,CHI,NFL,8,6,1,0,0,3
783,Jordan Devey\DeveJo00,2014,26,,NWE,NFL,7,4,1,0,0,3
784,Anthony Dixon\DixoAn00,2014,27,6-173,BUF,NFL,16,0,1,0,0,3
785,Jon Dorenbos\DoreJo20,2014,34,,PHI,NFL,16,0,1,1,0,3
786,Vlad Ducasse\DucaVl20,2014,27,2-61,MIN,NFL,13,6,1,0,0,3
787,Lance Dunbar\DunbLa00,2014,24,,DAL,NFL,16,0,1,0,0,3
788,Justin Durant\DuraJu99,2014,29,2-48,DAL,NFL,6,6,1,0,0,3
789,Nick Folk\FolkNi20,2014,30,6-178,NYJ,NFL,16,0,1,0,0,3
790,Kai Forbath\ForbKa00,2014,27,,WAS,NFL,16,0,1,0,0,3
791,Graham Gano\GanoGr44,2014,27,,CAR,NFL,16,0,1,0,0,3
792,Toby Gerhart\GerhTo00,2014,27,2-51,JAX,NFL,14,7,1,0,0,3
793,Brandon Gibson\GibsBr00,2014,27,6-194,MIA,NFL,14,5,1,0,0,3
794,Shayne Graham\grahasha01,2014,37,,NOR,NFL,16,0,1,0,0,3
795,Jonas Gray\GrayJo00,2014,24,,NWE,NFL,8,3,1,0,0,3
796,Mike Harris\HarrMi01,2014,26,,MIN,NFL,12,5,1,0,0,3
797,James Harrison\HarrJa23,2014,36,,PIT,NFL,11,4,1,0,0,3
798,Stephen Hauschka\HausSt00,2014,29,,SEA,NFL,16,0,1,0,0,3
799,D.J. Hayden\HaydDJ00,2014,24,1-12,OAK,NFL,10,8,1,0,0,3
800,Johnny Hekker\HekkJo00,2014,24,,STL,NFL,16,0,1,0,0,3
