Rk,Player,WAR/pos,Year,Age,Tm,Lg,G,PA,AB,R,H,2B,3B,HR,RBI,BB,IBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS,Pos
301,Curt Casali\casalcu01,0.2,2017,28,TBR,AL,9,13,9,2,3,0,0,1,3,3,0,3,0,0,1,0,0,0,.333,.462,.667,1.128,/*2H
302,Ji-Man Choi\choiji01,0.2,2017,26,NYY,AL,6,18,15,2,4,1,0,2,5,2,0,5,0,0,1,1,0,0,.267,.333,.733,1.067,/*3H
303,Franchy Cordero\cordefr02,0.2,2017,22,SDP,NL,30,99,92,15,21,3,3,3,9,6,0,44,0,1,0,0,1,1,.228,.276,.424,.699,*8/H7
304,Charlie Culberson\culbech01,0.2,2017,28,LAD,NL,15,15,13,0,2,1,0,0,1,2,0,4,0,0,0,2,0,0,.154,.267,.231,.497,*6/H45
305,Robert Gsellman\gsellro01,0.2,2017,23,NYM,NL,27,44,34,2,5,0,0,0,4,6,0,14,0,3,1,0,0,0,.147,.268,.147,.415,*1/H
306,Marco Hernandez\hernama02,0.2,2017,24,BOS,AL,21,60,58,7,16,3,0,0,2,1,0,15,1,0,0,0,0,1,.276,.300,.328,.628,/546H
307,Patrick Kivlehan\kivlepa01,0.2,2017,27,CIN,NL,115,204,178,23,37,5,1,9,26,22,1,61,3,0,1,2,1,2,.208,.304,.399,.703,*H937/58
308,Mike Leake\leakemi01,0.2,2017,29,TOT,ML,26,55,47,2,8,1,0,0,4,3,0,15,0,5,0,2,0,0,.170,.220,.191,.411,*1/H
309,Jon Lester\lestejo01,0.2,2017,33,CHC,NL,30,65,54,5,8,3,0,1,6,4,0,26,0,6,1,0,1,0,.148,.203,.259,.463,*1
310,Carlos Martinez\martica04,0.2,2017,25,STL,NL,31,69,62,5,11,3,0,0,11,1,0,19,1,5,0,1,0,0,.177,.203,.226,.429,*1/H
311,Mike Montgomery\montgmi01,0.2,2017,27,CHC,NL,40,30,27,5,5,1,0,1,3,0,0,10,0,3,0,0,0,0,.185,.185,.333,.519,*1
312,Steve Pearce\pearcst01,0.2,2017,34,TOR,AL,92,348,313,38,79,17,1,13,37,27,1,68,5,0,3,11,0,0,.252,.319,.438,.757,*73/HD
313,Shane Peterson\petersh01,0.2,2017,29,TBR,AL,30,88,79,9,20,5,0,2,11,5,0,21,2,0,1,2,2,0,.253,.310,.392,.703,*7/H9D
314,Gregory Polanco\polangr01,0.2,2017,25,PIT,NL,108,411,379,39,95,20,0,11,35,27,4,60,3,0,1,5,8,1,.251,.305,.391,.695,*97H/8D
315,Martin Prado\pradoma01,0.2,2017,33,MIA,NL,37,147,140,13,35,9,0,2,12,6,0,22,0,0,1,4,0,0,.250,.279,.357,.636,*5/HD
316,Rene Rivera\riverre01,0.2,2017,33,TOT,NL,74,237,218,23,55,9,0,10,35,14,3,70,3,1,1,4,0,1,.252,.305,.431,.736,*2/H3
317,Amed Rosario\rosaram01,0.2,2017,21,NYM,NL,46,170,165,16,41,4,4,4,10,3,0,49,2,0,0,3,7,3,.248,.271,.394,.665,*6/H
318,Hyun-Jin Ryu\ryuhy01,0.2,2017,30,LAD,NL,23,38,30,3,4,1,0,0,0,3,0,18,1,4,0,0,0,0,.133,.235,.167,.402,*1
319,Ervin Santana\santaer01,0.2,2017,34,MIN,AL,3,10,10,3,2,1,0,0,5,0,0,3,0,0,0,0,0,0,.200,.200,.300,.500,*1
320,Magneuris Sierra\sierrma01,0.2,2017,21,STL,NL,22,64,60,10,19,0,0,0,5,4,0,14,0,0,0,0,2,2,.317,.359,.317,.676,/9H87
321,Jacob Stallings\stallja01,0.2,2017,27,PIT,NL,5,16,14,3,5,2,0,0,3,2,1,2,0,0,0,0,0,0,.357,.438,.500,.938,/*2
322,Stephen Strasburg\strasst01,0.2,2017,28,WSN,NL,26,60,54,5,7,0,0,2,3,2,0,14,0,4,0,0,0,0,.130,.161,.241,.401,*1
323,Marcus Stroman\stromma01,0.2,2017,26,TOR,AL,3,7,7,2,2,1,0,1,1,0,0,4,0,0,0,0,0,0,.286,.286,.857,1.143,*1/H
324,Noah Syndergaard\syndeno01,0.2,2017,24,NYM,NL,7,13,9,0,2,0,0,0,0,3,0,5,0,1,0,0,0,0,.222,.417,.222,.639,/*1
325,Matt Szczur\szczuma01,0.2,2017,27,TOT,NL,119,237,195,28,44,12,2,3,18,34,0,44,4,3,1,2,0,2,.226,.350,.354,.704,H789
326,Kelby Tomlinson\tomlike01,0.2,2017,27,SFG,NL,104,222,194,32,50,4,2,1,11,23,2,46,0,2,3,8,9,1,.258,.332,.314,.646,*H546/7
327,Troy Tulowitzki\tulowtr01,0.2,2017,32,TOR,AL,66,260,241,16,60,10,0,7,26,17,1,40,1,0,1,10,0,1,.249,.300,.378,.678,*6/H
328,Edinson Volquez\volqued01,0.2,2017,33,MIA,NL,15,30,26,0,5,0,0,0,1,1,0,11,0,2,1,0,0,0,.192,.214,.192,.407,*1
329,Anthony Alford\alforan01,0.1,2017,22,TOR,AL,4,8,8,0,1,1,0,0,0,0,0,3,0,0,0,0,0,0,.125,.125,.250,.375,/*7*H*9
330,Erick Aybar\aybarer01,0.1,2017,33,SDP,NL,108,370,333,37,78,15,1,7,22,28,2,57,4,3,2,5,11,4,.234,.300,.348,.648,*6H/1
331,Harrison Bader\baderha01,0.1,2017,23,STL,NL,32,92,85,10,20,3,0,3,10,5,1,24,1,0,1,1,2,1,.235,.283,.376,.659,*8/H79
332,Jacob Barnes\barneja01,0.1,2017,27,MIL,NL,68,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,1.000,,,*1
333,Jose Berrios\berrijo01,0.1,2017,23,MIN,AL,3,5,5,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,.200,.200,.200,.400,*1
