,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
1701,B.J. Cunningham\CunnB.00,2012,23,6-183,PHI,NFL,,,1,0,0,0
1702,Aaron Curry\CurrAa99,2012,26,1-4,OAK,NFL,2,0,1,0,0,0
1703,Dominique Curry\CurrDo00,2012,25,,DET,NFL,,,1,0,0,0
1704,Chase Daniel\DaniCh00,2012,26,,NOR,NFL,16,0,1,0,0,0
1705,Matt Daniels\DaniMa00,2012,23,,STL,NFL,4,0,1,0,0,0
1706,Andrew Datko\DatkAn00,2012,22,7-241,GNB,NFL,,,1,0,0,0
1707,A.J. Davis\DaviA.00,2012,23,,NOR,NFL,1,0,1,0,0,0
1708,Austin Davis\DaviAu00,2012,23,,STL,NFL,,,1,0,0,0
1709,Bryce Davis\DaviBr01,2012,23,,CIN,NFL,,,1,0,0,0
1710,Dexter Davis\DaviDe99,2012,26,7-236,SEA,NFL,,,1,0,0,0
1711,Dominique Davis\DaviDo02,2012,23,,ATL,NFL,1,0,1,0,0,0
1712,Drew Davis\DaviDr00,2012,23,,ATL,NFL,16,0,1,0,0,0
1713,Hall Davis\DaviHa21,2012,25,5-149,CLE,NFL,2,0,1,0,0,0
1714,Ryan Davis\DaviRy00,2012,23,,JAX,NFL,1,0,1,0,0,0
1715,Tristan Davis\DaviTr01,2012,26,,WAS,NFL,,,1,0,0,0
1716,Keyunta Dawson\DawsKe99,2012,27,7-242,TEN,NFL,3,0,1,0,0,0
1717,Dom DeCicco\DeCiDo00,2012,24,,CHI,NFL,4,0,1,0,0,0
1718,Chris DeGeare\DeGeCh20,2012,25,5-161,TEN,NFL,,,1,0,0,0
1719,Jeff Demps\DempJe00,2012,22,,NWE,NFL,,,1,0,0,0
1720,Antonio Dennard\DennAn00,2012,23,,JAX,NFL,,,1,0,0,0
1721,Derek Dennis\DennDe00,2012,24,,CHI,NFL,,,1,0,0,0
1722,Dan DePalma\DePaDa00,2012,23,,NYG,NFL,,,1,0,0,0
1723,James Develin\DeveJa00,2012,24,,NWE,NFL,1,0,1,0,0,0
1724,Pat Devlin\DevlPa00,2012,24,,MIA,NFL,,,1,0,0,0
1725,JoJo Dickson\DickJo00,2012,23,,NYJ,NFL,,,1,0,0,0
1726,Phillip Dillard\DillPh99,2012,26,4-115,SDG,NFL,,,1,0,0,0
1727,Patrick DiMarco\DiMaPa00,2012,23,,KAN,NFL,5,4,1,0,0,0
1728,Lamar Divens\DiveLa20,2012,27,,SFO,NFL,,,1,0,0,0
1729,Antonio Dixon\DixoAn99,2012,27,,2TM,NFL,3,0,1,0,0,0
1730,Dennis Dixon\DixoDe00,2012,27,5-156,BAL,NFL,,,1,0,0,0
1731,Marcus Dixon\DixoMa00,2012,28,,NYJ,NFL,3,0,1,0,0,0
1732,Demarcus Dobbs\DobbDe00,2012,25,,SFO,NFL,12,0,1,0,0,0
1733,Brandyn Dombrowski\DombBr20,2012,27,,SDG,NFL,,,1,0,0,0
1734,Ray Dominguez\DomiRa00,2012,24,,CAR,NFL,,,1,0,0,0
1735,Larry Donnell\DonnLa00,2012,24,,NYG,NFL,,,1,0,0,0
1736,David Douglas\DougDa01,2012,23,,TAM,NFL,1,0,1,0,0,0
1737,Leger Douzable\DouzLe00,2012,26,,TEN,NFL,,,1,0,0,0
1738,Ras-I Dowling\DowlRa00,2012,24,2-33,NWE,NFL,7,0,1,0,0,0
1739,Tommie Draheim\DrahTo00,2012,24,,2TM,NFL,,,1,0,0,0
1740,Jim Dray\DrayJi00,2012,26,7-233,ARI,NFL,13,0,1,0,0,0
1741,Vlad Ducasse\DucaVl20,2012,25,2-61,NYJ,NFL,16,0,1,0,0,0
1742,Drake Dunsmore\DunsDr00,2012,24,7-233,TAM,NFL,,,1,0,0,0
1743,Tony Dye\DyexTo00,2012,22,,CIN,NFL,,,1,0,0,0
1744,Nate Eachus\EachNa00,2012,22,,KAN,NFL,11,2,1,0,0,0
1745,Marcus Easley\EaslMa00,2012,25,4-107,BUF,NFL,3,0,1,0,0,0
1746,Jeremy Ebert\EberJe00,2012,23,7-235,NWE,NFL,,,1,0,0,0
1747,A.J. Edds\EddsA.99,2012,25,4-119,IND,NFL,,,1,0,0,0
1748,Trent Edwards\EdwaTr01,2012,29,3-92,PHI,NFL,1,0,1,0,0,0
1749,Pannel Egboh\EgboPa00,2012,26,,TEN,NFL,6,0,1,0,0,0
1750,Michael Egnew\EgneMi00,2012,23,3-78,MIA,NFL,2,0,1,0,0,0
1751,Ricky Elmore\ElmoRi00,2012,24,6-197,CLE,NFL,,,1,0,0,0
1752,Auston English\EnglAu00,2012,25,,CLE,NFL,,,1,0,0,0
1753,Dedrick Epps\EppsDe00,2012,24,7-235,NYJ,NFL,3,0,1,0,0,0
1754,Trai Essex\EsseTr20,2012,30,3-93,IND,NFL,2,0,1,0,0,0
1755,John Estes\EsteJo00,2012,25,,JAX,NFL,,,1,0,0,0
1756,Darren Evans\EvanDa00,2012,24,,TEN,NFL,1,0,1,0,0,0
1757,DeQuin Evans\EvanDe00,2012,25,,CIN,NFL,,,1,0,0,0
1758,Bradie Ewing\EwinBr00,2012,23,5-157,ATL,NFL,,,1,0,0,0
1759,Hebron Fangupo\FangHe00,2012,27,,2TM,NFL,1,0,1,0,0,0
1760,Mario Fannin\FannMa00,2012,25,,DEN,NFL,,,1,0,0,0
1761,Jarred Fayson\FaysJa00,2012,25,,NOR,NFL,,,1,0,0,0
1762,Bobby Felder\FeldBo00,2012,22,,MIN,NFL,,,1,0,0,0
1763,Jerome Felton\FeltJe00,2012,26,5-146,MIN,NFL,16,7,1,1,0,0
1764,Chandler Fenner\FennCh00,2012,22,,SEA,NFL,,,1,0,0,0
1765,Tony Fiammetta\FiamTo00,2012,26,4-128,NWE,NFL,,,1,0,0,0
1766,Tevita Finau\FinaTe00,2012,26,,NYJ,NFL,,,1,0,0,0
1767,Darius Fleming\FlemDa00,2012,23,5-165,SFO,NFL,,,1,0,0,0
1768,Dane Fletcher\FletDa00,2012,26,,NWE,NFL,,,1,0,0,0
1769,Donnie Fletcher\FletDo00,2012,22,,NYJ,NFL,3,0,1,0,0,0
1770,Matt Flynn\FlynMa00,2012,27,7-209,SEA,NFL,3,0,1,0,0,0
1771,Chase Ford\FordCh00,2012,22,,2TM,NFL,,,1,0,0,0
1772,Jacoby Ford\FordJa01,2012,25,4-108,OAK,NFL,,,1,0,0,0
1773,Marcus Forston\ForsMa00,2012,23,,NWE,NFL,1,0,1,0,0,0
1774,Jason Foster\FostJa00,2012,24,,OAK,NFL,,,1,0,0,0
1775,Jason Fox\FoxxJa20,2012,24,4-128,DET,NFL,1,0,1,0,0,0
1776,Keyaron Fox\FoxxKe20,2012,30,3-93,HOU,NFL,,,1,0,0,0
1777,Justin Francis\FranJu00,2012,23,,NWE,NFL,10,0,1,0,0,0
1778,Jerry Franklin\FranJe00,2012,24,,CHI,NFL,3,0,1,0,0,0
1779,Terrence Frederick\FredTe00,2012,22,7-246,NYG,NFL,2,0,1,0,0,0
1780,Isaiah Frey\FreyIs00,2012,22,6-184,CHI,NFL,,,1,0,0,0
1781,Tim Fugger\FuggTi00,2012,23,7-214,ARI,NFL,,,1,0,0,0
