,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
1901,C.J. Prosise\ProsC.00,2018,24,3-90,SEA,NFL,5,0,1,0,0,0
1902,Brian Quick\QuicBr00,2018,29,2-33,WAS,NFL,6,3,1,0,0,0
1903,Thomas Rawls\RawlTh00,2018,25,,CIN,NFL,1,0,1,0,0,0
1904,Jeremy Reaves\ReavJe00,2018,22,,WAS,NFL,2,0,1,0,0,0
1905,C.J. Reavis\ReavC.00,2018,23,,JAX,NFL,4,0,1,0,0,0
1906,Will Redmond\RedmWi00,2018,25,3-68,GNB,NFL,5,0,1,0,0,0
1907,Keenan Reynolds\ReynKe00,2018,25,6-182,SEA,NFL,2,0,1,0,0,0
1908,Patrick Ricard\RicaPa00,2018,24,,BAL,NFL,10,2,1,0,0,0
1909,Jeff Richards\RichJe02,2018,27,,LAC,NFL,6,0,1,0,0,0
1910,David Rivers\RiveDa00,2018,24,,TAM,NFL,2,0,1,0,0,0
1911,Corey Robinson\RobiCo00,2018,26,7-240,2TM,NFL,4,1,1,0,0,0
1912,Patrick Robinson\RobiPa99,2018,31,1-32,NOR,NFL,3,1,1,0,0,0
1913,Richard Rodgers\RodgRi00,2018,26,3-98,PHI,NFL,7,0,1,0,0,0
1914,Nick Rose\RoseNi00,2018,24,,LAC,NFL,0,0,1,0,0,0
1915,Cooper Rush\RushCo00,2018,25,,DAL,NFL,1,0,1,0,0,0
1916,Alonzo Russell\RussAl01,2018,26,,NYG,NFL,1,0,1,0,0,0
1917,Mark Sanchez\SancMa00,2018,32,1-5,WAS,NFL,2,1,1,0,0,0
1918,Eric Saubert\SaubEr00,2018,24,5-174,ATL,NFL,16,1,1,0,0,0
1919,Matt Schaub\SchaMa00,2018,37,3-90,ATL,NFL,3,0,1,0,0,0
1920,Colton Schmidt\SchmCo00,2018,28,,BUF,NFL,3,0,1,0,0,0
1921,Mason Schreck\SchrMa00,2018,25,7-251,CIN,NFL,6,0,1,0,0,0
1922,Brian Schwenke\SchwBr00,2018,27,4-107,NWE,NFL,3,0,1,0,0,0
1923,Boston Scott\ScotBo02,2018,23,6-201,PHI,NFL,2,0,1,0,0,0
1924,Da'Mari Scott\ScotDa02,2018,23,,BUF,NFL,3,0,1,0,0,0
1925,Niles Scott\ScotNi00,2018,23,,CIN,NFL,6,0,1,0,0,0
1926,Adam Shaheen\ShahAd00,2018,24,2-45,CHI,NFL,6,4,1,0,0,0
1927,David Sharpe\SharDa02,2018,23,4-129,2TM,NFL,10,0,1,0,0,0
1928,Josh Shaw\ShawJo00,2018,26,4-120,2TM,NFL,8,0,1,0,0,0
1929,Zach Sieler\SielZa00,2018,23,7-238,BAL,NFL,2,0,1,0,0,0
1930,Ian Silberman\SilbIa00,2018,26,6-190,OAK,NFL,2,0,1,0,0,0
1931,Cam Sims\SimsCa00,2018,22,,WAS,NFL,1,0,1,0,0,0
1932,Dion Sims\SimsDi00,2018,27,4-106,CHI,NFL,8,4,1,0,0,0
1933,Josh Sitton\SittJo20,2018,32,4-135,MIA,NFL,1,1,1,0,0,0
1934,Matthew Slater\SlatMa00,2018,33,5-153,NWE,NFL,16,0,1,0,0,0
1935,Tanzel Smart\SmarTa00,2018,24,6-189,LAR,NFL,2,0,1,0,0,0
1936,Andre Smith\SmitAn04,2018,21,7-234,CAR,NFL,3,0,1,0,0,0
1937,Garrison Smith\SmitGa01,2018,27,,ARI,NFL,2,0,1,0,0,0
1938,Geno Smith\SmitGe00,2018,28,2-39,LAC,NFL,5,0,1,0,0,0
1939,Jacquies Smith\SmitJa01,2018,28,,2TM,NFL,7,0,1,0,0,0
1940,Keith Smith\SmitKe03,2018,26,,OAK,NFL,16,3,1,0,0,0
1941,Marcus Smith\SmitMa03,2018,26,1-26,WAS,NFL,2,0,1,0,0,0
1942,Maurice Smith\SmitMa04,2018,23,,MIA,NFL,7,0,1,0,0,0
1943,Shane Smith\SmitSh02,2018,25,,NYG,NFL,2,0,1,0,0,0
1944,Durham Smythe\SmytDu00,2018,23,4-123,MIA,NFL,15,2,1,0,0,0
1945,Bradley Sowell\SoweBr00,2018,29,,CHI,NFL,16,1,1,0,0,0
1946,Martrell Spaight\SpaiMa00,2018,25,5-141,2TM,NFL,7,0,1,0,0,0
1947,Robert Spillane\SpilRo00,2018,23,,TEN,NFL,2,0,1,0,0,0
1948,Jeremy Sprinkle\SpriJe00,2018,24,5-154,WAS,NFL,16,9,1,0,0,0
1949,Neal Sterling\SterNe00,2018,26,7-220,NYJ,NFL,5,4,1,0,0,0
1950,Jonathan Stewart\StewJo00,2018,31,1-13,NYG,NFL,3,0,1,0,0,0
1951,Aaron Stinnie\StinAa00,2018,24,,TEN,NFL,1,0,1,0,0,0
1952,Rod Streater\StreRo00,2018,30,,CLE,NFL,3,0,1,0,0,0
1953,Nate Sudfeld\SudfNa00,2018,25,6-187,PHI,NFL,2,0,1,0,0,0
1954,Tyrone Swoopes\SwooTy00,2018,24,,SEA,NFL,1,1,1,0,0,0
1955,Keith Tandy\TandKe00,2018,29,6-174,ATL,NFL,6,0,1,0,0,0
1956,Cordrea Tankersley\TankCo00,2018,25,3-97,MIA,NFL,6,0,1,0,0,0
1957,Pasoni Tasini\TasiPa00,2018,25,,ARI,NFL,1,0,1,0,0,0
1958,Auden Tate\TateAu00,2018,21,7-253,CIN,NFL,7,0,1,0,0,0
1959,Brandon Tate\TateBr00,2018,31,3-83,NOR,NFL,1,0,1,0,0,0
1960,Pita Taumoepenu\TaumPi00,2018,24,6-202,SFO,NFL,4,0,1,0,0,0
1961,Jullian Taylor\TaylJu00,2018,23,7-223,SFO,NFL,6,0,1,0,0,0
1962,Chad Thomas\ThomCh06,2018,23,3-67,CLE,NFL,4,0,1,0,0,0
1963,De'Anthony Thomas\ThomDe05,2018,25,4-124,KAN,NFL,5,0,1,0,0,0
1964,Mike Thomas\ThomMi04,2018,24,6-206,LAR,NFL,1,0,1,0,0,0
1965,Robert Thomas\ThomRo04,2018,27,,BUF,NFL,2,0,1,0,0,0
1966,Roc Thomas\ThomRo05,2018,23,,MIN,NFL,5,0,1,0,0,0
1967,Shamarko Thomas\ThomSh00,2018,27,4-111,DEN,NFL,6,0,1,0,0,0
1968,Carson Tinker\TinkCa00,2018,29,,JAX,NFL,5,0,1,0,0,0
1969,Jalen Tolliver\TollJa00,2018,23,,ARI,NFL,3,1,1,0,0,0
1970,Cole Toner\ToneCo00,2018,24,5-170,LAC,NFL,1,0,1,0,0,0
