k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
401,Corey Maggette\maggeco01,2012-13,33,DET,NBA,7.9,18,0,257,3.8,10.6,3.1,7.7,0.7,2.9,5.0,6.7,0.7,2.8,3.5,2.7,0.8,0.3,2.4,5.9,13.3,.355,.400,.238,.388,.750,.489
402,Perry Jones\jonespe01,2012-13,21,OKC,NBA,7.8,38,1,280,5.0,12.7,5.0,12.5,0.0,0.3,1.3,1.9,1.5,6.4,8.0,1.3,0.6,0.8,1.9,3.0,11.3,.394,.402,.000,.394,.667,.417
403,Kendall Marshall\marshke01,2012-13,21,PHO,NBA,7.8,48,3,702,2.9,7.7,1.7,4.0,1.2,3.7,0.4,0.7,0.2,1.9,2.2,7.3,1.1,0.2,2.9,2.5,7.3,.371,.423,.315,.447,.571,.455
404,Chris Singleton\singlch01,2012-13,23,WAS,NBA,7.8,57,11,924,3.6,9.4,3.3,8.0,0.3,1.4,1.6,2.7,2.0,5.2,7.2,1.4,1.5,0.9,1.8,4.8,9.0,.382,.415,.194,.396,.571,.425
405,Andris Biedrins\biedran01,2012-13,26,GSW,NBA,7.7,53,9,495,0.7,1.5,0.7,1.5,0.0,0.0,0.3,0.9,2.5,8.7,11.1,1.0,1.1,3.1,1.0,7.3,1.7,.476,.476,,.476,.308,.449
406,Derek Fisher\fishede01,2012-13,38,TOT,NBA,7.7,33,9,575,3.4,10.1,1.6,5.1,1.9,5.0,2.2,2.4,0.1,2.2,2.3,2.9,1.2,0.2,1.9,3.4,11.0,.342,.309,.375,.435,.921,.492
407,Daniel Gibson\gibsoda01,2012-13,26,CLE,NBA,7.7,46,3,919,3.3,9.7,1.1,3.3,2.2,6.4,1.0,1.4,0.2,2.2,2.4,3.2,1.2,0.2,1.2,3.5,9.8,.340,.333,.344,.453,.703,.475
408,Drew Gooden\goodedr01,2012-13,31,MIL,NBA,7.7,16,0,151,4.8,14.5,4.5,13.4,0.2,1.2,2.6,3.8,3.1,4.3,7.4,1.4,1.2,1.4,2.1,5.0,12.4,.328,.339,.200,.336,.688,.382
409,Dominic McGuire\mcguido01,2012-13,27,TOT,NBA,7.7,26,10,387,2.2,5.2,2.2,5.2,0.0,0.0,0.3,0.9,1.8,5.5,7.3,1.9,1.2,1.0,1.1,3.6,4.7,.429,.429,,.429,.300,.422
410,Earl Watson\watsoea01,2012-13,33,UTA,NBA,7.7,48,4,829,1.6,5.2,1.4,4.0,0.2,1.2,0.7,1.1,1.0,2.8,3.8,8.3,1.7,0.3,3.0,4.1,4.2,.308,.348,.179,.329,.680,.366
411,Xavier Henry\henryxa01,2012-13,21,NOH,NBA,7.6,50,2,625,3.8,9.3,3.6,8.6,0.2,0.6,3.3,5.3,1.2,4.0,5.2,0.7,0.9,0.3,1.8,4.1,11.2,.410,.413,.364,.422,.630,.481
412,Justin Holiday\holidju01,2012-13,23,PHI,NBA,7.6,9,0,142,4.1,12.2,3.0,8.1,1.0,4.1,1.5,2.0,0.0,3.5,3.5,3.8,0.8,1.5,2.3,1.8,10.6,.333,.375,.250,.375,.750,.408
413,Jan Vesely\veselja01,2012-13,22,WAS,NBA,7.6,51,4,601,3.4,6.8,3.4,6.8,0.0,0.1,0.7,2.3,2.6,4.7,7.3,1.7,0.9,1.0,1.6,6.4,7.5,.500,.504,.000,.500,.308,.480
414,Charles Jenkins\jenkich01,2012-13,23,TOT,NBA,7.5,59,1,441,4.0,9.9,3.9,9.7,0.1,0.2,1.0,1.8,0.7,2.0,2.6,3.6,1.2,0.2,1.7,1.8,9.1,.405,.403,.500,.409,.545,.425
415,Sam Young\youngsa01,2012-13,27,IND,NBA,7.5,56,3,693,3.0,7.7,2.2,5.0,0.8,2.7,1.2,2.2,1.4,5.0,6.4,2.2,0.8,0.4,1.7,3.2,8.1,.392,.438,.308,.446,.535,.464
416,Ben Hansbrough\hansbbe01,2012-13,25,IND,NBA,7.2,28,0,200,2.7,8.1,1.6,4.0,1.1,4.1,3.8,4.9,0.4,2.9,3.2,3.8,1.3,0.4,3.2,4.1,10.3,.333,.409,.261,.400,.778,.501
417,Draymond Green\greendr01,2012-13,22,GSW,NBA,7.1,79,1,1061,2.9,8.7,2.4,6.4,0.5,2.3,1.5,1.9,2.0,6.9,8.8,1.8,1.4,0.8,1.7,5.4,7.7,.327,.368,.209,.354,.818,.404
418,Nolan Smith\smithno01,2012-13,24,POR,NBA,7.1,40,0,288,5.2,14.2,4.5,10.7,0.7,3.5,2.5,3.5,0.9,2.5,3.4,4.4,0.9,0.1,3.6,3.2,13.7,.368,.419,.214,.395,.714,.435
419,Josh Childress\childjo01,2012-13,29,BRK,NBA,7.0,14,0,100,2.2,7.6,1.8,6.5,0.4,1.1,0.4,0.7,2.2,3.2,5.4,1.8,0.7,0.7,0.0,1.1,5.0,.286,.278,.333,.310,.500,.320
420,Victor Claver\clavevi01,2012-13,24,POR,NBA,7.0,49,16,812,3.3,8.4,2.2,4.5,1.1,3.9,0.6,1.3,1.4,3.9,5.3,1.9,1.2,0.5,1.9,3.3,8.3,.392,.480,.287,.458,.467,.462
421,Ronnie Price\pricero01,2012-13,29,POR,NBA,6.8,39,0,510,2.8,8.5,2.0,5.7,0.7,2.8,1.2,1.7,0.9,2.2,3.1,5.2,1.8,0.2,2.4,4.3,7.4,.325,.358,.256,.367,.708,.402
422,Keith Bogans\boganke01,2012-13,32,BRK,NBA,6.7,74,23,1408,2.8,7.3,0.6,1.0,2.1,6.3,0.3,0.4,0.4,2.7,3.1,1.9,0.7,0.1,1.3,2.8,8.0,.380,.615,.343,.528,.647,.533
423,DeSagana Diop\diopde01,2012-13,31,CHA,NBA,6.6,22,1,226,1.3,4.3,1.3,4.1,0.0,0.2,0.0,0.2,1.6,6.5,8.1,2.1,0.8,2.5,1.3,3.0,2.5,.296,.308,.000,.296,.000,.292
424,Dahntay Jones\jonesda02,2012-13,32,TOT,NBA,6.4,78,19,1016,2.9,7.9,2.5,6.1,0.4,1.7,3.1,4.0,0.9,2.7,3.6,1.7,0.8,0.2,1.3,4.2,9.3,.369,.410,.224,.394,.770,.482
425,Devin Ebanks\ebankde01,2012-13,23,LAL,NBA,6.3,19,3,197,4.4,13.3,3.3,9.3,1.1,4.0,2.0,2.6,1.8,5.7,7.5,1.8,0.5,0.2,2.0,4.2,11.9,.329,.353,.273,.370,.786,.411
426,Darius Miller\milleda01,2012-13,22,NOH,NBA,6.3,52,2,694,2.3,5.6,1.1,2.7,1.1,2.9,0.4,0.4,0.4,3.6,4.0,2.3,0.9,0.6,1.2,4.6,6.1,.407,.423,.393,.509,1.000,.529
427,Vladimir Radmanovic\radmavl01,2012-13,32,CHI,NBA,6.3,25,0,144,3.2,10.7,2.0,4.0,1.2,6.8,0.5,0.7,2.5,4.5,7.0,2.0,2.0,1.0,1.7,7.2,8.2,.302,.500,.185,.360,.667,.372
428,Sasha Pavlovic\pavloal01,2012-13,29,POR,NBA,6.2,39,1,528,2.9,8.1,1.6,4.0,1.2,4.1,0.1,0.4,0.5,3.3,3.8,2.2,1.6,0.3,1.0,4.0,7.0,.353,.407,.300,.429,.167,.423
429,Samardo Samuels\samuesa01,2012-13,24,CLE,NBA,6.2,18,1,196,4.0,11.0,4.0,10.8,0.0,0.2,2.6,4.4,1.8,3.3,5.1,1.5,0.6,0.6,1.1,5.5,10.7,.367,.373,.000,.367,.583,.411
430,Tyshawn Taylor\tayloty01,2012-13,22,BRK,NBA,6.2,38,0,221,5.2,14.2,4.2,12.1,1.0,2.1,2.4,4.4,0.3,2.6,2.9,3.4,2.1,0.0,4.1,4.1,13.8,.368,.351,.462,.402,.556,.430
431,Jeremy Tyler\tylerje01,2012-13,21,TOT,NBA,6.2,21,0,68,4.8,12.7,4.8,12.7,0.0,0.0,2.1,3.2,3.2,7.4,10.6,0.5,0.5,1.1,3.2,5.3,11.6,.375,.375,,.375,.667,.413
432,Scott Machado\machasc01,2012-13,22,HOU,NBA,6.0,6,0,21,5.1,10.3,5.1,8.6,0.0,1.7,3.4,3.4,0.0,1.7,1.7,10.3,3.4,0.0,13.7,0.0,13.7,.500,.600,.000,.500,1.000,.581
433,Mickael Pietrus\pietrmi01,2012-13,30,TOR,NBA,6.0,19,16,386,3.2,9.1,1.3,3.2,1.9,6.0,1.1,1.7,0.5,2.9,3.4,0.8,1.1,0.6,1.5,3.1,9.3,.347,.412,.313,.449,.667,.472
434,Marquis Teague\teaguma01,2012-13,19,CHI,NBA,6.0,48,0,392,3.9,10.4,3.6,8.3,0.4,2.1,0.8,1.5,0.3,3.8,4.0,5.8,0.8,0.6,3.2,4.3,9.1,.381,.433,.174,.398,.563,.412
435,Quincy Miller\millequ01,2012-13,20,DEN,NBA,5.9,7,0,26,5.5,16.6,5.5,15.2,0.0,1.4,1.4,2.8,1.4,1.4,2.8,4.2,1.4,0.0,1.4,4.2,12.5,.333,.364,.000,.333,.500,.349
436,Austin Rivers\riverau01,2012-13,20,NOH,NBA,5.9,61,26,1418,3.7,9.9,3.0,7.7,0.7,2.2,1.5,2.7,0.4,2.4,2.8,3.2,0.7,0.2,1.9,3.1,9.6,.372,.385,.326,.408,.546,.431
437,Daequan Cook\cookda02,2012-13,25,TOT,NBA,5.8,49,1,441,4.2,13.6,2.0,6.2,2.1,7.4,0.7,1.0,0.6,4.4,5.0,1.6,0.7,0.6,1.2,2.1,11.2,.305,.329,.286,.383,.750,.398
438,Luke Zeller\zellelu01,2012-13,25,PHO,NBA,5.6,16,0,58,5.6,16.1,5.0,13.0,0.6,3.1,0.0,0.0,0.6,5.6,6.2,1.9,0.0,0.0,0.0,3.1,11.8,.346,.381,.200,.365,,.365
439,Maalik Wayns\waynsma01,2012-13,21,TOT,NBA,5.0,27,1,202,4.6,15.7,3.4,10.2,1.2,5.5,3.0,3.4,0.2,1.1,1.2,4.8,1.1,0.0,2.7,4.6,13.5,.295,.333,.226,.335,.895,.394
440,Fab Melo\melofa01,2012-13,22,BOS,NBA,4.9,6,0,36,3.0,6.0,3.0,6.0,0.0,0.0,1.0,4.0,0.0,3.0,3.0,0.0,2.0,2.0,1.0,7.0,7.0,.500,.500,,.500,.250,.451
441,Grant Hill\hillgr01,2012-13,40,LAC,NBA,4.8,29,0,437,3.1,8.1,2.9,7.2,0.2,0.9,1.2,2.0,0.5,3.5,4.0,2.1,0.9,0.6,2.1,3.2,7.7,.388,.402,.273,.403,.583,.428
442,Doron Lamb\lambdo01,2012-13,21,TOT,NBA,4.8,47,0,577,3.7,10.2,2.9,7.9,0.9,2.3,1.2,2.1,0.5,2.4,2.9,2.0,0.8,0.0,1.6,3.2,9.6,.368,.365,.378,.411,.588,.433
443,DaJuan Summers\summeda01,2012-13,25,LAC,NBA,4.3,2,0,7,5.1,20.6,5.1,20.6,0.0,0.0,0.0,0.0,0.0,10.3,10.3,5.1,0.0,0.0,0.0,0.0,10.3,.250,.250,,.250,,.250
444,Danny Granger\grangda01,2012-13,29,IND,NBA,4.0,5,0,74,4.9,17.0,3.9,12.2,1.0,4.9,2.4,3.9,1.5,2.9,4.4,1.5,1.0,0.5,1.9,2.9,13.1,.286,.320,.200,.314,.625,.350
445,Robert Sacre\sacrero01,2012-13,23,LAL,NBA,3.4,32,3,203,3.2,8.5,3.2,8.5,0.0,0.0,1.2,2.0,1.6,4.4,6.0,1.1,0.0,1.8,1.8,6.7,7.6,.375,.375,,.375,.636,.407
446,Hedo Turkoglu\turkohe01,2012-13,33,ORL,NBA,3.4,11,1,189,2.7,10.1,2.5,5.5,0.2,4.6,0.6,1.1,0.8,4.2,5.0,4.4,1.3,0.2,2.3,2.1,6.1,.264,.448,.042,.274,.500,.288
447,Joel Przybilla\przybjo01,2012-13,33,MIL,NBA,3.3,12,1,68,0.5,2.1,0.5,2.1,0.0,0.0,0.0,1.1,2.6,8.5,11.1,2.1,0.5,1.1,2.1,5.3,1.1,.250,.250,,.250,.000,.205
448,Jason Collins\collija04,2012-13,34,TOT,NBA,3.0,38,9,384,0.8,2.7,0.8,2.7,0.0,0.0,2.2,3.0,2.1,3.6,5.6,0.7,1.1,0.9,1.7,8.0,3.8,.310,.310,,.310,.719,.476
449,Matt Carroll\carroma01,2012-13,32,CHA,NBA,2.9,1,0,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,0.0,,,,,,
450,Jared Jeffries\jeffrja01,2012-13,31,POR,NBA,2.4,38,0,350,1.6,5.6,1.6,5.3,0.0,0.2,1.2,2.4,2.7,3.5,6.2,1.4,0.6,0.6,1.7,6.0,4.5,.296,.308,.000,.296,.522,.343
451,Tyler Honeycutt\honeyty01,2012-13,22,SAC,NBA,1.9,9,0,32,3.4,12.4,3.4,10.1,0.0,2.3,2.3,2.3,3.4,7.9,11.3,2.3,0.0,1.1,5.6,2.3,9.0,.273,.333,.000,.273,1.000,.337
452,Dexter Pittman\pittmde01,2012-13,24,TOT,NBA,1.6,11,0,32,4.5,12.4,4.5,12.4,0.0,0.0,0.0,3.4,7.9,5.6,13.5,0.0,0.0,0.0,3.4,9.0,9.0,.364,.364,,.364,.000,.325
453,Chris Quinn\quinnch01,2012-13,29,CLE,NBA,1.3,7,0,78,1.8,7.4,1.8,5.1,0.0,2.3,0.9,0.9,0.5,0.5,0.9,4.2,1.4,0.0,2.8,1.8,4.6,.250,.364,.000,.250,1.000,.296
454,Jarvis Varnado\varnaja01,2012-13,24,TOT,NBA,1.2,13,0,58,1.9,4.3,1.9,4.3,0.0,0.0,1.2,2.5,1.2,4.3,5.6,1.9,0.6,1.2,3.7,6.2,5.0,.429,.429,,.429,.500,.457
455,Quentin Richardson\richaqu01,2012-13,32,NYK,NBA,0.7,1,0,29,1.2,13.7,0.0,8.7,1.2,5.0,2.5,2.5,6.2,6.2,12.4,1.2,0.0,0.0,2.5,1.2,6.2,.091,.000,.250,.136,1.000,.210
