k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
201,Jarell Martin\martija01,2015-16,21,MEM,NBA,14.0,27,0,380,5.1,11.0,5.1,10.8,0.0,0.2,4.3,5.9,3.7,4.5,8.1,1.4,0.8,0.7,1.8,5.5,14.5,.466,.474,.000,.466,.726,.534
202,C.J. Miles\milescj01,2015-16,28,IND,NBA,14.0,64,24,1464,6.4,15.6,2.9,6.1,3.5,9.5,2.3,3.0,0.6,3.7,4.3,1.5,1.3,0.7,1.7,3.5,18.5,.409,.474,.367,.521,.750,.547
203,Mike Scott\scottmi01,2015-16,27,ATL,NBA,14.0,75,0,1146,5.5,11.8,3.6,6.8,1.9,5.0,1.6,2.0,1.7,4.8,6.5,2.5,0.8,0.5,1.3,3.2,14.6,.468,.523,.392,.551,.794,.575
204,D.J. Augustin\augusdj01,2015-16,28,TOT,NBA,13.9,62,0,1178,4.5,10.7,2.4,5.6,2.1,5.1,3.1,3.9,0.2,2.7,2.9,6.1,1.2,0.1,2.6,2.6,14.3,.423,.440,.405,.520,.805,.575
205,Michael Carter-Williams\cartemi01,2015-16,24,MIL,NBA,13.9,54,37,1649,5.5,12.1,5.2,10.9,0.3,1.2,2.3,3.5,1.0,5.0,6.0,6.1,1.7,0.9,3.3,3.5,13.6,.452,.472,.273,.466,.654,.497
206,Omri Casspi\casspom01,2015-16,27,SAC,NBA,13.9,69,21,1880,5.7,11.9,3.6,6.7,2.1,5.2,2.0,3.0,1.1,6.7,7.9,1.8,1.1,0.3,1.8,2.9,15.6,.481,.537,.409,.571,.648,.587
207,Tim Frazier\fraziti01,2015-16,25,TOT,NBA,13.9,51,2,741,4.7,11.1,3.9,8.8,0.8,2.3,2.6,3.6,1.3,4.1,5.3,7.9,1.6,0.1,3.2,3.5,12.7,.419,.442,.333,.454,.716,.499
208,Serge Ibaka\ibakase01,2015-16,26,OKC,NBA,13.9,78,78,2500,6.0,12.5,5.1,9.9,0.9,2.6,1.3,1.7,2.0,5.6,7.7,1.0,0.5,2.1,1.6,3.0,14.2,.479,.520,.326,.513,.752,.533
209,Elfrid Payton\paytoel01,2015-16,21,ORL,NBA,13.9,73,69,2145,5.3,12.3,4.8,10.7,0.5,1.5,1.9,3.2,1.3,3.1,4.4,7.9,1.5,0.3,3.0,2.7,13.1,.436,.451,.326,.456,.589,.478
210,Julius Randle\randlju01,2015-16,21,LAL,NBA,13.9,81,60,2286,5.6,13.1,5.5,12.6,0.2,0.6,3.0,4.3,2.7,10.3,13.1,2.3,0.8,0.5,2.3,3.8,14.5,.429,.436,.278,.435,.715,.482
211,Henry Sims\simshe01,2015-16,25,BRK,NBA,13.9,14,4,263,4.5,10.5,4.5,10.5,0.0,0.0,3.4,4.1,2.9,7.0,9.9,1.2,1.2,1.9,1.6,5.1,12.5,.429,.429,,.429,.833,.504
