,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
1701,Jim Dray\DrayJi00,2017,31,7-233,ARI,NFL,1,0,1,0,0,0
1702,Justin Drescher\DresJu20,2017,29,,ARI,NFL,8,0,1,0,0,0
1703,Lance Dunbar\DunbLa00,2017,27,,LAR,NFL,4,0,1,0,0,0
1704,Ed Eagan\EagaEd00,2017,24,,NYG,NFL,4,0,1,0,0,0
1705,Trey Edmunds\EdmuTr00,2017,23,,NOR,NFL,16,0,1,0,0,0
1706,Lavar Edwards\EdwaLa00,2017,27,5-142,CLE,NFL,3,0,1,0,0,0
1707,Tyler Eifert\EifeTy00,2017,27,1-21,CIN,NFL,2,0,1,0,0,0
1708,Jayrone Elliott\ElliJa02,2017,26,,DAL,NFL,1,0,1,0,0,0
1709,Tyler Ervin\ErviTy00,2017,24,4-119,HOU,NFL,4,0,1,0,0,0
1710,Gavin Escobar\EscoGa00,2017,26,2-47,BAL,NFL,2,0,1,0,0,0
1711,Antone Exum\ExumAn00,2017,26,6-182,SFO,NFL,2,1,1,0,0,0
1712,Josh Ferguson\FergJo02,2017,24,,IND,NFL,10,0,1,0,0,0
1713,Sam Ficken\FickSa00,2017,25,,LAR,NFL,2,0,1,0,0,0
1714,David Fluellen\FlueDa00,2017,25,,TEN,NFL,16,0,1,0,0,0
1715,Josh Forrest\ForrJo00,2017,25,6-190,SEA,NFL,2,0,1,0,0,0
1716,Jalston Fowler\FowlJa00,2017,27,4-108,TEN,NFL,10,1,1,0,0,0
1717,Orlando Franklin\FranOr00,2017,30,2-46,WAS,NFL,1,0,1,0,0,0
1718,Mose Frazier\FrazMo00,2017,24,,CAR,NFL,1,0,1,0,0,0
1719,Jonathan Freeny\FreeJo01,2017,28,,3TM,NFL,6,0,1,0,0,0
1720,John Fullington\FullJo00,2017,26,,NOR,NFL,1,0,1,0,0,0
1721,Andrew Gachkar\GachAn00,2017,29,7-234,CAR,NFL,6,0,1,0,0,0
1722,Clayton Geathers\GeatCl00,2017,25,4-109,IND,NFL,5,1,1,0,0,0
1723,Shelton Gibson\GibsSh00,2017,22,5-166,PHI,NFL,5,0,1,0,0,0
1724,Reggie Gilbert\GilbRe01,2017,24,,GNB,NFL,2,0,1,0,0,0
1725,Brett Goode\GoodBr99,2017,33,,GNB,NFL,10,0,1,0,0,0
1726,Jermaine Grace\GracJe00,2017,24,,2TM,NFL,11,0,1,0,0,0
1727,MarQueis Gray\GrayMa00,2017,28,,MIA,NFL,16,0,1,0,0,0
1728,John Greco\GrecJo20,2017,32,3-65,NYG,NFL,6,0,1,0,0,0
1729,Garrett Griffin\GrifGa00,2017,23,,NOR,NFL,3,0,1,0,0,0
1730,Nicholas Grigsby\GrigNi01,2017,25,,NWE,NFL,5,0,1,0,0,0
1731,Xavier Grimble\GrimXa00,2017,25,,PIT,NFL,15,2,1,0,0,0
1732,Ladarius Gunter\GuntLa00,2017,25,,2TM,NFL,5,0,1,0,0,0
1733,Obum Gwacham\GwacOb00,2017,26,6-209,NYJ,NFL,5,0,1,0,0,0
1734,Chris Hairston\HairCh00,2017,28,4-122,LAC,NFL,2,0,1,0,0,0
1735,Tamba Hali\HaliTa20,2017,34,1-20,KAN,NFL,5,0,1,0,0,0
1736,Daeshon Hall\HallDa01,2017,22,3-77,CAR,NFL,1,0,1,0,0,0
