,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
1601,B.J. Cunningham\CunnB.00,2013,24,6-183,PHI,NFL,2,0,1,0,0,0
1602,Jermaine Cunningham\CunnJe99,2013,25,2-53,NYJ,NFL,2,0,1,0,0,0
1603,Justice Cunningham\CunnJu00,2013,22,7-254,2TM,NFL,2,0,1,0,0,0
1604,Matt Daniels\DaniMa00,2013,24,,STL,NFL,2,0,1,0,0,0
1605,Dominique Davis\DaviDo02,2013,24,,ATL,NFL,1,0,1,0,0,0
1606,Fred Davis\DaviFr01,2013,27,2-48,WAS,NFL,10,3,1,0,0,0
1607,Ja'Gared Davis\DaviJa02,2013,23,,NWE,NFL,1,0,1,0,0,0
1608,Kanorris Davis\DaviKa00,2013,23,,NWE,NFL,3,0,1,0,0,0
1609,Kellen Davis\DaviKe01,2013,28,5-158,SEA,NFL,15,4,1,0,0,0
1610,Troy Davis\DaviTr02,2013,22,,NYJ,NFL,4,0,1,0,0,0
1611,Will Davis\DaviWi02,2013,23,3-93,MIA,NFL,5,0,1,0,0,0
1612,Everett Dawkins\DawkEv00,2013,23,7-229,DAL,NFL,1,0,1,0,0,0
1613,Skye Dawson\DawsSk00,2013,23,,TAM,NFL,7,0,1,0,0,0
1614,Kenny Demens\DemeKe00,2013,23,,ARI,NFL,2,0,1,0,0,0
1615,Jeff Demps\DempJe00,2013,23,,TAM,NFL,2,0,1,0,0,0
1616,Quinton Dial\DialQu00,2013,23,5-157,SFO,NFL,3,0,1,0,0,0
1617,Dorin Dickerson\DickDo00,2013,25,7-227,DET,NFL,5,0,1,0,0,0
1618,Zach Diles\DileZa99,2013,28,7-218,TEN,NFL,2,0,1,0,0,0
1619,Patrick DiMarco\DiMaPa00,2013,24,,ATL,NFL,14,7,1,0,0,0
1620,Tim Dobbins\DobbTi20,2013,31,5-151,HOU,NFL,3,0,1,0,0,0
1621,Demarcus Dobbs\DobbDe00,2013,26,,SFO,NFL,15,0,1,0,0,0
1622,James Dockery\DockJa00,2013,25,,CAR,NFL,5,0,1,0,0,0
1623,Larry Donnell\DonnLa00,2013,25,,NYG,NFL,16,1,1,0,0,0
1624,Leger Douzable\DouzLe00,2013,27,,NYJ,NFL,16,0,1,0,0,0
1625,Marcus Dowtin\DowtMa00,2013,24,,2TM,NFL,8,0,1,0,0,0
1626,Jack Doyle\DoylJa00,2013,23,,IND,NFL,15,4,1,0,0,0
1627,Shaun Draughn\DrauSh00,2013,26,,BAL,NFL,3,0,1,0,0,0
1628,Joel Dreessen\DreeJo00,2013,31,6-198,DEN,NFL,13,0,1,0,0,0
1629,Tony Dye\DyexTo00,2013,23,,CIN,NFL,1,0,1,0,0,0
1630,Marcus Easley\EaslMa00,2013,26,4-107,BUF,NFL,16,0,1,0,0,0
1631,Jeremy Ebert\EberJe00,2013,24,7-235,JAX,NFL,5,0,1,0,0,0
1632,Armanti Edwards\EdwaAr00,2013,25,3-89,2TM,NFL,6,0,1,0,0,0
1633,Patrick Edwards\EdwaPa00,2013,25,,DET,NFL,4,2,1,0,0,0
1634,Michael Egnew\EgneMi00,2013,24,3-78,MIA,NFL,16,5,1,0,0,0
1635,Bradie Ewing\EwinBr00,2013,24,5-157,ATL,NFL,2,2,1,0,0,0
1636,Hebron Fangupo\FangHe00,2013,28,,PIT,NFL,4,0,1,0,0,0
1637,Jerome Felton\FeltJe00,2013,27,5-146,MIN,NFL,13,9,1,0,0,0
