,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
401,Jelani Jenkins\JenkJe00,2014,22,4-104,MIA,NFL,15,14,1,0,0,6
402,Greg Jennings\JennGr00,2014,31,2-52,MIN,NFL,16,13,1,0,0,6
403,Rashad Jennings\JennRa00,2014,29,7-250,NYG,NFL,11,9,1,0,0,6
404,Luke Joeckel\JoecLu00,2014,23,1-2,JAX,NFL,16,16,1,0,0,6
405,Charlie Johnson\JohnCh23,2014,30,6-199,MIN,NFL,14,14,1,0,0,6
406,Jarret Johnson\JohnJa23,2014,33,4-109,SDG,NFL,15,14,1,0,0,6
407,Lane Johnson\JohnLa01,2014,24,1-4,PHI,NFL,12,12,1,0,0,6
408,Chandler Jones\JoneCh03,2014,24,1-21,NWE,NFL,10,8,1,0,0,6
409,Chris Jones\JoneCh04,2014,24,6-198,NWE,NFL,15,11,1,0,0,6
410,Davin Joseph\JoseDa20,2014,31,1-23,STL,NFL,16,13,1,0,0,6
411,Jermaine Kearse\KearJe01,2014,24,,SEA,NFL,15,14,1,0,0,6
412,Dawan Landry\LandDa21,2014,32,5-146,NYJ,NFL,16,14,1,0,0,6
413,Danny Lansanah\LansDa00,2014,29,,TAM,NFL,16,11,1,0,0,6
414,Andy Levitre\LeviAn20,2014,28,2-51,TEN,NFL,16,16,1,0,0,6
415,Star Lotulelei\LotuSt00,2014,25,1-14,CAR,NFL,14,13,1,0,0,6
416,Dwight Lowery\LoweDw99,2014,28,4-113,ATL,NFL,16,15,1,0,0,6
417,Logan Mankins\MankLo20,2014,32,1-32,TAM,NFL,16,16,1,0,0,6
418,Brandon Marshall\MarsBr00,2014,30,4-119,CHI,NFL,13,13,1,0,0,6
419,Rashean Mathis\MathRa99,2014,34,2-39,DET,NFL,16,16,1,0,0,6
420,Jordan Matthews\MattJo00,2014,22,2-42,PHI,NFL,16,10,1,0,0,6
421,Rey Maualuga\MauaRe99,2014,27,2-38,CIN,NFL,12,12,1,0,0,6
422,Rolando McClain\McClRo00,2014,25,1-8,DAL,NFL,13,12,1,0,0,6
423,Devin McCourty\McCoDe99,2014,27,1-27,NWE,NFL,16,16,1,0,0,6
424,Jason McCourty\McCoJa99,2014,27,6-203,TEN,NFL,16,16,1,0,0,6
425,Clinton McDonald\McDoCl99,2014,27,7-249,TAM,NFL,13,13,1,0,0,6
426,Roy Miller\MillRo99,2014,27,3-81,JAX,NFL,14,14,1,0,0,6
427,Jordan Mills\MillJo02,2014,24,5-163,CHI,NFL,13,13,1,0,0,6
428,Barkevious Mingo\MingBa00,2014,24,1-6,CLE,NFL,15,11,1,0,0,6
429,Eugene Monroe\MonrEu20,2014,27,1-8,BAL,NFL,11,11,1,0,0,6
430,Rahim Moore\MoorRa00,2014,24,2-45,DEN,NFL,16,16,1,0,0,6
431,Sio Moore\MoorSi00,2014,24,3-66,OAK,NFL,11,11,1,0,0,6
432,Derrick Morgan\MorgDe99,2014,25,1-16,TEN,NFL,16,16,1,0,0,6
433,Alfred Morris\MorrAl00,2014,26,6-173,WAS,NFL,16,16,1,1,0,6
434,Jared Odrick\OdriJa99,2014,27,1-28,MIA,NFL,16,16,1,0,0,6
435,Michael Ola\OlaxMi00,2014,26,,CHI,NFL,13,12,1,0,0,6
436,Branden Oliver\OlivBr01,2014,23,,SDG,NFL,14,7,1,0,0,6
437,Patrick Omameh\OmamPa00,2014,25,,TAM,NFL,16,16,1,0,0,6
438,Stephen Paea\PaeaSt00,2014,26,2-53,CHI,NFL,16,16,1,0,0,6
439,Ron Parker\ParkRo01,2014,27,,KAN,NFL,16,15,1,0,0,6
440,Ryan Pickett\PickRy20,2014,35,1-29,HOU,NFL,13,13,1,0,0,6
441,Eric Reid\ReidEr00,2014,23,1-18,SFO,NFL,15,15,1,0,0,6
442,Kendall Reyes\ReyeKe00,2014,25,2-49,SDG,NFL,16,15,1,0,0,6
443,Xavier Rhodes\RhodXa00,2014,24,1-25,MIN,NFL,16,16,1,0,0,6
444,Perry Riley\RilePe00,2014,26,4-103,WAS,NFL,14,14,1,0,0,6
445,Dominique Rodgers-Cromartie\RodgDo99,2014,28,1-16,NYG,NFL,16,15,1,0,0,6
446,Antrel Rolle\RollAn20,2014,32,1-8,NYG,NFL,16,16,1,0,0,6
447,Eddie Royal\RoyaEd00,2014,28,2-42,SDG,NFL,16,11,1,0,0,6
448,Ahtyba Rubin\RubiAh99,2014,28,6-190,CLE,NFL,13,11,1,0,0,6
449,Ryan Schraeder\SchrRy00,2014,26,,ATL,NFL,13,10,1,0,0,6
450,Mitchell Schwartz\SchwMi00,2014,25,2-37,CLE,NFL,16,16,1,0,0,6
451,Da'Norris Searcy\SearDa00,2014,26,4-100,BUF,NFL,15,13,1,0,0,6
452,George Selvie\SelvGe99,2014,27,7-226,DAL,NFL,16,13,1,0,0,6
453,Darius Slay\SlayDa00,2014,23,2-36,DET,NFL,16,16,1,0,0,6
454,Sean Smith\SmitSe99,2014,27,2-61,KAN,NFL,16,16,1,0,0,6
455,Telvin Smith\SmitTe01,2014,23,5-144,JAX,NFL,16,9,1,0,0,6
456,Paul Soliai\SoliPa99,2014,31,4-108,ATL,NFL,15,14,1,0,0,6
457,Randy Starks\StarRa20,2014,31,3-71,MIA,NFL,15,15,1,0,0,6
458,Darian Stewart\StewDa00,2014,26,,BAL,NFL,16,14,1,0,0,6
459,Jonathan Stewart\StewJo00,2014,27,1-13,CAR,NFL,13,8,1,0,0,6
460,D.J. Swearinger\SweaDJ00,2014,23,2-57,HOU,NFL,16,12,1,0,0,6
461,Dallas Thomas\ThomDa04,2014,25,3-77,MIA,NFL,14,9,1,0,0,6
462,J.T. Thomas\ThomJ.02,2014,26,6-195,JAX,NFL,16,10,1,0,0,6
463,Greg Toler\ToleGr99,2014,29,4-131,IND,NFL,15,15,1,0,0,6
464,Desmond Trufant\TrufDe00,2014,24,1-22,ATL,NFL,16,16,1,0,0,6
465,Justin Tuck\TuckJu20,2014,31,3-74,OAK,NFL,15,12,1,0,0,6
466,Courtney Upshaw\UpshCo00,2014,25,2-35,BAL,NFL,16,14,1,0,0,6
467,Delanie Walker\WalkHu00,2014,30,6-175,TEN,NFL,15,14,1,0,0,6
468,Larry Warford\WarfLa00,2014,23,3-65,DET,NFL,13,13,1,0,0,6
469,Chance Warmack\WarmCh00,2014,23,1-10,TEN,NFL,16,16,1,0,0,6
470,Markus Wheaton\WheaMa00,2014,23,3-79,PIT,NFL,16,11,1,0,0,6
471,Muhammad Wilkerson\WilkMu00,2014,25,1-30,NYJ,NFL,13,13,1,0,0,6
472,Aaron Williams\WillAa00,2014,24,2-34,BUF,NFL,15,14,1,0,0,6
473,Cary Williams\WillCa99,2014,30,7-229,PHI,NFL,16,16,1,0,0,6
474,Dan Williams\WillDa99,2014,27,1-26,ARI,NFL,16,9,1,0,0,6
475,Sylvester Williams\WillSy00,2014,26,1-28,DEN,NFL,16,13,1,0,0,6
476,Avery Williamson\WillAv00,2014,22,5-151,TEN,NFL,16,12,1,0,0,6
477,Charles Woodson\WoodCh00,2014,38,1-4,OAK,NFL,16,16,1,0,0,6
478,Davante Adams\AdamDa01,2014,22,2-53,GNB,NFL,16,11,1,0,0,5
479,Branden Albert\AlbeBr20,2014,30,1-15,MIA,NFL,9,9,1,0,0,5
480,David Amerson\AmerDa00,2014,23,2-51,WAS,NFL,15,15,1,0,0,5
481,Johnthan Banks\BankJo00,2014,25,2-43,TAM,NFL,15,14,1,0,0,5
482,Joe Berger\BergJo20,2014,32,6-207,MIN,NFL,16,9,1,0,0,5
483,Robert Blanton\BlanRo00,2014,25,5-139,MIN,NFL,15,13,1,0,0,5
484,LeGarrette Blount\BlouLe00,2014,28,,2TM,NFL,16,1,1,0,0,5
485,Blake Bortles\BortBl00,2014,22,1-3,JAX,NFL,14,13,1,0,0,5
486,Luke Bowanko\BowaLu00,2014,23,6-205,JAX,NFL,16,14,1,0,0,5
487,Ahmad Bradshaw\BradAh00,2014,28,7-250,IND,NFL,10,1,1,0,0,5
488,John Brown\BrowJo02,2014,24,3-91,ARI,NFL,16,5,1,0,0,5
489,Tarell Brown\BrowTa99,2014,29,5-147,OAK,NFL,14,14,1,0,0,5
490,Martavis Bryant\BryaMa00,2014,23,4-118,PIT,NFL,10,3,1,0,0,5
491,Matt Bryant\bryanmat01,2014,39,,ATL,NFL,16,0,1,0,0,5
492,Morgan Burnett\BurnMo99,2014,25,3-71,GNB,NFL,15,15,1,0,0,5
493,Chris Canty\CantCh21,2014,32,4-132,BAL,NFL,11,11,1,0,0,5
494,Derek Carr\CarrDe02,2014,23,2-36,OAK,NFL,16,16,1,0,0,5
495,Antoine Cason\CasoAn99,2014,28,1-27,2TM,NFL,14,11,1,0,0,5
496,Nate Chandler\ChanNa00,2014,25,,CAR,NFL,11,11,1,0,0,5
497,Patrick Chung\ChunPa99,2014,27,2-34,NWE,NFL,16,15,1,0,0,5
498,Charles Clay\ClayCh00,2014,25,6-174,MIA,NFL,14,14,1,0,0,5
499,Colin Cole\ColeCo20,2014,34,,CAR,NFL,16,10,1,0,0,5
500,Willie Colon\ColoWi20,2014,31,4-131,NYJ,NFL,16,16,1,0,0,5
