,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
1930,C.J. Spiller\SpilC.00,2016,29,1-9,2TM,NFL,6,0,1,0,0,0
1931,Justin Staples\StapJu00,2016,27,,TEN,NFL,3,0,1,0,0,0
1932,Devon Still\StilDe00,2016,27,2-53,HOU,NFL,3,0,1,0,0,0
1933,Luke Stocker\StocLu00,2016,28,4-104,TAM,NFL,12,10,1,0,0,0
1934,Devin Street\StreDe00,2016,25,5-146,IND,NFL,5,0,1,0,0,0
1935,Vinnie Sunseri\SunsVi00,2016,25,5-167,SFO,NFL,6,0,1,0,0,0
1936,Lorenzo Taliaferro\TaliLo00,2016,25,4-138,BAL,NFL,3,0,1,0,0,0
1937,Stepfan Taylor\TaylSt00,2016,25,5-140,ARI,NFL,15,0,1,0,0,0
1938,Randall Telfer\TelfRa00,2016,24,6-198,CLE,NFL,14,5,1,0,0,0
1939,Dallas Thomas\ThomDa04,2016,27,3-77,MIA,NFL,1,1,1,0,0,0
1940,J.T. Thomas\ThomJ.02,2016,28,6-195,NYG,NFL,1,0,1,0,0,0
1941,Mike Thomas\ThomMi04,2016,22,6-206,LAR,NFL,15,0,1,0,0,0
1942,Darian Thompson\ThomDa05,2016,23,3-71,NYG,NFL,2,1,1,0,0,0
1943,Juwan Thompson\ThomJu01,2016,24,,DEN,NFL,8,1,1,0,0,0
1944,Mykkele Thompson\ThomMy00,2016,23,5-144,NYG,NFL,1,0,1,0,0,0
1945,D.J. Tialavea\TialD.00,2016,25,,ATL,NFL,2,0,1,0,0,0
1946,Eric Tomlinson\TomlEr01,2016,24,,NYJ,NFL,7,5,1,0,0,0
1947,Cole Toner\ToneCo00,2016,22,5-170,ARI,NFL,2,0,1,0,0,0
1948,Lynden Trail\TraiLy00,2016,25,,WAS,NFL,2,0,1,0,0,0
1949,Ross Travis\TravRo00,2016,23,,KAN,NFL,6,3,1,0,0,0
1950,Laquon Treadwell\TreaLa00,2016,21,1-23,MIN,NFL,9,1,1,0,0,0
1951,Sebastian Tretola\TretSe00,2016,24,6-193,TEN,NFL,1,0,1,0,0,0
1952,Jason Trusnik\TrusJa99,2016,32,,NOR,NFL,3,0,1,0,0,0
1953,Will Tukuafu\TukuWi00,2016,32,,SEA,NFL,7,1,1,0,0,0
1954,Tani Tupou\TupoTa01,2016,24,,SEA,NFL,1,0,1,0,0,0
1955,Hakeem Valles\VallHa00,2016,24,,ARI,NFL,11,1,1,0,0,0
1956,Nick Vannett\VannNi00,2016,23,3-94,SEA,NFL,9,2,1,0,0,0
1957,Joe Vellano\VellJo00,2016,28,,ATL,NFL,0,0,1,0,0,0
1958,Zach Vigil\VigiZa00,2016,25,,2TM,NFL,9,0,1,0,0,0
1959,Danny Vitale\VitaDa00,2016,23,6-197,CLE,NFL,9,3,1,0,0,0
1960,Jeremy Vujnovich\VujnJe00,2016,26,,IND,NFL,2,0,1,0,0,0
1961,LaAdrian Waddle\WaddLa01,2016,25,,NWE,NFL,2,0,1,0,0,0
1962,Josh Walker\WalkJo00,2016,25,,HOU,NFL,2,0,1,0,0,0
1963,Cody Wallace\WallCo20,2016,32,4-107,PIT,NFL,1,1,1,0,0,0
1964,Blair Walsh\WalsBl00,2016,26,6-175,MIN,NFL,9,0,1,0,0,0
1965,Julius Warmsley\WarmJu00,2016,26,,MIA,NFL,5,0,1,0,0,0
1966,Tony Washington\WashTo00,2016,24,,JAX,NFL,2,0,1,0,0,0
1967,Herb Waters\WateHe00,2016,24,,GNB,NFL,0,0,1,0,0,0
1968,Terrell Watson\WatsTe00,2016,23,,PHI,NFL,1,0,1,0,0,0
1969,Craig Watts\WattCr00,2016,25,,NYJ,NFL,3,0,1,0,0,0
1970,Stephen Weatherly\WeatSt00,2016,22,7-227,MIN,NFL,2,0,1,0,0,0
1971,Joe Webb\WebbJo00,2016,30,6-199,CAR,NFL,14,0,1,0,0,0
1972,Larry Webster\WebsLa00,2016,26,4-136,CAR,NFL,1,0,1,0,0,0
1973,Darrion Weems\WeemDa00,2016,28,,DEN,NFL,6,0,1,0,0,0
1974,Eric Weems\WeemEr00,2016,31,,ATL,NFL,16,0,1,0,0,0
1975,Josh Wells\WellJo02,2016,25,,JAX,NFL,5,0,1,0,0,0
1976,Ryan Wendell\WendRy20,2016,30,,CAR,NFL,1,0,1,0,0,0
1977,Leonard Wester\WestLe00,2016,23,,TAM,NFL,3,0,1,0,0,0
1978,Griff Whalen\WhalGr00,2016,26,,SDG,NFL,8,0,1,0,0,0
1979,Markus Wheaton\WheaMa00,2016,25,3-79,PIT,NFL,3,2,1,0,0,0
1980,Jermaine Whitehead\WhitJe02,2016,23,,GNB,NFL,2,0,1,0,0,0
1981,Charlie Whitehurst\WhitCh02,2016,34,3-81,CLE,NFL,1,0,1,0,0,0
1982,Cole Wick\WickCo00,2016,23,,DET,NFL,6,0,1,0,0,0
1983,Brandon Wilds\WildBr01,2016,23,,NYJ,NFL,4,0,1,0,0,0
1984,Matt Wile\WileMa01,2016,24,,2TM,NFL,4,0,1,0,0,0
1985,Brandon Williams\WillBr04,2016,29,,SEA,NFL,16,1,1,0,0,0
1986,DeShawn Williams\WillDe04,2016,24,,CIN,NFL,4,0,1,0,0,0
1987,Frankie Williams\WillFr05,2016,23,,IND,NFL,3,0,1,0,0,0
1988,Kasen Williams\WillKa02,2016,24,,SEA,NFL,1,0,1,0,0,0
1989,Maxx Williams\WillMa04,2016,22,2-55,BAL,NFL,4,0,1,0,0,0
1990,Teddy Williams\WillTe00,2016,28,,CAR,NFL,3,0,1,0,0,0
1991,Antwaun Woods\WoodAn02,2016,23,,TEN,NFL,1,0,1,0,0,0
1992,Blidi Wreh-Wilson\WrehBl00,2016,27,3-70,ATL,NFL,1,0,1,0,0,0
1993,Gabe Wright\WrigGa00,2016,24,4-113,CLE,NFL,5,0,1,0,0,0
1994,Major Wright\WrigMa99,2016,28,3-75,TAM,NFL,2,0,1,0,0,0
1995,Scooby Wright\WrigSc00,2016,22,7-250,ARI,NFL,3,0,1,0,0,0
1996,Shane Wynn\WynnSh00,2016,24,,JAX,NFL,5,0,1,0,0,0
1997,David Yankey\YankDa00,2016,24,5-145,CAR,NFL,6,0,1,0,0,0
1998,T.J. Yates\YateT.00,2016,29,5-152,MIA,NFL,0,0,1,0,0,0
1999,Lou Young\YounLo00,2016,25,,CAR,NFL,6,0,1,0,0,0
2000,Jared Goff\GoffJa00,2016,22,1-1,LAR,NFL,7,7,1,0,0,-2
