,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
568,Mike Neal\NealMi99,2013,26,2-56,GNB,NFL,16,10,1,0,0,5
569,Ashlee Palmer\PalmAs99,2013,27,,DET,NFL,16,10,1,0,0,5
570,Tony Pashos\PashTo20,2013,33,5-173,OAK,NFL,12,12,1,0,0,5
571,Jason Pierre-Paul\PierJa99,2013,24,1-15,NYG,NFL,11,6,1,0,0,5
572,Bilal Powell\PoweBi00,2013,25,4-126,NYJ,NFL,16,11,1,0,0,5
573,Jerraud Powers\PoweJe99,2013,26,3-92,ARI,NFL,16,16,1,0,0,5
574,Matt Prater\PratMa20,2013,29,,DEN,NFL,16,0,1,1,0,5
575,Ed Reed*\ReedEd00,2013,35,1-24,2TM,NFL,14,10,1,0,0,5
576,Vincent Rey\ReyxVi00,2013,26,,CIN,NFL,16,3,1,0,0,5
577,Garrett Reynolds\ReynGa20,2013,26,5-156,ATL,NFL,15,10,1,0,0,5
578,Keith Rivers\RiveKe99,2013,27,1-9,NYG,NFL,16,8,1,0,0,5
579,Jacquizz Rodgers\RodgJa00,2013,23,5-145,ATL,NFL,15,4,1,0,0,5
580,Rodger Saffold\SaffRo20,2013,25,2-33,STL,NFL,12,9,1,0,0,5
581,Orlando Scandrick\ScanOr99,2013,26,5-143,DAL,NFL,16,15,1,0,0,5
582,Mitchell Schwartz\SchwMi00,2013,24,2-37,CLE,NFL,16,16,1,0,0,5
583,Brian Schwenke\SchwBr00,2013,22,4-107,TEN,NFL,9,9,1,0,0,5
584,Sam Shields\ShieSa00,2013,26,,GNB,NFL,14,14,1,0,0,5
585,Cecil Shorts\ShorCe00,2013,26,4-114,JAX,NFL,13,13,1,0,0,5
586,Buster Skrine\SkriBu00,2013,24,5-137,CLE,NFL,16,15,1,0,0,5
587,Dan Skuta\SkutDa00,2013,27,,SFO,NFL,16,8,1,0,0,5
588,Aldon Smith\SmitAl04,2013,24,1-7,SFO,NFL,11,8,1,0,0,5
589,Sean Smith\SmitSe99,2013,26,2-61,KAN,NFL,16,15,1,0,0,5
590,Akeem Spence\SpenAk00,2013,22,4-100,TAM,NFL,16,14,1,0,0,5
591,Ike Taylor\TaylIk20,2013,33,4-125,PIT,NFL,16,16,1,0,0,5
592,Manti Te'o\TeoxMa00,2013,22,2-38,SDG,NFL,13,13,1,0,0,5
593,Cam Thomas\ThomCa99,2013,27,5-146,SDG,NFL,16,10,1,0,0,5
594,Brandon Thompson\ThomBr01,2013,24,3-93,CIN,NFL,16,7,1,0,0,5
595,Mike Tolbert\TolbMi00,2013,28,,CAR,NFL,16,13,1,1,1,5
596,Desmond Trufant\TrufDe00,2013,23,1-22,ATL,NFL,16,16,1,0,0,5
597,Justin Tucker\TuckJu00,2013,24,,BAL,NFL,16,0,1,1,1,5
598,Fernando Velasco\VelaFe20,2013,28,,PIT,NFL,11,11,1,0,0,5
599,Joe Vellano\VellJo00,2013,25,,NWE,NFL,16,8,1,0,0,5
600,Shane Vereen\VereSh00,2013,24,2-56,NWE,NFL,8,1,1,0,0,5
