,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
701,Rod Streater\StreRo00,2012,24,,OAK,NFL,16,2,1,0,0,4
702,Terrell Suggs\SuggTe99,2012,30,1-10,BAL,NFL,8,8,1,0,0,4
703,Shaun Suisham\suishsha01,2012,31,,PIT,NFL,16,0,1,0,0,4
704,Aqib Talib\TaliAq99,2012,26,1-20,2TM,NFL,10,9,1,0,0,4
705,Phil Taylor\TaylPh00,2012,24,1-21,CLE,NFL,8,7,1,0,0,4
706,Tiquan Underwood\UndeTi00,2012,25,7-253,TAM,NFL,14,3,1,0,0,4
707,Shane Vereen\VereSh00,2012,23,2-56,NWE,NFL,13,1,1,0,0,4
708,Jonathan Vilma\VilmJo99,2012,30,1-12,NOR,NFL,11,10,1,0,0,4
709,Kevin Walter\WaltKe00,2012,31,7-255,HOU,NFL,16,14,1,0,0,4
710,Ben Watson\WatsBe00,2012,32,1-32,CLE,NFL,16,14,1,0,0,4
711,Demorrio Williams\WillDe22,2012,32,4-101,SDG,NFL,14,3,1,0,0,4
712,C.J. Wilson\WilsC.98,2012,25,7-230,GNB,NFL,11,7,1,0,0,4
713,David Wilson\WilsDa01,2012,21,1-32,NYG,NFL,16,2,1,0,0,4
714,Eric Wright\WrigEr99,2012,27,2-53,TAM,NFL,10,10,1,0,0,4
715,Tom Zbikowski\ZbikTo99,2012,27,3-86,IND,NFL,11,11,1,0,0,4
716,Mike Adams\AdamMi02,2012,22,2-56,PIT,NFL,10,6,1,0,0,3
717,Branden Albert\AlbeBr20,2012,28,1-15,KAN,NFL,13,11,1,0,0,3
718,Frank Alexander\AlexFr00,2012,23,4-103,CAR,NFL,16,3,1,0,0,3
719,Cortez Allen\AlleCo00,2012,24,4-128,PIT,NFL,15,3,1,0,0,3
720,Bryan Anger\AngeBr00,2012,24,3-70,JAX,NFL,16,0,1,0,0,3
721,Javier Arenas\ArenJa99,2012,25,2-50,KAN,NFL,16,9,1,0,0,3
722,Brendon Ayanbadejo\AyanBr99,2012,36,,BAL,NFL,16,3,1,0,0,3
