,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
723,D'Anthony Batiste\BatiDA20,2012,30,,ARI,NFL,15,10,1,0,0,3
724,Jackie Battle\BattJa00,2012,29,,SDG,NFL,16,5,1,0,0,3
725,Demetress Bell\BellDe20,2012,28,7-219,PHI,NFL,9,5,1,0,0,3
726,Travis Benjamin\BenjTr00,2012,23,4-100,CLE,NFL,14,3,1,0,0,3
727,Earl Bennett\BennEa00,2012,25,3-70,CHI,NFL,12,4,1,0,0,3
728,Cedric Benson\BensCe00,2012,30,1-4,GNB,NFL,5,5,1,0,0,3
729,Rocky Bernard\BernRo20,2012,33,5-146,NYG,NFL,12,5,1,0,0,3
730,Armon Binns\BinnAr00,2012,23,,2TM,NFL,11,5,1,0,0,3
731,Quincy Black\BlacQu99,2012,28,3-68,TAM,NFL,9,5,1,0,0,3
732,Kyle Bosworth\BoswKy00,2012,26,,JAX,NFL,16,5,1,0,0,3
733,Josh Brent\BrenJo00,2012,24,7-0,DAL,NFL,12,5,1,0,0,3
734,Mike Brewster\BrewMi00,2012,23,,JAX,NFL,12,7,1,0,0,3
735,Bryce Brown\BrowBr02,2012,21,7-229,PHI,NFL,16,4,1,0,0,3
736,Charles Brown\BrowCh28,2012,25,2-64,NOR,NFL,10,3,1,0,0,3
737,Donald Brown\BrowDo00,2012,25,1-27,IND,NFL,10,4,1,0,0,3
738,Michael Bush\BushMi00,2012,28,4-100,CHI,NFL,13,1,1,0,0,3
739,Darius Butler\ButlDa99,2012,26,2-41,IND,NFL,11,4,1,0,0,3
740,Antoine Caldwell\CaldAn20,2012,26,3-77,HOU,NFL,11,6,1,0,0,3
741,Don Carey\CareDo00,2012,25,6-177,DET,NFL,9,6,1,0,0,3
742,Dan Carpenter\CarpDa44,2012,27,,MIA,NFL,14,0,1,0,0,3
743,David Carter\CartDa01,2012,25,6-184,ARI,NFL,16,4,1,0,0,3
744,James Casey\CaseJa00,2012,28,5-152,HOU,NFL,16,9,1,0,0,3
745,Patrick Chung\ChunPa99,2012,25,2-34,NWE,NFL,12,8,1,0,0,3
746,Terrence Cody\CodyTe99,2012,24,2-57,BAL,NFL,15,3,1,0,0,3
747,Erik Coleman\ColeEr21,2012,30,5-143,DET,NFL,12,7,1,0,0,3
748,Dustin Colquitt\ColqDu20,2012,30,3-99,KAN,NFL,16,0,1,1,0,3
749,Dan Connor\ConnDa99,2012,27,3-74,DAL,NFL,14,8,1,0,0,3
750,Chris Cook\CookCh99,2012,25,2-34,MIN,NFL,10,10,1,0,0,3
751,Jermelle Cudjo\CudjJe00,2012,26,,STL,NFL,15,4,1,0,0,3
752,Chris Culliver\CullCh00,2012,24,3-80,SFO,NFL,16,6,1,0,0,3
753,Jermaine Cunningham\CunnJe99,2012,24,2-53,NWE,NFL,12,3,1,0,0,3
754,Brian Cushing\CushBr99,2012,25,1-15,HOU,NFL,5,5,1,0,0,3
755,Demario Davis\DaviDe00,2012,23,3-77,NYJ,NFL,16,3,1,0,0,3
756,Fred Davis\DaviFr01,2012,26,2-48,WAS,NFL,7,7,1,0,0,3
757,Brandon Deaderick\DeadBr99,2012,25,7-247,NWE,NFL,14,5,1,0,0,3
758,Louis Delmas\DelmLo99,2012,25,2-33,DET,NFL,8,8,1,0,0,3
759,Alfonzo Dennard\DennAl00,2012,23,7-224,NWE,NFL,10,7,1,0,0,3
760,John Denney\DennJo20,2012,34,,MIA,NFL,16,0,1,1,0,3
761,Reed Doughty\DougRe20,2012,30,6-173,WAS,NFL,16,10,1,0,0,3
762,Joel Dreessen\DreeJo00,2012,30,6-198,DEN,NFL,16,15,1,0,0,3
763,Ray Edwards\EdwaRa21,2012,27,4-127,ATL,NFL,9,4,1,0,0,3
764,Jeff Faine\FainJe20,2012,31,1-21,CIN,NFL,8,7,1,0,0,3
765,Anthony Fasano\FasaAn00,2012,28,2-53,MIA,NFL,16,16,1,0,0,3
766,Bradley Fletcher\FletBr99,2012,26,3-66,STL,NFL,16,4,1,0,0,3
767,Michael Floyd\FloyMi00,2012,23,1-13,ARI,NFL,16,3,1,0,0,3
768,Kai Forbath\ForbKa00,2012,25,,WAS,NFL,11,0,1,0,0,3
769,Justin Forsett\ForsJu00,2012,27,7-233,HOU,NFL,16,0,1,0,0,3
770,Blaine Gabbert\GabbBl00,2012,23,1-10,JAX,NFL,10,10,1,0,0,3
771,Nate Garner\GarnNa20,2012,27,7-211,MIA,NFL,16,4,1,0,0,3
772,Toby Gerhart\GerhTo00,2012,25,2-51,MIN,NFL,16,0,1,0,0,3
773,Wallace Gilberry\GilbWa00,2012,28,,CIN,NFL,14,0,1,0,0,3
774,Mike Goodson\GoodMi00,2012,25,4-111,OAK,NFL,12,0,1,0,0,3
775,Stephen Gostkowski\GostSt20,2012,28,4-118,NWE,NFL,16,0,1,0,0,3
776,Shayne Graham\grahasha01,2012,35,,HOU,NFL,16,0,1,0,0,3
777,T.J. Graham\GrahT.00,2012,23,3-69,BUF,NFL,15,11,1,0,0,3
778,Jonte Green\GreeJo03,2012,23,6-196,DET,NFL,15,5,1,0,0,3
779,Everson Griffen\GrifEv99,2012,25,4-100,MIN,NFL,16,1,1,0,0,3
780,Joselio Hanson\HansJo20,2012,31,,OAK,NFL,16,5,1,0,0,3
781,Dwayne Harris\HarrDw00,2012,25,6-176,DAL,NFL,16,0,1,0,0,3
782,Leroy Harris\HarrLe21,2012,28,4-115,TEN,NFL,8,8,1,0,0,3
783,Garrett Hartley\HartGa00,2012,26,,NOR,NFL,16,0,1,0,0,3
784,Matt Hasselbeck\HassMa00,2012,37,6-187,TEN,NFL,8,5,1,0,0,3
785,Stephen Hauschka\HausSt00,2012,27,,SEA,NFL,16,0,1,0,0,3
786,David Hawthorne\HawtDa20,2012,27,,NOR,NFL,11,10,1,0,0,3
787,Kelvin Hayden\HaydKe20,2012,29,2-60,CHI,NFL,16,2,1,0,0,3
788,Geno Hayes\HayeGe98,2012,25,6-175,CHI,NFL,15,3,1,0,0,3
789,William Hayes\HayeWi99,2012,27,4-103,STL,NFL,16,0,1,0,0,3
790,Adam Hayward\HaywAd98,2012,28,6-182,TAM,NFL,16,5,1,0,0,3
791,Devery Henderson\HendDe00,2012,30,2-50,NOR,NFL,15,9,1,0,0,3
792,Alex Henery\HeneAl00,2012,25,4-120,PHI,NFL,16,0,1,0,0,3
793,Ronnie Hillman\HillRo00,2012,21,3-67,DEN,NFL,14,0,1,0,0,3
794,Jayron Hosley\HoslJa00,2012,22,3-94,NYG,NFL,12,6,1,0,0,3
795,Rob Housler\HousRo01,2012,24,3-69,ARI,NFL,15,9,1,0,0,3
796,Kevin Huber\HubeKe20,2012,27,5-142,CIN,NFL,16,0,1,0,0,3
797,Jerry Hughes\HughJe99,2012,24,1-31,IND,NFL,16,6,1,0,0,3
798,John Hughes\HughJo00,2012,24,3-87,CLE,NFL,16,2,1,0,0,3
799,Kendall Hunter\HuntKe00,2012,24,4-115,SFO,NFL,11,0,1,0,0,3
800,Bruce Irvin\IrviBr00,2012,25,1-15,SEA,NFL,16,0,1,0,0,3
