,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
901,Xavier Williams\WillXa00,2018,26,,KAN,NFL,16,4,1,0,0,3
902,Albert Wilson\WilsAl02,2018,26,,MIA,NFL,7,3,1,0,0,3
903,Eric Wilson\WilsEr00,2018,24,,MIN,NFL,16,4,1,0,0,3
904,Quincy Wilson\WilsQu01,2018,22,2-46,IND,NFL,13,5,1,0,0,3
905,Ramik Wilson\WilsRa00,2018,26,4-118,LAR,NFL,16,4,1,0,0,3
906,Bryan Witzmann\WitzBr00,2018,28,,CHI,NFL,10,7,1,0,0,3
907,Daryl Worley\WorlDa00,2018,23,3-77,OAK,NFL,10,9,1,0,0,3
908,Kerry Wynn\WynnKe00,2018,27,,NYG,NFL,14,5,1,0,0,3
909,Greg Zuerlein\ZuerGr00,2018,31,6-171,LAR,NFL,11,0,1,0,0,3
910,Oday Aboushi\AbouOd00,2018,27,5-141,ARI,NFL,8,6,1,0,0,2
911,Andrew Adams\AdamAn00,2018,26,,TAM,NFL,13,4,1,0,0,2
912,Montravius Adams\AdamMo00,2018,23,3-93,GNB,NFL,16,1,1,0,0,2
913,Jordan Akins\AkinJo00,2018,26,3-98,HOU,NFL,16,6,1,0,0,2
914,Javorius Allen\AlleJa01,2018,27,4-125,BAL,NFL,14,0,1,0,0,2
915,Ryan Allen\AlleRy01,2018,28,,NWE,NFL,16,0,1,0,0,2
916,Geronimo Allison\AlliGe01,2018,24,,GNB,NFL,5,4,1,0,0,2
917,Tyson Alualu\AluaTy99,2018,31,1-10,PIT,NFL,15,2,1,0,0,2
918,David Amerson\AmerDa00,2018,27,2-51,ARI,NFL,6,5,1,0,0,2
919,Bryan Anger\AngeBr00,2018,30,3-70,TAM,NFL,16,0,1,0,0,2
920,Ezekiel Ansah\AnsaEz00,2018,29,1-5,DET,NFL,7,2,1,0,0,2
921,Dorance Armstrong\ArmsDo00,2018,21,4-116,DAL,NFL,15,1,1,0,0,2
922,Ray-Ray Armstrong\ArmsRa01,2018,27,,2TM,NFL,15,1,1,0,0,2
923,Dan Arnold\ArnoDa00,2018,23,,NOR,NFL,10,1,1,0,0,2
924,Tavon Austin\AustTa00,2018,28,1-8,DAL,NFL,7,0,1,0,0,2
925,Kalen Ballage\BallKa00,2018,23,4-131,MIA,NFL,12,0,1,0,0,2
926,Joe Barksdale\BarkJo00,2018,30,3-92,2TM,NFL,10,5,1,0,0,2
927,Connor Barwin\BarwCo99,2018,32,2-46,NYG,NFL,15,3,1,0,0,2
928,Kelvin Benjamin\BenjKe00,2018,27,1-28,2TM,NFL,15,10,1,0,0,2
929,Travis Benjamin\BenjTr00,2018,29,4-100,LAC,NFL,12,3,1,0,0,2
930,Ja'Whaun Bentley\BentJa00,2018,22,5-143,NWE,NFL,3,2,1,0,0,2
931,Jordan Berry\BerrJo00,2018,27,,PIT,NFL,16,0,1,0,0,2
932,Ronald Blair\BlaiRo00,2018,25,5-142,SFO,NFL,16,0,1,0,0,2
933,Evan Boehm\BoehEv00,2018,25,4-128,IND,NFL,11,4,1,0,0,2
934,Devante Bond\BondDe00,2018,25,6-183,TAM,NFL,11,4,1,0,0,2
935,Matthew Bosher\BoshMa00,2018,31,6-192,ATL,NFL,16,0,1,0,0,2
936,Nick Boyle\BoylNi00,2018,25,5-171,BAL,NFL,16,13,1,0,0,2
937,Bradley Bozeman\BozeBr00,2018,24,6-215,BAL,NFL,14,1,1,0,0,2
938,Andre Branch\BranAn00,2018,29,2-38,MIA,NFL,14,1,1,0,0,2
939,Cameron Brate\BratCa00,2018,27,,TAM,NFL,16,2,1,0,0,2
940,Tramaine Brock\BrocTr00,2018,30,,DEN,NFL,12,5,1,0,0,2
