k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
201,Malcolm Thomas\thomama01,2012-13,24,TOT,NBA,13.8,12,0,57,3.2,6.3,3.2,6.3,0.0,0.0,3.2,5.1,3.2,6.9,10.1,2.5,1.3,1.3,1.9,5.1,9.5,.500,.500,,.500,.625,.555
202,Al-Farouq Aminu\aminual01,2012-13,22,NOH,NBA,13.7,76,71,2066,3.9,8.3,3.9,7.9,0.1,0.3,1.8,2.4,2.4,7.8,10.2,1.8,1.6,0.9,2.0,2.7,9.7,.475,.486,.211,.479,.737,.519
203,Dion Waiters\waitedi01,2012-13,21,CLE,NBA,13.7,61,48,1756,6.9,16.7,5.6,12.5,1.3,4.2,3.3,4.4,0.5,2.6,3.1,3.8,1.2,0.3,2.5,2.3,18.3,.412,.446,.310,.451,.746,.492
204,Bradley Beal\bealbr01,2012-13,19,WAS,NBA,13.6,56,46,1745,5.8,14.2,3.9,9.3,1.9,4.9,2.6,3.3,0.9,3.5,4.4,2.8,1.0,0.6,1.9,2.3,16.1,.410,.424,.386,.477,.786,.515
205,Nick Collison\collini01,2012-13,32,OKC,NBA,13.6,81,2,1583,4.0,6.7,4.0,6.6,0.0,0.1,1.4,1.8,2.8,4.8,7.6,2.8,1.2,0.7,1.6,4.5,9.4,.595,.603,.000,.595,.769,.624
206,Mike Dunleavy\dunlemi02,2012-13,32,MIL,NBA,13.6,75,3,1943,5.1,11.6,2.7,6.0,2.4,5.5,1.9,2.4,0.6,4.8,5.4,2.7,0.7,0.6,1.7,2.5,14.5,.442,.455,.428,.545,.820,.577
207,Kris Humphries\humphkr01,2012-13,27,BRK,NBA,13.6,65,21,1191,4.2,9.4,4.2,9.3,0.0,0.1,2.9,3.7,3.8,7.2,11.0,1.0,0.5,1.0,1.7,3.8,11.3,.448,.451,.000,.448,.789,.515
208,Leandro Barbosa\barbole01,2012-13,30,BOS,NBA,13.5,41,2,513,5.8,13.5,4.6,10.2,1.3,3.3,2.2,2.9,0.6,2.7,3.2,4.1,1.2,0.4,1.5,3.6,15.1,.430,.445,.383,.477,.756,.509
209,Jerryd Bayless\bayleje01,2012-13,24,MEM,NBA,13.5,80,4,1765,5.3,12.7,3.9,8.6,1.4,4.1,2.1,2.5,0.4,3.1,3.6,5.4,1.2,0.3,2.4,3.4,14.1,.419,.450,.353,.476,.836,.514
210,MarShon Brooks\brookma01,2012-13,24,BRK,NBA,13.5,73,2,912,6.1,13.2,5.5,11.1,0.6,2.2,2.7,3.7,1.3,2.8,4.1,3.0,1.3,0.6,2.7,3.7,15.6,.463,.500,.273,.485,.734,.523
211,Cory Joseph\josepco01,2012-13,21,SAS,NBA,13.5,28,9,388,4.7,10.2,4.2,8.3,0.6,1.9,1.7,1.9,1.1,3.7,4.8,4.9,1.4,0.4,1.9,2.3,11.7,.464,.506,.286,.491,.857,.528
212,Jason Kidd\kiddja01,2012-13,39,NYK,NBA,13.5,76,48,2043,2.7,7.2,0.7,1.5,2.0,5.7,0.7,0.8,0.9,4.8,5.7,4.4,2.2,0.4,1.3,2.2,8.1,.372,.452,.351,.511,.833,.532
213,Mike Miller\millemi01,2012-13,32,MIA,NBA,13.5,59,17,900,4.0,9.2,1.1,2.2,2.9,7.0,0.3,0.4,0.7,5.6,6.3,4.0,0.8,0.2,1.4,2.5,11.2,.433,.482,.417,.591,.727,.596
214,Jared Sullinger\sullija01,2012-13,20,BOS,NBA,13.5,45,5,892,4.5,9.1,4.4,8.9,0.0,0.2,1.9,2.5,3.7,6.9,10.7,1.4,0.9,0.9,1.2,6.2,10.9,.493,.500,.200,.496,.746,.534
215,Jeff Adrien\adrieje01,2012-13,26,CHA,NBA,13.4,52,5,713,3.6,8.5,3.6,8.4,0.0,0.1,3.3,5.0,3.4,6.5,9.9,1.8,0.9,1.4,1.6,4.0,10.6,.429,.434,.000,.429,.650,.493
216,Toney Douglas\douglto01,2012-13,26,TOT,NBA,13.4,71,0,1289,5.3,13.0,3.0,7.0,2.3,6.0,2.1,2.3,0.9,2.9,3.9,4.2,2.0,0.1,2.3,4.0,14.9,.403,.424,.380,.491,.905,.531
217,Mario Chalmers\chalmma01,2012-13,26,MIA,NBA,13.3,77,77,2068,4.0,9.2,1.8,4.0,2.1,5.2,1.5,1.9,0.3,2.6,3.0,4.8,2.1,0.2,2.1,3.4,11.6,.429,.456,.409,.545,.795,.576
218,Dante Cunningham\cunnida01,2012-13,25,MIN,NBA,13.3,80,9,2010,5.6,12.0,5.6,11.9,0.0,0.1,1.2,1.8,2.5,4.8,7.3,1.2,1.5,0.7,1.0,2.7,12.4,.468,.472,.000,.468,.650,.485
219,Carlos Delfino\delfica01,2012-13,30,HOU,NBA,13.3,67,5,1689,5.3,13.2,2.0,4.2,3.4,9.0,1.0,1.2,0.4,4.3,4.7,2.9,1.4,0.2,1.5,2.4,15.1,.405,.467,.375,.532,.857,.549
220,Kurt Thomas\thomaku01,2012-13,40,NYK,NBA,13.3,39,17,392,4.1,7.6,4.0,7.5,0.1,0.1,0.6,1.2,2.2,6.0,8.2,1.9,0.9,1.5,0.7,4.8,8.9,.542,.537,1.000,.548,.462,.547
221,Nick Young\youngni01,2012-13,27,PHI,NBA,13.3,59,17,1411,5.7,13.8,3.8,8.5,1.9,5.4,2.7,3.3,0.6,2.7,3.3,2.1,0.9,0.4,1.3,2.1,16.0,.413,.449,.357,.482,.820,.525
222,Tony Allen\allento01,2012-13,31,MEM,NBA,13.2,79,79,2109,4.8,10.9,4.8,10.5,0.1,0.4,2.3,3.2,2.1,4.1,6.2,1.7,2.0,0.8,1.6,3.6,12.0,.445,.458,.125,.447,.717,.489
223,Reggie Williams\willire02,2012-13,26,CHA,NBA,13.2,40,0,380,5.4,12.5,3.3,5.7,2.1,6.8,0.9,2.0,0.8,4.1,4.8,3.7,1.1,0.1,1.8,1.8,13.8,.432,.583,.306,.515,.476,.517
224,Shannon Brown\brownsh01,2012-13,27,PHO,NBA,13.1,59,22,1402,6.2,14.7,5.2,11.0,1.0,3.6,2.5,3.2,1.1,2.7,3.8,2.8,1.5,0.4,1.9,2.4,15.8,.420,.467,.277,.454,.784,.493
225,Zaza Pachulia\pachuza01,2012-13,28,ATL,NBA,13.1,52,15,1134,3.6,7.7,3.6,7.6,0.0,0.1,2.5,3.3,4.2,6.5,10.7,2.5,1.1,0.4,2.2,4.1,9.7,.473,.479,.000,.473,.757,.534
226,Arron Afflalo\afflaar01,2012-13,27,ORL,NBA,13.0,64,64,2307,6.2,14.1,5.1,10.4,1.1,3.7,3.0,3.5,0.5,3.3,3.7,3.2,0.6,0.2,2.2,2.1,16.5,.439,.489,.300,.478,.857,.527
