k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
201,Josh McRoberts\mcrobjo01,2013-14,26,CHA,NBA,13.8,78,78,2360,3.8,8.6,2.2,4.2,1.6,4.4,0.9,1.3,1.3,4.4,5.7,5.1,0.9,0.7,1.3,2.9,10.1,.436,.516,.361,.529,.729,.548
202,Andre Iguodala\iguodan01,2013-14,30,GSW,NBA,13.7,63,63,2040,3.9,8.1,2.8,5.0,1.1,3.1,1.5,2.3,0.9,4.2,5.2,4.6,1.7,0.3,1.8,1.8,10.4,.480,.558,.354,.548,.652,.570
203,Shawn Marion\mariosh01,2013-14,35,DAL,NBA,13.7,76,76,2409,5.1,10.6,4.2,8.2,0.9,2.4,0.8,1.0,2.0,5.5,7.4,1.9,1.3,0.6,1.4,1.9,11.8,.482,.518,.358,.523,.785,.537
204,Greg Smith\smithgr02,2013-14,23,HOU,NBA,13.7,11,0,100,6.5,10.1,6.5,10.1,0.0,0.0,0.7,1.8,4.0,5.8,9.7,0.0,0.4,0.7,1.8,6.1,13.7,.643,.643,,.643,.400,.629
205,Victor Oladipo\oladivi01,2013-14,21,ORL,NBA,13.6,80,44,2487,5.7,13.5,4.6,10.3,1.1,3.3,3.6,4.6,0.6,4.1,4.8,4.7,1.9,0.5,3.7,3.0,16.0,.419,.448,.327,.458,.780,.514
206,Will Barton\bartowi01,2013-14,23,POR,NBA,13.5,41,0,387,6.0,14.5,5.1,11.4,0.9,3.1,2.4,3.0,1.5,5.4,6.9,3.1,0.8,0.7,1.7,2.9,15.4,.417,.447,.303,.449,.813,.488
207,Jimmy Butler\butleji01,2013-14,24,CHI,NBA,13.5,67,67,2591,3.8,9.6,2.9,6.3,0.9,3.3,3.6,4.7,1.2,3.4,4.6,2.4,1.8,0.5,1.4,1.5,12.2,.397,.457,.283,.446,.769,.522
208,Roy Hibbert\hibbero01,2013-14,27,IND,NBA,13.5,81,81,2409,4.9,11.3,4.9,11.2,0.0,0.1,3.1,4.0,3.0,5.0,8.0,1.4,0.4,2.7,2.2,4.0,13.0,.439,.439,.400,.440,.770,.499
209,Kyle Korver\korveky01,2013-14,32,ATL,NBA,13.5,71,71,2408,4.3,9.1,1.6,3.2,2.8,5.9,1.3,1.4,0.3,3.9,4.2,3.1,1.0,0.4,1.5,2.2,12.7,.475,.479,.472,.626,.926,.653
210,Josh Harrellson\harrejo01,2013-14,24,DET,NBA,13.4,32,0,317,4.3,9.3,3.0,5.8,1.4,3.5,0.6,0.8,3.4,5.2,8.6,1.7,0.7,1.7,1.1,5.0,10.6,.463,.510,.387,.537,.714,.547
211,George Hill\hillge01,2013-14,27,IND,NBA,13.4,76,76,2434,4.0,9.1,2.6,5.3,1.4,3.8,2.1,2.6,0.8,3.4,4.2,3.9,1.1,0.3,1.4,2.3,11.6,.442,.497,.365,.519,.807,.563
212,Jonas Jerebko\jerebjo01,2013-14,26,DET,NBA,13.4,64,0,741,4.8,10.1,3.3,6.5,1.5,3.6,2.1,2.9,2.5,6.0,8.5,1.9,1.0,0.3,2.1,4.1,13.1,.471,.500,.419,.546,.729,.577
213,Jeremy Lamb\lambje01,2013-14,21,OKC,NBA,13.4,78,0,1538,6.2,14.3,4.1,8.5,2.1,5.8,1.2,1.5,0.6,3.8,4.4,2.7,1.3,0.6,1.4,3.3,15.6,.432,.483,.356,.504,.797,.522
214,Brian Roberts\roberbr01,2013-14,28,NOP,NBA,13.4,72,42,1667,5.3,12.5,3.9,8.7,1.4,3.8,2.7,2.9,0.4,2.6,2.9,5.1,0.9,0.2,2.1,2.9,14.6,.420,.447,.360,.475,.940,.529
215,Luis Scola\scolalu01,2013-14,33,IND,NBA,13.4,82,2,1399,6.8,14.4,6.7,14.2,0.0,0.2,2.5,3.5,2.2,7.8,10.1,2.1,0.7,0.4,2.8,4.2,16.1,.470,.474,.143,.471,.728,.505
216,Bismack Biyombo\biyombi01,2013-14,21,CHA,NBA,13.3,77,9,1072,3.0,4.8,3.0,4.8,0.0,0.0,1.5,3.0,3.5,8.8,12.3,0.3,0.2,2.9,1.3,4.2,7.5,.611,.611,,.611,.517,.606
217,Carrick Felix\felixca01,2013-14,23,CLE,NBA,13.3,7,0,38,6.6,13.3,4.7,8.5,1.9,4.7,2.8,3.8,0.9,4.7,5.7,3.8,0.0,0.0,3.8,3.8,18.0,.500,.556,.400,.571,.750,.603
218,Randy Foye\foyera01,2013-14,30,DEN,NBA,13.3,81,78,2485,5.2,12.7,2.5,5.5,2.7,7.2,2.3,2.7,0.5,2.8,3.4,4.2,1.0,0.6,2.1,3.0,15.5,.413,.456,.380,.521,.849,.558
219,Kevin Garnett\garneke01,2013-14,37,BRK,NBA,13.3,54,54,1109,5.1,11.6,5.1,11.5,0.0,0.1,1.2,1.5,1.9,9.7,11.6,2.7,1.4,1.3,2.2,4.0,11.4,.441,.445,.000,.441,.809,.467
220,P.J. Tucker\tuckepj01,2013-14,28,PHO,NBA,13.3,81,81,2490,3.8,8.9,2.8,6.1,1.1,2.8,2.3,2.9,2.3,5.3,7.6,2.0,1.6,0.3,1.5,2.9,11.0,.431,.450,.387,.491,.776,.540
221,Jarvis Varnado\varnaja01,2013-14,25,TOT,NBA,13.3,24,0,339,3.8,6.4,3.8,6.4,0.0,0.0,2.9,5.5,2.0,4.7,6.7,1.4,1.1,3.1,1.1,6.6,10.5,.600,.600,,.600,.519,.597
222,Al-Farouq Aminu\aminual01,2013-14,23,NOP,NBA,13.2,80,65,2045,4.1,8.7,3.9,7.9,0.2,0.8,1.6,2.4,2.3,6.5,8.7,2.0,1.4,0.7,1.5,2.6,10.1,.474,.496,.271,.487,.664,.516
223,Channing Frye\fryech01,2013-14,30,PHO,NBA,13.2,82,82,2312,5.2,12.1,2.7,5.4,2.5,6.7,1.2,1.5,1.1,5.3,6.5,1.5,0.9,1.0,1.4,3.8,14.2,.432,.509,.370,.535,.821,.555
224,Shelvin Mack\macksh01,2013-14,23,ATL,NBA,13.2,73,11,1490,5.0,12.1,3.6,7.7,1.5,4.4,1.5,1.8,0.5,3.4,3.9,6.5,1.2,0.0,2.2,2.4,13.1,.417,.464,.337,.479,.865,.510
