k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
301,Aaron Brooks\brookaa01,2015-16,31,CHI,NBA,11.8,69,0,1108,6.1,15.2,4.0,9.2,2.1,6.0,1.6,2.1,0.7,2.6,3.3,5.8,1.0,0.3,2.7,4.3,16.0,.401,.430,.357,.471,.766,.494
302,Leandro Barbosa\barbole01,2015-16,33,GSW,NBA,11.7,68,0,1079,5.7,12.3,4.4,8.7,1.3,3.7,1.7,2.1,0.9,3.0,3.9,2.7,1.5,0.3,1.8,3.6,14.4,.462,.508,.355,.515,.839,.545
303,Matt Barnes\barnema02,2015-16,35,MEM,NBA,11.7,76,45,2190,4.3,11.4,2.4,5.3,2.0,6.1,1.8,2.3,1.4,5.5,6.9,2.7,1.3,0.9,2.0,3.8,12.5,.381,.449,.322,.467,.804,.503
304,Jared Dudley\dudleja01,2015-16,30,WAS,NBA,11.7,81,41,2098,4.0,8.4,2.3,4.3,1.7,4.1,1.2,1.7,0.9,4.0,4.9,2.9,1.3,0.3,1.4,3.3,10.9,.478,.534,.420,.581,.735,.602
305,Langston Galloway\gallola01,2015-16,24,NYK,NBA,11.7,82,7,2033,4.1,10.4,2.7,6.4,1.4,4.0,1.5,2.0,0.8,4.3,5.1,3.7,1.4,0.4,1.1,3.1,11.1,.393,.423,.344,.458,.754,.490
306,Tim Hardaway\hardati02,2015-16,23,ATL,NBA,11.7,51,1,864,4.7,11.0,2.7,5.1,2.0,5.9,2.1,2.3,0.3,3.3,3.6,2.1,0.9,0.3,1.0,2.0,13.6,.430,.537,.338,.521,.893,.563
307,Cliff Alexander\alexacl01,2015-16,20,POR,NBA,11.6,8,0,36,5.0,10.0,5.0,10.0,0.0,0.0,0.0,0.0,2.0,4.0,6.0,0.0,1.0,2.0,1.0,1.0,10.0,.500,.500,,.500,,.500
308,Luke Babbitt\babbilu01,2015-16,26,NOP,NBA,11.6,47,13,845,5.2,12.3,3.3,7.7,1.9,4.6,1.7,2.1,1.1,5.2,6.3,2.3,0.5,0.3,1.0,3.8,13.9,.422,.433,.404,.498,.780,.526
309,James Jones\jonesja02,2015-16,35,CLE,NBA,11.6,48,0,463,4.5,11.0,1.3,3.0,3.2,8.1,1.6,2.0,0.6,3.3,3.9,1.1,0.9,0.8,1.0,3.9,13.8,.408,.447,.394,.553,.808,.580
310,Trey Lyles\lylestr01,2015-16,20,UTA,NBA,11.6,80,33,1382,5.0,11.4,3.7,8.0,1.3,3.3,1.5,2.1,1.5,6.3,7.8,1.5,0.7,0.5,1.7,3.0,12.7,.438,.461,.383,.494,.695,.517
311,Ian Clark\clarkia01,2015-16,24,GSW,NBA,11.5,66,1,578,5.5,12.6,3.7,7.3,1.9,5.2,1.7,2.1,0.8,3.4,4.2,4.0,1.1,0.8,2.7,3.6,14.7,.441,.500,.357,.515,.824,.544
312,Courtney Lee\leeco01,2015-16,30,TOT,NBA,11.5,79,65,2334,4.5,9.9,3.2,6.5,1.3,3.3,1.5,1.8,0.4,2.7,3.2,2.1,1.3,0.4,1.1,2.1,11.7,.454,.493,.378,.518,.839,.551
313,Kevin Martin\martike02,2015-16,32,TOT,NBA,11.5,55,13,1095,5.1,13.8,3.5,9.3,1.6,4.5,5.0,5.7,0.5,3.2,3.6,1.9,0.9,0.1,1.8,2.7,16.9,.372,.378,.360,.431,.890,.520
314,Elton Brand\brandel01,2015-16,36,PHI,NBA,11.4,17,1,225,5.0,11.5,5.0,11.4,0.0,0.2,1.3,1.4,1.4,8.6,10.1,2.9,1.4,1.3,1.8,5.1,11.2,.431,.437,.000,.431,.889,.461
315,James Johnson\johnsja01,2015-16,28,TOR,NBA,11.4,57,32,926,4.4,9.3,3.7,6.8,0.8,2.6,1.5,2.6,1.1,3.8,4.9,2.6,1.1,1.3,2.1,3.3,11.2,.475,.540,.303,.517,.574,.532
316,E'Twaun Moore\mooreet01,2015-16,26,CHI,NBA,11.4,59,22,1263,5.3,11.1,4.0,8.1,1.3,3.0,0.6,1.0,0.5,3.2,3.8,2.8,1.1,0.5,1.5,2.9,12.6,.481,.491,.452,.541,.629,.548
317,Josh Richardson\richajo01,2015-16,22,MIA,NBA,11.4,52,2,1107,4.0,8.8,2.3,5.1,1.7,3.7,1.4,2.0,0.7,2.8,3.5,2.4,1.2,0.8,1.1,3.5,11.1,.452,.446,.461,.550,.667,.569
318,Glenn Robinson\robingl02,2015-16,22,IND,NBA,11.4,45,4,508,4.6,10.7,3.6,8.1,1.0,2.6,1.9,2.8,0.9,4.0,4.8,1.8,1.2,0.6,1.3,1.5,12.1,.430,.447,.378,.477,.692,.508
