k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
101,Emeka Okafor\okafoem01,2010-11,28,NOH,NBA,16.0,72,72,2287,4.7,8.2,4.7,8.2,0.0,0.0,2.3,4.1,3.6,7.1,10.8,0.7,0.6,2.0,1.9,3.6,11.7,.573,.574,.000,.573,.562,.584
102,Tiago Splitter\splitti01,2010-11,26,SAS,NBA,16.0,60,6,738,4.9,9.3,4.9,9.3,0.0,0.0,3.7,6.8,3.5,6.3,9.8,1.3,1.4,0.8,1.6,4.4,13.6,.529,.532,.000,.529,.543,.550
103,D.J. Augustin\augusdj01,2010-11,23,CHA,NBA,15.9,82,82,2757,5.2,12.5,3.8,8.2,1.4,4.3,3.5,3.9,0.5,2.4,2.9,6.5,0.7,0.0,2.0,2.0,15.4,.416,.461,.333,.474,.906,.541
104,Brandon Bass\bassbr01,2010-11,25,ORL,NBA,15.9,76,51,1980,6.0,11.7,6.0,11.7,0.0,0.0,3.5,4.2,2.4,5.3,7.7,1.0,0.5,0.9,1.8,2.9,15.5,.515,.516,.000,.515,.815,.571
105,Mike Conley\conlemi01,2010-11,23,MEM,NBA,15.9,81,81,2872,5.3,11.9,4.3,9.2,1.0,2.7,2.3,3.1,0.4,2.7,3.1,6.6,1.8,0.2,2.2,2.3,13.9,.444,.466,.369,.486,.733,.521
106,Drew Gooden\goodedr01,2010-11,29,MIL,NBA,15.9,35,18,860,6.5,15.2,6.4,14.3,0.1,0.8,3.4,4.3,3.1,6.9,10.0,2.0,0.9,0.8,1.9,4.1,16.6,.431,.447,.150,.435,.794,.487
107,Roy Hibbert\hibbero01,2010-11,24,IND,NBA,15.9,81,80,2244,6.6,14.3,6.6,14.2,0.0,0.1,3.3,4.4,2.9,6.9,9.8,2.7,0.5,2.3,3.0,4.1,16.4,.461,.463,.000,.461,.745,.507
108,Nazr Mohammed\mohamna01,2010-11,33,TOT,NBA,15.9,75,37,1280,6.6,12.6,6.6,12.6,0.0,0.0,1.9,3.2,3.9,6.4,10.4,0.6,0.8,1.6,2.0,5.2,15.0,.522,.523,.000,.522,.598,.538
109,Jason Terry\terryja01,2010-11,33,DAL,NBA,15.9,82,10,2564,6.9,15.3,5.1,10.4,1.8,4.9,2.6,3.0,0.3,1.8,2.1,4.7,1.3,0.2,2.3,2.0,18.2,.451,.493,.362,.509,.850,.545
110,Charlie Villanueva\villach01,2010-11,26,DET,NBA,15.9,76,11,1666,6.8,15.3,4.1,8.3,2.7,7.0,1.9,2.5,1.1,5.3,6.4,1.0,0.9,0.9,1.4,3.8,18.2,.442,.488,.387,.530,.767,.553
111,Brandan Wright\wrighbr03,2010-11,23,TOT,NBA,15.9,37,2,379,5.7,11.1,5.7,11.1,0.0,0.0,2.0,2.9,2.9,5.5,8.5,1.1,1.0,1.6,1.3,3.2,13.4,.513,.513,,.513,.677,.540
112,Ed Davis\davised01,2010-11,21,TOR,NBA,15.8,65,17,1602,4.8,8.4,4.8,8.4,0.0,0.0,1.6,2.9,3.8,6.6,10.4,0.9,0.9,1.5,1.1,4.1,11.3,.576,.576,,.576,.555,.583
113,Richard Hamilton\hamilri01,2010-11,32,DET,NBA,15.8,55,39,1498,6.9,16.1,5.6,12.7,1.3,3.5,3.5,4.1,0.6,2.5,3.0,4.1,0.9,0.1,2.1,2.3,18.7,.429,.442,.382,.470,.849,.520
114,Corey Maggette\maggeco01,2010-11,31,MIL,NBA,15.8,67,18,1401,6.5,14.4,5.8,12.4,0.7,2.0,7.0,8.4,1.1,5.1,6.2,2.2,0.5,0.1,3.3,4.5,20.7,.453,.468,.359,.478,.834,.573
115,John Wall\walljo01,2010-11,20,WAS,NBA,15.8,69,64,2606,5.5,13.4,5.0,11.8,0.5,1.6,4.2,5.4,0.5,3.9,4.4,7.9,1.7,0.5,3.6,2.4,15.6,.409,.425,.296,.427,.766,.494
116,Darrell Arthur\arthuda01,2010-11,22,MEM,NBA,15.7,80,9,1609,6.9,14.0,6.9,13.8,0.0,0.1,2.4,3.0,2.6,5.1,7.7,1.2,1.2,1.4,2.0,5.1,16.3,.497,.502,.000,.497,.813,.534
117,Danilo Gallinari\gallida01,2010-11,22,TOT,NBA,15.7,62,60,2104,4.5,11.0,2.8,5.9,1.8,5.0,5.8,6.7,1.0,4.2,5.2,1.8,0.9,0.5,1.4,2.5,16.6,.414,.467,.352,.495,.862,.597
118,Chris Kaman\kamanch01,2010-11,28,LAC,NBA,15.7,32,15,838,7.6,16.2,7.6,16.2,0.0,0.0,1.8,2.4,2.2,7.5,9.7,2.0,0.7,2.1,2.5,3.2,17.1,.471,.471,,.471,.754,.495
119,Beno Udrih\udrihbe01,2010-11,28,SAC,NBA,15.7,79,64,2734,5.4,10.9,4.6,8.5,0.9,2.4,2.6,3.0,0.5,2.9,3.5,5.1,1.2,0.1,1.9,2.4,14.3,.500,.540,.357,.539,.864,.587
120,Darren Collison\collida01,2010-11,23,IND,NBA,15.6,79,79,2360,6.1,13.3,5.4,11.4,0.6,1.9,3.1,3.5,0.6,2.8,3.4,6.1,1.3,0.2,3.0,1.7,15.8,.457,.479,.331,.481,.871,.534
121,Jared Dudley\dudleja01,2010-11,25,PHO,NBA,15.6,82,15,2140,5.0,10.6,3.3,6.3,1.8,4.3,2.7,3.7,1.9,3.5,5.3,1.8,1.5,0.3,1.3,2.3,14.6,.477,.519,.415,.560,.743,.598
122,J.J. Hickson\hicksjj01,2010-11,22,CLE,NBA,15.6,80,66,2256,6.8,14.9,6.8,14.9,0.0,0.1,3.9,5.9,3.5,7.6,11.1,1.5,0.8,0.9,2.8,3.4,17.6,.458,.461,.000,.458,.673,.503
123,Brandon Jennings\jennibr01,2010-11,21,MIL,NBA,15.6,63,61,2169,6.0,15.4,4.4,10.3,1.6,5.0,3.3,4.1,0.7,3.2,3.9,5.1,1.6,0.3,2.4,2.2,16.9,.390,.422,.323,.443,.809,.493
124,Michael Beasley\beaslmi01,2010-11,22,MIN,NBA,15.5,73,73,2361,8.6,19.0,7.6,16.5,0.9,2.5,3.3,4.4,1.8,4.4,6.2,2.4,0.8,0.8,3.0,3.4,21.4,.450,.463,.366,.474,.753,.510
125,Luol Deng\denglu01,2010-11,25,CHI,NBA,15.5,82,82,3208,6.0,13.0,4.7,9.2,1.3,3.7,2.8,3.8,1.3,4.0,5.3,2.6,0.9,0.5,1.8,1.8,16.0,.460,.506,.345,.510,.753,.549
126,Wesley Matthews\matthwe02,2010-11,24,POR,NBA,15.5,82,69,2758,5.7,12.8,3.7,7.8,2.0,4.9,3.5,4.1,0.6,2.7,3.4,2.1,1.3,0.1,1.8,2.5,17.0,.449,.476,.407,.528,.844,.582
127,Jrue Holiday\holidjr01,2010-11,20,PHI,NBA,15.4,82,82,2901,5.5,12.4,4.5,9.6,1.0,2.8,2.1,2.6,0.8,3.3,4.1,6.6,1.5,0.4,2.7,2.5,14.2,.446,.470,.365,.487,.823,.525
128,Jameer Nelson\nelsoja01,2010-11,28,ORL,NBA,15.4,76,76,2319,5.8,13.0,4.0,8.4,1.8,4.6,2.0,2.5,0.6,2.9,3.5,7.1,1.2,0.0,3.0,3.2,15.5,.446,.471,.401,.517,.802,.548
129,Craig Smith\smithcr01,2010-11,27,LAC,NBA,15.4,48,0,586,6.4,11.5,6.4,11.2,0.0,0.3,3.1,4.2,2.6,4.5,7.2,1.9,1.0,0.4,2.0,5.2,15.8,.553,.568,.000,.553,.735,.592
130,Leandro Barbosa\barbole01,2010-11,28,TOR,NBA,15.3,58,0,1395,7.6,16.9,5.7,11.4,1.9,5.5,2.8,3.5,0.4,2.2,2.6,3.1,1.3,0.2,2.2,2.9,19.8,.450,.505,.338,.505,.796,.539
131,Trevor Booker\booketr01,2010-11,23,WAS,NBA,15.3,65,14,1063,4.7,8.6,4.7,8.5,0.0,0.0,2.3,3.4,3.3,5.2,8.5,1.2,1.0,1.4,1.3,3.9,11.7,.549,.552,.000,.549,.673,.582
132,Marreese Speights\speigma01,2010-11,23,PHI,NBA,15.3,64,1,734,7.1,14.3,7.0,14.1,0.0,0.2,2.7,3.6,3.1,7.2,10.3,1.5,0.4,0.9,2.0,5.9,16.9,.495,.498,.250,.497,.753,.532
133,D.J. White\whitedj01,2010-11,24,TOT,NBA,15.3,47,0,685,5.8,11.5,5.8,11.4,0.0,0.1,2.4,3.4,2.3,6.0,8.3,1.0,0.6,1.1,0.7,4.0,14.1,.507,.512,.000,.507,.719,.542
134,Will Bynum\bynumwi01,2010-11,28,DET,NBA,15.2,61,5,1125,5.8,13.0,5.3,11.4,0.5,1.6,3.3,3.9,0.5,1.9,2.4,6.2,1.7,0.1,2.7,3.6,15.4,.448,.466,.320,.468,.836,.524
135,Toney Douglas\douglto01,2010-11,24,NYK,NBA,15.2,81,9,1971,5.7,13.8,3.1,6.8,2.6,7.0,1.6,2.0,1.2,3.3,4.5,4.5,1.6,0.1,1.6,3.2,15.6,.416,.460,.373,.511,.794,.534
136,Peja Stojakovic\stojape01,2010-11,33,TOT,NBA,15.2,33,13,617,5.8,13.2,2.5,5.3,3.3,7.9,1.3,1.5,0.8,3.6,4.4,1.7,0.8,0.1,1.0,1.4,16.3,.441,.473,.419,.566,.920,.588
137,Anderson Varejao\varejan01,2010-11,28,CLE,NBA,15.2,31,31,994,4.1,7.8,4.1,7.8,0.0,0.1,2.0,2.9,3.5,7.4,10.9,1.6,1.0,1.4,1.4,3.2,10.2,.528,.533,.000,.528,.667,.560
138,Tayshaun Prince\princta01,2010-11,30,DET,NBA,15.1,78,78,2562,6.6,14.1,6.2,12.7,0.5,1.4,1.7,2.4,1.1,3.5,4.6,3.0,0.4,0.6,1.2,1.3,15.4,.473,.486,.347,.490,.702,.511
139,Etan Thomas\thomaet01,2010-11,32,ATL,NBA,15.1,13,0,82,4.4,9.2,4.4,9.2,0.0,0.0,5.3,6.6,2.6,7.5,10.1,0.9,0.4,1.8,2.2,4.8,14.0,.476,.476,,.476,.800,.580
140,Leon Powe\powele01,2010-11,27,TOT,NBA,15.0,30,3,328,6.5,13.1,6.5,12.8,0.0,0.2,4.4,7.9,2.6,4.3,6.9,0.8,1.1,0.4,1.3,4.8,17.3,.496,.504,.000,.496,.556,.524
141,Jason Richardson\richaja01,2010-11,30,TOT,NBA,15.0,80,80,2715,6.3,14.0,3.8,7.7,2.5,6.4,1.5,2.1,0.9,3.5,4.4,1.9,1.2,0.2,1.3,2.1,16.6,.447,.490,.395,.536,.730,.555
142,Luke Ridnour\ridnolu01,2010-11,29,MIN,NBA,15.0,71,66,2159,5.3,11.4,4.0,8.3,1.4,3.1,2.0,2.3,0.6,2.7,3.3,6.4,1.5,0.2,2.6,2.4,14.0,.468,.479,.440,.528,.883,.567
143,Dorell Wright\wrighdo01,2010-11,25,GSW,NBA,15.0,82,82,3147,5.5,13.1,3.3,7.2,2.2,5.9,2.1,2.6,1.0,3.9,4.9,2.8,1.4,0.7,1.5,2.0,15.4,.423,.462,.376,.508,.789,.539
144,Tracy McGrady\mcgratr01,2010-11,31,DET,NBA,14.9,72,39,1686,4.8,11.0,4.2,9.1,0.6,1.9,1.9,2.8,1.0,4.3,5.4,5.4,1.4,0.7,2.2,2.2,12.3,.442,.462,.341,.471,.698,.503
145,Reggie Williams\willire02,2010-11,24,GSW,NBA,14.9,80,9,1626,5.9,12.7,3.7,7.3,2.3,5.3,2.2,3.0,1.0,3.8,4.8,2.7,0.6,0.1,1.3,2.7,16.3,.469,.502,.423,.558,.746,.585
146,J.J. Barea\bareajo01,2010-11,26,DAL,NBA,14.8,81,2,1669,6.1,14.0,4.7,9.9,1.4,4.1,2.9,3.4,0.6,2.8,3.4,6.8,0.6,0.0,2.9,2.9,16.6,.439,.476,.349,.490,.847,.535
147,Nicolas Batum\batumni01,2010-11,22,POR,NBA,14.8,80,67,2522,5.2,11.5,3.6,6.6,1.7,4.9,2.0,2.3,1.6,3.6,5.2,1.8,1.0,0.7,1.2,2.8,14.1,.455,.535,.345,.528,.841,.563
148,Marcus Camby\cambyma01,2010-11,36,POR,NBA,14.8,59,51,1540,2.7,6.9,2.7,6.8,0.0,0.0,1.0,1.6,4.3,9.9,14.2,2.8,0.9,2.2,1.4,3.3,6.5,.398,.399,.000,.398,.614,.426
149,Vince Carter\cartevi01,2010-11,34,TOT,NBA,14.8,73,63,2051,6.8,15.6,4.8,10.0,2.0,5.6,2.2,3.0,0.9,3.9,4.8,2.6,1.2,0.4,1.6,3.4,17.9,.437,.479,.361,.502,.740,.528
150,DeAndre Jordan\jordade01,2010-11,22,LAC,NBA,14.8,80,66,2047,4.1,6.0,4.1,6.0,0.0,0.0,1.7,3.8,3.6,6.5,10.1,0.7,0.7,2.5,1.8,4.5,10.0,.686,.688,.000,.686,.452,.648
151,Carl Landry\landrca01,2010-11,27,TOT,NBA,14.8,76,26,2008,6.2,12.3,6.2,12.2,0.0,0.1,3.8,5.2,3.0,3.3,6.2,1.1,0.7,0.6,2.0,3.5,16.2,.502,.505,.000,.502,.740,.555
152,Jeremy Lin\linje01,2010-11,22,GSW,NBA,14.8,29,0,285,3.5,9.1,3.4,8.5,0.1,0.6,2.4,3.2,1.5,2.8,4.3,5.3,4.2,1.1,2.3,3.9,9.6,.389,.403,.200,.396,.760,.458
153,Grant Hill\hillgr01,2010-11,38,PHO,NBA,14.7,80,80,2409,6.0,12.3,5.3,10.6,0.7,1.7,3.2,3.8,1.2,3.9,5.1,3.0,1.0,0.5,2.0,2.7,15.8,.484,.498,.395,.511,.829,.563
154,Ben Uzoh\uzohbe01,2010-11,22,NJN,NBA,14.7,42,0,438,5.0,11.8,4.8,11.2,0.2,0.7,2.7,4.6,2.5,2.5,5.0,5.7,1.1,0.7,2.1,2.4,13.0,.424,.426,.375,.434,.589,.468
155,Matt Barnes\barnema02,2010-11,30,LAL,NBA,14.6,53,0,1020,4.6,9.8,3.4,6.1,1.2,3.8,2.1,2.7,2.6,5.5,8.0,2.5,1.4,0.8,2.0,4.5,12.6,.470,.564,.318,.530,.779,.569
