,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
2339,Quron Pratt\PratQu00,2014,23,,PHI,NFL,0,,1,0,0,
2340,Sheldon Price\PricSh00,2014,23,,IND,NFL,0,,1,0,0,
2341,Xavier Proctor\ProcXa00,2014,24,,DET,NFL,0,,1,0,0,
2342,Lonnie Pryor\PryoLo00,2014,24,,2TM,NFL,0,,1,0,0,
2343,Jarrod Pughsley\PughJa00,2014,24,,KAN,NFL,0,,1,0,0,
2344,David Quessenberry\QuesDa00,2014,24,6-176,HOU,NFL,0,,1,0,0,
2345,Bryce Quigley\QuigBr00,2014,22,,SDG,NFL,0,,1,0,0,
2346,Brent Qvale\QvalBr01,2014,23,,NYJ,NFL,0,,1,0,0,
2347,Will Rackley\RackWi01,2014,25,3-76,BAL,NFL,0,,1,0,0,
2348,B.J. Raji\RajiBJ99,2014,28,1-9,GNB,NFL,0,,1,0,0,
2349,Kaleb Ramsey\RamsKa00,2014,25,7-243,SFO,NFL,0,,1,0,0,
2350,Mistral Raymond\RaymMi00,2014,27,6-170,MIN,NFL,0,,1,0,0,
2351,Keith Reaser\ReasKe00,2014,23,5-170,SFO,NFL,0,,1,0,0,
2352,Bernard Reedy\ReedBe01,2014,23,,ATL,NFL,0,,1,0,0,
2353,Tevin Reese\ReesTe00,2014,23,7-240,CIN,NFL,0,,1,0,0,
2354,Micanor Regis\RegiMi00,2014,25,,CAR,NFL,0,,1,0,0,
2355,Allen Reisner\ReisAl00,2014,26,,BAL,NFL,0,,1,0,0,
2356,Sean Renfree\RenfSe00,2014,24,7-249,ATL,NFL,0,,1,0,0,
2357,Justin Renfrow\RenfJu00,2014,25,,2TM,NFL,0,,1,0,0,
2358,Adam Replogle\ReplAd00,2014,24,,ATL,NFL,0,,1,0,0,
2359,Konrad Reuland\ReulKo00,2014,27,,2TM,NFL,0,,1,0,0,
2360,Ed Reynolds\ReynEd00,2014,23,5-162,PHI,NFL,0,,1,0,0,
2361,Rashaad Reynolds\ReynRa00,2014,23,,JAX,NFL,0,,1,0,0,
2362,Demetrius Rhaney\RhanDe00,2014,22,7-250,STL,NFL,0,,1,0,0,
2363,Jerry Rice\RiceJe01,2014,23,,WAS,NFL,0,,1,0,0,
2364,Antonio Richardson\RichAn02,2014,22,,MIN,NFL,0,,1,0,0,
2365,Daryl Richardson\RichDa00,2014,24,7-252,NYJ,NFL,0,,1,0,0,
2366,Shaquille Richardson\RichSh01,2014,22,5-157,PIT,NFL,0,,1,0,0,
2367,Gerald Rivers\RiveGe00,2014,24,,2TM,NFL,0,,1,0,0,
2368,Nick Roach\RoacNi99,2014,29,,OAK,NFL,0,,1,0,0,
2369,Seth Roberts\RobeSe00,2014,23,,OAK,NFL,0,,1,0,0,
2370,Ryan Robinson\RobiRy01,2014,24,,SEA,NFL,0,,1,0,0,
2371,Tavon Rooks\RookTa00,2014,24,6-202,NOR,NFL,0,,1,0,0,
2372,Naaman Roosevelt\RoosNa00,2014,27,,BUF,NFL,0,,1,0,0,
2373,Aaron Ross\RossAa99,2014,32,1-20,BAL,NFL,0,,1,0,0,
2374,Michael Sam\SamxMi00,2014,24,7-249,DAL,NFL,0,,1,0,0,
2375,Josh Samuda\SamuJo00,2014,26,,MIN,NFL,0,,1,0,0,
2376,Damik Scafe\ScafDa00,2014,26,,SDG,NFL,0,,1,0,0,
2377,J.K. Schaffer\SchaJ.00,2014,24,,CIN,NFL,0,,1,0,0,
2378,Adam Schiltz\SchiAd00,2014,24,,KAN,NFL,0,,1,0,0,
2379,Michael Schofield\SchoMi00,2014,24,3-95,DEN,NFL,0,,1,0,0,
2380,Jake Schum\SchuJa00,2014,25,,2TM,NFL,0,,1,0,0,
2381,Kona Schwenke\SchwKo00,2014,22,,3TM,NFL,0,,1,0,0,
2382,Alvin Scioneaux\ScioAl00,2014,23,,SDG,NFL,0,,1,0,0,
2383,Garrett Scott\ScotGa01,2014,23,6-199,SEA,NFL,0,,1,0,0,
2384,Lache Seastrunk\SeasLa00,2014,23,6-186,TEN,NFL,0,,1,0,0,
2385,Kory Sheets\SheeKo00,2014,29,,OAK,NFL,0,,1,0,0,
2386,Shayne Skov\SkovSh00,2014,24,,2TM,NFL,0,,1,0,0,
2387,Nathan Slaughter\SlauNa00,2014,22,,JAX,NFL,0,,1,0,0,
2388,Taylor Sloat\SloaTa00,2014,,,TAM,NFL,0,,1,0,0,
2389,Yawin Smallwood\SmalYa00,2014,23,7-253,TEN,NFL,0,,1,0,0,
2390,Brad Smelley\SmelBr00,2014,25,7-247,STL,NFL,0,,1,0,0,
2391,Brandon Smith\SmitBr04,2014,27,,2TM,NFL,0,,1,0,0,
2392,D'Anthony Smith\SmitDA99,2014,26,3-74,SEA,NFL,0,,1,0,0,
2393,Garrison Smith\SmitGa01,2014,23,,2TM,NFL,0,,1,0,0,
2394,Michael Smith\SmitMi01,2014,26,7-212,NYJ,NFL,0,,1,0,0,
2395,Will Smith\SmitWi01,2014,22,7-238,DAL,NFL,0,,1,0,0,
2396,Willie Snead\SneaWi00,2014,22,,2TM,NFL,0,,1,0,0,
2397,Brad Sorensen\SoreBr00,2014,26,7-221,2TM,NFL,0,,1,0,0,
2398,Ryan Spadola\SpadRy00,2014,23,,2TM,NFL,0,,1,0,0,
2399,Marquis Spruill\SpruMa00,2014,23,5-168,ATL,NFL,0,,1,0,0,
2400,Damion Square\SquaDa00,2014,25,,2TM,NFL,0,,1,0,0,
