,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
51,Vic Beasley\BeasVi00,2016,24,1-8,ATL,NFL,16,12,1,1,1,12
52,Eric Berry\BerrEr99,2016,28,1-5,KAN,NFL,16,16,1,1,1,12
53,Antonio Brown\BrowAn04,2016,28,6-195,PIT,NFL,15,15,1,1,1,12
54,Derek Carr\CarrDe02,2016,25,2-36,OAK,NFL,15,15,1,1,0,12
55,Andy Dalton\DaltAn00,2016,29,2-35,CIN,NFL,16,16,1,1,0,12
56,David DeCastro\DeCaDa00,2016,26,1-24,PIT,NFL,16,16,1,1,0,12
57,Janoris Jenkins\JenkJa03,2016,28,2-39,NYG,NFL,15,15,1,1,0,12
58,Jake Matthews\MattJa00,2016,24,1-6,ATL,NFL,16,16,1,0,0,12
59,Gerald McCoy\McCoGe99,2016,28,1-3,TAM,NFL,15,15,1,1,0,12
60,DeMarco Murray\MurrDe00,2016,28,3-71,TEN,NFL,16,16,1,1,0,12
61,Kelechi Osemele\OsemKe00,2016,27,2-60,OAK,NFL,15,15,1,1,1,12
62,Carson Palmer\PalmCa00,2016,37,1-1,ARI,NFL,15,15,1,0,0,12
63,Ben Roethlisberger\RoetBe00,2016,34,1-11,PIT,NFL,14,14,1,1,0,12
64,Ryan Schraeder\SchrRy00,2016,28,,ATL,NFL,16,16,1,0,0,12
65,Alex Smith\SmitAl03,2016,32,1-1,KAN,NFL,15,15,1,1,0,12
66,Ndamukong Suh\SuhxNd99,2016,29,1-2,MIA,NFL,16,16,1,1,0,12
67,Jameis Winston\WinsJa00,2016,22,1-1,TAM,NFL,16,16,1,0,0,12
68,Lorenzo Alexander\AlexLo99,2016,33,,BUF,NFL,16,16,1,1,0,11
69,Geno Atkins\AtkiGe99,2016,28,4-120,CIN,NFL,16,16,1,1,0,11
70,Cliff Avril\AvriCl99,2016,30,3-92,SEA,NFL,16,16,1,1,0,11
71,Sam Bradford\BradSa00,2016,29,1-1,MIN,NFL,15,15,1,0,0,11
72,Zach Brown\BrowZa00,2016,27,2-52,BUF,NFL,16,16,1,1,0,11
73,Bryan Bulaga\BulaBr20,2016,27,1-23,GNB,NFL,16,16,1,0,0,11
74,Jurrell Casey\CaseJu00,2016,27,3-77,TEN,NFL,15,15,1,1,0,11
75,Brandin Cooks\CookBr00,2016,23,1-20,NOR,NFL,16,12,1,0,0,11
76,Thomas Davis\DaviTh20,2016,33,1-14,CAR,NFL,16,16,1,1,0,11
77,Carlos Dunlap\DunlCa99,2016,27,2-54,CIN,NFL,16,16,1,1,0,11
78,Julian Edelman\EdelJu00,2016,30,7-232,NWE,NFL,16,13,1,0,0,11
79,Casey Hayward\HaywCa00,2016,27,2-62,SDG,NFL,16,14,1,1,0,11
80,Richie Incognito\IncoRi20,2016,33,3-81,BUF,NFL,16,16,1,1,0,11
81,Linval Joseph\JoseLi99,2016,28,2-46,MIN,NFL,16,16,1,1,0,11
82,Taylor Lewan\LewaTa00,2016,25,1-11,TEN,NFL,16,16,1,1,0,11
83,Cam Newton\NewtCa00,2016,27,1-1,CAR,NFL,15,14,1,0,0,11
84,Brian Orakpo\OrakBr99,2016,30,1-13,TEN,NFL,16,16,1,1,0,11
85,Donald Penn\PennDo20,2016,33,,OAK,NFL,16,16,1,1,0,11
86,Jason Peters\PeteJa21,2016,34,,PHI,NFL,16,16,1,1,0,11
87,Brandon Scherff\ScheBr00,2016,25,1-5,WAS,NFL,16,16,1,1,0,11
88,Zach Strief\StriZa20,2016,33,7-210,NOR,NFL,16,16,1,0,0,11
89,Cameron Wake\WakeCa00,2016,34,,MIA,NFL,16,11,1,1,0,11
90,K.J. Wright\WrigK.00,2016,27,4-99,SEA,NFL,16,16,1,1,0,11
91,Davante Adams\AdamDa01,2016,24,2-53,GNB,NFL,16,15,1,0,0,10
92,Jay Ajayi\AjayJa00,2016,23,5-149,MIA,NFL,15,12,1,1,0,10
93,Doug Baldwin\BaldDo00,2016,28,,SEA,NFL,16,15,1,1,0,10
94,Anthony Barr\BarrAn00,2016,24,1-9,MIN,NFL,16,16,1,1,0,10
95,Odell Beckham\BeckOd00,2016,24,1-12,NYG,NFL,16,16,1,1,0,10
96,Blake Bortles\BortBl00,2016,24,1-3,JAX,NFL,16,16,1,0,0,10
97,Anthony Castonzo\CastAn00,2016,28,1-22,IND,NFL,16,16,1,0,0,10
98,Chris Chester\ChesCh21,2016,33,2-56,ATL,NFL,16,16,1,0,0,10
99,Amari Cooper\CoopAm00,2016,22,1-4,OAK,NFL,16,14,1,1,0,10
100,Fletcher Cox\CoxxFl00,2016,26,1-12,PHI,NFL,16,16,1,1,0,10
