,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
2201,J.B. Shugarts\ShugJ.00,2012,23,,BUF,NFL,,,1,0,0,0
2202,Mickey Shuler\ShulMi01,2012,26,7-214,OAK,NFL,,,1,0,0,0
2203,Sealver Siliga\SiliSe00,2012,22,,DEN,NFL,1,0,1,0,0,0
2204,Mana Silva\SilvMa00,2012,24,,2TM,NFL,10,0,1,0,0,0
2205,Alex Silvestro\SilvAl00,2012,24,,BAL,NFL,,,1,0,0,0
2206,Monte Simmons\SimmMo00,2012,23,,IND,NFL,,,1,0,0,0
2207,Stephen Skelton\SkelSt00,2012,23,,HOU,NFL,,,1,0,0,0
2208,Matthew Slater\SlatMa00,2012,27,5-153,NWE,NFL,16,0,1,1,0,0
2209,Jason Slowey\SlowJa00,2012,23,6-199,OAK,NFL,,,1,0,0,0
2210,Brad Smelley\SmelBr00,2012,23,7-247,CLE,NFL,2,0,1,0,0,0
2211,Alex Smith\SmitAl02,2012,30,3-71,CLE,NFL,12,2,1,0,0,0
2212,Alfonso Smith\SmitAl22,2012,25,,ARI,NFL,11,0,1,0,0,0
2213,Alphonso Smith\SmitAl98,2012,27,2-37,DET,NFL,4,0,1,0,0,0
2214,Andre Smith\SmitAn02,2012,24,,DAL,NFL,,,1,0,0,0
2215,Antone Smith\SmitAn01,2012,27,,ATL,NFL,13,0,1,0,0,0
2216,Armond Smith\SmitAr00,2012,26,,CAR,NFL,4,0,1,0,0,0
2217,Brian Smith\SmitBr02,2012,23,,BUF,NFL,,,1,0,0,0
2218,Hayden Smith\SmitHa01,2012,27,,NYJ,NFL,5,0,1,0,0,0
2219,Lee Smith\SmitLe00,2012,25,5-159,BUF,NFL,16,7,1,0,0,0
2220,Lionel Smith\SmitLi00,2012,25,,DET,NFL,,,1,0,0,0
2221,Michael Smith\SmitMi01,2012,24,7-212,TAM,NFL,1,0,1,0,0,0
2222,Rusty Smith\SmitRu01,2012,25,6-176,TEN,NFL,1,0,1,0,0,0
2223,Justin Snow\SnowJu00,2012,36,,WAS,NFL,8,0,1,0,0,0
2224,Vic So'oto\SootVi00,2012,25,,3TM,NFL,6,1,1,0,0,0
2225,Stephen Spach\SpacSt00,2012,30,,JAX,NFL,1,0,1,0,0,0
2226,Matt Spaeth\SpaeMa00,2012,29,3-77,CHI,NFL,16,8,1,0,0,0
2227,Sean Spence\SpenSe00,2012,22,3-86,PIT,NFL,,,1,0,0,0
2228,Kory Sperry\SperKo00,2012,27,,ARI,NFL,1,0,1,0,0,0
2229,Jason Spitz\SpitJa20,2012,30,3-75,JAX,NFL,,,1,0,0,0
2230,Isaiah Stanback\StanIs00,2012,28,4-103,JAX,NFL,6,0,1,0,0,0
2231,Drew Stanton\StanDr00,2012,28,2-43,IND,NFL,,,1,0,0,0
2232,Ricky Stanzi\StanRi00,2012,25,5-135,KAN,NFL,,,1,0,0,0
2233,Ryan Steed\SteeRy00,2012,22,,NOR,NFL,,,1,0,0,0
2234,Emmanuel Stephens\StepEm00,2012,25,,CLE,NFL,8,0,1,0,0,0
2235,Nick Stephens\StepNi00,2012,25,,DAL,NFL,,,1,0,0,0
2236,Reggie Stephens\StepRe22,2012,25,7-228,CHI,NFL,,,1,0,0,0
2237,Maurice Stovall\StovMa00,2012,27,3-90,JAX,NFL,10,1,1,0,0,0
2238,Tommy Streeter\StreTo00,2012,23,6-198,BAL,NFL,,,1,0,0,0
2239,Sammie Stroughter\StroSa00,2012,26,7-233,TAM,NFL,2,0,1,0,0,0
2240,Nathan Stupar\StupNa01,2012,24,7-230,PHI,NFL,,,1,0,0,0
2241,Quan Sturdivant\SturQu00,2012,24,6-171,KAN,NFL,,,1,0,0,0
2242,Chris Summers\SummCh00,2012,23,,MIN,NFL,,,1,0,0,0
2243,Nick Sundberg\SundNi00,2012,25,,WAS,NFL,8,0,1,0,0,0
2244,Phillip Supernaw\SupePh00,2012,22,,HOU,NFL,,,1,0,0,0
2245,Will Svitek\SvitWi20,2012,30,6-187,ATL,NFL,,,1,0,0,0
2246,Andrew Szczerba\SzczAn00,2012,24,,ATL,NFL,,,1,0,0,0
2247,Matt Szymanski\SzymMa00,2012,24,,KAN,NFL,,,1,0,0,0
2248,Alameda Ta'amu\Ta'aAl00,2012,22,4-109,PIT,NFL,,,1,0,0,0
2249,Will Ta'ufo'ou\TaufWi00,2012,26,,JAX,NFL,6,1,1,0,0,0
2250,Andy Tanner\TannAn00,2012,24,,NOR,NFL,,,1,0,0,0
2251,Alex Tanney\TannAl00,2012,25,,KAN,NFL,,,1,0,0,0
