,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
2252,Jeff Tarpinian\TarpJe00,2012,25,,NWE,NFL,3,0,1,0,0,0
2253,Curtis Taylor\TaylCu99,2012,27,7-219,SFO,NFL,,,1,0,0,0
2254,Herbert Taylor\TaylHe21,2012,28,6-196,JAX,NFL,2,1,1,0,0,0
2255,Kerry Taylor\TaylKe00,2012,23,,ARI,NFL,,,1,0,0,0
2256,Monte Taylor\TaylMo00,2012,24,,2TM,NFL,,,1,0,0,0
2257,Nicholas Taylor\TaylNi00,2012,24,,MIN,NFL,,,1,0,0,0
2258,Ryan Taylor\TaylRy00,2012,25,7-218,GNB,NFL,16,1,1,0,0,0
2259,Tyler Thigpen\ThigTy00,2012,28,7-217,BUF,NFL,4,0,1,0,0,0
2260,Julius Thomas\ThomJu00,2012,24,4-129,DEN,NFL,4,0,1,0,0,0
2261,Terrell Thomas\ThomTe99,2012,27,2-63,NYG,NFL,,,1,0,0,0
2262,Brandon Thompson\ThomBr01,2012,23,3-93,CIN,NFL,3,0,1,0,0,0
2263,Christian Thompson\ThomCh01,2012,22,4-130,BAL,NFL,7,0,1,0,0,0
2264,Deonte Thompson\ThomDe04,2012,23,,BAL,NFL,6,0,1,0,0,0
2265,Everrette Thompson\ThomEv00,2012,23,,ARI,NFL,,,1,0,0,0
2266,Peyton Thompson\ThomPe00,2012,22,,ATL,NFL,,,1,0,0,0
2267,Taylor Thompson\ThomTa00,2012,23,5-145,TEN,NFL,16,4,1,0,0,0
2268,Neiko Thorpe\ThorNe00,2012,22,,KAN,NFL,9,0,1,0,0,0
2269,Walter Thurmond\ThurWa99,2012,25,4-111,SEA,NFL,2,1,1,0,0,0
2270,Andrew Tiller\TillAn01,2012,23,6-179,NOR,NFL,,,1,0,0,0
2271,Jordan Todman\TodmJo00,2012,22,6-183,JAX,NFL,1,0,1,0,0,0
2272,Scott Tolzien\TolzSc00,2012,25,,SFO,NFL,,,1,0,0,0
2273,Nick Toon\ToonNi00,2012,24,4-122,NOR,NFL,,,1,0,0,0
2274,Tim Toone\ToonTi00,2012,27,7-255,ATL,NFL,,,1,0,0,0
2275,Ryan Torain\ToraRy00,2012,26,5-139,NYG,NFL,2,0,1,0,0,0
2276,Patrick Trahan\TrahPa00,2012,26,,CHI,NFL,1,0,1,0,0,0
2277,Justin Trattou\TratJu00,2012,24,,NYG,NFL,,,1,0,0,0
2278,Torell Troup\TrouTo00,2012,24,2-41,BUF,NFL,,,1,0,0,0
2279,Johnnie Troutman\TrouJo00,2012,25,5-149,SDG,NFL,,,1,0,0,0
2280,Suaesi Tuimaunei\TuimSu00,2012,24,,TEN,NFL,,,1,0,0,0
2281,Dion Turner\TurnDi00,2012,23,,MIA,NFL,,,1,0,0,0
2282,Patrick Turner\TurnPa00,2012,25,3-87,NYJ,NFL,2,0,1,0,0,0
2283,Brian Tyms\TymsBr00,2012,23,,MIA,NFL,,,1,0,0,0
2284,Harvey Unga\UngaHa00,2012,25,7-1,CHI,NFL,,,1,0,0,0
2285,Steve Vallos\VallSt00,2012,29,7-232,2TM,NFL,4,1,1,0,0,0
2286,Julian Vandervelde\VandJu00,2012,25,5-161,PHI,NFL,,,1,0,0,0
2287,Josh Vaughan\VaugJo01,2012,26,,ATL,NFL,,,1,0,0,0
2288,Matt Veldman\VeldMa00,2012,24,,JAX,NFL,,,1,0,0,0
2289,Dustin Waldron\WaldDu00,2012,22,,KAN,NFL,,,1,0,0,0
2290,Tyrunn Walker\WalkTy00,2012,22,,NOR,NFL,,,1,0,0,0
2291,Bryan Walters\WaltBr00,2012,25,,SEA,NFL,,,1,0,0,0
2292,Jeremiah Warren\WarrJe00,2012,25,,NWE,NFL,,,1,0,0,0
2293,Ty Warren\WarrTy20,2012,31,1-13,DEN,NFL,1,1,1,0,0,0
2294,Brandon Washington\WashBr00,2012,24,6-200,STL,NFL,,,1,0,0,0
2295,Rokevious Watkins\WatkRo00,2012,23,5-150,STL,NFL,1,0,1,0,0,0
2296,Ross Weaver\WeavRo00,2012,25,,DET,NFL,,,1,0,0,0
2297,Joe Webb\WebbJo00,2012,26,6-199,MIN,NFL,1,0,1,0,0,0
2298,Martell Webb\WebbMa00,2012,23,,TEN,NFL,,,1,0,0,0
2299,Adam Weber\WebeAd00,2012,25,,TAM,NFL,,,1,0,0,0
2300,Scott Wedige\WediSc00,2012,24,,ARI,NFL,2,0,1,0,0,0
