,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
1801,Chris Gocong\GocoCh99,2012,29,3-71,CLE,NFL,,,1,0,0,0
1802,Travis Goethel\GoetTr99,2012,25,6-190,OAK,NFL,8,0,1,0,0,0
1803,Brittan Golden\GoldBr00,2012,24,,JAX,NFL,,,1,0,0,0
1804,Kedric Golston\GolsKe20,2012,29,6-196,WAS,NFL,16,0,1,0,0,0
1805,Najee Goode\GoodNa00,2012,23,5-140,TAM,NFL,3,0,1,0,0,0
1806,Stephen Goodin\GoodSt00,2012,24,,NYG,NFL,,,1,0,0,0
1807,Richard Goodman\GoodRi00,2012,25,,SDG,NFL,7,0,1,0,0,0
1808,Richard Gordon\GordRi00,2012,25,6-181,OAK,NFL,13,1,1,0,0,0
1809,Bruce Gradkowski\GradBr00,2012,29,6-194,CIN,NFL,2,0,1,0,0,0
1810,Ben Graham\GrahBe20,2012,39,,DET,NFL,3,0,1,0,0,0
1811,Cameron Graham\GrahCa00,2012,23,,STL,NFL,,,1,0,0,0
1812,Daniel Graham\GrahDa00,2012,34,1-21,NOR,NFL,6,0,1,0,0,0
1813,Adam Grant\GranAd00,2012,26,,BUF,NFL,,,1,0,0,0
1814,Cyrus Gray\GrayCy00,2012,23,6-182,KAN,NFL,10,0,1,0,0,0
1815,Jonas Gray\GrayJo00,2012,22,,MIA,NFL,,,1,0,0,0
1816,Isaiah Green\GreeIs00,2012,23,,2TM,NFL,,,1,0,0,0
1817,Jared Green\GreeJa02,2012,23,,CAR,NFL,,,1,0,0,0
1818,Ladarius Green\GreeLa00,2012,22,4-110,SDG,NFL,4,1,1,0,0,0
1819,Marshay Green\GreeMa01,2012,26,,IND,NFL,1,0,1,0,0,0
1820,Chris Greenwood\GreeCh01,2012,23,5-148,DET,NFL,,,1,0,0,0
1821,John Griffin\GrifJo00,2012,24,,NYJ,NFL,1,0,1,0,0,0
1822,Robert Griffin\GrifRo03,2012,23,6-203,IND,NFL,,,1,0,0,0
1823,Brent Grimes\GrimBr20,2012,29,,ATL,NFL,1,1,1,0,0,0
1824,Jonathan Grimes\GrimJo01,2012,23,,3TM,NFL,11,2,1,0,0,0
1825,Chris Gronkowski\GronCh00,2012,26,,DEN,NFL,14,0,1,0,0,0
1826,Rex Grossman\GrosRe00,2012,32,1-22,WAS,NFL,,,1,0,0,0
1827,Jose Gumbs\GumbJo00,2012,24,,KAN,NFL,,,1,0,0,0
1828,Harland Gunn\GunnHa00,2012,23,,ATL,NFL,,,1,0,0,0
1829,Winston Guy\GuyxWi00,2012,22,6-181,SEA,NFL,2,0,1,0,0,0
1830,Gary Guyton\GuytGa99,2012,27,,SDG,NFL,1,1,1,0,0,0
1831,Saalim Hakim\HakiSa00,2012,22,,NOR,NFL,,,1,0,0,0
1832,Bryan Hall\HallBr00,2012,24,,BAL,NFL,5,0,1,0,0,0
1833,Chad Hall\HallCh00,2012,26,,SFO,NFL,1,0,1,0,0,0
1834,Adrian Hamilton\HamiAd00,2012,25,,BAL,NFL,2,0,1,0,0,0
1835,Dominique Hamilton\HamiDo00,2012,23,,WAS,NFL,,,1,0,0,0
1836,Jewel Hampton\HampJe00,2012,23,,SFO,NFL,,,1,0,0,0
1837,Caleb Hanie\HaniCa00,2012,27,,DEN,NFL,,,1,0,0,0
1838,Darius Hanks\HankDa00,2012,23,,WAS,NFL,,,1,0,0,0
1839,Parys Haralson\HaraPa20,2012,28,5-140,SFO,NFL,,,1,0,0,0
1840,Brandon Hardin\HardBr01,2012,23,3-79,CHI,NFL,,,1,0,0,0
1841,Derek Hardman\HardDe00,2012,26,,TAM,NFL,3,0,1,0,0,0
1842,Cory Harkey\HarkCo00,2012,22,,STL,NFL,5,0,1,0,0,0
1843,Chandler Harnish\HarnCh00,2012,24,7-253,IND,NFL,,,1,0,0,0
1844,Jamie Harper\HarpJa01,2012,23,4-130,TEN,NFL,10,0,1,0,0,0
1845,Graham Harrell\HarrGr00,2012,27,,GNB,NFL,4,0,1,0,0,0
1846,Chris Harris\HarrCh20,2012,30,6-181,JAX,NFL,5,0,1,0,0,0
1847,DaJohn Harris\HarrDa02,2012,23,,TEN,NFL,7,0,1,0,0,0
1848,Jerrell Harris\HarrJe01,2012,23,,OAK,NFL,,,1,0,0,0
1849,Damon Harrison\HarrDa03,2012,24,,NYJ,NFL,5,0,1,0,0,0
1850,Jerome Harrison\HarrJe00,2012,29,5-145,DET,NFL,,,1,0,0,0
1851,Ben Hartsock\HartBe00,2012,32,3-68,CAR,NFL,15,5,1,0,0,0
1852,Stanley Havili\HaviSt00,2012,25,7-240,PHI,NFL,15,2,1,0,0,0
1853,Lavelle Hawkins\HawkLa00,2012,26,4-126,TEN,NFL,7,1,1,0,0,0
1854,Michael Hay\HayxMi00,2012,23,,STL,NFL,,,1,0,0,0
1855,Vidal Hazelton\HazeVi00,2012,24,,CIN,NFL,,,1,0,0,0
1856,T.J. Heath\HeatT.00,2012,25,,BUF,NFL,,,1,0,0,0
1857,Cooper Helfet\HelfCo00,2012,23,,SEA,NFL,,,1,0,0,0
1858,Roy Helu\HeluRo00,2012,24,4-105,WAS,NFL,3,0,1,0,0,0
1859,Junior Hemingway\HemiJu00,2012,24,7-238,KAN,NFL,1,0,1,0,0,0
1860,Ricky Henry\HenrRi00,2012,25,,NOR,NFL,1,0,1,0,0,0
1861,Brad Herman\HermBr00,2012,23,,NWE,NFL,,,1,0,0,0
1862,Dan Herron\HerrDa00,2012,23,6-191,CIN,NFL,3,0,1,0,0,0
1863,Hayworth Hicks\HickHa00,2012,24,,CAR,NFL,,,1,0,0,0
1864,Michael Higgins\HiggMi00,2012,25,,NOR,NFL,2,1,1,0,0,0
1865,Jason Hill\HillJa00,2012,27,3-76,NYJ,NFL,4,0,1,0,0,0
1866,Shaun Hill\HillSh00,2012,32,,DET,NFL,1,0,1,0,0,0
1867,Corey Hilliard\HillCo21,2012,27,6-209,DET,NFL,,,1,0,0,0
1868,Lex Hilliard\HillLe00,2012,28,6-204,2TM,NFL,14,9,1,0,0,0
1869,Kyle Hix\HixxKy00,2012,24,,NWE,NFL,,,1,0,0,0
1870,Nick Hixson\HixsNi00,2012,23,,CAR,NFL,,,1,0,0,0
1871,Jon Hoese\HoesJo00,2012,23,,OAK,NFL,,,1,0,0,0
1872,Chris Hogan\HogaCh00,2012,24,,BUF,NFL,,,1,0,0,0
1873,Curtis Holcomb\HolcCu00,2012,24,7-250,JAX,NFL,,,1,0,0,0
1874,Joe Holland\HollJo02,2012,24,,TAM,NFL,,,1,0,0,0
1875,Andre Holmes\HolmAn00,2012,24,,DAL,NFL,7,0,1,0,0,0
1876,Lamar Holmes\HolmLa00,2012,23,3-91,ATL,NFL,1,0,1,0,0,0
1877,Tyler Holmes\HolmTy00,2012,24,,MIN,NFL,,,1,0,0,0
1878,Jaye Howard\HowaJa00,2012,24,4-114,SEA,NFL,2,0,1,0,0,0
1879,Delano Howell\HoweDe00,2012,23,,2TM,NFL,6,0,1,0,0,0
1880,Otis Hudson\HudsOt20,2012,26,5-152,CIN,NFL,,,1,0,0,0
1881,Kevin Hughes\HughKe00,2012,24,,SDG,NFL,,,1,0,0,0
1882,Robert Hughes\HughRo00,2012,23,,IND,NFL,5,1,1,0,0,0
1883,David Hunter\HuntDa00,2012,23,,HOU,NFL,,,1,0,0,0
1884,Jason Hunter\HuntJa24,2012,29,,DEN,NFL,,,1,0,0,0
1885,Zach Hurd\HurdZa00,2012,24,,OAK,NFL,,,1,0,0,0
1886,Ike Igbinosun\IgbiIk00,2012,22,,DAL,NFL,,,1,0,0,0
1887,Emil Igwenagu\IgweEm00,2012,23,,PHI,NFL,3,1,1,0,0,0
1888,Carl Ihenacho\IhenCa00,2012,24,,OAK,NFL,3,0,1,0,0,0
1889,Duke Ihenacho\IhenDu00,2012,23,,DEN,NFL,2,0,1,0,0,0
1890,Ben Ijalana\IjalBe00,2012,23,2-49,IND,NFL,,,1,0,0,0
1891,George Iloka\IlokGe00,2012,22,5-167,CIN,NFL,7,0,1,0,0,0
1892,Andrew Jackson\JackAn00,2012,24,7-210,BUF,NFL,,,1,0,0,0
1893,Asa Jackson\JackAs00,2012,23,5-169,BAL,NFL,3,0,1,0,0,0
1894,Brandon Jackson\JackBr00,2012,27,2-63,CLE,NFL,2,0,1,0,0,0
1895,Buddy Jackson\JackBu00,2012,23,,WAS,NFL,,,1,0,0,0
1896,Jerrell Jackson\JackJe00,2012,22,,JAX,NFL,1,0,1,0,0,0
1897,Marcus Jackson\JackMa03,2012,23,,ATL,NFL,,,1,0,0,0
1898,Tanard Jackson\JackTa99,2012,27,4-106,WAS,NFL,,,1,0,0,0
1899,Brandon Jacobs\JacoBr00,2012,30,4-110,SFO,NFL,2,0,1,0,0,0
1900,Javarris James\JameJa00,2012,25,,ARI,NFL,,,1,0,0,0
