,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
1642,Kaelin Clay\ClayKa00,2018,26,6-184,NYG,NFL,2,0,1,0,0,0
1643,T.J. Clemmings\ClemT.00,2018,27,4-110,OAK,NFL,4,0,1,0,0,0
1644,Sammie Coates\CoatSa00,2018,25,3-87,HOU,NFL,12,0,1,0,0,0
1645,Derrick Coleman\ColeDe00,2018,28,,ARI,NFL,16,4,1,0,0,0
1646,Lavon Coleman\ColeLa02,2018,24,,GNB,NFL,1,0,1,0,0,0
1647,Stacy Coley\ColeSt00,2018,24,7-219,2TM,NFL,3,0,1,0,0,0
1648,Jon Condo\CondJo20,2018,37,,ATL,NFL,4,0,1,0,0,0
1649,Marcus Cooper\CoopMa00,2018,28,7-252,2TM,NFL,6,0,1,0,0,0
1650,Pharoh Cooper\CoopPh00,2018,23,4-117,2TM,NFL,7,0,1,0,0,0
1651,Chris Covington\CoviCh01,2018,22,6-193,DAL,NFL,5,0,1,0,0,0
1652,Brock Coyle\CoylBr00,2018,28,,SFO,NFL,1,1,1,0,0,0
1653,River Cracraft\CracRi00,2018,24,,DEN,NFL,8,0,1,0,0,0
1654,Alan Cross\CrosAl00,2018,25,,TAM,NFL,14,3,1,0,0,0
1655,Cole Croston\CrosCo00,2018,25,,NWE,NFL,2,0,1,0,0,0
1656,Sean Culkin\CulkSe00,2018,25,,LAC,NFL,13,10,1,0,0,0
1657,Benny Cunningham\CunnBe01,2018,28,,CHI,NFL,15,0,1,0,0,0
1658,Jerome Cunningham\CunnJe00,2018,27,,DET,NFL,3,0,1,0,0,0
1659,Robertson Daniel\DaniRo01,2018,27,,BAL,NFL,1,0,1,0,0,0
1660,Darrell Daniels\DaniDa02,2018,24,,2TM,NFL,11,3,1,0,0,0
1661,Matt Darr\DarrMa00,2018,26,,BUF,NFL,5,0,1,0,0,0
1662,Carl Davis\DaviCa01,2018,26,3-90,CLE,NFL,5,0,1,0,0,0
1663,Geremy Davis\DaviGe00,2018,26,6-186,LAC,NFL,14,0,1,0,0,0
1664,Jalen Davis\DaviJa06,2018,22,,MIA,NFL,3,0,1,0,0,0
1665,Jawill Davis\DaviJa07,2018,23,,NYG,NFL,7,0,1,0,0,0
1666,Justin Davis\DaviJu00,2018,23,,LAR,NFL,11,0,1,0,0,0
1667,Trevor Davis\DaviTr03,2018,25,5-163,GNB,NFL,2,0,1,0,0,0
1668,Vontae Davis\DaviVo99,2018,30,1-25,BUF,NFL,1,1,1,0,0,0
1669,Dalyn Dawkins\DawkDa01,2018,24,,TEN,NFL,2,0,1,0,0,0
1670,Matthew Dayes\DayeMa00,2018,24,7-252,SFO,NFL,7,0,1,0,0,0
1671,Donte Deayon\DeayDo01,2018,24,,NYG,NFL,4,0,1,0,0,0
1672,Treston Decoud\DecoTr00,2018,25,5-169,DAL,NFL,1,0,1,0,0,0
1673,Ryan Delaire\DelaRy00,2018,26,,SFO,NFL,2,0,1,0,0,0
1674,Dee Delaney\DelaDe00,2018,23,,JAX,NFL,2,0,1,0,0,0
1675,Andrew DePaola\DePaAn00,2018,31,,OAK,NFL,1,0,1,0,0,0
1676,A.J. Derby\DerbA.00,2018,27,6-202,MIA,NFL,4,0,1,0,0,0
1677,Garrett Dickerson\DickGa00,2018,23,,NYG,NFL,4,0,1,0,0,0
1678,Matt Dickerson\DickMa00,2018,23,,TEN,NFL,3,0,1,0,0,0
1679,Gehrig Dieter\DietGe00,2018,25,,KAN,NFL,4,0,1,0,0,0
1680,Evan Dietrich-Smith\DietEv00,2018,32,,TAM,NFL,7,0,1,0,0,0
1681,Patrick DiMarco\DiMaPa00,2018,29,,BUF,NFL,16,5,1,0,0,0
1682,Joshua Dobbs\DobbJo00,2018,23,4-135,PIT,NFL,5,0,1,0,0,0
1683,Andrew Donnal\DonnAn00,2018,26,4-119,DET,NFL,2,0,1,0,0,0
1684,Vontarrius Dora\DoraVo00,2018,26,,ARI,NFL,3,0,1,0,0,0
1685,Lorenzo Doss\DossLo00,2018,24,5-164,CAR,NFL,1,0,1,0,0,0
1686,Steven Dunbar\DunbSt00,2018,23,,SFO,NFL,1,0,1,0,0,0
1687,Casey Dunn\DunnCa00,2018,24,,WAS,NFL,2,0,1,0,0,0
1688,Malachi Dupre\DuprMa01,2018,23,7-247,ARI,NFL,1,0,1,0,0,0
1689,Kenneth Durden\DurdKe00,2018,26,,TEN,NFL,5,0,1,0,0,0
1690,Ross Dwelley\DwelRo00,2018,23,,SFO,NFL,11,0,1,0,0,0
1691,Kony Ealy\EalyKo00,2018,27,2-60,OAK,NFL,3,0,1,0,0,0
1692,Andrew East\EastAn01,2018,27,,WAS,NFL,3,0,1,0,0,0
1693,Kasim Edebali\EdebKa00,2018,29,,CIN,NFL,1,0,1,0,0,0
1694,Trey Edmunds\EdmuTr00,2018,24,,PIT,NFL,4,0,1,0,0,0
1695,Emmanuel Ellerbee\ElleEm00,2018,22,,2TM,NFL,7,0,1,0,0,0
1696,Alex Ellis\ElliAl01,2018,25,,KAN,NFL,2,0,1,0,0,0
1697,Donnie Ernsberger\ErnsDo00,2018,22,,TAM,NFL,2,0,1,0,0,0
1698,Tyler Ervin\ErviTy00,2018,25,4-119,HOU,NFL,9,0,1,0,0,0
1699,Folorunso Fatukasi\FatuFo00,2018,23,6-180,NYJ,NFL,1,0,1,0,0,0
1700,James Ferentz\FereJa00,2018,29,,NWE,NFL,2,0,1,0,0,0
