k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
401,Ronnie Price\pricero01,2011-12,28,PHO,NBA,8.4,36,8,517,3.4,9.1,2.5,6.0,0.9,3.1,1.4,1.7,1.3,2.6,3.9,4.7,2.4,0.2,3.2,5.0,9.1,.377,.419,.295,.427,.800,.465
402,Raja Bell\bellra01,2011-12,35,UTA,NBA,8.3,34,33,796,3.7,7.9,2.1,3.9,1.5,3.9,0.9,1.1,0.3,1.9,2.2,1.7,0.6,0.1,0.9,3.5,9.8,.466,.540,.391,.563,.840,.586
403,Devin Ebanks\ebankde01,2011-12,22,LAL,NBA,8.3,24,12,396,3.4,8.1,3.4,7.3,0.0,0.8,2.1,3.2,2.4,2.5,4.9,1.1,1.0,0.5,1.6,2.4,8.8,.416,.463,.000,.416,.657,.465
404,Chris Singleton\singlch01,2011-12,22,WAS,NBA,8.3,66,51,1431,2.9,7.8,1.8,4.7,1.1,3.2,0.8,1.1,1.1,4.8,5.9,1.2,1.8,0.8,1.0,4.4,7.7,.372,.389,.346,.442,.682,.462
405,Anthony Tolliver\tollian01,2011-12,26,MIN,NBA,8.3,51,0,882,2.9,7.4,1.9,3.3,1.0,4.1,1.7,2.2,2.0,4.2,6.2,0.9,0.7,0.8,1.4,3.5,8.5,.390,.568,.248,.459,.745,.504
406,Henry Walker\walkebi01,2011-12,24,NYK,NBA,8.2,32,8,620,3.9,9.9,1.9,3.4,2.1,6.6,1.0,1.2,0.5,4.1,4.6,2.1,1.1,0.4,2.0,4.9,11.0,.398,.552,.319,.503,.850,.526
407,Earl Clark\clarkea01,2011-12,24,ORL,NBA,8.1,45,1,559,3.3,9.0,3.3,9.0,0.0,0.0,1.4,1.9,2.3,5.7,8.0,1.2,0.8,2.1,1.6,4.6,7.9,.367,.367,,.367,.724,.405
408,Marquis Daniels\daniema01,2011-12,31,BOS,NBA,8.1,38,0,484,3.9,10.6,3.9,9.9,0.0,0.7,1.3,1.7,1.2,3.7,4.9,3.5,1.6,0.7,2.1,2.7,9.0,.364,.391,.000,.364,.739,.395
409,Derek Fisher\fishede01,2011-12,37,TOT,NBA,8.0,63,43,1508,3.1,8.3,2.2,5.7,0.8,2.6,1.4,1.6,0.3,2.6,2.9,4.1,1.2,0.1,1.7,2.8,8.4,.371,.393,.321,.421,.851,.464
410,Wesley Johnson\johnswe01,2011-12,24,MIN,NBA,8.0,65,64,1469,3.9,9.7,2.6,5.6,1.3,4.1,0.6,0.8,0.6,3.7,4.3,1.4,0.9,1.2,1.5,2.8,9.6,.398,.461,.314,.465,.706,.477
411,Norris Cole\coleno01,2011-12,23,MIA,NBA,7.9,65,2,1260,5.1,12.9,4.5,10.7,0.6,2.2,1.9,2.4,0.6,2.0,2.6,3.8,1.3,0.1,3.0,3.5,12.6,.393,.417,.276,.417,.776,.452
412,Mike Bibby\bibbymi01,2011-12,33,NYK,NBA,7.8,39,4,557,2.3,8.0,0.5,2.5,1.7,5.5,0.4,0.5,0.3,3.5,3.8,5.2,1.4,0.2,1.3,2.9,6.7,.282,.205,.318,.391,.750,.404
413,Jerry Smith\smithje01,2011-12,24,NJN,NBA,7.8,5,0,46,2.3,11.0,1.6,6.3,0.8,4.7,0.0,0.0,1.6,3.9,5.5,3.1,3.9,0.0,0.0,3.9,5.5,.214,.250,.167,.250,,.250
414,Nolan Smith\smithno01,2011-12,23,POR,NBA,7.8,44,4,541,4.5,12.0,3.6,9.0,0.9,3.0,1.3,1.9,1.1,2.6,3.7,4.1,1.2,0.2,2.8,3.7,11.1,.372,.400,.289,.408,.714,.434
415,Tony Battie\battito01,2011-12,35,PHI,NBA,7.3,27,11,295,2.3,6.2,2.3,6.1,0.0,0.1,0.5,0.5,1.0,7.2,8.2,2.0,0.5,0.7,0.5,3.2,5.1,.373,.380,.000,.373,1.000,.398
416,Edwin Ubiles\ubileed01,2011-12,25,WAS,NBA,7.3,4,0,52,3.5,12.5,2.8,9.0,0.7,3.5,2.1,2.1,1.4,5.5,6.9,0.7,0.7,0.7,0.7,0.7,9.7,.278,.308,.200,.306,1.000,.362
417,Walker Russell\russewa02,2011-12,29,DET,NBA,7.2,28,0,357,3.3,9.6,2.9,8.3,0.4,1.3,1.4,2.2,0.7,1.9,2.6,5.8,1.8,0.1,3.3,2.9,8.5,.347,.354,.308,.368,.636,.401
418,Austin Daye\dayeau01,2011-12,23,DET,NBA,7.1,41,4,603,4.4,13.6,3.6,9.9,0.8,3.7,2.1,2.6,0.8,4.6,5.4,2.0,1.3,1.3,2.4,3.7,11.6,.322,.364,.210,.350,.814,.394
419,Toney Douglas\douglto01,2011-12,25,NYK,NBA,7.1,38,9,656,5.2,15.9,3.7,9.5,1.5,6.4,1.2,1.4,0.9,3.1,4.0,4.2,1.6,0.1,3.1,3.0,13.0,.324,.387,.231,.371,.846,.393
420,Malcolm Thomas\thomama01,2011-12,23,SAS,NBA,7.1,3,0,15,0.0,7.2,0.0,7.2,0.0,0.0,2.4,4.8,2.4,4.8,7.2,2.4,2.4,2.4,0.0,0.0,2.4,.000,.000,,.000,.500,.129
421,Lance Stephenson\stephla01,2011-12,21,IND,NBA,7.0,42,1,442,3.8,10.2,3.5,7.7,0.3,2.4,0.7,1.4,1.0,3.3,4.3,3.7,1.7,0.4,2.9,2.4,8.6,.376,.453,.133,.392,.471,.400
422,Keyon Dooling\doolike01,2011-12,31,BOS,NBA,6.9,46,2,662,3.6,8.9,2.1,4.5,1.5,4.4,1.3,1.7,0.2,2.0,2.1,2.8,0.7,0.1,1.8,3.1,9.9,.405,.476,.333,.488,.742,.515
423,Ryan Hollins\holliry01,2011-12,27,TOT,NBA,6.9,39,8,522,3.2,5.8,3.2,5.8,0.0,0.0,2.7,5.2,2.3,3.3,5.7,0.6,0.3,1.2,2.4,5.4,9.0,.548,.548,,.548,.520,.560
424,Cory Joseph\josepco01,2011-12,20,SAS,NBA,6.9,29,1,266,3.0,9.5,2.6,7.4,0.4,2.0,1.5,2.3,0.7,2.7,3.4,4.6,0.9,0.4,1.6,2.2,7.8,.314,.345,.200,.336,.647,.374
425,Damien Wilkins\wilkida02,2011-12,32,DET,NBA,6.9,60,2,922,3.0,7.5,2.7,6.6,0.3,0.9,1.3,2.1,0.9,3.0,3.9,1.7,1.1,0.5,1.2,3.3,7.5,.394,.406,.304,.412,.630,.445
426,DeSagana Diop\diopde01,2011-12,30,CHA,NBA,6.8,27,9,325,1.7,4.7,1.7,4.7,0.0,0.0,0.1,0.7,3.7,5.8,9.4,2.5,0.7,1.4,2.1,4.0,3.4,.357,.357,,.357,.167,.347
427,Terrel Harris\harrite01,2011-12,24,MIA,NBA,6.7,22,1,318,3.3,9.4,2.4,5.0,0.9,4.4,1.6,2.4,2.0,3.7,5.8,2.9,1.0,0.2,2.8,3.8,9.1,.349,.477,.205,.398,.667,.434
428,Sasha Pavlovic\pavloal01,2011-12,28,BOS,NBA,6.7,45,7,527,3.4,8.7,2.3,4.8,1.2,4.0,0.2,0.5,0.3,4.6,4.9,1.2,1.4,1.0,1.4,3.7,8.2,.391,.471,.293,.457,.375,.456
429,Jon Brockman\brockjo01,2011-12,24,MIL,NBA,6.6,35,0,239,2.3,6.8,2.3,6.6,0.0,0.2,1.1,2.3,5.0,6.3,11.3,1.4,0.6,0.2,1.5,5.0,5.6,.333,.341,.000,.333,.467,.359
430,Dennis Horner\hornede01,2011-12,23,NJN,NBA,6.6,8,0,22,1.6,6.5,1.6,4.9,0.0,1.6,4.9,6.5,3.3,4.9,8.2,0.0,0.0,0.0,1.6,1.6,8.2,.250,.333,.000,.250,.750,.434
431,Francisco Elson\elsonfr01,2011-12,35,PHI,NBA,6.3,5,0,16,2.3,6.8,2.3,6.8,0.0,0.0,0.0,0.0,0.0,2.3,2.3,2.3,2.3,2.3,2.3,0.0,4.5,.333,.333,,.333,,.333
432,Mikki Moore\mooremi01,2011-12,36,GSW,NBA,6.3,7,0,118,2.7,6.1,2.7,6.1,0.0,0.0,1.8,2.1,2.1,4.6,6.7,1.5,0.9,0.9,2.1,7.3,7.3,.450,.450,,.450,.857,.520
433,Damion James\jamesda01,2011-12,24,NJN,NBA,6.1,7,7,170,2.8,7.4,2.8,7.2,0.0,0.2,1.7,2.5,1.5,5.5,7.0,0.6,1.5,1.5,2.5,3.6,7.2,.371,.382,.000,.371,.667,.422
434,Keith Benson\bensoke02,2011-12,23,GSW,NBA,6.0,3,0,9,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,8.0,4.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,.000,.000,,.000,,.000
435,Joel Przybilla\przybjo01,2011-12,32,POR,NBA,6.0,27,19,449,1.8,3.8,1.8,3.8,0.0,0.0,0.9,1.4,2.3,8.7,11.1,0.5,0.3,1.3,1.8,5.3,4.4,.458,.458,,.458,.611,.492
436,Bobby Simmons\simmobo01,2011-12,31,LAC,NBA,6.0,28,0,418,2.4,7.8,0.7,2.6,1.7,5.2,0.3,0.6,1.5,3.3,4.7,0.9,1.3,0.3,0.9,3.5,6.9,.311,.267,.333,.422,.571,.430
437,Brian Cook\cookbr01,2011-12,31,TOT,NBA,5.8,32,0,276,4.0,12.8,2.7,6.3,1.3,6.5,1.2,1.3,1.3,6.9,8.2,1.3,0.8,0.7,1.4,6.3,10.6,.316,.438,.200,.367,.900,.396
438,Larry Owens\owensla01,2011-12,29,NJN,NBA,5.8,7,0,75,1.9,5.3,1.0,2.9,1.0,2.4,1.4,1.9,1.0,5.3,6.2,1.9,0.0,0.5,1.0,4.8,6.2,.364,.333,.400,.455,.750,.509
