,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
1001,Rhett Ellison\ElliRh00,2017,29,4-128,NYG,NFL,16,14,1,0,0,2
1002,Jermaine Eluemunor\ElueJe00,2017,23,5-159,BAL,NFL,8,2,1,0,0,2
1003,Alex Erickson\EricAl01,2017,25,,CIN,NFL,16,0,1,0,0,2
1004,Kyler Fackrell\FackKy00,2017,26,3-88,GNB,NFL,16,2,1,0,0,2
1005,Ka'imi Fairbairn\FairKa01,2017,23,,HOU,NFL,16,0,1,0,0,2
1006,Darren Fells\FellDa01,2017,31,,DET,NFL,16,13,1,0,0,2
1007,Reid Ferguson\FergRe00,2017,23,,BUF,NFL,16,0,1,0,0,2
1008,D.J. Fluker\FlukDJ00,2017,26,1-11,NYG,NFL,9,6,1,0,0,2
1009,Nick Foles\FoleNi00,2017,28,3-88,PHI,NFL,7,3,1,0,0,2
1010,Bennie Fowler\FowlBe00,2017,26,,DEN,NFL,16,4,1,0,0,2
1011,Morgan Fox\FoxxMo00,2017,23,,LAR,NFL,16,1,1,0,0,2
1012,Blaine Gabbert\GabbBl00,2017,28,1-10,ARI,NFL,5,5,1,0,0,2
1013,Terence Garvin\GarvTe00,2017,26,,SEA,NFL,15,3,1,0,0,2
1014,Jeremiah George\GeorJe01,2017,25,5-154,IND,NFL,16,1,1,0,0,2
1015,Nathan Gerry\GerrNa00,2017,22,5-184,PHI,NFL,10,1,1,0,0,2
1016,Ryan Glasgow\GlasRy00,2017,24,4-138,CIN,NFL,16,1,1,0,0,2
1017,Cordy Glenn\GlenCo00,2017,28,2-41,BUF,NFL,6,5,1,0,0,2
1018,Mike Glennon\GlenMi00,2017,28,3-73,CHI,NFL,4,4,1,0,0,2
1019,Markus Golden\GoldMa00,2017,26,2-58,ARI,NFL,4,4,1,0,0,2
1020,Robert Golden\GoldRo00,2017,27,,PIT,NFL,16,2,1,0,0,2
1021,Zane Gonzalez\GonzZa00,2017,22,7-224,CLE,NFL,16,0,1,0,0,2
1022,Denzelle Good\GoodDe01,2017,26,7-255,IND,NFL,6,5,1,0,0,2
1023,C.J. Goodwin\GoodC.00,2017,27,,2TM,NFL,14,0,1,0,0,2
1024,Josh Gordon\GordJo02,2017,26,2-1,CLE,NFL,5,5,1,0,0,2
1025,Corey Graham\GrahCo99,2017,32,5-168,PHI,NFL,14,1,1,0,0,2
1026,Corey Grant\GranCo00,2017,26,,JAX,NFL,16,0,1,0,0,2
1027,Jakeem Grant\GranJa00,2017,25,6-186,MIA,NFL,16,0,1,0,0,2
1028,Hroniss Grasu\GrasHr00,2017,26,3-71,CHI,NFL,6,4,1,0,0,2
1029,T.J. Green\GreeT.00,2017,22,2-57,IND,NFL,16,7,1,0,0,2
1030,Jermaine Gresham\GresJe00,2017,29,1-21,ARI,NFL,14,14,1,0,0,2
