,Year,Age,Draft,Tm,Lg,G,GS,Yrs,PB,AP1,AV
101,Alejandro Villanueva\VillAl00,2017,29,,PIT,NFL,16,16,1,1,0,10
102,Eric Weddle\WeddEr99,2017,32,2-37,BAL,NFL,16,16,1,1,0,10
103,Jameis Winston\WinsJa00,2017,23,1-1,TAM,NFL,13,13,1,0,0,10
104,David Andrews\AndrDa00,2017,25,,NWE,NFL,14,14,1,0,0,9
105,Budda Baker\BakeBu00,2017,21,2-36,ARI,NFL,16,7,1,1,1,9
106,Joe Berger\BergJo20,2017,35,6-207,MIN,NFL,16,16,1,0,0,9
107,Nigel Bradham\BradNi00,2017,28,4-105,PHI,NFL,15,15,1,0,0,9
108,Alex Collins\CollAl00,2017,23,5-171,BAL,NFL,15,12,1,0,0,9
109,Mike Daniels\DaniMi00,2017,28,4-132,GNB,NFL,14,14,1,1,0,9
110,Demario Davis\DaviDe00,2017,28,3-77,NYJ,NFL,16,16,1,0,0,9
111,Thomas Davis\DaviTh20,2017,34,1-14,CAR,NFL,15,15,1,1,0,9
112,Stefon Diggs\DiggSt00,2017,24,5-146,MIN,NFL,14,14,1,0,0,9
113,Ezekiel Elliott\ElliEz00,2017,22,1-4,DAL,NFL,10,10,1,0,0,9
114,Joe Flacco\FlacJo00,2017,32,1-18,BAL,NFL,16,16,1,0,0,9
115,Trey Flowers\FlowTr00,2017,24,4-101,NWE,NFL,14,14,1,0,0,9
116,Devonta Freeman\FreeDe00,2017,25,4-103,ATL,NFL,14,14,1,0,0,9
117,Ted Ginn\GinnTe00,2017,32,1-9,NOR,NFL,15,10,1,0,0,9
118,Graham Glasgow\GlasGr00,2017,25,3-95,DET,NFL,16,16,1,0,0,9
119,Brandon Graham\GrahBr99,2017,29,1-13,PHI,NFL,15,15,1,0,0,9
120,A.J. Green\GreeA.00,2017,29,1-4,CIN,NFL,16,16,1,1,0,9
121,Rodney Hudson\HudsRo00,2017,28,2-55,OAK,NFL,16,16,1,1,0,9
122,Danielle Hunter\HuntDa01,2017,23,3-88,MIN,NFL,16,16,1,0,0,9
123,Richie Incognito\IncoRi20,2017,34,3-81,BUF,NFL,16,16,1,1,0,9
124,Myles Jack\JackMy00,2017,22,2-36,JAX,NFL,16,16,1,0,0,9
125,Marvin Jones\JoneMa02,2017,27,5-166,DET,NFL,16,16,1,0,0,9
126,Reshad Jones\JoneRe99,2017,29,5-163,MIA,NFL,16,16,1,1,0,9
127,Matt Kalil\KaliMa00,2017,28,1-4,CAR,NFL,16,16,1,0,0,9
128,Cooper Kupp\KuppCo00,2017,24,3-69,LAR,NFL,15,6,1,0,0,9
129,T.J. Lang\LangT.20,2017,30,4-109,DET,NFL,13,13,1,1,0,9
130,Jake Matthews\MattJa00,2017,25,1-6,ATL,NFL,16,16,1,0,0,9
131,Christian McCaffrey\McCaCh01,2017,21,1-8,CAR,NFL,16,10,1,0,0,9
132,Josh McCown\McCoJo01,2017,38,3-81,NYJ,NFL,13,13,1,0,0,9
133,Gerald McCoy\McCoGe99,2017,29,1-3,TAM,NFL,15,15,1,1,0,9
134,Jerick McKinnon\McKiJe00,2017,25,3-96,MIN,NFL,16,1,1,0,0,9
135,Russell Okung\OkunRu20,2017,30,1-6,LAC,NFL,15,15,1,1,0,9
136,Kelechi Osemele\OsemKe00,2017,28,2-60,OAK,NFL,16,16,1,1,0,9
137,Andrus Peat\PeatAn00,2017,24,1-13,NOR,NFL,15,14,1,0,0,9
138,Patrick Peterson\PetePa00,2017,27,1-5,ARI,NFL,16,16,1,1,0,9
139,Maurkice Pouncey\PounMa20,2017,28,1-18,PIT,NFL,15,15,1,1,0,9
140,Riley Reiff\ReifRi00,2017,29,1-23,MIN,NFL,15,15,1,0,0,9
141,Brandon Scherff\ScheBr00,2017,26,1-5,WAS,NFL,14,14,1,1,0,9
142,Joe Schobert\SchoJo00,2017,24,4-99,CLE,NFL,16,16,1,1,0,9
143,Wes Schweitzer\SchwWe00,2017,24,6-195,ATL,NFL,16,16,1,0,0,9
144,Ryan Shazier\ShazRy00,2017,25,1-15,PIT,NFL,12,12,1,1,0,9
145,Joe Staley\StalJo20,2017,33,1-28,SFO,NFL,15,15,1,1,0,9
146,Aqib Talib\TaliAq99,2017,31,1-20,DEN,NFL,15,15,1,1,0,9
147,Golden Tate\TateGo00,2017,29,2-60,DET,NFL,16,12,1,0,0,9
148,Wesley Woodyard\WoodWe20,2017,31,,TEN,NFL,16,16,1,0,0,9
149,Davante Adams\AdamDa01,2017,25,2-53,GNB,NFL,14,14,1,1,0,8
150,Nelson Agholor\AghoNe00,2017,24,1-20,PHI,NFL,16,10,1,0,0,8
151,Jamal Agnew\AgneJa00,2017,22,5-165,DET,NFL,13,0,1,0,1,8
152,Kwon Alexander\AlexKw00,2017,23,4-124,TAM,NFL,12,12,1,1,0,8
153,Lorenzo Alexander\AlexLo99,2017,34,,BUF,NFL,16,11,1,0,0,8
154,Danny Amendola\AmenDa00,2017,32,,NWE,NFL,15,8,1,0,0,8
155,Doug Baldwin\BaldDo00,2017,29,,SEA,NFL,16,16,1,1,0,8
156,Jamon Brown\BrowJa04,2017,24,3-72,LAR,NFL,16,16,1,0,0,8
157,Dez Bryant\BryaDe01,2017,29,1-24,DAL,NFL,16,16,1,0,0,8
158,A.J. Cann\CannA.00,2017,26,3-67,JAX,NFL,15,15,1,0,0,8
159,La'el Collins\CollLa01,2017,24,,DAL,NFL,16,16,1,0,0,8
160,Landon Collins\CollLa00,2017,23,2-33,NYG,NFL,15,15,1,1,0,8
161,Vinny Curry\CurrVi00,2017,29,2-59,PHI,NFL,16,16,1,0,0,8
162,Karlos Dansby\DansKa20,2017,36,2-33,ARI,NFL,16,15,1,0,0,8
163,Carlos Dunlap\DunlCa99,2017,28,2-54,CIN,NFL,16,16,1,0,0,8
164,Pat Elflein\ElflPa00,2017,23,3-70,MIN,NFL,14,14,1,0,0,8
165,Zach Ertz\ErtzZa00,2017,27,2-35,PHI,NFL,14,13,1,1,0,8
166,Mike Evans\EvanMi00,2017,24,1-7,TAM,NFL,15,15,1,0,0,8
167,Larry Fitzgerald\FitzLa00,2017,34,1-3,ARI,NFL,16,16,1,1,0,8
168,Leonard Fournette\FourLe00,2017,22,1-4,JAX,NFL,13,13,1,0,0,8
169,Devin Funchess\FuncDe00,2017,23,2-41,CAR,NFL,16,16,1,0,0,8
170,Brandon Fusco\FuscBr00,2017,29,6-172,SFO,NFL,16,16,1,0,0,8
171,Ben Gedeon\GedeBe00,2017,23,4-120,MIN,NFL,16,9,1,0,0,8
172,Eddie Goldman\GoldEd00,2017,23,2-39,CHI,NFL,15,15,1,0,0,8
173,Marquise Goodwin\GoodMa00,2017,27,3-78,SFO,NFL,16,16,1,0,0,8
174,Frank Gore\GoreFr00,2017,34,3-65,IND,NFL,16,16,1,0,0,8
175,Lawrence Guy\GuyxLa00,2017,27,7-233,NWE,NFL,16,15,1,0,0,8
