k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
101,Jermaine O'Neal\onealje01,2012-13,34,PHO,NBA,16.7,55,4,1029,6.3,13.0,6.3,13.0,0.0,0.0,3.4,4.0,2.9,7.4,10.3,1.5,0.7,2.7,2.6,4.4,15.9,.482,.482,,.482,.835,.538
102,Luis Scola\scolalu01,2012-13,32,PHO,NBA,16.7,82,67,2184,7.1,15.1,7.1,14.8,0.0,0.3,3.0,3.8,2.6,6.3,8.9,3.0,1.1,0.6,2.1,4.2,17.3,.472,.477,.188,.474,.787,.516
103,Rasheed Wallace\wallara01,2012-13,38,NYK,NBA,16.7,21,0,296,6.7,17.3,4.0,8.9,2.7,8.4,1.7,2.4,1.3,8.8,10.1,0.7,1.6,1.8,1.2,4.9,17.8,.387,.452,.319,.465,.700,.484
104,Will Bynum\bynumwi01,2012-13,30,DET,NBA,16.6,65,0,1219,7.5,15.9,6.8,13.7,0.7,2.2,3.1,3.9,0.8,2.0,2.9,6.8,1.3,0.1,3.7,3.8,18.8,.469,.494,.316,.491,.809,.532
105,Wilson Chandler\chandwi01,2012-13,25,DEN,NBA,16.6,43,8,1079,7.0,15.2,5.3,11.0,1.7,4.2,2.9,3.7,1.5,5.8,7.3,1.9,1.5,0.4,2.0,4.0,18.7,.462,.480,.413,.519,.793,.556
106,George Hill\hillge01,2012-13,26,IND,NBA,16.6,76,76,2620,5.3,12.0,3.5,7.1,1.8,4.9,2.4,2.9,0.6,3.3,3.9,4.9,1.1,0.4,1.6,1.8,14.8,.443,.494,.368,.518,.817,.558
107,Gerald Henderson\hendege02,2012-13,25,CHA,NBA,16.4,68,58,2133,6.4,14.4,5.9,12.7,0.6,1.7,4.4,5.3,0.9,3.3,4.2,3.0,1.1,0.6,1.8,2.5,17.8,.447,.462,.330,.466,.824,.531
108,Kawhi Leonard\leonaka01,2012-13,21,SAS,NBA,16.4,58,57,1810,5.2,10.5,3.9,7.0,1.3,3.5,2.1,2.5,1.3,5.6,6.9,1.8,1.9,0.6,1.2,2.0,13.7,.494,.554,.374,.556,.825,.592
109,Damian Lillard\lillada01,2012-13,22,POR,NBA,16.4,82,82,3167,6.3,14.6,4.2,8.9,2.1,5.7,3.1,3.6,0.5,2.4,2.9,6.0,0.8,0.2,2.8,2.0,17.8,.429,.469,.368,.501,.844,.546
110,Darren Collison\collida01,2012-13,25,DAL,NBA,16.3,81,47,2372,5.2,11.0,4.4,8.9,0.7,2.1,3.7,4.2,0.5,2.9,3.3,6.3,1.5,0.1,2.6,2.1,14.8,.471,.498,.353,.504,.880,.575
111,Chris Kaman\kamanch01,2012-13,30,DAL,NBA,16.3,66,52,1363,8.3,16.3,8.3,16.3,0.0,0.0,1.8,2.2,2.6,7.3,9.8,1.3,0.8,1.4,2.7,3.7,18.3,.507,.508,.000,.507,.788,.529
112,Mike Scott\scottmi01,2012-13,24,ATL,NBA,16.3,40,1,376,6.7,14.1,6.7,14.0,0.0,0.1,4.1,5.4,3.7,6.8,10.5,1.1,0.4,0.2,2.0,3.1,17.5,.476,.479,.000,.476,.768,.533
113,Marcus Thornton\thornma01,2012-13,25,SAC,NBA,16.3,72,8,1726,6.9,16.1,4.0,8.2,2.9,7.9,2.3,2.6,1.0,2.7,3.8,1.9,1.3,0.1,1.4,2.2,19.1,.429,.484,.372,.520,.881,.552
114,Greivis Vasquez\vasqugr01,2012-13,26,NOH,NBA,16.3,78,78,2685,5.9,13.6,4.8,10.3,1.1,3.3,1.7,2.1,0.6,3.9,4.5,9.4,0.9,0.1,3.3,2.5,14.5,.433,.462,.342,.474,.805,.502
115,Monta Ellis\ellismo01,2012-13,27,MIL,NBA,16.2,82,82,3076,7.0,16.8,5.9,13.0,1.1,3.8,3.4,4.4,0.5,3.2,3.7,5.8,2.0,0.4,3.0,1.9,18.5,.416,.454,.287,.448,.773,.493
116,Ricky Rubio\rubiori01,2012-13,22,MIN,NBA,16.2,57,47,1691,3.9,10.9,3.4,9.0,0.6,2.0,4.5,5.6,0.9,3.9,4.9,8.9,2.9,0.1,3.7,3.0,12.9,.360,.374,.293,.386,.799,.482
117,Brandon Jennings\jennibr01,2012-13,23,MIL,NBA,16.1,80,80,2897,6.2,15.5,4.0,9.8,2.1,5.7,2.9,3.5,0.7,2.3,3.1,6.5,1.6,0.1,2.5,1.9,17.4,.399,.412,.375,.468,.819,.510
118,Greg Smith\smithgr02,2012-13,22,HOU,NBA,16.1,70,10,1110,5.5,8.9,5.5,8.9,0.0,0.0,2.6,4.2,3.6,6.8,10.4,0.8,0.6,1.3,1.3,5.7,13.7,.620,.623,.000,.620,.623,.636
119,Tristan Thompson\thomptr01,2012-13,21,CLE,NBA,16.1,82,82,2564,5.5,11.2,5.5,11.2,0.0,0.0,2.5,4.1,4.3,6.6,10.9,1.5,0.8,1.0,1.7,3.3,13.4,.488,.490,.000,.488,.608,.516
120,Tobias Harris\harrito02,2012-13,20,TOT,NBA,16.0,55,34,1299,6.5,14.2,5.5,11.2,0.9,3.0,2.9,3.8,2.0,5.9,8.0,1.9,0.9,1.2,1.8,3.3,16.7,.455,.493,.315,.488,.752,.527
121,Spencer Hawes\hawessp01,2012-13,24,PHI,NBA,16.0,82,40,2233,6.1,13.1,5.6,11.7,0.5,1.4,2.0,2.5,2.8,6.7,9.5,3.0,0.4,1.8,2.1,3.8,14.6,.464,.477,.356,.483,.777,.514
122,Kevin Martin\martike02,2012-13,29,OKC,NBA,16.0,77,0,2136,5.9,13.1,3.2,6.9,2.7,6.3,3.7,4.1,0.5,2.5,3.0,1.8,1.2,0.1,1.7,2.3,18.2,.450,.472,.426,.551,.890,.608
123,Steve Nash\nashst01,2012-13,38,LAL,NBA,16.0,50,50,1627,5.2,10.5,4.0,7.6,1.3,2.9,2.4,2.6,0.6,2.6,3.1,7.4,0.7,0.1,2.8,1.5,14.1,.497,.519,.438,.557,.922,.605
124,Dorell Wright\wrighdo01,2012-13,27,PHI,NBA,16.0,79,8,1783,4.8,12.1,2.1,4.8,2.7,7.3,2.4,2.8,0.8,5.2,6.1,3.0,1.3,0.7,1.3,2.0,14.7,.396,.429,.374,.508,.851,.551
125,Quincy Acy\acyqu01,2012-13,22,TOR,NBA,15.9,29,0,342,4.4,7.9,4.3,7.7,0.1,0.2,3.3,4.0,3.2,4.9,8.1,1.2,1.4,1.6,1.8,5.6,12.2,.560,.562,.500,.567,.816,.632
126,Jarrett Jack\jackja01,2012-13,29,GSW,NBA,15.9,79,4,2349,5.9,13.1,4.7,10.0,1.3,3.1,2.6,3.0,0.3,3.4,3.7,6.7,0.9,0.2,2.4,2.1,15.7,.452,.466,.404,.499,.843,.542
127,Shavlik Randolph\randosh01,2012-13,29,BOS,NBA,15.9,16,0,198,5.1,8.7,5.1,8.7,0.0,0.0,2.0,4.9,5.1,7.6,12.7,0.7,1.5,1.3,1.8,6.9,12.2,.583,.583,,.583,.407,.559
128,Lou Williams\willilo02,2012-13,26,ATL,NBA,15.9,39,9,1119,6.0,14.3,3.7,7.9,2.3,6.3,3.4,3.9,0.3,2.3,2.6,4.5,1.4,0.3,2.4,1.8,17.7,.422,.466,.367,.503,.868,.555
129,Kyle O'Quinn\oquinky01,2012-13,22,ORL,NBA,15.8,57,5,638,5.7,11.1,5.7,11.1,0.0,0.1,1.7,2.5,3.7,8.1,11.8,2.9,0.6,1.5,2.1,6.0,13.1,.513,.515,.000,.513,.667,.535
130,Emeka Okafor\okafoem01,2012-13,30,WAS,NBA,15.8,79,77,2052,5.8,12.1,5.8,12.1,0.0,0.0,1.9,3.4,3.5,8.6,12.1,1.6,0.8,1.4,1.9,2.5,13.4,.477,.477,,.477,.571,.496
131,Nicolas Batum\batumni01,2012-13,24,POR,NBA,15.7,73,73,2807,4.5,10.7,2.4,5.0,2.1,5.7,2.3,2.7,1.2,4.0,5.3,4.6,1.2,1.1,2.4,1.8,13.4,.423,.481,.372,.522,.848,.566
132,Jonas Jerebko\jerebjo01,2012-13,25,DET,NBA,15.7,49,2,892,5.7,12.8,4.7,9.4,1.0,3.3,2.7,3.6,2.7,4.7,7.5,1.7,1.5,0.3,1.7,3.6,15.2,.449,.502,.301,.489,.773,.531
133,Ivan Johnson\johnsiv01,2012-13,28,ATL,NBA,15.7,69,5,1035,6.4,12.4,6.4,11.9,0.0,0.5,2.8,4.6,2.6,6.6,9.3,1.6,1.9,0.5,2.5,4.6,15.7,.520,.536,.077,.521,.618,.546
134,Andre Miller\millean02,2012-13,36,DEN,NBA,15.7,82,11,2151,5.1,10.6,4.8,9.5,0.3,1.1,2.7,3.2,1.0,3.0,4.0,8.1,1.2,0.2,2.9,2.7,13.2,.479,.504,.266,.493,.840,.548
135,Rudy Gay\gayru01,2012-13,26,TOT,NBA,15.6,75,74,2687,7.0,16.8,5.9,13.3,1.1,3.5,3.2,4.0,1.3,4.9,6.2,2.7,1.5,0.7,2.7,2.4,18.3,.416,.440,.323,.449,.814,.494
136,Anthony Randolph\randoan01,2012-13,23,DEN,NBA,15.6,39,0,329,6.1,12.5,6.1,11.6,0.0,0.9,3.4,4.9,3.2,7.2,10.4,1.3,2.1,2.3,4.0,4.5,15.6,.491,.528,.000,.491,.689,.534
137,Jonas Valanciunas\valanjo01,2012-13,20,TOR,NBA,15.6,62,57,1482,5.0,8.9,5.0,8.9,0.0,0.0,3.5,4.5,2.9,6.1,9.0,1.1,0.4,1.9,2.3,4.6,13.5,.557,.557,,.557,.789,.619
138,Matt Barnes\barnema02,2012-13,32,LAC,NBA,15.5,80,4,2058,5.5,11.8,3.5,6.1,1.9,5.7,1.5,2.0,1.9,4.5,6.4,2.2,1.4,1.1,1.6,4.1,14.4,.462,.574,.342,.544,.744,.566
139,DeMarre Carroll\carrode01,2012-13,26,UTA,NBA,15.5,66,12,1111,4.8,10.5,4.2,8.2,0.6,2.3,2.4,3.2,2.8,3.3,6.1,2.0,1.9,0.8,1.1,3.9,12.7,.460,.508,.286,.491,.765,.535
140,Patrick Beverley\beverpa01,2012-13,24,HOU,NBA,15.4,41,0,713,4.0,9.5,2.2,4.7,1.8,4.8,1.7,2.1,2.3,3.2,5.5,5.9,1.9,1.1,2.2,4.2,11.5,.418,.462,.375,.513,.829,.551
141,Eric Gordon\gordoer01,2012-13,24,NOH,NBA,15.4,42,40,1264,6.7,16.6,5.1,11.7,1.6,4.9,5.3,6.3,0.3,1.9,2.2,3.9,1.3,0.2,3.3,2.1,20.3,.402,.436,.324,.450,.842,.523
142,Marcin Gortat\gortama01,2012-13,28,PHO,NBA,15.4,61,61,1876,5.7,10.9,5.7,10.8,0.0,0.1,1.7,2.6,2.5,7.4,9.9,1.4,0.8,1.9,1.9,2.4,13.0,.521,.524,.000,.521,.652,.543
