k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
401,Andrew Harrison\harrian01,2016-17,22,MEM,NBA,8.7,72,18,1474,2.9,8.8,1.8,5.0,1.1,3.8,3.6,4.7,0.6,2.8,3.3,4.8,1.3,0.5,2.1,4.7,10.4,.325,.363,.276,.385,.763,.477
402,Jarell Martin\martija01,2016-17,22,MEM,NBA,8.7,42,3,558,3.7,9.7,3.2,8.1,0.6,1.6,2.6,3.2,2.7,7.7,10.5,0.5,1.1,0.6,1.8,5.9,10.6,.384,.389,.360,.414,.800,.477
403,Patrick McCaw\mccawpa01,2016-17,21,GSW,NBA,8.6,71,20,1074,3.6,8.2,2.2,4.1,1.4,4.1,1.0,1.2,0.7,2.6,3.4,2.6,1.1,0.5,1.2,2.1,9.5,.433,.533,.333,.516,.784,.540
404,Sasha Vujacic\vujacsa01,2016-17,32,NYK,NBA,8.6,42,4,408,3.7,12.0,1.7,5.5,2.0,6.5,1.5,2.1,1.1,4.1,5.2,4.6,1.1,0.2,1.4,3.4,10.9,.309,.306,.311,.393,.708,.423
405,Dante Exum\exumda01,2016-17,21,UTA,NBA,8.5,66,26,1228,4.5,10.6,3.3,6.3,1.3,4.4,1.7,2.1,0.9,3.0,3.9,3.3,0.6,0.4,2.3,4.3,12.1,.427,.519,.295,.488,.795,.521
406,Brandon Ingram\ingrabr01,2016-17,19,LAL,NBA,8.5,79,40,2279,4.4,10.8,3.5,7.9,0.9,3.0,2.1,3.4,0.9,4.0,5.0,2.6,0.8,0.6,1.8,2.5,11.7,.402,.443,.294,.442,.621,.474
407,Timothe Luwawu-Cabarrot\luwawti01,2016-17,21,PHI,NBA,8.5,69,19,1190,4.4,10.9,2.9,6.1,1.5,4.9,3.2,3.7,0.8,3.8,4.5,2.3,1.0,0.3,2.2,4.7,13.5,.402,.475,.311,.471,.854,.536
408,Tomas Satoransky\satorto01,2016-17,25,WAS,NBA,8.5,57,3,719,3.1,7.4,2.6,5.5,0.5,1.9,1.2,1.7,1.3,2.9,4.2,4.6,1.3,0.3,1.9,3.0,7.7,.415,.473,.243,.446,.697,.477
409,A.J. Hammons\hammoaj01,2016-17,24,DAL,NBA,8.4,22,0,163,3.8,9.3,2.7,7.1,1.1,2.2,2.0,4.4,1.8,6.2,8.0,0.9,0.2,2.9,2.2,4.6,10.6,.405,.375,.500,.464,.450,.472
410,Wesley Johnson\johnswe01,2016-17,29,LAC,NBA,8.4,68,3,810,3.2,8.9,2.0,3.6,1.3,5.2,0.5,0.8,1.2,6.9,8.0,1.0,1.3,1.3,0.8,3.7,8.3,.365,.537,.246,.438,.647,.448
