year,state,war
2011,TX,0.0
2011,CA,0.0
2011,AZ,0.0
2011,CO,0.0
2011,AL,0.0
2011,TX,0.0
2011,OH,0.0
2011,TX,0.0
2011,CA,0.0
2011,FL,0.0
2011,TX,0.0
2011,SC,0.0
2011,TX,0.0
2011,AZ,0.0
2011,VA,0.0
2011,CT,0.0
2011,CA,0.0
2011,TN,0.0
2011,OH,0.0
2011,SC,0.0
2011,FL,0.0
2011,MS,0.0
2011,CA,0.0
2011,SC,0.0
2011,OH,0.0
2011,OH,0.0
2011,AZ,0.0
2011,OH,0.0
2011,IN,0.0
2011,CA,0.0
2011,TX,0.0
2011,CA,0.0
2011,CA,0.0
2011,TX,0.0
2011,NC,0.0
2011,LA,0.0
2011,TX,0.0
2011,IN,0.0
2011,MI,0.0
2011,CA,0.0
2011,MS,0.0
2011,FL,0.0
2011,CA,0.0
2011,CA,0.0
2011,LA,0.0
2011,NY,0.0
2011,FL,0.0
2011,FL,0.0
2011,KY,0.0
2011,AL,0.0
2011,NE,0.0
2011,AZ,0.0
2011,CA,0.0
2011,FL,0.0
2011,LA,0.0
2011,CA,0.0
2011,GA,0.0
2011,CA,0.0
2011,KS,0.0
2011,KS,0.0
2011,MO,0.0
2011,CA,-0.1
2011,MI,-0.1
2011,OK,-0.1
2011,TN,-0.1
2011,FL,-0.1
2011,TX,-0.1
2011,MO,-0.1
2011,NE,-0.1
2011,OH,-0.1
2011,CA,-0.1
2011,TX,-0.1
2011,IL,-0.1
2011,KS,-0.1
2011,LA,-0.1
2011,GA,-0.1
2011,GA,-0.1
2011,AL,-0.1
2011,AL,-0.1
2011,TX,-0.1
2011,CA,-0.1
2011,TX,-0.1
2011,CA,-0.1
2011,MS,-0.1
2011,OK,-0.1
2011,OK,-0.1
2011,NC,-0.1
2011,CA,-0.1
2011,NV,-0.1
2011,CA,-0.1
2011,MO,-0.1
2011,MO,-0.1
2011,KS,-0.1
2011,FL,-0.1
2011,OH,-0.1
2011,MI,-0.1
2011,TX,-0.1
2011,WI,-0.1
2011,IN,-0.1
2011,MO,-0.1
2011,CA,-0.1
2011,MO,-0.1
2011,MS,-0.1
2011,VA,-0.1
2011,VA,-0.1
2011,FL,-0.1
2011,CA,-0.1
2011,IL,-0.1
2011,NC,-0.1
2011,OH,-0.2
2011,CA,-0.2
2011,OK,-0.2
2011,AZ,-0.2
2011,NE,-0.2
2011,OH,-0.2
2011,TX,-0.2
2011,CA,-0.2
2011,CA,-0.2
2011,CA,-0.2
2011,CA,-0.2
2011,CA,-0.2
2011,SC,-0.2
2011,MI,-0.2
2011,TX,-0.2
2011,CA,-0.2
2011,TX,-0.2
2011,TX,-0.2
2011,CA,-0.2
2011,OK,-0.2
2011,FL,-0.2
2011,TX,-0.2
2011,CA,-0.2
2011,TX,-0.2
2011,NY,-0.2
2011,KS,-0.2
2011,OK,-0.2
2011,TX,-0.2
2011,LA,-0.2
2011,FL,-0.2
2011,NV,-0.2
2011,OK,-0.2
2011,IN,-0.2
2011,SC,-0.2
2011,SC,-0.2
2011,WA,-0.2
2011,MS,-0.2
2011,SC,-0.2
2011,AZ,-0.2
2011,AZ,-0.2
2011,CO,-0.2
2011,CA,-0.2
2011,FL,-0.2
2011,AZ,-0.2
2011,IN,-0.2
2011,CA,-0.2
2011,NC,-0.2
2011,CA,-0.2
2011,CA,-0.2
2011,CA,-0.2
2011,MI,-0.3
2011,CA,-0.3
2011,CA,-0.3
2011,OK,-0.3
2011,FL,-0.3
2011,NV,-0.3
2011,WA,-0.3
2011,CA,-0.3
2011,CA,-0.3
2011,CA,-0.3
2011,GA,-0.3
2011,VA,-0.3
2011,CA,-0.3
2011,CA,-0.3
2011,CA,-0.4
2011,CA,-0.4
2011,SC,-0.4
2011,FL,-0.4
2011,CA,-0.4
2011,CA,-0.4
2011,LA,-0.4
2011,TX,-0.4
2011,TX,-0.4
2011,IL,-0.4
2011,GA,-0.4
2011,CA,-0.4
2011,AL,-0.4
2011,TX,-0.4
2011,FL,-0.4
2011,NC,-0.4
2011,OK,-0.4
2011,OK,-0.4
2011,NC,-0.5
2011,KS,-0.5
2011,AR,-0.5
2011,AZ,-0.5
2011,NV,-0.5
2011,CA,-0.5
2011,FL,-0.5
2011,FL,-0.5
2011,NV,-0.5
2011,NM,-0.5
2011,MS,-0.5
2011,TX,-0.6
2011,FL,-0.6
2011,MS,-0.6
2011,GA,-0.7
2011,LA,-0.7
2011,CA,-0.7
2011,FL,-0.7
2011,SC,-0.7
2011,MI,-0.7
2011,CT,-0.8
2011,FL,-0.8
2011,CA,-0.8
2011,CA,-0.8
2011,FL,-0.8
2011,FL,-0.8
2011,FL,-0.9
2011,IN,-0.9
2011,IA,-0.9
2011,NE,-0.9
2011,CA,-0.9
2011,AL,-0.9
2011,TX,-0.9
2011,VA,-1.0
2011,LA,-1.1
2011,SC,-1.2
2011,MS,-1.3
2011,FL,-1.6
2011,FL,-1.7
2011,CA,-1.7
2011,TN,-1.8
2012,FL,7.6
2012,FL,6.9
2012,CA,6.4
2012,TN,6.4
2012,NE,6.3
2012,TX,6.0
2012,TX,5.8
2012,IL,5.8
2012,LA,5.1
2012,AZ,5.1
2012,MO,4.8
2012,OR,4.6
2012,KS,4.2
2012,OK,4.2
2012,FL,4.2
2012,GA,4.1
2012,OH,4.0
2012,AZ,3.9
2012,KY,3.9
2012,VA,3.9
2012,FL,3.8
2012,MO,3.8
2012,AL,3.8
2012,GA,3.8
2012,AZ,3.5
2012,TX,3.5
2012,IN,3.4
2012,IL,3.4
2012,TN,3.4
2012,TX,3.4
2012,ID,3.4
2012,IL,3.3
2012,FL,3.3
2012,LA,3.3
2012,AL,3.3
2012,CA,3.1
2012,CA,3.0
2012,FL,2.9
2012,TN,2.9
2012,TX,2.8
2012,MS,2.8
2012,NC,2.8
2012,AR,2.7
2012,NC,2.6
2012,TN,2.6
2012,FL,2.6
2012,CA,2.6
2012,GA,2.6
2012,NY,2.5
2012,FL,2.5
2012,CA,2.5
2012,CA,2.5
2012,CA,2.4
2012,CA,2.4
2012,MA,2.4
2012,AZ,2.4
2012,AZ,2.4
2012,MO,2.4
2012,NJ,2.3
2012,FL,2.3
2012,NV,2.3
2012,TX,2.3
2012,TX,2.3
2012,AL,2.2
2012,CA,2.2
2012,MD,2.2
2012,SC,2.1
2012,KS,2.1
2012,FL,2.1
2012,AL,2.1
2012,TX,2.1
2012,TX,2.0
2012,NJ,1.9
2012,CA,1.8
2012,FL,1.8
2012,MS,1.8
2012,TX,1.7
2012,AZ,1.7
2012,OH,1.7
2012,CA,1.6
2012,TN,1.6
2012,CA,1.6
2012,FL,1.5
2012,TN,1.5
2012,AL,1.5
2012,FL,1.5
2012,TX,1.5
2012,FL,1.5
2012,FL,1.5
2012,NJ,1.4
2012,VA,1.4
2012,LA,1.4
2012,TX,1.4
2012,TX,1.4
2012,TX,1.4
2012,NC,1.3
2012,TX,1.3
2012,TX,1.3
2012,IL,1.2
2012,IN,1.2
2012,CA,1.2
2012,TX,1.1
2012,CT,1.1
2012,RI,1.1
2012,OH,1.0
2012,NC,1.0
2012,AZ,1.0
2012,FL,1.0
2012,AL,1.0
2012,FL,1.0
2012,OR,0.9
2012,AR,0.9
2012,OK,0.9
2012,IN,0.9
2012,SC,0.9
2012,CA,0.9
2012,CA,0.9
2012,CA,0.9
2012,CA,0.9
2012,MD,0.9
2012,GA,0.8
2012,CT,0.8
2012,KS,0.8
2012,IL,0.8
2012,MN,0.8
2012,CA,0.8
2012,MI,0.8
2012,CA,0.8
2012,FL,0.8
2012,MS,0.7
2012,OH,0.7
2012,CA,0.7
2012,CA,0.6
2012,MA,0.6
2012,OH,0.6
2012,OH,0.6
2012,FL,0.6
2012,SC,0.6
2012,WI,0.6
2012,NY,0.5
2012,TN,0.5
2012,TX,0.5
2012,CA,0.5
2012,CA,0.5
2012,MI,0.5
2012,NC,0.5
2012,NV,0.5
2012,AL,0.5
2012,AL,0.5
2012,FL,0.5
2012,VA,0.5
2012,IN,0.5
2012,IA,0.5
2012,NE,0.5
2012,MS,0.5
2012,AZ,0.5
2012,AZ,0.5
2012,CO,0.5
2012,IL,0.5
2012,KY,0.4
2012,CA,0.4
2012,FL,0.4
2012,NE,0.4
2012,NC,0.4
2012,CA,0.4
2012,CA,0.3
2012,OK,0.3
2012,CA,0.3
2012,CA,0.3
2012,NC,0.3
2012,CA,0.3
2012,CA,0.3
2012,AL,0.3
2012,OK,0.3
2012,FL,0.3
2012,SC,0.3
2012,MS,0.3
2012,FL,0.3
2012,OK,0.3
2012,CA,0.3
2012,GA,0.2
2012,MA,0.2
2012,SC,0.2
2012,NV,0.2
2012,UT,0.2
2012,LA,0.2
2012,SC,0.2
2012,PA,0.2
2012,SC,0.2
2012,FL,0.2
2012,TX,0.2
2012,CA,0.2
2012,LA,0.2
2012,TX,0.2
2012,TX,0.2
2012,VA,0.2
2012,FL,0.2
2012,CA,0.2
2012,CA,0.2
2012,NC,0.2
2012,MI,0.1
2012,AZ,0.1
2012,FL,0.1
2012,WV,0.1
2012,WV,0.0
2012,TX,0.1
2012,IL,0.1
2012,KS,0.1
2012,VA,0.1
2012,TN,0.1
2012,VA,0.1
2012,FL,0.1
2012,CA,0.1
2012,AL,0.1
2012,CA,0.1
2012,WA,0.1
2012,TX,0.1
2012,AZ,0.1
2012,KY,0.1
2012,IL,0.1
2012,TX,0.1
2012,TX,0.1
2012,KS,0.1
2012,CA,0.1
2012,CA,0.1
2012,CA,0.1
2012,LA,0.1
2012,CA,0.1
2012,IL,0.0
2012,TX,0.0
2012,FL,0.0
2012,TX,0.0
2012,CA,0.0
2012,TX,0.0
2012,TX,0.0
2012,NY,0.0
2012,IN,0.0
2012,OH,0.0
2012,NC,0.0
2012,NY,0.0
2012,CA,0.0
2012,LA,0.0
2012,CT,0.0
2012,SC,0.0
2012,FL,0.0
2012,CA,0.0
2012,MI,0.0
2012,OK,0.0
2012,OH,0.0
2012,GA,0.0
2012,CA,0.0
2012,NJ,0.0
2012,VA,0.0
2012,CT,0.0
2012,TN,0.0
2012,FL,0.0
2012,CA,0.0
2012,LA,0.0
2012,TX,0.0
2012,AZ,0.0
2012,NC,0.0
2012,TX,0.0
2012,VA,0.0
2012,AZ,0.0
2012,CA,0.0
2012,TN,0.0
2012,TX,0.0
2012,MD,0.0
2012,NE,0.0
2012,NE,0.0
2012,CA,0.0
2012,FL,0.0
2012,FL,0.0
2012,TX,0.0
2012,TN,0.0
2012,CA,0.0
2012,FL,0.0
2012,LA,0.0
2012,CA,0.0
2012,TX,0.0
2012,TX,0.0
2012,MO,0.0
2012,TX,0.0
2012,MS,0.0
2012,VA,0.0
2012,KY,0.0
2012,NE,0.0
2012,OH,0.0
2012,SC,0.0
2012,NE,0.0
2012,NJ,0.0
2012,OR,0.0
2012,CA,0.0
2012,OH,0.0
2012,VA,0.0
2012,CA,0.0
2012,CA,0.0
2012,CA,0.0
2012,TX,0.0
2012,NC,0.0
2012,CA,0.0
2012,CA,0.0
2012,CA,0.0
2012,TX,0.0
2012,CA,0.0
2012,TX,0.0
2012,OK,0.0
2012,IL,0.0
2012,KS,0.0
2012,OH,0.0
2012,CA,0.0
2012,LA,0.0
2012,ME,0.0
2012,FL,0.0
2012,GA,0.0
2012,LA,0.0
2012,TX,0.0
2012,MO,0.0
2012,NC,0.0
2012,IL,0.0
2012,NJ,0.0
2012,WA,0.0
2012,IL,0.0
2012,NC,0.0
2012,OK,0.0
2012,TX,0.0
2012,TX,0.0
2012,TX,0.0
2012,MI,0.0
2012,TX,0.0
2012,CA,0.0
2012,CA,0.0
2012,TN,0.0
2012,TX,0.0
2012,NC,0.0
2012,GA,0.0
2012,TX,0.0
2012,CA,0.0
2012,CA,0.0
2012,CA,0.0
2012,TX,0.0
2012,AL,0.0
2012,IL,0.0
2012,CA,0.0
2012,CA,0.0
2012,NE,0.0
2012,KY,0.0
2012,CA,0.0
2012,TX,0.0
2012,TN,0.0
2012,CA,0.0
2012,AR,0.0
2012,NY,0.0
2012,IL,0.0
2012,NY,0.0
2012,AR,0.0
2012,MS,0.0
2012,SC,0.0
2012,IN,0.0
2012,TX,0.0
2012,IN,0.0
2012,TN,0.0
2012,ID,0.0
2012,TX,0.0
2012,VA,0.0
2012,PA,0.0
2012,LA,0.0
2012,TX,0.0
2012,TX,0.0
2012,UT,0.0
2012,NC,0.0
2012,FL,0.0
2012,IN,0.0
2012,VA,0.0
2012,MA,0.0
2012,CA,0.0
2012,CA,0.0
2012,MS,0.0
2012,OK,0.0
2012,OK,0.0
2012,WA,0.0
2012,AZ,0.0
2012,FL,0.0
2012,NC,0.0
2012,NC,0.0
2012,LA,0.0
2012,CA,0.0
2012,SC,0.0
2012,TX,0.0
2012,WA,0.0
2012,NY,0.0
2012,PA,0.0
2012,NY,0.0
2012,FL,0.0
2012,CA,0.0
2012,CA,0.0
2012,NC,0.0
2012,FL,0.0
2012,MA,0.0
2012,MO,0.0
2012,MO,0.0
2012,GA,0.0
2012,LA,0.0
2012,MO,0.0
2012,MO,0.0
2012,MS,0.0
2012,AR,0.0
2012,SC,0.0
2012,CA,0.0
2012,OR,0.0
2012,OR,0.0
2012,KS,0.0
2012,FL,0.0
2012,MN,0.0
2012,AZ,0.0
2012,CA,0.0
2012,CA,0.0
2012,MS,0.0
2012,TN,0.0
2012,MI,0.0
2012,MI,0.0
2012,CA,0.0
2012,NV,0.0
2012,TX,0.0
2012,TX,0.0
2012,CA,0.0
2012,VA,0.0
2012,KY,0.0
2012,CA,0.0
2012,AL,0.0
2012,FL,0.0
2012,CA,0.0
2012,AZ,0.0
2012,CO,0.0
2012,AL,0.0
2012,KY,0.0
2012,CA,0.0
2012,CA,0.0
2012,TX,0.0
2012,AL,0.0
2012,CA,0.0
2012,FL,0.0
2012,TX,0.0
2012,CA,0.0
2012,TX,0.0
2012,CA,0.0
2012,VA,0.0
2012,CT,0.0
2012,CA,0.0
2012,SC,0.0
2012,FL,0.0
2012,MS,0.0
2012,CA,0.0
2012,OH,0.0
2012,AR,0.0
2012,AZ,0.0
2012,OH,0.0
2012,VA,0.0
2012,TX,0.0
2012,CA,0.0
2012,FL,0.0
2012,TX,0.0
2012,CA,0.0
2012,IN,0.0
2012,AL,0.0
2012,OH,0.0
2012,MI,0.0
2012,SC,0.0
2012,TX,0.0
2012,NY,0.0
2012,CA,0.0
2012,PA,0.0
2012,KY,0.0
2012,NE,0.0
2012,TX,0.0
2012,IL,0.0
2012,MS,0.0
2012,LA,0.0
2012,LA,0.0
2012,CA,0.0
2012,CA,0.0
2012,NJ,1.9
2012,NJ,0.0
2012,KS,0.0
2012,KS,0.0
2012,MO,0.0
2012,PA,-0.1
2012,SC,-0.1
2012,AZ,-0.1
2012,NE,-0.1
2012,AZ,-0.1
2012,MI,-0.1
2012,CA,-0.1
2012,CA,-0.1
2012,FL,-0.1
2012,CA,-0.1
2012,KY,-0.1
2012,FL,-0.1
2012,TN,-0.1
2012,OR,-0.1
2012,OR,-0.1
2012,CA,-0.1
2012,OH,-0.1
2012,CA,-0.1
2012,TX,-0.1
2012,CA,-0.1
2012,OH,-0.1
2012,VA,-0.1
2012,MO,-0.1
2012,MO,-0.1
2012,CA,-0.1
2012,MS,-0.1
2012,NV,-0.1
2012,IN,-0.1
2012,PA,-0.1
2012,TN,-0.1
2012,OK,-0.1
2012,AL,-0.1
2012,CA,-0.1
2012,IN,-0.1
2012,OH,-0.1
2012,NC,-0.1
2012,VA,-0.1
2012,MO,-0.1
2012,LA,-0.1
2012,AZ,-0.1
2012,VA,-0.1
2012,IN,-0.1
2012,CA,-0.1
2012,CA,-0.1
2012,CA,-0.1
2012,CA,-0.1
2012,CA,-0.2
2012,LA,-0.2
2012,NC,-0.2
2012,CA,-0.2
2012,SC,-0.2
2012,AZ,-0.2
2012,CA,-0.2
2012,GA,-0.2
2012,UT,-0.2
2012,CA,-0.2
2012,IL,-0.2
2012,KS,-0.2
2012,FL,-0.2
2012,CA,-0.2
2012,TX,-0.2
2012,CA,-0.2
2012,TX,-0.2
2012,CA,-0.2
2012,PA,-0.2
2012,NC,-0.2
2012,TN,-0.2
2012,WA,-0.2
2012,NJ,-0.2
2012,CT,-0.2
2012,CA,-0.2
2012,TX,-0.2
2012,FL,-0.2
2012,CA,-0.2
2012,CA,-0.2
2012,KY,-0.3
2012,NC,-0.3
2012,CA,-0.3
2012,TX,-0.3
2012,FL,-0.3
2012,FL,-0.3
2012,TN,-0.3
2012,CA,-0.3
2012,FL,-0.3
2012,MS,-0.3
2012,LA,-0.3
2012,MS,-0.3
2012,CA,-0.3
2012,CA,-0.3
2012,CA,-0.3
2012,NM,-0.3
2012,VA,-0.3
2012,MI,-0.3
2012,WI,-0.3
2012,MO,-0.3
2012,SC,-0.3
2012,LA,-0.3
2012,AZ,-0.3
2012,CA,-0.3
2012,AL,-0.4
2012,MO,-0.4
2012,MO,-0.4
2012,AZ,-0.4
2012,OK,-0.4
2012,WA,-0.4
2012,CA,-0.4
2012,FL,-0.4
2012,CA,-0.4
2012,MS,-0.4
2012,TX,-0.4
2012,LA,-0.4
2012,AZ,-0.5
2012,LA,-0.5
2012,KS,-0.5
2012,GA,-0.5
2012,CA,-0.5
2012,CA,-0.5
2012,VA,0.0
2012,VA,-0.5
2012,GA,-0.6
2012,GA,-0.6
2012,SC,-0.6
2012,PA,-0.6
2012,AZ,-0.6
2012,LA,-0.6
2012,AZ,-0.6
2012,FL,-0.6
2012,FL,-0.6
2012,TX,-0.6
2012,FL,-0.6
2012,MO,-0.7
2012,WA,-0.7
2012,WA,-0.7
2012,OH,-0.7
2012,GA,-0.7
2012,CA,-0.7
2012,CA,-0.8
2012,OK,-0.8
2012,FL,-0.8
2012,PA,-0.8
2012,CA,-0.8
2012,NV,-0.9
2012,FL,-0.9
2012,NC,-0.9
2012,CA,-0.9
2012,CA,-1.0
2012,WA,-1.0
2012,ID,-1.0
2012,CA,-1.0
2012,LA,-1.0
2012,CA,-1.0
2012,CA,-1.0
2012,CA,-1.0
2012,SC,-1.1
2012,OH,-1.1
2012,AL,-1.1
2012,CA,-1.1
2012,AR,-1.1
2012,PA,-1.1
2012,SC,-1.1
2012,NC,-1.1
2012,MO,-1.2
2012,NC,-1.4
2012,MS,-1.5
2012,CT,-1.6
2012,CA,-1.7
2012,CA,-1.8
2012,FL,-1.9
2012,CA,-2.0
2012,CA,-2.0
2012,OK,-2.0
2013,AL,7.7
2013,TX,7.1
2013,TX,6.5
2013,TX,6.5
2013,AZ,6.3
2013,CA,6.2
2013,CA,6.2
2013,OR,5.7
2013,AZ,5.7
2013,KY,5.7
2013,FL,5.3
2013,CA,5.3
2013,TX,5.1
2013,IL,5.1
2013,AZ,5.0
2013,AZ,5.0
2013,MO,5.0
2013,GA,4.6
2013,GA,4.6
2013,FL,4.3
2013,SC,4.3
2013,NE,4.3
2013,TX,4.2
2013,CA,4.1
2013,MA,4.1
2013,FL,4.0
2013,FL,3.9
2013,TN,3.9
2013,NC,3.9
2013,CA,3.8
