,Player,PER,PER_Percentile,state,college
2758,Diante Garrett,7.1,11,IL,Southern Illinois University
2759,Stanley Johnson,9.0,19,KY,Murray State University
2760,Stanley Johnson,8.7,18,KY,Murray State University
2761,Stanley Johnson,7.2,11,KY,Murray State University
2762,Ryan Gomes,9.0,19,RI,Providence College
2763,Ryan Gomes,4.4,5,RI,Providence College
2764,Ryan Gomes,0.2,2,RI,Providence College
2765,Carlos Arroyo,9.0,19,FL,Florida International University
2766,Okaro White,8.9,19,FL,Florida State University
2767,Okaro White,7.5,12,FL,Florida State University
2768,Earl Barron,8.9,19,TN,University of Memphis
2769,Earl Barron,6.2,9,TN,University of Memphis
2770,Earl Barron,5.0,6,TN,University of Memphis
2771,Earl Barron,4.7,6,TN,University of Memphis
2772,Carldell Johnson,8.9,19,AL,University of Alabama at Birmingham
2773,Francisco Elson,8.9,19,CA,University of California
2774,Francisco Elson,6.3,9,CA,University of California
2775,DeAndre' Bembry,8.8,18,PA,Saint Joseph's University
2776,DeAndre' Bembry,7.6,13,PA,Saint Joseph's University
2777,Chris Singleton,8.8,18,FL,Florida State University
2778,Chris Singleton,8.3,16,FL,Florida State University
2779,Chris Singleton,7.8,14,FL,Florida State University
2780,Morris Almond,8.7,18,TX,Rice University
2781,Quentin Richardson,8.7,18,IL,DePaul University
2782,Quentin Richardson,8.1,15,IL,DePaul University
2783,Quentin Richardson,0.7,2,IL,DePaul University
2784,Quincy Miller,8.6,17,TX,Baylor University
2785,Quincy Miller,7.4,12,TX,Baylor University
2786,Quincy Miller,5.9,8,TX,Baylor University
2787,Patrick McCaw,8.6,17,NV,"University of Nevada, Las Vegas"
2788,Patrick McCaw,7.4,12,NV,"University of Nevada, Las Vegas"
2789,Travis Wear,8.5,17,CA,"University of California, Los Angeles"
2790,Travis Wear,6.9,11,CA,"University of California, Los Angeles"
2791,Alex Kirk,8.5,17,NM,University of New Mexico
2792,Chris Duhon,8.4,16,NC,Duke University
2793,Chris Duhon,8.0,14,NC,Duke University
2794,Chris Duhon,5.6,7,NC,Duke University
2795,Jason Williams,8.4,16,NY,St. John's University
2796,DeQuan Jones,8.4,16,FL,University of Miami
2797,Cleanthony Early,8.4,16,KS,Wichita State University
2798,Cleanthony Early,2.2,3,KS,Wichita State University
2799,Raja Bell,8.3,16,FL,Florida International University
2800,Raja Bell,8.2,15,FL,Florida International University
2801,Melvin Ely,8.3,16,CA,"California State University, Fresno"
2802,Melvin Ely,3.9,4,CA,"California State University, Fresno"
2803,Royal Ivey,8.2,15,TX,University of Texas at Austin
2804,Royal Ivey,8.1,15,TX,University of Texas at Austin
2805,Royal Ivey,4.7,6,TX,University of Texas at Austin
2806,Royal Ivey,-16.5,0,TX,University of Texas at Austin
2807,Josh Powell,8.0,14,NC,North Carolina State University
2808,Josh Powell,2.5,3,NC,North Carolina State University
2809,Kim English,7.9,14,MI,University of Missouri
2810,Elijah Millsap,7.9,14,AL,University of Alabama at Birmingham
2811,Elijah Millsap,6.5,9,AL,University of Alabama at Birmingham
2812,Elijah Millsap,-3.4,1,AL,University of Alabama at Birmingham
2813,Nolan Smith,7.8,14,NC,Duke University
2814,Nolan Smith,7.1,11,NC,Duke University
2815,Marcus Cousin,7.8,14,TX,University of Houston
2816,Jerry Smith,7.8,14,KY,University of Louisville
2817,Dorian Finney-Smith,7.7,13,FL,University of Florida
2818,Dorian Finney-Smith,7.6,13,FL,University of Florida
2819,Joey Graham,7.7,13,OK,Oklahoma State University
2820,Elias Harris,7.6,13,WA,Gonzaga University
2821,James Posey,7.5,12,OH,Xavier University
2822,Chris Quinn,7.5,12,IN,University of Notre Dame
2823,Chris Quinn,1.3,2,IN,University of Notre Dame
2824,Doron Lamb,7.5,12,KY,University of Kentucky
2825,Doron Lamb,4.8,6,KY,University of Kentucky
2826,Adonis Thomas,7.3,12,TN,University of Memphis
2827,Stephen Zimmerman,7.3,12,NV,"University of Nevada, Las Vegas"
2828,Edwin Ubiles,7.3,12,NY,Siena College
2829,Ben Hansbrough,7.2,11,IN,University of Notre Dame
2830,Walker Russell,7.2,11,MI,Western Michigan University
2831,Branden Dawson,7.1,11,MI,Michigan State University
2832,Justin Harper,6.9,11,VA,University of Richmond
2833,Justin Harper,4.9,6,VA,University of Richmond
2834,Justin Harper,1.7,3,VA,University of Richmond
2835,Damian Jones,6.8,10,TX,University of Houston
2836,Damian Jones,5.3,7,TX,University of Houston
2837,Mustafa Shakur,6.8,10,AZ,University of Arizona
2838,Mustafa Shakur,-8.8,0,AZ,University of Arizona
2839,Marcus Banks,6.8,10,NV,"University of Nevada, Las Vegas"
2840,Cameron Bairstow,6.8,10,NM,University of New Mexico
2841,Cameron Bairstow,2.1,3,NM,University of New Mexico
2842,Terrel Harris,6.7,10,OK,Oklahoma State University
2843,Terrel Harris,-3.8,1,OK,Oklahoma State University
2844,Antonio Daniels,6.7,10,OH,Bowling Green State University
2845,Kyle Wiltjer,6.7,10,WA,Gonzaga University
2846,Glen Rice,6.6,10,MI,University of Michigan
2847,Glen Rice,-3.6,1,MI,University of Michigan
2848,Daniel Ochefu,6.6,10,PA,Villanova University
2849,Dennis Horner,6.6,10,NC,North Carolina State University
2850,Mikki Moore,6.3,9,NE,University of Nebraska
2851,Tyshawn Taylor,6.2,9,KS,University of Kansas
2852,Tyshawn Taylor,5.4,7,KS,University of Kansas
2853,Joel Przybilla,6.2,9,MN,University of Minnesota
2854,Joel Przybilla,6.0,8,MN,University of Minnesota
2855,Joel Przybilla,3.3,4,MN,University of Minnesota
2856,James Nunnally,6.1,9,CA,"University of California, Santa Barbara"
2857,Bobby Simmons,6.0,8,IL,DePaul University
2858,Bobby Simmons,-5.5,0,IL,DePaul University
2859,Keith Benson,6.0,8,IN,Indiana University
2860,Scott Machado,6.0,8,NY,Iona College
2861,Marquis Teague,6.0,8,KY,University of Kentucky
2862,Marquis Teague,5.7,7,KY,University of Kentucky
2863,Marquis Teague,3.8,4,KY,University of Kentucky
2864,Devyn Marble,5.9,8,IA,University of Iowa
2865,Devyn Marble,5.2,7,IA,University of Iowa
2866,Will Cherry,5.8,8,MT,University of Montana
2867,Semaj Christon,5.7,7,OH,Xavier University
2868,Peyton Siva,5.7,7,KY,University of Louisville
2869,Luke Zeller,5.6,7,IN,University of Notre Dame
2870,Jason Collins,5.4,7,FL,Florida State University
2871,Jason Collins,4.1,5,FL,Florida State University
2872,Jason Collins,3.7,4,FL,Florida State University
2873,Jason Collins,3.0,3,FL,Florida State University
2874,Gal Mekel,5.4,7,KS,Wichita State University
2875,Gal Mekel,0.5,2,KS,Wichita State University
2876,Hamady N'Diaye,5.3,7,NJ,Rutgers University
2877,Hamady N'Diaye,2.9,3,NJ,Rutgers University
2878,Hamady N'Diaye,-13.1,0,NJ,Rutgers University
2879,Ime Udoka,5.3,7,OR,Portland State University
2880,Lamar Patterson,5.1,6,PA,University of Pittsburgh
2881,Lamar Patterson,-1.9,1,PA,University of Pittsburgh
2882,Aaron Harrison,5.1,6,KY,University of Kentucky
2883,Aaron Harrison,4.3,5,KY,University of Kentucky
2884,Aaron Harrison,-2.2,1,KY,University of Kentucky
2885,Jamaal Franklin,4.9,6,CA,San Diego State University
2886,Jamaal Franklin,4.7,6,CA,San Diego State University
2887,Jake Layman,4.9,6,MD,University of Maryland
2888,Jake Layman,4.9,6,MD,University of Maryland
2889,Fab Melo,4.9,6,NY,Syracuse University
2890,Sean Marks,4.9,6,CA,University of California
2891,Nick Johnson,4.8,6,AZ,University of Arizona
2892,Justin Dentmon,4.8,6,WA,University of Washington
2893,Justin Dentmon,-19.4,0,WA,University of Washington
2894,Jawad Williams,4.8,6,NY,St. John's University
2895,Jerrelle Benimon,4.7,6,MD,Towson University
2896,Charlie Bell,4.7,6,MI,Michigan State University
2897,Jason Kapono,4.5,5,CA,"University of California, Los Angeles"
2898,Jason Kapono,1.6,2,CA,"University of California, Los Angeles"
2899,Larry Drew,4.5,5,MI,University of Missouri
2900,Larry Drew,2.9,3,MI,University of Missouri
2901,Stephen Graham,4.4,5,OK,Oklahoma State University
2902,Theo Ratliff,4.4,5,WY,University of Wyoming
2903,Craig Brackins,4.3,5,IA,Iowa State University
2904,Craig Brackins,0.1,2,IA,Iowa State University
2905,Duje Dukan,4.2,5,WI,University of Wisconsin
2906,Vander Blue,4.0,5,WI,Marquette University
2907,Vander Blue,0.5,2,WI,Marquette University
2908,Vander Blue,-1.8,1,WI,Marquette University
2909,Drew Gordon,3.7,4,NM,University of New Mexico
2910,Quinton Ross,3.7,4,TX,Southern Methodist University
2911,Chris Babb,3.7,4,IA,Iowa State University
2912,Sherron Collins,3.6,4,KS,University of Kansas
2913,Josh Selby,3.3,4,KS,University of Kansas
2914,Josh Selby,0.1,2,KS,University of Kansas
2915,Malik Allen,3.3,4,PA,Villanova University
2916,David Wear,2.4,3,CA,"University of California, Los Angeles"
2917,Mychel Thompson,2.2,3,MN,University of Minnesota
2918,Morris Peterson,1.7,3,MI,Michigan State University
2919,Jarron Collins,1.6,2,FL,Florida State University
2920,Grant Jerrett,1.5,2,AZ,University of Arizona
2921,Darius Songaila,1.2,2,NC,Wake Forest University
2922,Jerel McNeal,1.2,2,WI,Marquette University
2923,Patrick Ewing,0.6,2,DC,Georgetown University
2924,Kris Joseph,0.6,2,NY,Syracuse University
2925,Ronald Dupree,0.5,2,LA,Louisiana State University
2926,Erik Murphy,0.2,2,FL,University of Florida
2927,Xavier Silas,0.1,2,IL,Northern Illinois University
2928,Xavier Silas,-4.9,0,IL,Northern Illinois University
2929,Brian Skinner,0.0,2,TX,Baylor University
2930,Brian Skinner,-14.6,0,TX,Baylor University
2931,Chris Smith,0.0,2,PA,University of Pittsburgh
2932,Joe Smith,-0.1,2,CO,University of Southern Colorado
2933,Mike Tobey,-0.1,2,VA,University of Virginia
2934,Pops Mensah-Bonsu,-0.1,2,DC,George Washington University
2935,Kalin Lucas,-0.7,1,MI,Michigan State University
2936,Jeff Foote,-0.9,1,NY,Cornell University
2937,Shane Edwards,-1.0,1,AR,University of Arkansas at Little Rock
2938,Diamond Stone,-1.2,1,MD,University of Maryland
2939,Andy Rautins,-1.2,1,NY,Syracuse University
2940,Michael Gbinije,-2.1,1,NY,Syracuse University
2941,Patrick Christopher,-2.6,1,CA,University of California
2942,Luis Montero,-2.7,1,PA,Westchester CC
2943,Luis Montero,-15.5,0,PA,Westchester CC
2944,Darington Hobson,-3.3,1,NM,University of New Mexico
2945,Kelenna Azubuike,-3.4,1,KY,University of Kentucky
2946,Kevin Murphy,-4.5,1,TN,Tennessee Technological University
2947,Scotty Hopson,-4.6,1,TN,University of Tennessee
2948,Scotty Hopson,-6.5,0,TN,University of Tennessee
2949,Keith Appling,-4.8,0,MI,Michigan State University
2950,Larry Hughes,-4.8,0,MI,Saint Louis University
2951,Antoine Wright,-4.8,0,TX,Texas A&M University
2952,Andre Dawkins,-5.0,0,NC,Duke University
2953,Darius Johnson-Odom,-6.7,0,NY,Syracuse University
2954,Darius Johnson-Odom,-23.0,0,NY,Syracuse University
2955,Blake Ahearn,-7.3,0,MO,Missouri State University
2956,Royce White,-8.3,0,AL,University of South Alabama
2957,Gani Lawal,-9.1,0,GA,Georgia Institute of Technology
2958,Patricio Garino,-9.2,0,DC,George Washington University
2959,Will Conroy,-15.2,0,WA,University of Washington
2960,Ben Bentil,-17.6,0,RI,Providence College
