,Player,PER,PER_Percentile,state,college
1771,Lance Stephenson,7.0,11,OH,University of Cincinnati
1772,Lance Stephenson,5.5,7,OH,University of Cincinnati
1773,Joel Anthony,14.7,65,NV,"University of Nevada, Las Vegas"
1774,Joel Anthony,14.1,60,NV,"University of Nevada, Las Vegas"
1775,Joel Anthony,11.6,39,NV,"University of Nevada, Las Vegas"
1776,Joel Anthony,10.4,29,NV,"University of Nevada, Las Vegas"
1777,Joel Anthony,10.3,28,NV,"University of Nevada, Las Vegas"
1778,Joel Anthony,8.1,15,NV,"University of Nevada, Las Vegas"
1779,Joel Anthony,7.3,12,NV,"University of Nevada, Las Vegas"
1780,Ben Uzoh,14.7,65,OK,University of Tulsa
1781,Ben Uzoh,10.9,33,OK,University of Tulsa
1782,Dahntay Jones,14.7,65,TX,University of Houston
1783,Dahntay Jones,13.7,56,TX,University of Houston
1784,Dahntay Jones,10.3,28,TX,University of Houston
1785,Dahntay Jones,10.3,28,TX,University of Houston
1786,Dahntay Jones,6.4,9,TX,University of Houston
1787,Dahntay Jones,1.9,3,TX,University of Houston
1788,Anthony Bennett,14.7,65,NV,"University of Nevada, Las Vegas"
1789,Anthony Bennett,11.4,37,NV,"University of Nevada, Las Vegas"
1790,Anthony Bennett,10.4,29,NV,"University of Nevada, Las Vegas"
1791,Anthony Bennett,6.9,11,NV,"University of Nevada, Las Vegas"
1792,Derrick Brown,14.7,65,FL,Jacksonville University
1793,Derrick Brown,12.9,50,FL,Jacksonville University
1794,Corey Brewer,14.7,65,FL,University of Florida
1795,Corey Brewer,13.9,58,FL,University of Florida
1796,Corey Brewer,13.7,56,FL,University of Florida
1797,Corey Brewer,12.7,48,FL,University of Florida
1798,Corey Brewer,11.2,35,FL,University of Florida
1799,Corey Brewer,11.0,34,FL,University of Florida
1800,Corey Brewer,9.9,25,FL,University of Florida
1801,Corey Brewer,9.1,20,FL,University of Florida
1802,Brian Roberts,14.6,64,OH,University of Dayton
1803,Brian Roberts,13.8,57,OH,University of Dayton
1804,Brian Roberts,13.4,54,OH,University of Dayton
1805,Brian Roberts,11.7,40,OH,University of Dayton
1806,Brian Roberts,9.8,24,OH,University of Dayton
1807,Zach LaVine,14.6,64,CA,"University of California, Los Angeles"
1808,Zach LaVine,14.6,64,CA,"University of California, Los Angeles"
1809,Zach LaVine,14.3,61,CA,"University of California, Los Angeles"
1810,Zach LaVine,11.3,36,CA,"University of California, Los Angeles"
1811,Eric Dawson,14.6,64,TX,Midwestern State University
1812,Travis Leslie,14.6,64,GA,University of Georgia
1813,Stephen Jackson,14.6,64,AL,University of Alabama at Birmingham
1814,Stephen Jackson,10.7,31,AL,University of Alabama at Birmingham
1815,Stephen Jackson,8.0,14,AL,University of Alabama at Birmingham
1816,Stephen Jackson,0.1,2,AL,University of Alabama at Birmingham
1817,Justin Hamilton,14.6,64,LA,Louisiana State University
1818,Justin Hamilton,13.6,56,LA,Louisiana State University
1819,Justin Hamilton,11.9,41,LA,Louisiana State University
1820,Pascal Siakam,14.5,63,NM,New Mexico State University
1821,Pascal Siakam,11.5,38,NM,New Mexico State University
1822,Jordan Williams,14.5,63,NM,New Mexico State University
1823,Kris Dunn,14.5,63,RI,Providence College
1824,Kris Dunn,8.1,15,RI,Providence College
1825,Dion Waiters,14.5,63,NY,Syracuse University
1826,Dion Waiters,14.0,59,NY,Syracuse University
1827,Dion Waiters,13.7,56,NY,Syracuse University
1828,Dion Waiters,10.9,33,NY,Syracuse University
1829,Dion Waiters,10.5,29,NY,Syracuse University
1830,Dion Waiters,9.4,22,NY,Syracuse University
1831,Bryce Cotton,14.5,63,RI,Providence College
1832,Bryce Cotton,1.7,3,RI,Providence College
1833,Kent Bazemore,14.5,63,VA,Old Dominion University
1834,Kent Bazemore,13.4,54,VA,Old Dominion University
1835,Kent Bazemore,11.5,38,VA,Old Dominion University
1836,Kent Bazemore,11.3,36,VA,Old Dominion University
1837,Kent Bazemore,11.2,35,VA,Old Dominion University
1838,Kent Bazemore,9.7,24,VA,Old Dominion University
1839,Frank Kaminsky,14.4,62,WI,University of Wisconsin
1840,Frank Kaminsky,13.0,50,WI,University of Wisconsin
1841,Frank Kaminsky,12.5,46,WI,University of Wisconsin
1842,Jason Kidd,14.4,62,CA,University of California
1843,Jason Kidd,13.5,55,CA,University of California
1844,Jason Kidd,13.1,51,CA,University of California
1845,Avery Bradley,14.4,62,TX,University of Texas at Austin
1846,Avery Bradley,13.2,52,TX,University of Texas at Austin
1847,Avery Bradley,12.7,48,TX,University of Texas at Austin
1848,Avery Bradley,11.5,38,TX,University of Texas at Austin
1849,Avery Bradley,11.3,36,TX,University of Texas at Austin
1850,Avery Bradley,9.6,23,TX,University of Texas at Austin
1851,Avery Bradley,8.8,18,TX,University of Texas at Austin
1852,Avery Bradley,2.2,3,TX,University of Texas at Austin
1853,Aaron Brooks,14.4,62,OR,University of Oregon
1854,Aaron Brooks,13.1,51,OR,University of Oregon
1855,Aaron Brooks,12.5,46,OR,University of Oregon
1856,Aaron Brooks,11.8,40,OR,University of Oregon
1857,Aaron Brooks,11.8,40,OR,University of Oregon
1858,Aaron Brooks,9.8,24,OR,University of Oregon
1859,Aaron Brooks,9.5,22,OR,University of Oregon
1860,Al-Farouq Aminu,14.4,62,NC,Wake Forest University
1861,Al-Farouq Aminu,13.7,56,NC,Wake Forest University
1862,Al-Farouq Aminu,13.2,52,NC,Wake Forest University
1863,Al-Farouq Aminu,12.7,48,NC,Wake Forest University
1864,Al-Farouq Aminu,12.0,42,NC,Wake Forest University
1865,Al-Farouq Aminu,11.3,36,NC,Wake Forest University
1866,Al-Farouq Aminu,10.6,30,NC,Wake Forest University
1867,Al-Farouq Aminu,9.6,23,NC,Wake Forest University
1868,Jeff Foster,14.3,61,TX,Texas State University
1869,Jeff Foster,11.1,34,TX,Texas State University
1870,Jerian Grant,14.3,61,NY,Syracuse University
1871,Jerian Grant,13.2,52,NY,Syracuse University
1872,Jerian Grant,11.2,35,NY,Syracuse University
1873,Caris LeVert,14.3,61,MI,University of Michigan
1874,Caris LeVert,12.3,44,MI,University of Michigan
1875,Renaldo Balkman,14.3,61,SC,University of South Carolina
1876,Renaldo Balkman,9.3,21,SC,University of South Carolina
1877,Rodney Hood,14.3,61,NC,Duke University
1878,Rodney Hood,14.1,60,NC,Duke University
1879,Rodney Hood,12.4,45,NC,Duke University
1880,Rodney Hood,12.3,44,NC,Duke University
1881,Solomon Alabi,14.2,61,FL,Florida State University
1882,Solomon Alabi,2.0,3,FL,Florida State University
1883,Gary Neal,14.2,61,MD,Towson University
1884,Gary Neal,13.5,55,MD,Towson University
1885,Gary Neal,13.1,51,MD,Towson University
1886,Gary Neal,12.5,46,MD,Towson University
1887,Gary Neal,11.5,38,MD,Towson University
1888,Gary Neal,11.1,34,MD,Towson University
1889,Gary Neal,-4.3,1,MD,Towson University
1890,Shabazz Napier,14.2,61,CT,University of Connecticut
1891,Shabazz Napier,13.6,56,CT,University of Connecticut
1892,Shabazz Napier,9.6,23,CT,University of Connecticut
1893,Shabazz Napier,9.3,21,CT,University of Connecticut
1894,Caron Butler,14.2,61,CT,University of Connecticut
1895,Caron Butler,12.4,45,CT,University of Connecticut
1896,Caron Butler,12.2,43,CT,University of Connecticut
1897,Caron Butler,11.7,40,CT,University of Connecticut
1898,Caron Butler,11.3,36,CT,University of Connecticut
1899,Caron Butler,9.3,21,CT,University of Connecticut
1900,Jordan McRae,14.2,61,TN,University of Tennessee
1901,Jordan McRae,9.7,24,TN,University of Tennessee
1902,Joey Dorsey,14.2,61,TN,University of Memphis
1903,Joey Dorsey,11.1,34,TN,University of Memphis
1904,Kenyon Martin,14.1,60,OH,University of Cincinnati
1905,Kenyon Martin,13.9,58,OH,University of Cincinnati
1906,Kenyon Martin,12.2,43,OH,University of Cincinnati
1907,Kenyon Martin,10.0,25,OH,University of Cincinnati
1908,Kenyon Martin,9.9,25,OH,University of Cincinnati
1909,Matt Bonner,14.1,60,FL,University of Florida
1910,Matt Bonner,13.5,55,FL,University of Florida
1911,Matt Bonner,13.2,52,FL,University of Florida
1912,Matt Bonner,11.8,40,FL,University of Florida
1913,Matt Bonner,11.2,35,FL,University of Florida
1914,Matt Bonner,10.1,26,FL,University of Florida
1915,Tyus Jones,14.1,60,NC,Duke University
1916,Tyus Jones,13.8,57,NC,Duke University
1917,Tyus Jones,11.2,35,NC,Duke University
1918,Cameron Payne,14.0,59,KY,Murray State University
1919,Cameron Payne,12.9,50,KY,Murray State University
1920,Cameron Payne,5.5,7,KY,Murray State University
1921,Norman Powell,14.0,59,CA,"University of California, Los Angeles"
1922,Norman Powell,13.3,53,CA,"University of California, Los Angeles"
1923,Norman Powell,8.5,17,CA,"University of California, Los Angeles"
1924,Jarell Martin,14.0,59,LA,Louisiana State University
1925,Jarell Martin,10.5,29,LA,Louisiana State University
1926,Jarell Martin,8.7,18,LA,Louisiana State University
1927,Daniel Orton,14.0,59,KY,University of Kentucky
1928,Daniel Orton,12.7,48,KY,University of Kentucky
1929,Daniel Orton,10.5,29,KY,University of Kentucky
1930,Tim Frazier,13.9,58,PA,Pennsylvania State University
1931,Tim Frazier,12.4,45,PA,Pennsylvania State University
1932,Tim Frazier,11.3,36,PA,Pennsylvania State University
1933,Tim Frazier,8.1,15,PA,Pennsylvania State University
1934,Ronny Turiaf,13.9,58,WA,Gonzaga University
1935,Ronny Turiaf,13.6,56,WA,Gonzaga University
1936,Ronny Turiaf,12.3,44,WA,Gonzaga University
1937,Ronny Turiaf,9.4,22,WA,Gonzaga University
1938,Ronny Turiaf,4.3,5,WA,Gonzaga University
1939,Michael Redd,13.9,58,OH,Ohio State University
1940,Michael Redd,9.7,24,OH,Ohio State University
1941,Donald Sloan,13.9,58,TX,Texas A&M University
1942,Donald Sloan,13.1,51,TX,Texas A&M University
1943,Donald Sloan,9.6,23,TX,Texas A&M University
1944,Donald Sloan,8.9,19,TX,Texas A&M University
1945,Donald Sloan,8.5,17,TX,Texas A&M University
1946,Willie Green,13.9,58,MI,University of Detroit Mercy
1947,Willie Green,11.8,40,MI,University of Detroit Mercy
1948,Willie Green,10.8,32,MI,University of Detroit Mercy
1949,Willie Green,7.9,14,MI,University of Detroit Mercy
1950,Willie Green,7.1,11,MI,University of Detroit Mercy
1951,Brandon Roy,13.9,58,WA,University of Washington
1952,Brandon Roy,8.3,16,WA,University of Washington
1953,Jarrod Uthoff,13.9,58,IA,University of Iowa
1954,Justin Anderson,13.9,58,VA,University of Virginia
1955,Justin Anderson,13.0,50,VA,University of Virginia
1956,Justin Anderson,12.3,44,VA,University of Virginia
1957,Anthony Tolliver,13.9,58,NE,Creighton University
1958,Anthony Tolliver,13.3,53,NE,Creighton University
1959,Anthony Tolliver,11.1,34,NE,Creighton University
1960,Anthony Tolliver,11.1,34,NE,Creighton University
1961,Anthony Tolliver,11.0,34,NE,Creighton University
1962,Anthony Tolliver,10.2,27,NE,Creighton University
1963,Anthony Tolliver,8.4,16,NE,Creighton University
1964,Anthony Tolliver,8.3,16,NE,Creighton University
1965,Martell Webster,13.9,58,MD,Morgan State University
1966,Martell Webster,12.4,45,MD,Morgan State University
1967,Martell Webster,11.5,38,MD,Morgan State University
1968,Martell Webster,10.0,25,MD,Morgan State University
1969,Martell Webster,5.9,8,MD,Morgan State University
1970,JaKarr Sampson,13.9,58,CA,University of California
1971,JaKarr Sampson,9.4,22,CA,University of California
1972,JaKarr Sampson,8.3,16,CA,University of California
1973,Mike James,13.9,58,PA,Duquesne University
1974,Mike James,13.7,56,PA,Duquesne University
1975,Mike James,9.5,22,PA,Duquesne University
1976,Mike James,1.5,2,PA,Duquesne University
1977,James Anderson,13.9,58,OK,Oklahoma State University
1978,James Anderson,10.9,33,OK,Oklahoma State University
1979,James Anderson,8.8,18,OK,Oklahoma State University
1980,James Anderson,8.5,17,OK,Oklahoma State University
1981,James Anderson,6.0,8,OK,Oklahoma State University
1982,Ronnie Brewer,13.8,57,AR,University of Arkansas
1983,Ronnie Brewer,12.3,44,AR,University of Arkansas
1984,Ronnie Brewer,10.0,25,AR,University of Arkansas
1985,Ronnie Brewer,3.4,4,AR,University of Arkansas
1986,Courtney Lee,13.8,57,KY,Western Kentucky University
1987,Courtney Lee,13.0,50,KY,Western Kentucky University
1988,Courtney Lee,12.6,47,KY,Western Kentucky University
1989,Courtney Lee,12.6,47,KY,Western Kentucky University
1990,Courtney Lee,12.2,43,KY,Western Kentucky University
1991,Courtney Lee,11.7,40,KY,Western Kentucky University
1992,Courtney Lee,11.5,38,KY,Western Kentucky University
1993,Courtney Lee,11.5,38,KY,Western Kentucky University
1994,Malcolm Thomas,13.8,57,CA,San Diego State University
1995,Malcolm Thomas,8.2,15,CA,San Diego State University
1996,Malcolm Thomas,7.1,11,CA,San Diego State University
1997,Malcolm Thomas,4.6,5,CA,San Diego State University
1998,Brandon Ingram,13.8,57,NC,Duke University
1999,Brandon Ingram,8.5,17,NC,Duke University
2000,Ike Diogu,13.7,56,AZ,Arizona State University
2001,Ike Diogu,-2.9,1,AZ,Arizona State University
2002,Josh Harrellson,13.7,56,KY,University of Kentucky
2003,Josh Harrellson,13.4,54,KY,University of Kentucky
2004,Josh Harrellson,8.5,17,KY,University of Kentucky
2005,Malik Beasley,13.7,56,FL,Florida State University
2006,Malik Beasley,9.0,19,FL,Florida State University
2007,Jaylen Brown,13.6,56,MI,University of Missouri
2008,Jaylen Brown,10.3,28,MI,University of Missouri
2009,Evan Turner,13.6,56,OH,Ohio State University
2010,Evan Turner,12.8,49,OH,Ohio State University
2011,Evan Turner,12.6,47,OH,Ohio State University
2012,Evan Turner,12.4,45,OH,Ohio State University
2013,Evan Turner,12.1,43,OH,Ohio State University
2014,Evan Turner,11.4,37,OH,Ohio State University
2015,Evan Turner,10.8,32,OH,Ohio State University
2016,Evan Turner,9.9,25,OH,Ohio State University
2017,Reggie Bullock,13.6,56,CA,University of North Carolina
2018,Reggie Bullock,12.0,42,CA,University of North Carolina
2019,Reggie Bullock,11.7,40,CA,University of North Carolina
2020,Reggie Bullock,6.7,10,CA,University of North Carolina
2021,Reggie Bullock,6.2,9,CA,University of North Carolina
2022,Shelvin Mack,13.6,56,IN,Butler University
2023,Shelvin Mack,13.3,53,IN,Butler University
2024,Shelvin Mack,13.2,52,IN,Butler University
2025,Shelvin Mack,13.2,52,IN,Butler University
2026,Shelvin Mack,11.9,41,IN,Butler University
2027,Shelvin Mack,11.3,36,IN,Butler University
2028,Shelvin Mack,10.9,33,IN,Butler University
2029,Josh Richardson,13.6,56,TN,University of Tennessee
2030,Josh Richardson,11.4,37,TN,University of Tennessee
2031,Josh Richardson,10.7,31,TN,University of Tennessee
2032,Chasson Randle,13.6,56,CA,Stanford University
2033,Nick Collison,13.6,56,KS,University of Kansas
2034,Nick Collison,13.2,52,KS,University of Kansas
2035,Nick Collison,12.9,50,KS,University of Kansas
2036,Nick Collison,12.1,43,KS,University of Kansas
2037,Nick Collison,11.8,40,KS,University of Kansas
2038,Nick Collison,11.2,35,KS,University of Kansas
2039,Nick Collison,10.8,32,KS,University of Kansas
2040,Nick Collison,7.7,13,KS,University of Kansas
2041,Greg Stiemsma,13.6,56,WI,University of Wisconsin
2042,Greg Stiemsma,10.5,29,WI,University of Wisconsin
2043,Greg Stiemsma,9.7,24,WI,University of Wisconsin
2044,Greg Stiemsma,7.8,14,WI,University of Wisconsin
2045,Shannon Brown,13.6,56,MI,Michigan State University
2046,Shannon Brown,13.6,56,MI,Michigan State University
2047,Shannon Brown,13.1,51,MI,Michigan State University
2048,Shannon Brown,4.7,6,MI,Michigan State University
2049,Shannon Brown,4.4,5,MI,Michigan State University
2050,Brian Scalabrine,13.5,55,CA,University of Southern California
2051,Brian Scalabrine,6.5,9,CA,University of Southern California
2052,Isaiah Canaan,13.5,55,KY,Murray State University
2053,Isaiah Canaan,12.4,45,KY,Murray State University
2054,Isaiah Canaan,11.1,34,KY,Murray State University
2055,Isaiah Canaan,9.5,22,KY,Murray State University
2056,Isaiah Canaan,8.1,15,KY,Murray State University
2057,Mike Miller,13.5,55,FL,University of Florida
2058,Mike Miller,12.5,46,FL,University of Florida
2059,Mike Miller,11.4,37,FL,University of Florida
2060,Mike Miller,9.7,24,FL,University of Florida
2061,Mike Miller,7.6,13,FL,University of Florida
2062,Mike Miller,6.5,9,FL,University of Florida
2063,Mike Miller,4.6,5,FL,University of Florida
2064,Ben Gordon,13.5,55,CT,University of Connecticut
2065,Ben Gordon,12.7,48,CT,University of Connecticut
2066,Ben Gordon,12.4,45,CT,University of Connecticut
2067,Ben Gordon,10.6,30,CT,University of Connecticut
2068,Ben Gordon,6.4,9,CT,University of Connecticut
2069,Randy Foye,13.5,55,PA,Villanova University
2070,Randy Foye,13.3,53,PA,Villanova University
2071,Randy Foye,11.7,40,PA,Villanova University
2072,Randy Foye,11.4,37,PA,Villanova University
2073,Randy Foye,11.0,34,PA,Villanova University
2074,Randy Foye,7.6,13,PA,Villanova University
2075,Randy Foye,7.3,12,PA,Villanova University
2076,Francisco Garcia,13.5,55,KY,University of Louisville
2077,Francisco Garcia,11.0,34,KY,University of Louisville
2078,Francisco Garcia,10.7,31,KY,University of Louisville
2079,Francisco Garcia,9.3,21,KY,University of Louisville
2080,Francisco Garcia,3.6,4,KY,University of Louisville
2081,Landry Fields,13.5,55,CA,Stanford University
2082,Landry Fields,12.0,42,CA,Stanford University
2083,Landry Fields,10.8,32,CA,Stanford University
2084,Landry Fields,10.3,28,CA,Stanford University
2085,Landry Fields,8.6,17,CA,Stanford University
2086,Garret Siler,13.5,55,GA,Augusta State University
2087,Terrence Ross,13.4,54,WA,University of Washington
2088,Terrence Ross,12.9,50,WA,University of Washington
2089,Terrence Ross,12.0,42,WA,University of Washington
2090,Terrence Ross,11.2,35,WA,University of Washington
2091,Terrence Ross,10.4,29,WA,University of Washington
2092,Terrence Ross,9.9,25,WA,University of Washington
2093,Rasual Butler,13.4,54,LA,La Salle University
2094,Rasual Butler,12.2,43,LA,La Salle University
2095,Rasual Butler,11.4,37,LA,La Salle University
2096,Rasual Butler,6.2,9,LA,La Salle University
2097,Rasual Butler,4.8,6,LA,La Salle University
2098,Gary Forbes,13.3,53,MA,University of Massachusetts Amherst
2099,Gary Forbes,11.7,40,MA,University of Massachusetts Amherst
2100,Andre Emmett,13.3,53,TX,Texas Tech University
2101,Othyus Jeffers,13.3,53,IL,Robert Morris University (IL)
2102,Othyus Jeffers,6.9,11,IL,Robert Morris University (IL)
2103,Carrick Felix,13.3,53,AZ,Arizona State University
2104,Jarvis Varnado,13.3,53,MS,Mississippi State University
2105,Jarvis Varnado,1.2,2,MS,Mississippi State University
2106,Kurt Thomas,13.3,53,TX,Texas Christian University
2107,Kurt Thomas,10.0,25,TX,Texas Christian University
2108,Kurt Thomas,9.5,22,TX,Texas Christian University
2109,Joe Harris,13.3,53,VA,University of Virginia
2110,Joe Harris,9.0,19,VA,University of Virginia
2111,Joe Harris,5.6,7,VA,University of Virginia
2112,Joe Harris,3.4,4,VA,University of Virginia
2113,Maurice Harkless,13.3,53,NY,St. John's University
2114,Maurice Harkless,13.1,51,NY,St. John's University
2115,Maurice Harkless,12.6,47,NY,St. John's University
2116,Maurice Harkless,12.5,46,NY,St. John's University
2117,Maurice Harkless,11.8,40,NY,St. John's University
2118,Maurice Harkless,8.4,16,NY,St. John's University
2119,Shane Larkin,13.3,53,FL,University of Miami
2120,Shane Larkin,10.9,33,FL,University of Miami
2121,Shane Larkin,10.4,29,FL,University of Miami
2122,Shane Larkin,8.3,16,FL,University of Miami
2123,Daniel Gibson,13.2,52,TX,University of Texas at Austin
2124,Daniel Gibson,9.2,21,TX,University of Texas at Austin
2125,Daniel Gibson,7.7,13,TX,University of Texas at Austin
2126,Alonzo Gee,13.2,52,AL,University of Alabama
2127,Alonzo Gee,13.0,50,AL,University of Alabama
2128,Alonzo Gee,10.8,32,AL,University of Alabama
2129,Alonzo Gee,10.5,29,AL,University of Alabama
2130,Alonzo Gee,8.6,17,AL,University of Alabama
2131,Alonzo Gee,8.4,16,AL,University of Alabama
2132,Alonzo Gee,3.1,4,AL,University of Alabama
2133,Kentavious Caldwell-Pope,13.2,52,GA,University of Georgia
2134,Kentavious Caldwell-Pope,12.8,49,GA,University of Georgia
2135,Kentavious Caldwell-Pope,12.4,45,GA,University of Georgia
2136,Kentavious Caldwell-Pope,11.2,35,GA,University of Georgia
2137,Kentavious Caldwell-Pope,9.4,22,GA,University of Georgia
2138,Noah Vonleh,13.2,52,IN,Indiana University
2139,Noah Vonleh,12.8,49,IN,Indiana University
2140,Noah Vonleh,10.8,32,IN,Indiana University
2141,Noah Vonleh,8.6,17,IN,Indiana University
2142,Alex Poythress,13.2,52,KY,University of Kentucky
2143,Alex Poythress,7.8,14,KY,University of Kentucky
2144,Cory Jefferson,13.2,52,TX,Baylor University
2145,Cory Jefferson,12.7,48,TX,Baylor University
2146,Dwight Buycks,13.1,51,WI,Marquette University
2147,Dwight Buycks,12.8,49,WI,Marquette University
2148,Dwight Buycks,7.2,11,WI,Marquette University
2149,Ian Clark,13.1,51,TN,Belmont University
2150,Ian Clark,11.5,38,TN,Belmont University
2151,Ian Clark,9.4,22,TN,Belmont University
2152,Ian Clark,9.2,21,TN,Belmont University
2153,Ian Clark,8.8,18,TN,Belmont University
2154,Sam Dekker,13.1,51,WI,University of Wisconsin
2155,Sam Dekker,11.5,38,WI,University of Wisconsin
2156,Sam Dekker,10.8,32,WI,University of Wisconsin
2157,Ryan Hollins,13.1,51,CA,"University of California, Los Angeles"
2158,Ryan Hollins,12.3,44,CA,"University of California, Los Angeles"
2159,Ryan Hollins,11.9,41,CA,"University of California, Los Angeles"
2160,Ryan Hollins,11.3,36,CA,"University of California, Los Angeles"
2161,Ryan Hollins,10.7,31,CA,"University of California, Los Angeles"
2162,Ryan Hollins,6.9,11,CA,"University of California, Los Angeles"
2163,Terrence Williams,13.1,51,KY,University of Louisville
2164,Terrence Williams,12.3,44,KY,University of Louisville
2165,Terrence Williams,6.9,11,KY,University of Louisville
2166,Yogi Ferrell,13.1,51,IN,Indiana University
2167,Yogi Ferrell,11.4,37,IN,Indiana University
2168,Dexter Pittman,13.1,51,TX,University of Texas at Austin
2169,Dexter Pittman,10.4,29,TX,University of Texas at Austin
2170,Dexter Pittman,1.6,2,TX,University of Texas at Austin
2171,Dexter Pittman,-6.4,0,TX,University of Texas at Austin
2172,Tyler Ulis,13.0,50,KY,University of Kentucky
2173,Tyler Ulis,10.1,26,KY,University of Kentucky
2174,Josh Childress,13.0,50,CA,Stanford University
2175,Josh Childress,11.1,34,CA,Stanford University
2176,Josh Childress,7.0,11,CA,Stanford University
2177,Josh Childress,3.9,4,CA,Stanford University
2178,Pierre Jackson,13.0,50,TX,Baylor University
2179,Casper Ware,13.0,50,CA,"California State University, Long Beach"
2180,Julyan Stone,13.0,50,TX,University of Texas at El Paso
2181,Julyan Stone,11.4,37,TX,University of Texas at El Paso
2182,Julyan Stone,7.6,13,TX,University of Texas at El Paso
2183,Julyan Stone,6.6,10,TX,University of Texas at El Paso
2184,Byron Mullens,13.0,50,OH,Ohio State University
2185,Byron Mullens,12.8,49,OH,Ohio State University
2186,Byron Mullens,12.3,44,OH,Ohio State University
2187,Byron Mullens,3.5,4,OH,Ohio State University
2188,Austin Daye,13.0,50,WA,Gonzaga University
2189,Austin Daye,12.9,50,WA,Gonzaga University
2190,Austin Daye,11.0,34,WA,Gonzaga University
2191,Austin Daye,8.2,15,WA,Gonzaga University
2192,Austin Daye,7.1,11,WA,Gonzaga University
2193,Brendan Haywood,12.9,50,CA,University of North Carolina
2194,Brendan Haywood,11.7,40,CA,University of North Carolina
2195,Brendan Haywood,9.1,20,CA,University of North Carolina
2196,Brendan Haywood,8.7,18,CA,University of North Carolina
2197,Armon Johnson,12.9,50,MN,Bemidji State University
2198,Armon Johnson,9.3,21,MN,Bemidji State University
2199,Reggie Evans,12.8,49,IA,University of Iowa
2200,Reggie Evans,12.4,45,IA,University of Iowa
2201,Reggie Evans,11.7,40,IA,University of Iowa
2202,Reggie Evans,11.7,40,IA,University of Iowa
2203,Reggie Evans,9.2,21,IA,University of Iowa
2204,Quinn Cook,12.8,49,NC,Duke University
2205,Quinn Cook,11.8,40,NC,Duke University
2206,Daequan Cook,12.8,49,OR,University of Portland
2207,Daequan Cook,9.2,21,OR,University of Portland
2208,Daequan Cook,5.8,8,OR,University of Portland
2209,John Salmons,12.8,49,FL,University of Miami
2210,John Salmons,10.2,27,FL,University of Miami
2211,John Salmons,9.0,19,FL,University of Miami
2212,John Salmons,7.8,14,FL,University of Miami
2213,John Salmons,5.1,6,FL,University of Miami
2214,Antonio McDyess,12.8,49,AL,University of Alabama
2215,Cartier Martin,12.8,49,KS,Kansas State University
2216,Cartier Martin,11.7,40,KS,Kansas State University
2217,Cartier Martin,11.0,34,KS,Kansas State University
2218,Cartier Martin,9.7,24,KS,Kansas State University
2219,Cartier Martin,1.6,2,KS,Kansas State University
2220,Jonathon Simmons,12.7,48,NY,New York University
2221,Jonathon Simmons,11.9,41,NY,New York University
2222,Jonathon Simmons,9.9,25,NY,New York University
2223,Justin Holiday,12.7,48,WA,University of Washington
2224,Justin Holiday,12.1,43,WA,University of Washington
2225,Justin Holiday,10.8,32,WA,University of Washington
2226,Justin Holiday,9.4,22,WA,University of Washington
2227,Justin Holiday,7.6,13,WA,University of Washington
2228,Andrew Harrison,12.7,48,KY,University of Kentucky
2229,Andrew Harrison,8.7,18,KY,University of Kentucky
2230,Nate Wolters,12.7,48,SD,South Dakota State University
2231,Nate Wolters,4.6,5,SD,South Dakota State University
2232,Nate Wolters,-2.9,1,SD,South Dakota State University
2233,Jamaal Magloire,12.7,48,KY,University of Kentucky
2234,Jamaal Magloire,2.7,3,KY,University of Kentucky
2235,Udonis Haslem,12.7,48,FL,University of Florida
2236,Udonis Haslem,10.9,33,FL,University of Florida
2237,Udonis Haslem,10.6,30,FL,University of Florida
2238,Udonis Haslem,10.5,29,FL,University of Florida
2239,Udonis Haslem,9.9,25,FL,University of Florida
2240,Udonis Haslem,9.1,20,FL,University of Florida
2241,Udonis Haslem,8.8,18,FL,University of Florida
2242,Udonis Haslem,1.8,3,FL,University of Florida
2243,Ryan Kelly,12.6,47,NC,Duke University
2244,Ryan Kelly,10.3,28,NC,Duke University
2245,Ryan Kelly,8.6,17,NC,Duke University
2246,Ryan Kelly,7.8,14,NC,Duke University
2247,Kendall Marshall,12.6,47,CA,University of North Carolina
2248,Kendall Marshall,12.4,45,CA,University of North Carolina
2249,Kendall Marshall,7.8,14,CA,University of North Carolina
2250,Kendall Marshall,6.7,10,CA,University of North Carolina
2251,Wayne Ellington,12.6,47,CA,University of North Carolina
2252,Wayne Ellington,12.5,46,CA,University of North Carolina
2253,Wayne Ellington,12.2,43,CA,University of North Carolina
2254,Wayne Ellington,12.2,43,CA,University of North Carolina
2255,Wayne Ellington,11.6,39,CA,University of North Carolina
2256,Wayne Ellington,10.1,26,CA,University of North Carolina
2257,Wayne Ellington,9.4,22,CA,University of North Carolina
2258,Wayne Ellington,8.6,17,CA,University of North Carolina
2259,Alan Anderson,12.6,47,MI,Michigan State University
2260,Alan Anderson,10.6,30,MI,Michigan State University
2261,Alan Anderson,9.5,22,MI,Michigan State University
2262,Alan Anderson,9.2,21,MI,Michigan State University
2263,Alan Anderson,8.7,18,MI,Michigan State University
2264,Alan Anderson,5.0,6,MI,Michigan State University
2265,Cory Higgins,12.6,47,CO,University of Colorado
2266,Cory Higgins,4.1,5,CO,University of Colorado
2267,Austin Rivers,12.6,47,NC,Duke University
2268,Austin Rivers,11.6,39,NC,Duke University
2269,Austin Rivers,11.4,37,NC,Duke University
2270,Austin Rivers,11.1,34,NC,Duke University
