RK,TEAM,GMS,Total Attendance,Average Attendance,Attendance,GMS2,AVG3,PCT4,GMS5,AVG6,PCT7,year,sport,State,Team_Name,12,13,14,15,16,17,18,Spend,SM,PF,,SM-ALL,SM-W,SM-L,SM-T
3,Miami,81,1651997,20395,54.2,80,29160,67.4,161,24750,61.2,2017,mlb,FL,Marlins,31,0,72360311,21441206,13782819,5169000,0,110765599,78,62,2017FLMarlins,162,77,85,0
4,Chicago White Sox,79,1629470,20626,50.8,81,28443,66.4,160,24583,58.9,2017,mlb,IL,White Sox,30,0,32540383,7571000,45746296,2680000,0,86382688,86,11,2017ILWhite Sox,162,67,95,0
5,Cincinnati,81,1836917,22677,53.6,81,32094,74.8,162,27386,64.3,2017,mlb,OH,Reds,35,0,64567947,16021450,15403006,1073000,0,96436003,35,59,2017OHReds,162,68,94,0
6,Pittsburgh,81,1919447,23696,62.5,81,32633,75.3,162,28164,69.4,2017,mlb,PA,Pirates,35,0,64196313,16750000,14381028,1605000,0,98203030,6,44,2017PAPirates,162,68,94,0
7,Philadelphia,79,1905354,24118,55.3,81,30940,72.3,160,27571,63.8,2017,mlb,PA,Phillies,32,0,23135934,16578578,64189622,1605000,0,104020808,30,63,2017PAPhillies,162,68,94,0
8,Baltimore,81,2028424,25042,55.1,81,29457,69.7,162,27250,62.1,2017,mlb,MD,Orioles,35,0,163655046,0,7267168,8935000,0,175349127,1,38,2017MDOrioles,162,75,87,0
9,Cleveland,81,2048138,25285,58.2,80,27729,66.3,161,26499,62.2,2017,mlb,OH,Indians,39,0,115772319,6129713,10007205,1070000,0,131958928,11,1,2017OHIndians,162,102,60,0
10,Minnesota,80,2051279,25640,64.9,80,27797,65.5,160,26719,65.2,2017,mlb,MN,Twins,34,0,75616449,22830000,19497309,5690000,0,121048871,42,87,2017MNTwins,162,85,77,0
11,Arizona,81,2134375,26350,54.2,81,31939,72.3,162,29144,62.8,2017,mlb,AZ,Diamondbacks,36,0,81644775,19379200,1572116,1070000,0,102619475,49,30,2017AZDiamondbacks,162,93,69,0
12,Seattle,81,2135445,26363,55.1,80,26797,62.9,161,26579,58.7,2017,mlb,WA,Mariners,35,0,126620983,23249738,10137477,7066500,0,161397330,68,90,2017WAMariners,162,78,84,0
13,San Diego,81,2138491,26401,61.8,81,32161,70.9,162,29281,66.5,2017,mlb,CA,Padres,32,0,24930424,5182750,42793983,9969600,0,77921678,93,6,2017CAPadres,162,71,91,0
14,Kansas City,80,2220370,27754,73.2,80,28458,66.2,160,28106,69.5,2017,mlb,MO,Royals,36,0,125678691,1046749,19965515,3391100,0,148227822,95,70,2017MORoyals,162,80,82,0
15,Detroit,81,2321599,28661,69.5,80,26725,63.1,161,27699,66.3,2017,mlb,MI,Tigers,35,0,90755330,18000000,77874916,4226400,0,188498884,50,52,2017MITigers,162,64,98,0
16,Houston,81,2403671,29674,72.9,79,27678,64.3,160,28689,68.5,2017,mlb,TX,Astros,40,0,132536382,835843,3284838,2535000,0,138709677,13,2,2017TXAstros,162,101,61,0
17,NY Mets,80,2460622,30757,73.6,81,30372,70.3,161,30563,71.9,2017,mlb,NY,Mets,34,0,48736470,44924726,50270502,535000,0,143990158,26,75,2017NYMets,162,70,92,0
18,Atlanta,81,2505252,30929,75.3,79,29230,68.1,160,30090,71.7,2017,mlb,GA,Braves,35,0,80713434,1997766,21037983,3342500,0,105218575,80,53,2017GABraves,162,72,90,0
19,Texas,81,2507760,30960,63,81,26699,63.8,162,28829,63.3,2017,mlb,TX,Rangers,36,0,126365185,1074360,33806996,5774990,0,163350840,91,54,2017TXRangers,162,78,84,0
20,Washington,81,2524980,31172,75.1,81,29967,70.4,162,30570,72.7,2017,mlb,DC,Nationals,36,0,164539852,11351707,5952690,1605000,0,182238854,10,100,2017DCNationals,162,87,75,0
21,Milwaukee,81,2558722,31589,75.4,81,30530,71.1,162,31060,73.2,2017,mlb,WI,Brewers,34,0,57578930,547000,6033614,9463200,0,68945179,12,42,2017WIBrewers,162,86,76,0
22,Boston,81,2917678,36020,95.9,81,31563,72.8,162,33792,83.5,2017,mlb,MA,Red Sox,38,0,172158546,5941108,30597474,2605000,0,209872508,100,94,2017MARed Sox,162,93,69,0
23,Colorado,81,2953650,36464,72.2,81,30575,69.3,162,33520,70.8,2017,mlb,CO,Rockies,35,0,105029084,0,33618391,2152000,0,139324341,44,52,2017CORockies,162,87,75,0
24,LA Angels,81,3019583,37278,82.1,81,27663,65,162,32471,73.9,2017,mlb,CA,Angels,35,0,109185825,16095730,40248286,3210000,0,166161209,24,36,2017CAAngels,162,80,82,0
25,Chicago Cubs,81,3199562,39500,96,81,34460,81.2,162,36980,88.5,2017,mlb,IL,Cubs,36,0,161127834,0,10748400,1070000,0,172092536,10,17,2017ILCubs,162,92,70,0
26,Toronto,81,3203886,39554,80.3,81,29912,71.4,162,34733,76.2,2017,mlb,TT,Blue Jays,35,0,125422069,22811106,27414802,8395700,0,175617487,25,87,2017TTBlue Jays,162,76,86,0
27,NY Yankees,79,3146966,39835,80.2,81,32354,76.9,160,36048,78.7,2017,mlb,NY,Yankees,37,0,164826896,7867680,36170687,2305000,0,209690952,97,95,2017NYYankees,162,91,71,0
28,San Francisco,81,3303652,40785,97.3,81,31376,69.9,162,36081,83.1,2017,mlb,CA,Giants,35,0,171792784,7219058,6354972,6605000,0,189806809,37,85,2017CAGiants,162,64,98,0
29,St. Louis,81,3447937,42567,96.8,81,31324,74.3,162,36945,85.8,2017,mlb,MO,Cardinals,37,0,107961954,6935000,29772125,1747500,0,145256085,58,69,2017MOCardinals,162,83,79,0
30,LA Dodgers,81,3765856,46492,83,81,33579,76.9,162,40035,80.3,2017,mlb,CA,Dodgers,39,0,184284091,22654516,41492656,11675000,0,259119625,43,67,2017CADodgers,162,104,58,0
1,Miami,81,811104,10013,26.7,79,28917,67.2,160,19347,48.1,2018,mlb,FL,Marlins,31,0,43033514,15407490,31020460,6200000,0,91817860,16,17,2018FLMarlins,161,63,98,0
2,Tampa Bay,81,1154973,14258,41.8,80,26381,60.8,161,20282,52.4,2018,mlb,FL,Rays,35,0,25668988,2213706,35944023,8225000,0,68810167,73,63,2018FLRays,162,90,72,0
3,Pittsburgh,78,1465316,18786,49,81,31288,72.7,159,25155,61.7,2018,mlb,PA,Pirates,34,0,67576415,4670500,17492114,3302000,0,91025861,22,42,2018PAPirates,162,67,95,0
4,Oakland,81,1573616,19427,55.4,80,28748,65.5,161,24058,61,2018,mlb,CA,A's,35,0,61525657,4972604,10118631,6745000,0,80315288,79,4,2018CAA's,162,97,65,0
5,Baltimore,78,1564192,20053,44.1,81,27204,64.2,159,23696,54,2018,mlb,MD,Orioles,38,0,69691407,12650000,43550980,3726500,3000000,130467027,18,91,2018MDOrioles,162,47,115,0
6,Chicago White Sox,80,1608817,20110,50.1,80,26240,62.8,160,23175,56.6,2018,mlb,IL,White Sox,32,0,57261542,5920130,7681442,4935000,0,71839808,67,83,2018ILWhite Sox,162,62,100,0
7,Cincinnati,81,1629356,20115,47.5,81,29918,70.3,162,25017,59,2018,mlb,OH,Reds,30,0,82511299,1344890,15242487,4395000,0,100305768,1,17,2018OHReds,162,67,95,0
8,Kansas City,81,1665107,20556,54.2,80,24262,57.7,161,22398,56.1,2018,mlb,MO,Royals,30,0,83618228,7189167,37811905,4398500,0,129944821,90,51,2018MORoyals,162,58,104,0
9,Detroit,80,1856970,23212,56.3,80,26157,62.4,160,24685,59.3,2018,mlb,MI,Tigers,33,0,67047516,37720870,24401899,4187600,0,130959889,51,99,2018MITigers,162,64,98,0
10,Cleveland,80,1926701,24083,55.4,81,26088,64.2,161,25092,59.7,2018,mlb,OH,Indians,35,0,123670545,12836166,5222548,3277000,0,142804703,72,12,2018OHIndians,162,91,71,0
11,Minnesota,80,1959197,24489,63.6,81,27017,64.4,161,25761,64,2018,mlb,MN,Twins,35,0,56254373,29213890,29264527,2215000,0,115509520,47,45,2018MNTwins,162,78,84,0
12,Texas,81,2107107,26013,52.9,81,26470,62,162,26241,57.1,2018,mlb,TX,Rangers,35,0,96239016,6683451,36936251,3325000,0,140625018,79,65,2018TXRangers,162,67,95,0
13,San Diego,80,2147000,26837,64.5,81,30730,68.1,161,28795,66.4,2018,mlb,CA,Padres,33,0,50169797,6764800,44479430,4274200,545000,103843635,3,70,2018CAPadres,162,66,96,0
14,Philadelphia,79,2158124,27318,63.4,80,28381,66.6,159,27853,65,2018,mlb,PA,Phillies,40,0,97016347,0,6936684,2045000,0,104297471,50,37,2018PAPhillies,162,67,95,0
15,Arizona,81,2242695,27687,56.9,81,31832,71.9,162,29760,64.1,2018,mlb,AZ,Diamondbacks,35,0,109501628,14124025,5630585,15151500,0,143324597,85,15,2018AZDiamondbacks,162,82,80,0
16,NY Mets,79,2224995,28164,67.4,80,29795,70.1,159,28985,68.7,2018,mlb,NY,Mets,33,0,82655203,49831436,15314261,5452000,1792000,150187987,47,96,2018NYMets,162,77,85,0
17,Seattle,81,2299489,28388,59.3,80,27174,63.6,161,27785,61.3,2018,mlb,WA,Mariners,38,0,136839663,13496812,9361340,4025600,0,160993827,55,23,2018WAMariners,162,89,73,0
18,Toronto,80,2325281,29066,59,80,25152,60.1,160,27109,59.5,2018,mlb,TT,Blue Jays,37,0,81293347,20481474,48740616,5450000,0,150946147,21,36,2018TTBlue Jays,162,73,89,0
19,Atlanta,81,2555781,31552,76.8,81,27826,65.1,162,29689,70.8,2018,mlb,GA,Braves,37,0,73567565,13299094,42392955,5180000,0,130649395,10,28,2018GABraves,162,90,72,0
20,Washington,80,2529604,31620,76.2,80,28102,65.3,160,29861,70.6,2018,mlb,DC,Nationals,35,0,130197979,8999485,41161720,4481000,0,181382609,79,50,2018DCNationals,163,91,72,0
21,Milwaukee,81,2850875,35195,84,81,29000,67.8,162,32098,75.8,2018,mlb,WI,Brewers,36,0,89888839,7321500,11383150,3275700,0,108982016,52,54,2018WIBrewers,163,96,67,0
22,Boston,81,2895575,35747,95.3,81,29992,69.6,162,32870,81.5,2018,mlb,MA,Red Sox,36,0,167955780,18074000,41755860,2180000,0,227398860,9,61,2018MARed Sox,162,108,54,0
23,Houston,81,2980549,36796,89.8,80,28842,65.4,161,32844,77.3,2018,mlb,TX,Astros,36,0,158520510,556400,4027264,2189400,0,163524216,43,74,2018TXAstros,162,103,59,0
24,Colorado,81,3015880,37233,73.7,82,31607,70.5,163,34402,72.2,2018,mlb,CO,Rockies,35,0,131213168,7545000,4442400,3277000,0,143968544,53,5,2018CORockies,163,91,72,0
25,LA Angels,81,3020216,37286,82.1,81,28034,64.6,162,32660,73.6,2018,mlb,CA,Angels,37,0,91914083,57532566,24194770,1635000,0,173784989,63,88,2018CAAngels,162,80,82,0
26,Chicago Cubs,82,3181089,38793,94.3,80,32800,76.8,162,35834,85.5,2018,mlb,IL,Cubs,37,0,152092957,37451220,1216894,2725000,3200000,194259933,52,9,2018ILCubs,163,95,68,0
27,San Francisco,81,3156185,38965,93,81,33915,74.9,162,36440,83.6,2018,mlb,CA,Giants,32,0,119689218,64341827,21136053,3283000,0,205665348,62,62,2018CAGiants,162,73,89,0
28,St. Louis,81,3403587,42019,95.6,81,29274,69.4,162,35646,82.7,2018,mlb,MO,Cardinals,36,0,113991329,27345600,20907798,2310900,0,163784311,58,37,2018MOCardinals,162,88,74,0
29,NY Yankees,81,3482855,42998,86.6,80,30685,73.7,161,36880,80.8,2018,mlb,NY,Yankees,38,0,148010829,22568376,9249414,3130000,0,180098151,77,88,2018NYYankees,162,100,62,0
30,LA Dodgers,82,3857500,47042,84,80,33239,77.3,162,40226,81.1,2018,mlb,CA,Dodgers,40,0,160502596,3908850,30541679,5590000,0,199582045,58,11,2018CADodgers,163,92,71,0
1,Pacers,41,555077,13538,74.5,41,16844,87,82,15191,81,2011,nba,IN,Pacers,14,25.2,44413746,0,25893254,13630254,13630254,44413746,51,81,2011INPacers,82,37,45,0
2,Kings,41,569496,13890,80.2,41,17400,91.2,82,15645,86,2011,nba,CA,Kings,13,23.9,36583409,0,33654689,21391689,21391689,36652311,1,64,2011CAKings,82,24,58,0
3,Nets,41,581378,14179,80.6,41,17098,88.4,82,15639,84.7,2011,nba,NY,Nets,20,25.2,47830030,92387,22384583,10121583,10121583,47922417,5,76,2011NYNets,82,42,40,0
4,Grizzlies,41,600687,14650,80.9,41,16441,86.4,82,15546,83.7,2011,nba,TN,Grizzlies,16,25.2,67634641,323632,2348727,-9914273,-9914273,67958273,22,83,2011TNGrizzlies,82,46,36,0
5,Pelicans,41,603088,14709,86.1,41,17179,89.9,82,15944,88.1,2011,nba,LA,Pelicans,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,16,50,2011LAPelicans,82,46,36,0
6,76ers,41,604823,14751,72.6,41,17155,89.5,82,15953,80.8,2011,nba,PA,76ers,14,23.7,58022021,6745204,5539775,-6723225,-6723225,64767225,46,46,2011PA76ers,82,41,41,0
7,Timberwolves,41,624960,15242,78.8,41,16885,88.5,82,16064,83.6,2011,nba,MN,Timberwolves,15,23.8,55406532,0,14900468,2637468,2637468,55406532,31,51,2011MNTimberwolves,82,17,65,0
8,Bucks,41,631910,15412,82.3,41,16911,87.4,82,16162,84.9,2011,nba,WI,Bucks,15,26.1,65940004,276603,3952589,-8310411,-8310411,66354411,3,4,2011WIBucks,82,35,47,0
9,Hawks,41,641596,15648,83.6,41,16957,87.9,82,16303,85.7,2011,nba,GA,Hawks,17,27.6,70958314,0,-651314,-12914314,-12914314,70958314,92,24,2011GAHawks,82,44,38,0
10,Hornets,41,649694,15846,83.1,41,16473,85.5,82,16159,84.3,2011,nba,NC,Hornets,20,24.9,55116884,3263394,11826258,-436742,-436742,58480742,52,50,2011NCHornets,82,34,48,0
11,Rockets,41,663839,16191,89.7,41,16943,88.9,82,16567,89.3,2011,nba,TX,Rockets,15,25.1,43714664,5804040,20681200,8418200,8418200,49625800,10,9,2011TXRockets,82,57,25,0
12,Raptors,41,679208,16566,83.7,41,16855,91.9,82,16710,87.6,2011,nba,TT,Raptors,15,25.2,50803700,2083644,"$17,158,918*",4895918,4895918,53148082,61,27,2011TTRaptors,82,22,60,0
13,Pistons,41,683080,16660,75.5,41,16732,87.5,82,16696,81.1,2011,nba,MI,Pistons,13,26,55626387,8430293,6250320,-6012680,-6012680,64056680,56,46,2011MIPistons,82,30,52,0
14,Wizards,41,688466,16791,83.2,41,17192,89.2,82,16992,86.1,2011,nba,DC,Wizards,17,24.6,66770575,1169389,2160330,-10102670,-10102670,68146670,25,14,2011DCWizards,82,50,32,0
15,Nuggets,41,692968,16901,88.2,41,17285,90.8,82,17093,89.5,2011,nba,CO,Nuggets,15,25.5,52473071,4676951,13156978,-31590590,893978,89634590,43,79,2011CONuggets,82,50,32,0
16,Suns,41,720249,17567,95.4,41,17462,91.6,82,17514,93.5,2011,nba,AZ,Suns,13,28.1,56292681,8617223,"$5,397,096*",-6865904,-6865904,64909904,6,83,2011AZSuns,82,40,42,0
17,Clippers,41,727462,17742,93.1,41,17614,92.7,82,17678,92.9,2011,nba,CA,Clippers,17,26.6,68433967,1139922,733111,-11529889,-11529889,69573889,66,1,2011CAClippers,82,32,50,0
18,Thunder,41,744068,18148,99.7,41,17774,93.4,82,17961,96.5,2011,nba,OK,Thunder,15,25.7,56856253,4975000,8475747,-3787253,-3787253,61831253,32,36,2011OKThunder,82,55,27,0
19,Spurs,41,750879,18314,98.6,41,17389,91.1,82,17851,94.8,2011,nba,TX,Spurs,18,26.6,70669541,2975203,-3467561,-15730561,-15730561,73774561,10,53,2011TXSpurs,82,61,21,0
20,Celtics,41,763584,18624,100,41,18964,98,82,18794,99,2011,nba,MA,Celtics,17,27.9,76053505,491109,-6237614,-18500614,-18500614,76544614,24,43,2011MACeltics,82,56,26,0
21,Warriors,41,766398,18692,95.4,41,17049,89.6,82,17871,92.5,2011,nba,CA,Warriors,17,24.9,57198850,186509,12921641,658641,658641,57385359,75,91,2011CAWarriors,82,36,46,0
22,Magic,41,777852,18972,102.6,41,17428,90.5,82,18200,96.4,2011,nba,FL,Magic,15,25.9,68849150,414443,1043407,-11219593,-11219593,69263593,4,43,2011FLMagic,82,52,30,0
23,Lakers,41,778877,18997,99.7,41,19087,100.2,82,19042,99.9,2011,nba,CA,Lakers,12,26.9,81371048,288710,-11352758,-23615758,-23615758,81659758,84,86,2011CALakers,82,57,25,0
24,Jazz,41,799982,19511,98,41,17331,91.2,82,18421,94.7,2011,nba,UT,Jazz,15,26,58114489,0,"$12,123,609*",-139391,-139391,58183391,94,70,2011UTJazz,82,39,43,0
25,NY Knicks,41,808879,19728,99.8,41,18044,93.9,82,18886,96.9,2011,nba,NY,Knicks,14,26.4,59695415,1675000,8936585,-3326415,-3326415,61370415,15,1,2011NYKnicks,82,42,40,0
26,Heat,41,810930,19778,100.9,41,19447,100.9,82,19612,100.9,2011,nba,FL,Heat,18,27.7,73036309,5538553,-8306056,-20569056,-20569056,78613056,64,43,2011FLHeat,82,58,24,0
27,Mavericks,41,824162,20101,104.7,41,16657,87.7,82,18379,96.2,2011,nba,TX,Mavericks,14,28.9,74325300,885120,-4903420,-17166420,-17166420,75210420,27,14,2011TXMavericks,82,57,25,0
28,Cavaliers,41,824595,20112,97.8,41,16200,84.1,82,18156,91.2,2011,nba,OH,Cavaliers,15,25.1,48030927,2134028,19843826,-2042899,7580826,60086899,100,67,2011OHCavaliers,82,19,63,0
29,Trail Blazers,41,840924,20510,102.7,41,16333,86,82,18422,94.5,2011,nba,OR,Trail Blazers,15,27.1,64247715,1892632,4166653,-8096347,-8096347,66140347,70,13,2011ORTrail Blazers,82,48,34,0
30,Bulls,41,893462,21791,104.2,41,18431,96.1,82,20111,100.3,2011,nba,IL,Bulls,17,29.2,68873614,1914250,-480864,-12743864,-12743864,70787864,50,61,2011ILBulls,82,62,20,0
1,Nets,33,460719,13961,75.5,33,17081,87.9,66,15521,81.8,2012,nba,NY,Nets,15,27.3,83048918,402639,-13222674,-25485674,-25485674,83529674,47,77,2012NYNets,66,36,30,0
2,Pacers,33,467561,14168,78,33,16597,85.9,66,15382,82.1,2012,nba,IN,Pacers,15,25.3,66225684,419668,3561132,-8701868,-8701868,66745868,47,75,2012INPacers,66,42,24,0
3,Pistons,33,475638,14413,65.3,33,16342,85.3,66,15378,74.6,2012,nba,MI,Pistons,14,25.4,62495969,6069767,1741264,-10521736,-10521736,68565736,95,85,2012MIPistons,66,25,41,0
4,Kings,33,478764,14508,83.8,33,16905,87.9,66,15706,85.9,2012,nba,CA,Kings,13,25.2,51000236,2575106,16731658,4468658,4468658,53575342,23,26,2012CAKings,66,22,44,0
5,Bucks,33,485717,14718,78.6,33,16661,85.4,66,15689,82.1,2012,nba,WI,Bucks,15,26.7,61658839,0,8648161,-3614839,-3614839,61658839,97,44,2012WIBucks,66,31,35,0
6,Hornets,33,486984,14757,77.4,33,16534,85.5,66,15645,81.5,2012,nba,NC,Hornets,15,24,46311220,17193464,6621875,-5641125,-5641125,63685125,9,26,2012NCHornets,66,7,59,0
7,Pelicans,33,498618,15109,88.4,33,16717,87.9,66,15913,88.1,2012,nba,LA,Pelicans,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,72,40,2012LAPelicans,66,21,45,0
8,Hawks,33,501593,15199,81.2,33,16820,87.1,66,16010,84.2,2012,nba,GA,Hawks,15,26.6,63620146,2682195,"$3,814,473*",-8448527,-8448527,66492527,73,38,2012GAHawks,66,40,26,0
9,Rockets,33,506994,15363,85.1,33,17733,93.2,66,16548,89.3,2012,nba,TX,Rockets,15,23.9,44545613,10889825,14871562,2608562,2608562,55435438,13,35,2012TXRockets,66,36,30,0
10,Suns,33,514718,15597,84.7,33,17806,94.5,66,16702,89.6,2012,nba,AZ,Suns,15,26.2,51913298,1321604,17072098,4809098,4809098,53234902,31,61,2012AZSuns,66,33,33,0
11,Grizzlies,33,518256,15704,86.7,33,17068,89.9,66,16386,88.3,2012,nba,TN,Grizzlies,15,25.5,62366281,854389,7030612,-5232388,-5232388,63276388,57,24,2012TNGrizzlies,66,41,25,0
12,Cavaliers,33,525577,15926,77.5,33,16723,86.5,66,16324,81.9,2012,nba,OH,Cavaliers,15,24.6,49406697,4557453,16342850,-5543875,4079850,63587875,53,98,2012OHCavaliers,66,21,45,0
13,Wizards,33,552038,16728,82.9,33,16361,84.8,66,16544,83.8,2012,nba,DC,Wizards,15,24.9,57476259,1056096,11705743,-557257,-557257,58601257,89,3,2012DCWizards,66,38,28,0
14,Raptors,33,555584,16835,85,33,16732,86.3,66,16784,85.6,2012,nba,TT,Raptors,16,25.4,67088346,992680,2225974,-10037026,-10037026,68081026,34,16,2012TTRaptors,66,23,43,0
15,Nuggets,33,561966,17029,88.9,33,17228,91.1,66,17128,90,2012,nba,CO,Nuggets,15,24.2,63970222,0,6336778,-5926222,-5926222,63970222,82,65,2012CONuggets,66,38,28,0
16,Timberwolves,33,577197,17490,90.4,33,16310,86.6,66,16900,88.5,2012,nba,MN,Timberwolves,15,25.8,60238958,1869887,7946865,-4316135,-4316135,62360135,97,11,2012MNTimberwolves,66,26,40,0
17,76ers,33,577597,17502,86.1,33,16764,86.8,66,17133,86.5,2012,nba,PA,76ers,15,25.5,63742383,462326,5939927,-6323073,-6323073,64367073,84,86,2012PA76ers,66,35,31,0
18,Thunder,33,600699,18203,100,33,18031,95.4,66,18117,97.6,2012,nba,OK,Thunder,15,25.6,68057854,200000,2049146,-10213854,-10213854,68257854,57,86,2012OKThunder,66,47,19,0
19,Spurs,33,607095,18396,99,33,16990,89.8,66,17693,94.4,2012,nba,TX,Spurs,16,28,69407505,160826,"$738,669*",-11524331,-11524331,69568331,13,42,2012TXSpurs,66,50,16,0
20,Celtics,33,614592,18624,100,33,18288,94.3,66,18456,97.1,2012,nba,MA,Celtics,15,27,70261284,1048146,"$-1,269,087*",-13532087,-13532087,71576087,30,9,2012MACeltics,66,39,27,0
21,Warriors,33,622311,18857,96.2,33,16364,86.1,66,17611,91.2,2012,nba,CA,Warriors,16,25.3,69667990,0,594175,-11668825,-11668825,69712825,19,76,2012CAWarriors,66,23,43,0
22,Magic,33,623587,18896,102.1,33,17161,88.6,66,18028,95.2,2012,nba,FL,Magic,14,24.7,57651721,8563675,"$4,091,604*",-8171396,-8171396,66215396,63,67,2012FLMagic,66,37,29,0
23,Lakers,33,626901,18997,99.7,33,19034,100.1,66,19015,99.9,2012,nba,CA,Lakers,15,28.2,99646980,200585,"$-29,540,565*",-41803565,-41803565,99847565,13,12,2012CALakers,66,41,25,0
24,Clippers,33,634237,19219,100.8,33,18342,96.8,66,18781,98.8,2012,nba,CA,Clippers,14,29.1,68400718,1012195,"$788,111*",-11474889,-11474889,69518889,68,57,2012CAClippers,66,33,33,0
25,Jazz,33,637124,19306,97,33,16929,89.8,66,18118,93.5,2012,nba,UT,Jazz,15,25.7,63344192,3480000,"$3,393,138*",-8869862,-8869862,66913862,33,48,2012UTJazz,66,36,30,0
26,NY Knicks,33,652179,19763,100,33,18407,95.6,66,19085,97.8,2012,nba,NY,Knicks,15,30.5,74741057,4013026,-8547599,-20810599,-20810599,78854599,54,45,2012NYKnicks,66,36,30,0
27,Heat,33,657855,19935,101.7,33,19399,99.7,66,19667,100.7,2012,nba,FL,Heat,15,30.7,80736455,2393818,-13124885,-25387885,-25387885,83431885,1,21,2012FLHeat,66,46,20,0
28,Mavericks,33,671050,20334,105.9,33,17712,93,66,19023,99.5,2012,nba,TX,Mavericks,15,28.2,58996275,2716323,8365474,-3897526,-3897526,61941526,43,88,2012TXMavericks,66,36,30,0
29,Trail Blazers,33,676384,20496,102.6,33,17164,90.7,66,18830,96.8,2012,nba,OR,Trail Blazers,15,24.3,54632812,3746337,"$11,927,851*",-335149,-335149,58379149,86,28,2012ORTrail Blazers,66,28,38,0
30,Bulls,33,731326,22161,105.9,33,17989,93.5,66,20075,100,2012,nba,IL,Bulls,15,27.2,74105866,0,"$-3,951,448*",-16214448,-16214448,74258448,63,42,2012ILBulls,66,50,16,0
3,Kings,41,563743,13749,79.4,41,17305,90.3,82,15527,85.1,2013,nba,CA,Kings,15,25.9,58206752,4442851,8866377,-4202623,-4202623,62881623,74,48,2013CAKings,82,28,54,0
4,Pelicans,41,565930,13803,80.3,41,17254,90.1,82,15528,85.5,2013,nba,LA,Pelicans,16,24.7,62235672,4202528,5309800,-7759200,-7759200,66438200,78,89,2013LAPelicans,82,27,55,0
5,Pistons,41,606094,14782,67,41,16885,87.9,82,15834,76.7,2013,nba,MI,Pistons,15,25.3,61897253,0,"$9,850,747*",-3218253,-3218253,61897253,92,50,2013MIPistons,82,29,53,0
6,Bucks,41,616469,15035,80.3,41,16919,87.5,82,15977,84,2013,nba,WI,Bucks,15,24.6,47079048,7000000,17518476,4449476,4449476,54229524,80,8,2013WIBucks,82,38,44,0
7,Hawks,41,620146,15125,80.8,41,17165,89,82,16145,84.9,2013,nba,GA,Hawks,15,26.5,55517146,2677837,13270441,201441,201441,58477559,18,23,2013GAHawks,82,44,38,0
8,Pacers,41,626069,15269,84.1,40,17061,87.9,81,16154,86,2013,nba,IN,Pacers,15,26.8,65850484,788872,"$5,108,644*",-7960356,-7960356,66639356,13,5,2013INPacers,81,49,32,0
9,Hornets,41,628293,15324,80.3,41,16502,85.6,82,15913,83,2013,nba,NC,Hornets,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,55,93,2013NCHornets,82,21,61,0
10,Suns,41,632913,15436,83.8,41,17152,89.7,82,16294,86.8,2013,nba,AZ,Suns,15,25.9,47314683,6366667,17962616,4893616,4893616,53785384,57,50,2013AZSuns,82,25,57,0
11,Cavaliers,41,663882,16192,78.7,41,16780,87.3,82,16486,82.9,2013,nba,OH,Cavaliers,15,24.1,66063984,0,5568680,-7500320,-7500320,66179320,77,80,2013OHCavaliers,82,24,58,0
12,Timberwolves,41,669956,16340,84.4,41,17034,89.3,82,16687,86.9,2013,nba,MN,Timberwolves,15,25.8,66354404,1800392,"$3,593,204*",-9475796,-9475796,68154796,21,60,2013MNTimberwolves,82,31,51,0
13,Wizards,41,670070,16343,80.6,41,16193,84.1,82,16268,82.3,2013,nba,DC,Wizards,15,26.6,63807197,6389853,"$1,446,916*",-11622084,-11622084,70301084,11,68,2013DCWizards,82,57,25,0
14,Grizzlies,41,681613,16624,91.8,41,17194,90,82,16909,90.9,2013,nba,TN,Grizzlies,15,27.3,71361909,480331,-146257,-13215257,-13215257,71894257,35,87,2013TNGrizzlies,82,56,26,0
15,Rockets,41,683564,16672,92.4,41,17982,94,82,17327,93.2,2013,nba,TX,Rockets,16,24.7,60308379,3568999,7870622,-5198378,-5198378,63877378,22,35,2013TXRockets,82,41,41,0
16,76ers,41,685412,16717,82.2,41,17323,90.2,82,17020,86.1,2013,nba,PA,76ers,14,23.3,27287899,26198298,17967157,1600797,4898157,57078203,42,33,2013PA76ers,82,34,48,0
17,Nets,41,704702,17187,94.9,41,17239,89.1,82,17213,91.9,2013,nba,NY,Nets,15,28.1,102766374,0,-31180076,-44249076,-44249076,102928076,100,22,2013NYNets,82,49,33,0
18,Magic,41,721414,17595,93.4,41,16821,86.8,82,17208,90,2013,nba,FL,Magic,13,24.4,34022974,19378421,"$18,231,269*",5162269,5162269,53516731,8,77,2013FLMagic,82,20,62,0
19,Nuggets,41,730616,17819,93,41,17401,91.1,82,17610,92.1,2013,nba,CO,Nuggets,15,25,65379734,0,"$6,368,266*",-6700734,-6700734,65379734,2,68,2013CONuggets,82,57,25,0
20,Raptors,41,743936,18144,91.6,41,16313,84.8,82,17229,88.3,2013,nba,TT,Raptors,15,25.9,63206362,5429561,3112077,-9956923,-9956923,68635923,92,82,2013TTRaptors,82,34,48,0
