RK,TEAM,GMS,Total Attendance,Average Attendance,Attendance,GMS2,AVG3,PCT4,GMS5,AVG6,PCT7,year,sport,State,Team_Name,12,13,14,15,16,17,18,Spend,SM,PF,,SM-ALL,SM-W,SM-L,SM-T
7,Grizzlies,41,653863,15947,88,41,17348,91.2,82,16648,89.7,2018,nba,TN,Grizzlies,16,25.9,119619058,2200952,"$-519,644*",-22345557,-22345557,124214557,17,71,2018TNGrizzlies,82,22,60,0
8,Pacers,41,658119,16051,88.4,41,17749,91.8,82,16889,90.1,2018,nba,IN,Pacers,15,25.9,99581987,10950104,13153538,-8710462,-8710462,110579462,86,13,2018INPacers,82,48,34,0
9,Hornets,41,671404,16375,85.8,41,17623,91.6,82,16999,88.7,2018,nba,NC,Hornets,15,26,121810182,0,"$1,922,818*",-19941182,-19941182,121810182,4,67,2018NCHornets,82,36,46,0
10,Pelicans,41,673920,16437,95.6,41,17911,93.9,82,17174,94.7,2018,nba,LA,Pelicans,15,24.8,99091475,15721784,"$8,089,447*",-12944259,-12944259,114813259,79,49,2018LAPelicans,82,48,34,0
11,Bucks,41,685303,16714,89.3,41,18380,95.2,82,17547,92.3,2018,nba,WI,Bucks,15,27,114955757,7327105,"$1,364,680*",-20499320,-20499320,122368320,9,26,2018WIBucks,82,44,38,0
12,Suns,41,674655,16866,91.6,41,17610,92.4,82,17243,92,2018,nba,AZ,Suns,15,23.7,68854080,39334055,15241120,-6584793,-6584793,108453793,71,50,2018AZSuns,82,21,61,0
13,Clippers,41,697812,17019,89.3,41,17735,93.7,82,17373,91.4,2018,nba,CA,Clippers,14,25.9,83224562,35251396,5086126,-16701700,-16701700,118570700,58,40,2018CAClippers,82,42,40,0
14,Timberwolves,41,699308,17056,89.9,41,17850,93.8,82,17453,91.9,2018,nba,MN,Timberwolves,16,26.6,117381186,2701278,"$3,301,086*",-18479122,-18479122,120348122,78,47,2018MNTimberwolves,82,47,35,0
15,Nuggets,41,702796,17141,89.5,41,17871,94,82,17506,91.7,2018,nba,CO,Nuggets,15,24.1,117387540,346070,6783088,-15864610,-15864610,117733610,14,51,2018CONuggets,82,46,36,0
16,Pistons,41,713945,17413,82.9,41,17959,93.7,82,17686,88.1,2018,nba,MI,Pistons,15,26.7,116292254,7189209,"$251,537*",-21612463,-21612463,123481463,25,67,2018MIPistons,82,39,43,0
17,Kings,41,649571,17555,100.3,41,17478,91.8,82,17515,95.7,2018,nba,CA,Kings,15,24.7,92249525,11656113,19618359,-2169467,-2169467,104038467,36,64,2018CAKings,82,27,55,0
18,Magic,41,715728,17893,94.9,41,17651,91.9,82,17770,93.4,2018,nba,FL,Magic,15,24.7,112686749,1813371,9061964,-12802036,-12802036,114671036,57,78,2018FLMagic,82,25,57,0
19,Rockets,41,716008,17900,99.2,41,18369,96.7,82,18137,97.9,2018,nba,TX,Rockets,15,27.5,120917793,722878,1914201,-20066194,-20066194,121935194,64,33,2018TXRockets,82,24,58,0
20,Jazz,41,734806,17922,90,41,17495,92.5,82,17708,91.2,2018,nba,UT,Jazz,15,26.8,113394016,0,10295142,-11525016,-11525016,113394016,95,1,2018UTJazz,82,48,34,0
21,Wizards,41,718946,17973,88.6,41,17682,92.1,82,17826,90.3,2018,nba,DC,Wizards,15,26.3,115804428,7525665,119249,-21632009,-21632009,123501009,42,92,2018DCWizards,82,46,36,0
22,Thunder,41,746323,18203,100,41,18866,99.2,82,18534,99.6,2018,nba,OK,Thunder,14,25.9,138162052,4574383,-19124060,-41000264,-41000264,142869264,7,43,2018OKThunder,82,48,34,0
23,Spurs,41,754562,18403,99,41,18427,97.1,82,18415,98.1,2018,nba,TX,Spurs,15,26.9,101438941,20306394,"$1,987,665*",-19876335,-19876335,121745335,8,11,2018TXSpurs,82,47,35,0
24,Celtics,41,744960,18624,100,41,18588,96.5,82,18606,98.2,2018,nba,MA,Celtics,15,25.7,125326738,92857,-2580549,-23636053,-23636053,125505053,1,51,2018MACeltics,82,55,27,0
25,Lakers,41,776327,18934,99.3,41,18655,98.6,82,18796,99,2018,nba,CA,Lakers,15,25.7,90827159,14354067,18553371,-3464698,-3464698,105333698,31,69,2018CALakers,82,35,47,0
26,NY Knicks,41,792608,19331,97.6,41,18179,94.8,82,18762,96.2,2018,nba,NY,Knicks,15,23.1,62775458,60319426,"$467,200*",-21396800,-21396800,123265800,23,92,2018NYKnicks,82,29,53,0
27,Trail Blazers,41,795328,19398,99.8,41,17556,92.7,82,18477,96.3,2018,nba,OR,Trail Blazers,15,24.7,128004910,5091108,-9363018,-31227018,-31227018,133096018,92,53,2018ORTrail Blazers,82,49,33,0
28,Warriors,41,803436,19596,100,41,18884,99.6,82,19240,99.8,2018,nba,CA,Warriors,15,27.7,144354753,945126,-21730097,-43430879,-43430879,145299879,37,48,2018CAWarriors,82,58,24,0
29,Heat,41,785250,19631,100.2,41,18177,94.5,82,18895,97.3,2018,nba,FL,Heat,16,27.1,122689773,350088,554359,-21247097,-21247097,123116097,12,81,2018FLHeat,82,44,38,0
30,Mavericks,41,811453,19791,103.1,41,17374,91.5,82,18597,97.4,2018,nba,TX,Mavericks,15,27.8,73673600,14086460,35972940,-8423590,14108940,110292590,95,65,2018TXMavericks,82,24,58,0
31,Raptors,41,813431,19839,100.2,41,17673,92,82,18756,96.2,2018,nba,TT,Raptors,15,27,135460496,1800000,-13593477,-35562412,-35562412,137431412,32,47,2018TTRaptors,82,59,23,0
32,76ers,41,833503,20329,100,41,18012,93.6,82,19185,96.9,2018,nba,PA,76ers,15,26.6,107554205,4236960,11770919,-10093081,-10093081,111962081,77,20,2018PA76ers,82,52,30,0
33,Cavaliers,41,843042,20562,100,41,19071,99.5,82,19825,99.8,2018,nba,OH,Cavaliers,15,26,122179119,1273529,35033,-21830800,-21830800,123699800,52,94,2018OHCavaliers,82,50,32,0
34,Bulls,41,851824,20776,99.3,41,18030,94.4,82,19403,97,2018,nba,IL,Bulls,15,23.7,93010122,18918504,11706928,-10145084,-10145084,112014084,5,62,2018ILBulls,82,27,55,0
1,Cincinnati,8,394009,49251,75.2,8,66124,95.5,16,57687,85.6,2011,nfl,OH,Bengals,57,25.25,100157460,4637133,0,0,28192171,107182829,41,43,2011OHBengals,16,9,7,0
2,Los Angeles,8,451153,56394,86.3,8,68862,95.9,16,62628,91.4,2011,nfl,CA,Rams,56,25.21,106072816,656291,0,0,16333515,107541485,50,63,2011CARams,16,8,8,0
3,Tampa Bay,7,396300,56614,86.2,8,68246,97.2,15,62817,92.3,2011,nfl,FL,Buccaneers,54,24.09,80385451,5593548,0,0,57896001,85978999,62,58,2011FLBuccaneers,16,8,8,0
4,Oakland,8,473938,59242,94,8,68086,93.8,16,63664,93.9,2011,nfl,CA,Raiders,52,25.56,121750727,310711,0,0,-2797967,126172967,86,90,2011CARaiders,16,8,8,0
5,Miami,8,487089,60886,81,8,72161,94.9,16,66523,88,2011,nfl,FL,Dolphins,61,25.46,113831730,9754712,0,0,5413892,123861108,51,9,2011FLDolphins,16,8,8,0
6,Arizona,8,489455,61181,96.5,8,64026,91.1,16,62603,93.6,2011,nfl,AZ,Cardinals,39,0,113348748,0,2808564,700000,0,116857312,99,18,2011AZCardinals,16,8,8,0
7,Chicago,8,497166,62145,101,7,68456,99.6,15,65090,100.3,2011,nfl,IL,Bears,61,25.15,109794120,6636379,0,0,11684501,116430499,64,38,2011ILBears,16,8,8,0
8,Jacksonville,8,498655,62331,92.8,8,68875,96.8,16,65603,94.9,2011,nfl,FL,Jaguars,68,25.24,89528243,3388199,0,0,57659891,93715109,16,26,2011FLJaguars,16,5,11,0
9,Buffalo,7,438864,62694,85.8,8,67770,90,15,65402,88,2011,nfl,NY,Bills,62,25.4,93536799,10454000,0,0,34424201,105240799,6,37,2011NYBills,16,6,10,0
10,Minnesota,8,502529,62816,98,8,68132,93.4,16,65474,95.5,2011,nfl,MN,Vikings,56,25.27,110182201,2871990,0,0,4009643,118315357,85,93,2011MNVikings,16,10,6,0
11,Pittsburgh,8,504279,63034,97,8,68154,98.4,16,65594,97.7,2011,nfl,PA,Steelers,76,25.63,119886237,3092861,0,0,-8680598,129561598,30,3,2011PASteelers,16,8,8,0
12,Detroit,8,509940,63742,98.8,8,66455,95.6,16,65098,97.1,2011,nfl,MI,Lions,62,26.11,123932700,1088426,0,0,-3921126,125596126,52,29,2011MILions,16,10,6,0
13,Indianapolis,8,518627,64828,102.9,8,66507,96.5,16,65668,99.6,2011,nfl,IN,Colts,58,25.36,111842068,694341,0,0,6763591,116111409,77,6,2011INColts,16,8,8,0
14,Los Angeles,8,523143,65392,91.7,8,67718,96.7,16,66555,94.2,2011,nfl,CA,Chargers,61,25.85,113649637,1402059,0,0,-2698362,123073362,21,12,2011CAChargers,16,8,8,0
15,Cleveland,8,526874,65859,90,8,63014,94.7,16,64437,92.2,2011,nfl,OH,Browns,45,25.49,93500474,4678913,0,0,31175613,98179387,57,67,2011OHBrowns,16,9,7,0
16,Seattle,8,531311,66413,99.1,8,67455,96.2,16,66934,97.6,2011,nfl,WA,Seahawks,61,25.02,79462947,20569362,0,0,35259358,106215642,59,2,2011WASeahawks,16,5,11,0
17,New England,8,550048,68756,100,8,70580,95,16,69668,97.4,2011,nfl,NE,Patriots,66,25.53,100947539,5195421,0,0,20017040,107017960,56,8,2011NEPatriots,16,10,6,0
18,Atlanta,8,551892,68986,96.8,8,65191,96.7,16,67088,96.8,2011,nfl,GA,Falcons,56,26.48,123051711,3779956,0,0,-6456667,126831667,40,72,2011GAFalcons,16,5,11,0
19,Tennessee,8,553144,69143,100,8,65569,94.1,16,67356,97,2011,nfl,TN,Titans,61,25.07,111449324,3526209,0,0,13509467,114975533,91,99,2011TNTitans,16,8,8,0
20,Philadelphia,8,553152,69144,102.3,8,72002,95,16,70573,98.5,2011,nfl,PA,Eagles,65,25.2,120710769,6179232,0,0,4384999,126890001,91,86,2011PAEagles,16,8,8,0
21,San Francisco,8,557856,69732,99.3,8,63430,91.3,16,66581,95.3,2011,nfl,CA,49ers,66,25.32,108629039,6050428,0,0,22195533,114679467,28,83,2011CA49ers,16,13,3,0
22,Green Bay,8,564097,70512,96.7,8,69865,98.8,16,70188,97.7,2011,nfl,WI,Packers,59,24.8,112459454,3079310,0,0,10036236,115538764,13,71,2011WIPackers,16,15,1,0
23,Baltimore,8,569792,71224,100.3,8,64263,94.6,16,67743,97.5,2011,nfl,MD,Ravens,55,25.85,107224175,3074349,0,0,7205976,118969024,72,71,2011MDRavens,16,12,4,0
24,Houston,8,571969,71496,100.6,8,60966,88.7,16,66231,94.8,2011,nfl,TX,Texans,58,25.39,115235071,4240263,0,0,-1850334,122225334,73,21,2011TXTexans,16,10,6,0
25,Kansas City,8,576659,72082,93.9,8,66318,96.3,16,69200,95.1,2011,nfl,MO,Chiefs,52,25.1,102904859,65364,0,0,40664777,103720223,43,60,2011MOChiefs,16,10,6,0
26,Carolina,8,578342,72292,98,8,65030,97.5,16,68661,97.8,2011,nfl,NC,Panthers,66,24.8,120892742,1264819,0,0,1017439,122157561,11,68,2011NCPanthers,16,10,6,0
27,New Orleans,8,584336,73042,100.1,8,65199,94.9,16,69120,97.6,2011,nfl,LA,Saints,45,24.91,96237948,7511568,0,0,20617484,103977516,88,9,2011LASaints,16,8,8,0
28,Denver,8,602618,75327,99,8,63374,89.6,16,69350,94.5,2011,nfl,CO,Broncos,60,25.25,99422410,11964594,0,0,34987996,111387004,25,33,2011COBroncos,16,8,8,0
29,Washington,8,615368,76921,83.9,7,70199,96.1,15,73784,88.9,2011,nfl,DC,Redskins,69,25.84,109819443,16229148,0,0,5936704,127938296,87,33,2011DCRedskins,16,8,8,0
30,NY Jets,8,631888,78986,95.7,8,69438,94.7,16,74212,95.3,2011,nfl,NY,Jets,64,25.13,111547719,9890165,0,0,7137116,121437884,83,35,2011NYJets,16,8,8,0
31,NY Giants,8,635800,79475,96.3,8,74544,99.9,16,77009,98,2011,nfl,NY,Giants,39,0,124882250,0,1100000,0,0,125982250,59,70,2011NYGiants,16,6,10,0
32,Dallas,8,684096,85512,106.9,8,71859,97.1,16,78685,102.2,2011,nfl,TX,Cowboys,55,25.49,92617366,14110774,0,0,30786860,106728140,6,64,2011TXCowboys,16,8,8,0
1,Oakland,8,433732,54216,86,8,67812,93.4,16,61014,90,2012,nfl,CA,Raiders,65,26.09,83335547,18662932,0,0,7723521,112876479,10,30,2012CARaiders,16,7,9,0
2,Tampa Bay,8,440819,55102,83.9,8,70454,96.6,16,62778,90.6,2012,nfl,FL,Buccaneers,65,25.4,115910913,3947884,0,0,-17729614,138329614,15,65,2012FLBuccaneers,16,7,9,0
3,Los Angeles,7,396925,56703,86.8,8,61862,91.6,15,59454,89.4,2012,nfl,CA,Rams,55,25.16,100174951,11153750,0,0,4357141,116242859,66,93,2012CARams,16,7,9,0
4,Miami,8,459033,57379,76.3,8,68260,97.9,16,62819,86.7,2012,nfl,FL,Dolphins,67,25.24,105515477,12051542,0,0,-1246186,121846186,2,52,2012FLDolphins,16,7,9,0
5,Los Angeles,8,479716,59964,84.1,8,67793,94.3,16,63879,89.2,2012,nfl,CA,Chargers,67,26.72,111292156,9913147,0,0,-6045772,126645772,87,79,2012CAChargers,16,7,9,0
6,Minnesota,8,485802,60725,94.7,8,66737,95.9,16,63731,95.3,2012,nfl,MN,Vikings,58,25.5,103750000,11121795,0,0,4990059,115609941,66,69,2012MNVikings,16,10,6,0
7,Arizona,8,487125,60890,96,8,67639,96.3,16,64265,96.2,2012,nfl,AZ,Cardinals,44,0,118985685,0,1475684,0,0,120461369,45,77,2012AZCardinals,16,5,11,0
8,Pittsburgh,8,489135,61141,94.1,8,73679,101.5,16,67410,98,2012,nfl,PA,Steelers,66,26.09,103045582,9861995,0,0,-3657245,124257245,52,9,2012PASteelers,16,4,12,0
9,Cincinnati,8,489504,61188,93.4,8,66488,91.1,16,63838,92.2,2012,nfl,OH,Bengals,61,25.48,95877016,6168169,0,0,5223522,115376478,72,72,2012OHBengals,16,6,10,0
10,Chicago,8,498633,62329,101.3,8,69728,101.2,16,66028,101.2,2012,nfl,IL,Bears,65,26.74,118614114,5643211,0,0,-7511164,128111164,9,19,2012ILBears,16,10,6,0
11,Detroit,8,510158,63769,98.9,8,66036,98.6,16,64903,98.7,2012,nfl,MI,Lions,66,26.8,125338430,737228,0,0,-10828399,131428399,50,3,2012MILions,16,4,12,0
12,Buffalo,7,454653,64950,88.9,8,67230,94.8,15,66166,92,2012,nfl,NY,Bills,63,25.81,99480489,21541495,0,0,-11833193,132433193,47,98,2012NYBills,16,10,6,0
13,Jacksonville,8,519872,64984,96.8,8,61337,89,16,63160,92.8,2012,nfl,FL,Jaguars,69,25.87,104027839,10462285,0,0,-10406398,131006398,57,40,2012FLJaguars,16,7,9,0
14,Indianapolis,8,521518,65189,103.5,8,67640,96.4,16,66415,99.7,2012,nfl,IN,Colts,61,25.46,80695867,34153198,0,0,948669,119651331,16,10,2012INColts,16,10,6,0
15,Cleveland,8,533058,66632,91,8,66526,94,16,66579,92.5,2012,nfl,OH,Browns,64,25.36,106897462,7044606,0,0,-6431421,127031421,84,95,2012OHBrowns,16,6,10,0
16,Seattle,8,543570,67946,101.4,7,61812,91.3,15,65083,96.7,2012,nfl,WA,Seahawks,60,25.6,100239603,22989653,0,0,-5886060,126486060,8,53,2012WASeahawks,16,10,6,0
17,Kansas City,8,548070,68508,89.3,8,61496,87.8,16,65002,88.6,2012,nfl,MO,Chiefs,65,25.8,133969686,1459842,0,0,-19356474,139956474,58,14,2012MOChiefs,16,10,6,0
18,New England,8,550044,68755,100,7,71526,99.1,15,70048,99.6,2012,nfl,NE,Patriots,65,26.03,103473442,18669694,0,0,-7599839,128199839,88,25,2012NEPatriots,16,10,6,0
19,Tennessee,8,553144,69143,100,8,64694,92.8,16,66918,96.4,2012,nfl,TN,Titans,64,25.47,102165031,1712920,0,0,-399867,120999867,7,7,2012TNTitans,16,4,12,0
20,Philadelphia,8,553152,69144,102.3,8,71717,96.5,16,70430,99.3,2012,nfl,PA,Eagles,66,25.64,104182562,9329673,0,0,2954431,117645569,80,82,2012PAEagles,16,4,12,0
21,San Francisco,8,557856,69732,99.3,8,67131,96.4,16,68431,97.9,2012,nfl,CA,49ers,59,26.66,131676428,555680,0,0,-17163308,137763308,29,1,2012CA49ers,16,11,4,1
22,Atlanta,8,560773,70096,98.4,8,67703,92.7,16,68899,95.5,2012,nfl,GA,Falcons,60,26.48,122023197,2781834,0,0,-6451079,127051079,41,79,2012GAFalcons,16,13,3,0
23,Green Bay,8,564062,70507,96.7,8,67756,100.6,16,69131,98.5,2012,nfl,WI,Packers,60,25.57,107687811,4701497,0,0,1603195,118996805,3,49,2012WIPackers,16,10,6,0
24,Baltimore,8,570229,71278,100.4,8,67396,92.6,16,69337,96.5,2012,nfl,MD,Ravens,65,26.38,116988992,10525194,0,0,-11546757,132146757,89,19,2012MDRavens,16,10,6,0
25,Houston,8,573321,71665,100.9,8,68831,99.6,16,70248,100.3,2012,nfl,TX,Texans,61,26.03,104233297,16575412,0,0,-4488709,125088709,55,19,2012TXTexans,16,12,4,0
26,New Orleans,8,583107,72888,99.9,8,72573,99.2,16,72731,99.5,2012,nfl,LA,Saints,66,25.98,108084458,5531362,0,0,1754777,118845223,81,47,2012LASaints,16,10,6,0
27,Carolina,8,586347,73293,99.3,8,65263,90.2,16,69278,94.8,2012,nfl,NC,Panthers,59,25.56,99903996,6123077,0,0,-6803460,127403460,94,6,2012NCPanthers,16,10,6,0
28,Denver,8,613062,76632,100.7,8,68089,97,16,72361,98.9,2012,nfl,CO,Broncos,60,26.3,120588032,6909179,0,0,-11048944,131648944,24,6,2012COBroncos,16,13,3,0
29,NY Jets,8,632704,79088,95.9,8,63702,92.5,16,71395,94.4,2012,nfl,NY,Jets,71,25.85,126115291,3483228,0,0,-9853519,130453519,6,83,2012NYJets,16,6,10,0
30,Washington,8,637236,79654,86.9,8,69058,96.5,16,74356,91.1,2012,nfl,DC,Redskins,66,26.12,103327645,6742361,0,0,5538744,115061256,92,28,2012DCRedskins,16,13,3,0
31,NY Giants,8,643964,80495,97.6,8,73245,99.1,16,76870,98.3,2012,nfl,NY,Giants,41,0,122825338,0,14697867,0,0,137523205,92,16,2012NYGiants,16,10,6,0
32,Dallas,8,708249,88531,110.7,8,72759,98.6,16,80645,104.9,2012,nfl,TX,Cowboys,67,25.93,104514642,22684076,0,0,-9629465,130229465,48,94,2012TXCowboys,16,8,8,0
1,Oakland,8,403556,50444,80,8,75135,99.6,16,62789,90.7,2013,nfl,CA,Raiders,58,25.83,62911225,55371535,0,0,6252808,121534233,86,35,2013CARaiders,16,12,4,0
2,Los Angeles,8,455657,56957,87.2,8,69917,99.9,16,63437,93.8,2013,nfl,CA,Rams,55,24.93,101325111,14665104,0,0,-1062720,124333057,52,23,2013CARams,16,12,4,0
3,Pittsburgh,8,458489,57311,88.2,7,69109,97.4,15,62816,92.7,2013,nfl,PA,Steelers,58,26.24,99276546,10959577,0,0,67466,125459345,78,3,2013PASteelers,16,10,6,0
4,Tampa Bay,8,470548,58818,89.6,8,68196,96.4,16,63507,93.1,2013,nfl,FL,Buccaneers,62,25.42,107554078,14407084,0,0,7532389,127779333,30,30,2013FLBuccaneers,16,13,3,0
5,Jacksonville,7,419581,59940,89.2,8,65634,95.8,15,62977,92.8,2013,nfl,FL,Jaguars,61,24.9,76481330,35728734,0,0,25668675,120494441,56,40,2013FLJaguars,16,8,8,0
6,Arizona,8,488271,61033,96.3,8,63679,93.5,16,62356,94.8,2013,nfl,AZ,Cardinals,38,0,95053922,20000000,5406476,980000,0,120516627,54,1,2013AZCardinals,16,10,6,0
7,Chicago,8,498864,62358,101.4,8,69776,98.9,16,66067,100.1,2013,nfl,IL,Bears,57,27.04,118072918,6199751,0,0,4448586,125564669,83,77,2013ILBears,16,8,8,0
8,Cincinnati,8,506377,63297,96.6,8,61928,89.3,16,62612,92.9,2013,nfl,OH,Bengals,61,25.93,114672294,8141422,0,0,7964686,127066245,15,86,2013OHBengals,16,8,8,0
9,Detroit,8,510369,63796,98.9,8,67934,97.1,16,65865,98,2013,nfl,MI,Lions,57,26.39,97903420,14829672,0,0,2671757,119919260,44,72,2013MILions,16,7,9,0
10,Minnesota,7,448135,64019,99.8,8,70987,100.5,15,67735,100.2,2013,nfl,MN,Vikings,58,25.59,119282647,4909405,0,0,2046824,128850660,38,48,2013MNVikings,16,7,9,0
11,Los Angeles,8,513641,64205,90.1,8,67349,91.8,16,65777,91,2013,nfl,CA,Chargers,59,25.93,101204163,12298555,0,0,3665563,120452285,71,52,2013CAChargers,16,12,4,0
12,Miami,8,514553,64319,85.5,8,65874,93.4,16,65096,89.3,2013,nfl,FL,Dolphins,55,25.69,83538929,12900362,0,0,16972957,112354370,17,34,2013FLDolphins,16,8,8,0
13,Indianapolis,8,527606,65950,104.7,8,65885,95.1,16,65918,99.6,2013,nfl,IN,Colts,59,26.24,109728023,10847687,0,0,-3531741,129046015,34,61,2013INColts,16,11,5,0
14,Buffalo,7,463873,66267,90.7,8,66204,92.8,15,66233,91.8,2013,nfl,NY,Bills,56,25.41,93133764,18337408,0,0,18626769,115151649,30,48,2013NYBills,16,7,9,0
15,Seattle,8,545577,68197,101.8,8,68569,97.9,16,68383,99.8,2013,nfl,WA,Seahawks,57,25.54,113492822,8368014,0,0,4082571,133725554,72,87,2013WASeahawks,16,13,3,0
16,New England,8,550048,68756,100,8,71346,97.8,16,70051,98.9,2013,nfl,NE,Patriots,55,25.64,95721433,16697929,0,0,6491317,123765027,81,6,2013NEPatriots,16,7,9,0
17,Tennessee,8,553144,69143,100,8,63082,93.9,16,66112,97,2013,nfl,TN,Titans,56,25.96,108433715,12550074,0,0,8853340,127458573,28,17,2013TNTitans,16,7,9,0
18,Philadelphia,8,553152,69144,102.3,8,73500,98.6,16,71322,100.4,2013,nfl,PA,Eagles,55,25.64,113332086,12079098,0,0,20396884,127017785,12,20,2013PAEagles,16,10,6,0
19,San Francisco,8,557856,69732,99.3,7,67804,95.8,15,68832,97.7,2013,nfl,CA,49ers,55,26.35,111080375,5256877,0,0,4693644,122183675,10,62,2013CA49ers,16,12,4,0
20,Atlanta,8,561795,70224,98.6,7,68577,97.2,15,69455,97.9,2013,nfl,GA,Falcons,58,26,100229932,17155771,0,0,1672075,122214225,9,20,2013GAFalcons,16,8,8,0
21,Baltimore,8,569084,71135,100.2,8,67117,96.9,16,69126,98.6,2013,nfl,MD,Ravens,55,26.05,108485383,17514344,0,0,-3879417,127861848,73,38,2013MDRavens,16,12,4,0
22,Cleveland,8,569939,71242,97.3,8,69101,97.6,16,70171,97.4,2013,nfl,OH,Browns,58,24.95,94420575,13777043,0,0,24475965,113736500,39,83,2013OHBrowns,16,8,8,0
23,Houston,8,573271,71658,100.9,8,66301,96.1,16,68980,98.5,2013,nfl,TX,Texans,63,25.53,109726654,6812448,0,0,2323913,123826813,88,40,2013TXTexans,16,2,14,0
24,New Orleans,8,583210,72901,99.9,8,67502,97.2,16,70201,98.6,2013,nfl,LA,Saints,55,26.33,96939334,6302472,0,0,1627765,124095472,64,36,2013LASaints,16,11,5,0
25,Carolina,8,587544,73443,99.5,8,65585,94.4,16,69514,97,2013,nfl,NC,Panthers,59,26.56,87661776,18607423,0,0,17359735,109976646,74,81,2013NCPanthers,16,7,9,0
26,Kansas City,8,602877,75359,98.2,8,64391,88.9,16,69875,93.7,2013,nfl,MO,Chiefs,57,25.47,115279528,19028711,0,0,2600674,135499353,50,2,2013MOChiefs,16,11,5,0
27,Denver,8,614977,76872,101,8,72396,100.5,16,74634,100.7,2013,nfl,CO,Broncos,59,26.53,118575997,11883003,0,0,7818991,133046000,54,37,2013COBroncos,16,13,3,0
28,NY Jets,8,615656,76957,93.3,8,69181,97.5,16,73069,95.2,2013,nfl,NY,Jets,60,25.87,97161812,22421993,0,0,5487561,122145176,68,66,2013NYJets,16,8,8,0
29,Washington,8,617767,77220,84.2,8,72780,100.8,16,75000,91.5,2013,nfl,DC,Redskins,63,26.1,97389614,6625307,0,0,1022678,109663555,8,13,2013DCRedskins,16,13,3,0
30,Green Bay,8,623577,77947,106.9,8,70953,101.5,16,74450,104.2,2013,nfl,WI,Packers,59,25.1,105630986,3119288,0,0,11168878,120756853,23,94,2013WIPackers,16,13,3,0
31,NY Giants,8,641184,80148,97.1,8,71043,96.8,16,75595,97,2013,nfl,NY,Giants,37,0,135382980,2498000,2157977,490500,0,140280186,39,6,2013NYGiants,16,7,9,0
32,Dallas,8,704345,88043,110.1,8,71904,97.7,16,79973,104.1,2013,nfl,TX,Cowboys,58,25.79,96138211,17118735,0,0,3620317,116978839,50,17,2013TXCowboys,16,8,8,0
1,Minnesota,8,417906,52238,104.5,8,65314,94.7,16,58776,98.8,2014,nfl,MN,Vikings,59,25.32,99364225,8766804,0,0,3515388,130020129,27,85,2014MNVikings,16,7,9,0
2,Los Angeles,8,456146,57018,87.3,8,67908,95,16,62463,91.3,2014,nfl,CA,Rams,57,25.18,120120288,8402953,0,0,796398,131027131,5,56,2014CARams,16,8,8,0
3,Oakland,8,459333,57416,102.5,8,69267,99.4,16,63341,100.8,2014,nfl,CA,Raiders,62,26.03,88804054,17835002,0,0,6465447,124442456,36,5,2014CARaiders,16,8,8,0
4,Tampa Bay,8,477273,59659,90.9,8,68318,95.2,16,63988,93.2,2014,nfl,FL,Buccaneers,60,25.5,122260082,13814575,0,0,2219889,137116892,72,100,2014FLBuccaneers,16,12,4,0
5,Cincinnati,8,485628,60703,92.7,8,67442,98,16,64072,95.4,2014,nfl,OH,Bengals,59,25.81,123997221,5142081,0,0,10021378,131642102,63,63,2014OHBengals,16,10,5,1
6,Chicago,8,493449,61681,100.3,8,69614,100.9,16,65647,100.6,2014,nfl,IL,Bears,60,26.2,104027338,18280371,0,0,1574645,131432310,13,48,2014ILBears,16,6,10,0
7,Arizona,8,495835,61979,97.8,8,69686,97.2,16,65832,97.4,2014,nfl,AZ,Cardinals,38,0,114533043,0,5699886,1000000,0,121232929,72,6,2014AZCardinals,16,11,5,0
8,Pittsburgh,8,497811,62226,95.7,8,70341,98.1,16,66283,97,2014,nfl,PA,Steelers,54,26.33,116094468,13435466,0,0,2300803,131947647,29,59,2014PASteelers,16,11,5,0
9,Jacksonville,7,440732,62961,93.7,8,67786,95.1,15,65534,94.5,2014,nfl,FL,Jaguars,64,24.97,103149641,18165907,0,0,26191120,125584374,86,76,2014FLJaguars,16,8,8,0
10,Detroit,8,504198,63024,97.7,7,67861,100.5,15,65281,99,2014,nfl,MI,Lions,59,26.46,120697729,9379143,0,0,-169226,132391778,28,8,2014MILions,16,11,5,0
11,Indianapolis,8,523004,65375,103.8,8,72281,99,16,68828,101.2,2014,nfl,IN,Colts,56,26.84,100629580,5902931,0,0,9627074,123726021,11,7,2014INColts,16,6,10,0
12,Los Angeles,8,523457,65432,91.8,8,68259,96.2,16,66845,94,2014,nfl,CA,Chargers,57,26.51,104154985,16440510,0,0,891116,134236725,97,59,2014CAChargers,16,8,8,0
13,Cleveland,8,539400,67425,92.1,8,68056,97.9,16,67740,94.9,2014,nfl,OH,Browns,60,25.55,111632909,20616725,0,0,21392977,135524779,98,20,2014OHBrowns,16,10,5,1
14,Buffalo,8,540180,67522,93.8,8,68224,96.9,16,67873,95.3,2014,nfl,NY,Bills,57,25.54,116041275,27015831,0,0,2899870,147684870,11,74,2014NYBills,16,9,7,0
15,Seattle,8,547298,68412,99.5,8,69999,100.7,16,69206,100.1,2014,nfl,WA,Seahawks,60,25.6,104081005,17968453,0,0,5432457,130434083,25,14,2014WASeahawks,16,12,4,0
