k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
301,Alonzo Gee\geeal01,2010-11,23,TOT,NBA,10.8,56,34,1118,3.9,8.5,3.3,6.9,0.5,1.6,2.3,3.0,2.0,3.9,5.9,1.2,1.3,0.6,1.8,3.0,10.7,.458,.488,.333,.491,.783,.544
302,Willie Green\greenwi01,2010-11,29,NOH,NBA,10.8,77,13,1674,5.8,13.1,4.6,9.8,1.2,3.3,1.7,2.2,0.5,3.0,3.5,1.6,0.8,0.3,1.4,3.1,14.5,.443,.476,.348,.488,.780,.515
303,Lazar Hayward\haywala01,2010-11,24,MIN,NBA,10.8,42,0,419,4.7,13.2,3.3,8.1,1.5,5.2,2.8,3.6,2.0,4.0,6.0,2.4,1.0,0.6,1.6,3.8,13.7,.357,.404,.283,.412,.786,.464
304,Timofey Mozgov\mozgoti01,2010-11,24,TOT,NBA,10.8,45,14,524,4.3,9.1,4.3,9.1,0.0,0.0,2.5,3.6,3.2,5.2,8.3,1.0,1.0,1.7,2.4,5.8,11.2,.474,.474,,.474,.712,.523
305,Jason Smith\smithja02,2010-11,24,NOH,NBA,10.8,77,6,1102,4.4,10.0,4.4,10.0,0.0,0.1,1.9,2.3,2.9,5.0,7.9,1.2,0.8,1.0,1.7,4.9,10.8,.443,.446,.000,.443,.843,.490
306,Evan Turner\turneev01,2010-11,22,PHI,NBA,10.8,78,14,1797,4.5,10.6,4.2,9.7,0.3,0.9,2.0,2.5,0.8,5.3,6.1,3.2,1.0,0.3,1.6,2.8,11.3,.425,.435,.318,.439,.808,.484
307,Willie Warren\warrewi01,2010-11,21,LAC,NBA,10.8,19,0,134,3.5,9.4,2.1,5.4,1.3,4.0,1.6,2.1,0.3,3.0,3.2,7.3,1.6,0.0,2.1,4.3,9.9,.371,.400,.333,.443,.750,.480
308,Dante Cunningham\cunnida01,2010-11,23,TOT,NBA,10.7,78,18,1637,4.8,10.4,4.8,10.1,0.0,0.3,1.0,1.4,2.1,4.0,6.1,0.9,1.2,0.9,1.1,3.9,10.6,.462,.473,.077,.463,.726,.483
309,Gordon Hayward\haywago01,2010-11,20,UTA,NBA,10.7,72,17,1218,4.2,8.7,3.2,6.5,1.0,2.2,2.0,2.9,1.2,2.9,4.1,2.4,0.9,0.6,2.1,3.1,11.5,.485,.489,.473,.544,.711,.578
310,Ryan Hollins\holliry01,2010-11,26,CLE,NBA,10.7,70,16,1182,4.0,6.7,4.0,6.7,0.0,0.0,3.4,5.0,2.1,3.5,5.7,0.8,0.7,1.3,2.0,6.1,11.4,.598,.598,,.598,.681,.642
311,A.J. Price\priceaj01,2010-11,24,IND,NBA,10.7,50,0,795,5.2,14.5,3.3,7.7,1.9,6.7,2.4,3.7,0.7,2.5,3.3,5.0,1.3,0.0,2.4,2.8,14.6,.356,.427,.275,.420,.667,.454
312,Dominique Jones\jonesdo02,2010-11,22,DAL,NBA,10.6,18,0,135,3.7,12.0,3.7,10.9,0.0,1.1,3.7,4.5,1.6,5.1,6.7,5.1,1.3,0.8,2.7,1.9,11.2,.311,.341,.000,.311,.824,.400
313,Brandon Rush\rushbr01,2010-11,25,IND,NBA,10.6,67,21,1754,4.5,10.6,2.5,6.0,1.9,4.6,1.6,2.2,0.7,3.8,4.5,1.3,0.8,0.7,1.4,2.2,12.5,.421,.425,.417,.512,.755,.540
314,Von Wafer\wafervo01,2010-11,25,BOS,NBA,10.6,58,2,553,4.4,10.4,3.2,6.0,1.2,4.4,2.1,2.5,0.5,2.7,3.2,2.3,1.2,0.3,1.3,2.5,12.0,.421,.533,.269,.478,.842,.524
315,Anthony Parker\parkean01,2010-11,35,CLE,NBA,10.5,72,65,2091,3.8,9.5,2.3,5.6,1.5,3.9,1.3,1.6,0.6,3.2,3.8,3.8,1.2,0.2,1.4,1.9,10.3,.399,.412,.379,.476,.779,.505
316,Sebastian Telfair\telfase01,2010-11,25,MIN,NBA,10.5,37,8,711,4.9,12.2,3.5,8.3,1.4,3.9,2.2,3.0,0.9,1.9,2.7,5.6,1.3,0.2,3.2,3.2,13.5,.402,.423,.359,.461,.733,.497
317,Manny Harris\harrima01,2010-11,21,CLE,NBA,10.4,54,15,933,4.2,11.2,2.9,7.6,1.3,3.5,2.7,3.6,1.4,4.0,5.4,3.3,1.2,0.3,2.4,2.5,12.4,.374,.376,.370,.433,.763,.486
318,Dominic McGuire\mcguido01,2010-11,25,CHA,NBA,10.4,52,8,760,3.4,8.6,3.4,8.5,0.0,0.1,1.4,1.8,3.0,6.4,9.4,2.0,0.5,1.6,1.2,4.5,8.2,.396,.400,.000,.396,.769,.437
319,Thabo Sefolosha\sefolth01,2010-11,26,OKC,NBA,10.4,79,79,2049,2.8,5.9,2.3,4.1,0.5,1.8,1.0,1.4,1.1,4.9,6.1,2.0,1.7,0.7,1.0,3.0,7.0,.471,.558,.275,.514,.747,.545
320,Mario Chalmers\chalmma01,2010-11,24,MIA,NBA,10.3,70,28,1579,3.5,8.8,1.6,3.6,1.9,5.3,1.2,1.4,0.3,3.1,3.3,4.0,1.7,0.2,2.1,3.6,10.2,.399,.459,.359,.506,.871,.538
321,Semih Erden\erdense01,2010-11,24,TOT,NBA,10.3,41,8,595,3.8,6.7,3.8,6.7,0.0,0.0,2.4,3.6,2.2,4.9,7.1,1.2,0.9,1.5,2.1,6.3,9.9,.559,.559,,.559,.650,.593
322,Chris Johnson\johnsch03,2010-11,25,TOT,NBA,10.2,14,1,138,2.3,5.5,2.3,5.5,0.0,0.0,3.9,5.2,3.1,5.2,8.3,0.8,0.8,2.3,2.6,5.5,8.6,.429,.429,,.429,.750,.554
323,Wesley Johnson\johnswe01,2010-11,23,MIN,NBA,10.2,79,63,2069,4.7,11.9,2.9,6.8,1.8,5.0,1.1,1.6,0.9,3.3,4.2,2.6,1.0,0.9,1.7,2.8,12.3,.397,.427,.356,.473,.696,.491
