k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
101,Tobias Harris\harrito02,2016-17,24,DET,NBA,16.9,82,48,2567,7.2,14.9,5.6,10.5,1.5,4.4,2.7,3.2,0.9,5.0,5.8,2.0,0.8,0.5,1.3,1.9,18.5,.481,.537,.347,.532,.841,.568
102,Cheick Diallo\diallch01,2016-17,20,NOP,NBA,16.8,17,0,199,6.5,13.7,6.5,13.7,0.0,0.0,2.7,3.8,4.2,9.0,13.2,0.7,0.7,1.3,1.3,3.1,15.7,.474,.474,,.474,.714,.510
103,Skal Labissiere\labissk01,2016-17,20,SAC,NBA,16.8,33,12,612,6.9,12.8,6.7,12.4,0.2,0.5,3.1,4.4,3.0,6.5,9.5,1.6,0.9,0.8,2.2,3.8,17.0,.537,.543,.375,.544,.703,.577
104,Ricky Rubio\rubiori01,2016-17,26,MIN,NBA,16.8,75,75,2469,3.8,9.5,2.9,6.6,0.9,2.9,3.7,4.2,1.0,3.5,4.4,9.9,1.9,0.1,2.8,2.9,12.2,.402,.443,.306,.448,.891,.539
105,Cody Zeller\zelleco01,2016-17,24,CHO,NBA,16.7,62,58,1725,5.3,9.2,5.3,9.2,0.0,0.0,2.8,4.1,2.8,5.6,8.5,2.1,1.3,1.2,1.4,3.9,13.3,.571,.572,.000,.571,.679,.604
106,Tyson Chandler\chandty01,2016-17,34,PHO,NBA,16.6,47,46,1298,4.2,6.3,4.2,6.3,0.0,0.0,2.5,3.4,4.2,10.7,14.9,0.8,0.9,0.7,1.8,3.5,11.0,.671,.671,,.671,.734,.703
107,David West\westda01,2016-17,36,GSW,NBA,16.6,68,0,854,5.7,10.6,5.6,10.3,0.1,0.3,1.8,2.4,2.0,6.6,8.6,6.4,1.8,2.0,3.3,4.4,13.3,.536,.541,.375,.542,.768,.571
108,Steven Adams\adamsst01,2016-17,23,OKC,NBA,16.5,80,80,2389,5.6,9.9,5.6,9.9,0.0,0.0,2.4,3.9,4.2,5.0,9.2,1.3,1.3,1.2,2.2,2.9,13.6,.571,.572,.000,.571,.611,.589
109,Draymond Green\greendr01,2016-17,26,GSW,NBA,16.5,76,76,2471,4.0,9.5,2.8,5.6,1.2,3.8,2.2,3.1,1.4,7.3,8.7,7.8,2.2,1.5,2.7,3.2,11.3,.418,.494,.308,.481,.709,.522
110,Gary Harris\harriga01,2016-17,22,DEN,NBA,16.5,57,56,1782,6.5,12.9,4.3,7.7,2.2,5.2,2.1,2.7,1.0,2.6,3.6,3.3,1.4,0.2,1.5,1.9,17.2,.502,.558,.420,.586,.776,.611
