k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
401,Tayshaun Prince\princta01,2013-14,33,MEM,NBA,8.2,76,76,1948,3.7,9.1,3.3,7.8,0.4,1.3,0.6,1.1,0.6,3.7,4.3,2.2,0.7,0.4,0.8,1.2,8.4,.407,.426,.290,.427,.567,.438
402,Joel Anthony\anthojo01,2013-14,31,TOT,NBA,8.1,33,0,186,2.3,6.2,2.3,6.2,0.0,0.0,0.8,1.5,2.9,4.5,7.4,0.4,0.6,2.3,0.6,3.3,5.4,.375,.375,,.375,.500,.394
403,Jason Maxiell\maxieja01,2013-14,30,ORL,NBA,8.1,34,13,488,3.5,7.7,3.5,7.7,0.0,0.0,1.1,2.3,2.1,4.3,6.3,0.7,0.6,1.5,1.0,3.5,8.0,.448,.448,,.448,.484,.459
404,Luigi Datome\datomlu01,2013-14,26,DET,NBA,8.0,34,0,238,5.1,14.7,4.1,8.8,1.1,5.9,1.2,1.5,2.1,4.8,7.0,1.7,0.9,0.2,1.7,3.0,12.6,.351,.466,.179,.387,.800,.409
405,Tony Snell\snellto01,2013-14,22,CHI,NBA,8.0,77,12,1231,3.8,9.8,2.1,4.6,1.7,5.2,0.9,1.2,0.6,3.1,3.6,2.0,0.8,0.4,1.3,2.5,10.1,.384,.456,.320,.469,.756,.489
406,Aaron Gray\grayaa01,2013-14,29,TOT,NBA,7.8,37,6,355,2.7,6.2,2.7,6.1,0.0,0.1,1.1,2.0,4.3,7.0,11.3,2.2,1.0,0.8,3.1,6.5,6.6,.443,.450,.000,.443,.550,.466
407,Antawn Jamison\jamisan01,2013-14,37,LAC,NBA,7.8,22,0,248,4.2,13.4,3.0,7.4,1.2,6.0,2.6,3.6,1.3,6.7,8.0,1.0,1.3,0.4,1.0,4.2,12.2,.315,.412,.195,.359,.720,.408
408,John Salmons\salmojo01,2013-14,34,TOT,NBA,7.8,78,8,1726,3.1,8.6,1.8,5.2,1.3,3.4,0.8,1.1,0.4,3.0,3.4,3.1,1.0,0.4,1.1,2.6,8.4,.363,.348,.387,.439,.769,.462
409,Garrett Temple\templga01,2013-14,27,WAS,NBA,7.8,75,0,638,2.9,8.0,2.5,6.3,0.3,1.6,1.7,2.4,1.2,2.7,3.8,4.1,2.0,0.6,2.4,4.1,7.8,.362,.402,.207,.383,.698,.431
410,Allen Crabbe\crabbal01,2013-14,21,POR,NBA,7.7,15,0,100,4.3,11.9,2.2,6.8,2.2,5.0,1.1,1.4,0.4,2.9,3.2,2.2,0.7,0.4,1.1,3.6,11.9,.364,.316,.429,.455,.750,.475
411,Ben McLemore\mclembe01,2013-14,20,SAC,NBA,7.7,82,55,2187,4.2,11.2,2.6,6.3,1.6,4.9,1.9,2.4,0.9,3.0,3.9,1.3,0.7,0.3,1.6,3.3,11.9,.376,.419,.320,.446,.804,.485
412,Shavlik Randolph\randosh01,2013-14,30,PHO,NBA,7.7,14,0,95,2.7,5.3,2.7,5.3,0.0,0.0,2.3,4.2,2.7,6.8,9.5,0.4,1.1,0.4,1.9,5.7,7.6,.500,.500,,.500,.545,.531
413,Elias Harris\harriel01,2013-14,24,LAL,NBA,7.6,2,0,11,0.0,3.3,0.0,3.3,0.0,0.0,0.0,0.0,3.3,0.0,3.3,3.3,3.3,0.0,0.0,0.0,0.0,.000,.000,,.000,,.000
