k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
38,Brook Lopez\lopezbr01,2010-11,22,NJN,NBA,19.3,82,82,2889,8.0,16.3,8.0,16.3,0.0,0.0,4.8,6.1,2.5,3.6,6.1,1.6,0.6,1.5,2.2,3.0,20.8,.492,.492,.000,.492,.787,.549
39,Josh Smith\smithjo03,2010-11,25,ATL,NBA,19.2,77,77,2645,6.8,14.2,6.1,12.1,0.7,2.1,3.1,4.3,1.8,7.1,8.9,3.5,1.3,1.6,2.7,3.0,17.3,.477,.503,.331,.502,.725,.540
40,Chris Andersen\anderch01,2010-11,32,DEN,NBA,19.0,45,0,732,4.0,6.7,4.0,6.7,0.0,0.0,4.2,6.6,3.7,7.1,10.8,1.0,1.1,2.9,1.2,3.9,12.3,.599,.603,.000,.599,.637,.636
41,Ryan Anderson\anderry01,2010-11,22,ORL,NBA,19.0,64,14,1424,5.7,13.3,2.3,4.7,3.4,8.6,2.4,3.0,3.3,5.7,9.0,1.3,0.8,1.0,1.2,3.5,17.2,.430,.500,.393,.558,.812,.591
42,Ramon Sessions\sessira01,2010-11,24,CLE,NBA,19.0,81,38,2133,6.1,13.1,6.1,12.8,0.1,0.3,5.9,7.1,0.8,3.5,4.3,7.1,1.0,0.1,3.0,1.6,18.1,.466,.472,.200,.468,.823,.559
43,Lou Williams\willilo02,2010-11,24,PHI,NBA,18.9,75,0,1747,6.7,16.4,4.8,11.2,1.8,5.2,6.0,7.3,0.7,2.4,3.1,5.2,1.0,0.4,2.1,2.6,21.2,.406,.434,.348,.462,.823,.540
44,Carlos Boozer\boozeca01,2010-11,29,CHI,NBA,18.8,59,59,1882,8.2,16.2,8.2,16.2,0.0,0.0,3.3,4.7,2.5,8.3,10.8,2.8,0.9,0.3,2.9,3.6,19.8,.510,.510,,.510,.701,.542
45,Jeremy Evans\evansje01,2010-11,23,UTA,NBA,18.8,49,3,463,5.9,8.9,5.9,8.9,0.0,0.1,2.0,2.9,2.8,4.7,7.5,1.9,1.3,1.3,1.5,3.9,13.8,.661,.667,.000,.661,.703,.678
46,Joakim Noah\noahjo01,2010-11,25,CHI,NBA,18.8,48,48,1576,4.8,9.2,4.8,9.2,0.0,0.0,3.2,4.3,4.2,7.2,11.4,2.4,1.1,1.6,2.1,3.6,12.8,.525,.526,.000,.525,.739,.579
47,Chauncey Billups\billuch01,2010-11,34,TOT,NBA,18.7,72,72,2310,5.3,12.4,3.0,6.7,2.3,5.7,6.0,6.5,0.4,2.6,3.0,6.0,1.1,0.2,2.8,2.3,18.8,.427,.448,.402,.519,.916,.617
48,Monta Ellis\ellismo01,2010-11,25,GSW,NBA,18.6,80,80,3227,8.1,18.0,6.6,13.7,1.5,4.2,3.8,4.8,0.5,2.6,3.1,5.0,1.9,0.3,2.8,2.3,21.5,.451,.478,.361,.493,.789,.536
49,Elton Brand\brandel01,2010-11,31,PHI,NBA,18.5,81,81,2809,6.4,12.6,6.4,12.6,0.0,0.0,2.7,3.5,3.0,5.6,8.7,1.5,1.2,1.4,1.3,3.1,15.6,.512,.512,.000,.512,.780,.553
50,Eric Gordon\gordoer01,2010-11,22,LAC,NBA,18.5,56,56,2112,7.3,16.2,5.5,11.2,1.8,5.0,4.9,5.9,0.8,2.0,2.8,4.2,1.2,0.3,2.6,2.0,21.3,.450,.488,.364,.506,.825,.566
51,Tyson Chandler\chandty01,2010-11,28,DAL,NBA,18.4,74,74,2059,4.7,7.1,4.7,7.1,0.0,0.0,3.8,5.2,3.6,8.5,12.1,0.6,0.6,1.4,1.5,4.2,13.1,.654,.654,,.654,.732,.697
52,Luis Scola\scolalu01,2010-11,30,HOU,NBA,18.4,74,74,2412,8.5,16.9,8.5,16.8,0.0,0.0,3.2,4.3,2.2,6.9,9.0,2.8,0.7,0.7,2.2,3.4,20.2,.504,.505,.000,.504,.738,.538
53,Rodney Stuckey\stuckro01,2010-11,24,DET,NBA,18.4,70,54,2183,6.0,13.6,5.6,12.2,0.4,1.5,5.4,6.3,1.2,2.4,3.6,6.0,1.3,0.2,2.6,2.9,17.8,.439,.457,.289,.455,.866,.544
54,Thaddeus Young\youngth01,2010-11,22,PHI,NBA,18.4,82,1,2135,7.7,14.3,7.6,13.9,0.1,0.4,2.1,2.9,2.6,4.7,7.3,1.4,1.5,0.4,1.7,2.9,17.6,.541,.548,.273,.544,.707,.566
55,Tony Allen\allento01,2010-11,29,MEM,NBA,18.3,72,31,1494,6.0,11.9,6.0,11.3,0.1,0.6,3.3,4.4,1.7,3.0,4.7,2.5,3.1,1.1,2.1,3.9,15.5,.510,.527,.174,.514,.753,.562
56,Tyrus Thomas\thomaty01,2010-11,24,CHA,NBA,18.2,41,2,861,6.5,13.8,6.5,13.7,0.0,0.1,4.5,5.7,2.7,6.6,9.4,1.2,1.3,2.8,2.7,4.7,17.5,.471,.476,.000,.471,.787,.536
57,Greg Monroe\monrogr01,2010-11,20,DET,NBA,18.0,80,48,2222,4.9,8.9,4.9,8.9,0.0,0.0,2.3,3.8,4.0,5.7,9.7,1.7,1.5,0.7,1.3,3.2,12.2,.551,.552,.000,.551,.622,.575
58,Chris Wilcox\wilcoch01,2010-11,28,DET,NBA,18.0,57,29,995,6.8,11.7,6.8,11.6,0.0,0.0,1.8,3.2,3.4,6.4,9.8,1.6,1.0,0.6,1.6,5.2,15.3,.581,.583,.000,.581,.562,.587
59,Mike Harris\harrimi01,2010-11,27,HOU,NBA,17.9,4,0,16,6.8,13.5,6.8,13.5,0.0,0.0,4.5,9.0,4.5,6.8,11.3,2.3,0.0,2.3,2.3,4.5,18.0,.500,.500,,.500,.500,.515
60,Ty Lawson\lawsoty01,2010-11,23,DEN,NBA,17.9,80,31,2103,5.9,11.8,4.7,8.9,1.2,2.9,2.9,3.9,1.1,2.4,3.6,6.5,1.4,0.1,2.3,2.3,16.0,.503,.536,.404,.553,.764,.593
61,Rudy Gay\gayru01,2010-11,24,MEM,NBA,17.8,54,54,2152,6.8,14.5,5.9,12.1,1.0,2.4,3.2,4.0,1.4,4.2,5.6,2.6,1.5,1.0,2.3,2.2,17.9,.471,.486,.396,.503,.805,.548
62,Marcin Gortat\gortama01,2010-11,26,TOT,NBA,17.8,80,14,2032,6.0,10.7,6.0,10.6,0.0,0.1,2.5,3.4,2.6,8.6,11.2,1.2,0.6,1.6,1.4,3.3,14.5,.561,.563,.250,.561,.725,.594
63,Danny Granger\grangda01,2010-11,27,IND,NBA,17.8,79,79,2763,7.0,16.4,4.9,11.1,2.0,5.3,5.1,6.1,1.1,4.4,5.5,2.6,1.2,0.8,2.7,2.8,21.1,.425,.443,.386,.487,.848,.554
64,Kris Humphries\humphkr01,2010-11,25,NJN,NBA,17.8,74,44,2061,5.4,10.2,5.4,10.2,0.0,0.0,2.2,3.3,3.9,9.5,13.5,1.5,0.6,1.4,1.8,2.9,12.9,.527,.527,.000,.527,.665,.555
65,David Lee\leeda02,2010-11,27,GSW,NBA,17.8,73,73,2634,6.8,13.4,6.8,13.3,0.0,0.0,2.9,3.6,3.0,6.8,9.8,3.2,1.0,0.4,2.3,2.9,16.4,.507,.508,.333,.508,.787,.549
66,Andre Miller\millean02,2010-11,34,POR,NBA,17.8,81,81,2650,5.3,11.5,5.2,11.0,0.1,0.5,3.4,4.0,1.3,2.8,4.1,7.7,1.5,0.2,2.7,2.3,14.0,.460,.476,.108,.462,.853,.529
67,Steve Novak\novakst01,2010-11,27,TOT,NBA,17.8,30,0,215,5.9,11.2,1.5,3.5,4.4,7.7,1.3,1.3,0.7,4.0,4.7,0.5,0.2,0.8,0.7,2.3,17.4,.522,.429,.565,.716,1.000,.737
68,Serge Ibaka\ibakase01,2010-11,21,OKC,NBA,17.7,82,44,2216,5.4,10.0,5.4,10.0,0.0,0.0,2.2,3.0,3.5,6.6,10.1,0.4,0.5,3.2,1.2,4.3,13.1,.543,.544,.000,.543,.750,.579
69,Earl Boykins\boykiea01,2010-11,34,MIL,NBA,17.6,57,0,862,6.5,14.7,5.4,11.7,1.1,3.0,2.9,3.4,0.6,1.7,2.3,5.9,1.6,0.1,2.2,1.8,17.0,.443,.459,.380,.482,.841,.526
70,Amir Johnson\johnsam01,2010-11,23,TOR,NBA,17.6,72,54,1853,5.5,9.6,5.5,9.6,0.0,0.0,2.4,3.1,3.7,5.3,9.0,1.6,1.0,1.7,1.3,5.1,13.4,.568,.569,.000,.568,.788,.608
71,JaVale McGee\mcgeeja01,2010-11,23,WAS,NBA,17.4,79,75,2193,5.5,9.9,5.5,9.9,0.0,0.0,2.2,3.8,3.7,6.7,10.4,0.6,0.7,3.2,1.7,3.8,13.1,.550,.552,.000,.550,.583,.566
72,Shaquille O'Neal\onealsh01,2010-11,38,BOS,NBA,17.4,37,36,752,6.4,9.6,6.4,9.6,0.0,0.0,3.5,6.3,2.3,6.2,8.5,1.2,0.8,2.0,2.7,5.7,16.3,.667,.667,,.667,.557,.659
73,Devin Harris\harride01,2010-11,27,TOT,NBA,17.2,71,70,2254,5.5,13.0,4.6,10.1,0.9,2.9,5.4,6.4,0.3,2.4,2.7,8.0,1.1,0.1,3.3,2.6,17.2,.422,.450,.322,.458,.833,.545
74,Andre Iguodala\iguodan01,2010-11,27,PHI,NBA,17.2,67,67,2469,4.9,11.1,4.0,8.4,0.9,2.6,3.0,4.4,0.9,4.8,5.6,6.2,1.5,0.6,2.0,1.6,13.8,.445,.479,.337,.486,.693,.530
75,DeJuan Blair\blairde01,2010-11,21,SAS,NBA,17.1,81,65,1734,6.1,12.1,6.1,12.1,0.0,0.0,1.9,2.8,4.5,7.3,11.7,1.6,2.0,0.9,2.3,4.4,14.0,.501,.503,.000,.501,.657,.524
76,Rajon Rondo\rondora01,2010-11,24,BOS,NBA,17.1,68,68,2527,4.5,9.5,4.4,8.9,0.1,0.6,1.1,1.9,1.2,3.0,4.2,10.8,2.2,0.2,3.3,1.7,10.3,.475,.491,.233,.482,.568,.495
77,Baron Davis\davisba01,2010-11,31,TOT,NBA,17.0,58,44,1649,6.3,15.1,4.5,9.9,1.8,5.2,2.2,2.9,0.8,2.6,3.4,8.5,1.7,0.6,3.2,3.1,16.6,.417,.458,.339,.475,.771,.506
78,Shawn Marion\mariosh01,2010-11,32,DAL,NBA,17.0,80,27,2253,6.9,13.3,6.9,12.8,0.1,0.5,2.0,2.6,2.7,6.1,8.8,1.8,1.1,0.8,2.1,2.3,16.0,.520,.536,.152,.523,.768,.551
79,Andray Blatche\blatcan01,2010-11,24,WAS,NBA,16.9,64,63,2172,7.1,15.9,7.0,15.6,0.1,0.3,3.6,4.7,3.0,5.7,8.7,2.4,1.6,0.8,2.9,3.0,17.8,.445,.449,.222,.447,.777,.497
80,Marc Gasol\gasolma01,2010-11,26,MEM,NBA,16.8,81,81,2586,5.1,9.6,5.0,9.5,0.0,0.1,3.1,4.1,2.1,5.8,7.9,2.8,1.0,1.9,2.0,3.7,13.2,.527,.528,.429,.529,.748,.580
81,Antawn Jamison\jamisan01,2010-11,34,CLE,NBA,16.8,56,38,1842,7.3,17.1,5.5,12.0,1.8,5.1,3.3,4.6,1.7,5.6,7.3,1.8,1.0,0.6,1.5,2.7,19.7,.427,.462,.346,.479,.731,.516
82,Andrew Bogut\bogutan01,2010-11,26,MIL,NBA,16.7,65,65,2297,5.8,11.6,5.8,11.6,0.0,0.1,1.5,3.4,3.1,8.2,11.3,2.1,0.7,2.6,2.0,3.4,13.0,.495,.497,.000,.495,.442,.496
83,Patrick Patterson\pattepa01,2010-11,21,HOU,NBA,16.7,52,6,868,6.2,11.1,6.2,11.0,0.0,0.1,1.2,1.7,3.6,4.7,8.3,1.7,0.7,1.5,1.3,3.2,13.6,.558,.562,.000,.558,.714,.574
84,Raymond Felton\feltora01,2010-11,26,TOT,NBA,16.6,75,54,2737,5.6,13.2,4.1,8.9,1.5,4.3,2.6,3.2,0.6,2.9,3.5,8.2,1.6,0.1,2.9,2.0,15.3,.425,.460,.353,.483,.805,.524
85,Andrei Kirilenko\kirilan01,2010-11,29,UTA,NBA,16.6,64,62,1999,4.6,9.8,3.9,8.0,0.6,1.8,3.7,4.9,1.8,4.1,5.9,3.5,1.5,1.3,2.1,2.0,13.5,.467,.489,.367,.500,.770,.567
86,Kyle Lowry\lowryky01,2010-11,24,HOU,NBA,16.5,75,71,2563,4.8,11.4,3.0,6.5,1.8,4.8,2.7,3.5,1.3,3.1,4.3,7.0,1.4,0.3,2.2,2.9,14.2,.426,.464,.376,.506,.765,.550
87,Marcus Thornton\thornma01,2010-11,23,TOT,NBA,16.5,73,23,1775,7.1,16.4,5.3,11.5,1.8,4.9,2.9,3.7,1.2,4.0,5.2,2.7,1.3,0.2,1.9,2.2,18.9,.434,.462,.367,.488,.788,.525
88,Hakim Warrick\warriha01,2010-11,28,PHO,NBA,16.5,80,6,1416,5.8,11.3,5.8,11.1,0.0,0.3,5.4,7.5,2.2,5.3,7.5,1.8,0.8,0.2,2.0,2.5,17.0,.511,.522,.091,.512,.721,.581
89,Ray Allen\allenra02,2010-11,35,BOS,NBA,16.4,80,80,2890,6.0,12.2,3.9,7.5,2.1,4.7,2.4,2.7,0.6,2.8,3.4,2.7,1.0,0.2,1.5,1.8,16.5,.491,.520,.444,.577,.881,.615
90,Andrea Bargnani\bargnan01,2010-11,25,TOR,NBA,16.4,66,66,2353,8.0,17.9,6.9,14.5,1.2,3.4,4.4,5.4,1.1,4.1,5.2,1.8,0.5,0.7,2.3,2.4,21.6,.448,.472,.345,.480,.820,.533
91,Tyler Hansbrough\hansbty01,2010-11,25,IND,NBA,16.4,70,29,1535,6.7,14.4,6.7,14.3,0.0,0.0,4.6,5.9,3.4,5.2,8.6,1.0,0.9,0.4,1.8,3.8,18.0,.465,.466,.000,.465,.779,.529
92,James Harden\hardeja01,2010-11,21,OKC,NBA,16.4,82,5,2189,4.9,11.2,3.0,5.9,1.9,5.3,4.8,5.6,0.7,3.5,4.2,2.9,1.5,0.4,1.7,3.4,16.4,.436,.514,.349,.518,.843,.598
93,Joe Johnson\johnsjo02,2010-11,29,ATL,NBA,16.4,72,72,2554,7.2,16.4,6.0,12.1,1.3,4.2,2.7,3.4,0.8,3.3,4.1,4.8,0.7,0.1,2.1,1.8,18.5,.443,.494,.297,.481,.802,.517
94,J.R. Smith\smithjr01,2010-11,25,DEN,NBA,16.4,79,6,1968,6.2,14.3,4.0,8.5,2.3,5.8,3.0,4.0,0.8,5.1,5.9,3.2,1.7,0.3,1.8,3.2,17.7,.435,.466,.390,.514,.738,.550
95,Jose Calderon\caldejo01,2010-11,29,TOR,NBA,16.3,68,55,2102,4.5,10.2,3.5,7.5,1.0,2.7,1.5,1.8,0.5,2.9,3.5,10.4,1.4,0.1,2.5,2.4,11.5,.440,.466,.365,.487,.854,.522
96,Brad Miller\millebr01,2010-11,34,HOU,NBA,16.3,60,5,1015,4.7,10.5,3.3,6.7,1.4,3.8,2.8,3.3,1.6,6.3,7.9,5.1,1.0,0.7,1.9,3.5,13.5,.446,.487,.374,.514,.830,.566
97,Chuck Hayes\hayesch01,2010-11,27,HOU,NBA,16.2,74,63,2079,4.2,8.0,4.2,8.0,0.0,0.0,1.6,2.5,3.8,6.6,10.4,3.5,1.4,0.8,1.5,3.5,10.1,.527,.529,.000,.527,.662,.554
98,Anthony Randolph\randoan01,2010-11,21,TOT,NBA,16.2,40,3,590,7.5,16.1,7.4,15.9,0.1,0.2,3.5,5.2,2.6,7.1,9.8,2.0,1.3,1.5,3.2,3.8,18.6,.466,.469,.250,.468,.674,.505
99,Gerald Wallace\wallage01,2010-11,28,TOT,NBA,16.2,71,63,2693,5.2,11.4,4.3,8.9,0.8,2.5,3.7,5.0,1.5,6.1,7.6,2.3,1.4,0.8,2.0,2.4,14.9,.454,.487,.333,.490,.746,.548
100,Josh McRoberts\mcrobjo01,2010-11,23,IND,NBA,16.0,72,51,1597,4.8,8.7,4.2,7.3,0.5,1.4,2.0,2.7,2.5,6.2,8.6,3.4,1.1,1.3,2.1,3.7,12.0,.547,.577,.383,.576,.739,.608
