k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
301,Austin Rivers\riverau01,2016-17,24,LAC,NBA,11.4,74,29,2054,5.7,12.8,3.7,7.6,1.9,5.2,2.3,3.3,0.4,2.5,2.8,3.6,0.8,0.2,2.0,3.3,15.6,.442,.491,.371,.518,.691,.545
302,Evan Turner\turneev01,2016-17,28,POR,NBA,11.4,65,12,1658,5.1,12.0,4.4,9.4,0.7,2.6,1.8,2.2,0.8,4.6,5.4,4.5,1.2,0.5,2.2,2.6,12.7,.426,.470,.263,.454,.825,.491
303,Joe Young\youngjo01,2016-17,24,IND,NBA,11.4,33,0,135,6.9,19.2,5.6,13.1,1.3,6.1,2.9,4.0,0.3,4.3,4.5,4.0,1.1,0.0,1.3,1.3,18.1,.361,.429,.217,.396,.733,.433
304,Al-Farouq Aminu\aminual01,2016-17,26,POR,NBA,11.3,61,25,1773,3.7,9.5,2.3,5.2,1.4,4.3,1.9,2.8,1.6,7.6,9.2,2.0,1.2,0.9,1.9,2.1,10.8,.393,.445,.330,.468,.706,.506
305,Maurice Ndour\ndourma01,2016-17,24,NYK,NBA,11.3,32,4,331,4.2,9.4,4.1,8.6,0.1,0.8,2.1,2.8,2.4,4.6,7.0,0.9,1.6,0.9,1.3,3.3,10.7,.453,.481,.143,.459,.731,.503
306,Garrett Temple\templga01,2016-17,30,SAC,NBA,11.2,65,21,1728,3.8,9.0,2.1,4.4,1.7,4.6,1.2,1.5,0.7,3.2,3.8,3.5,1.7,0.6,1.6,2.9,10.5,.424,.476,.373,.519,.784,.545
307,James Jones\jonesja02,2016-17,36,CLE,NBA,11.1,48,2,381,4.2,8.7,1.2,2.5,2.9,6.2,1.2,1.9,0.3,3.2,3.5,1.3,0.6,0.9,0.9,3.5,12.5,.478,.500,.470,.647,.650,.655
308,Sergio Rodriguez\rodrise01,2016-17,30,PHI,NBA,11.1,68,30,1518,5.0,12.7,2.8,6.7,2.2,6.0,0.4,0.6,0.5,3.2,3.7,8.2,1.2,0.1,3.0,2.3,12.6,.392,.415,.365,.478,.667,.484
309,Anthony Tolliver\tollian01,2016-17,31,SAC,NBA,11.1,65,9,1477,3.8,8.6,1.6,2.9,2.2,5.6,1.5,2.0,1.2,4.5,5.8,1.9,0.8,0.5,1.4,2.7,11.2,.442,.537,.391,.570,.744,.595
310,D.J. Augustin\augusdj01,2016-17,29,ORL,NBA,11.0,78,20,1538,4.6,12.1,2.3,5.7,2.2,6.4,3.1,3.8,0.4,2.4,2.7,4.9,0.7,0.0,2.1,2.4,14.4,.377,.412,.347,.469,.814,.524
