k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
501,James Young\youngja01,2017-18,22,PHI,NBA,4.6,6,0,61,3.0,8.3,1.2,2.4,1.8,5.9,2.4,3.5,0.0,1.2,1.2,1.2,0.0,0.0,0.6,2.4,10.0,.357,.500,.300,.464,.667,.511
502,Antonius Cleveland\clevean01,2017-18,23,TOT,NBA,4.5,17,0,123,2.3,6.1,1.5,5.0,0.9,1.2,1.2,1.8,0.9,3.2,4.1,0.6,2.0,1.5,2.0,6.7,6.7,.381,.294,.750,.452,.667,.486
503,Rodney Purvis\purviro01,2017-18,23,ORL,NBA,4.5,16,2,290,4.3,13.3,2.7,6.8,1.6,6.5,1.6,1.9,0.1,3.2,3.4,2.1,0.4,0.4,1.2,3.2,11.9,.327,.400,.250,.388,.867,.423
504,Quincy Pondexter\pondequ01,2017-18,29,CHI,NBA,4.0,23,1,196,2.6,9.0,2.0,5.0,0.6,4.0,2.6,3.1,1.5,3.5,5.0,1.7,1.5,0.4,2.0,4.4,8.3,.286,.407,.136,.316,.824,.398
505,Kay Felder\feldeka01,2017-18,22,TOT,NBA,3.6,16,0,140,5.4,18.0,4.4,13.1,1.0,4.9,2.8,3.1,0.8,3.9,4.6,5.1,0.8,0.3,4.1,2.8,14.7,.300,.333,.211,.329,.917,.379
506,Josh Smith\smithjo03,2017-18,32,NOP,NBA,3.5,3,0,12,3.0,12.0,3.0,12.0,0.0,0.0,0.0,0.0,9.0,3.0,12.0,0.0,0.0,0.0,0.0,9.0,6.0,.250,.250,,.250,,.250
507,Darrun Hilliard\hillida01,2017-18,24,SAS,NBA,3.4,14,0,95,1.9,7.2,1.9,4.9,0.0,2.3,2.3,2.7,0.0,2.7,2.7,4.2,0.8,0.0,1.5,2.7,6.1,.263,.385,.000,.263,.857,.362
508,Furkan Korkmaz\korkmfu01,2017-18,20,PHI,NBA,3.4,14,0,80,3.6,12.6,1.4,5.0,2.3,7.7,0.9,1.8,0.9,4.1,5.0,1.8,0.9,0.5,0.9,5.4,10.4,.286,.273,.294,.375,.500,.386
509,Omer Asik\asikom01,2017-18,31,TOT,NBA,3.1,18,0,182,1.8,4.4,1.8,4.4,0.0,0.0,0.8,2.6,1.8,7.5,9.3,0.6,0.4,0.8,1.8,4.0,4.4,.409,.409,,.409,.308,.397
510,Larry Drew\drewla02,2017-18,27,TOT,NBA,2.9,10,0,70,3.6,12.3,2.1,7.7,1.5,4.6,0.0,0.0,1.5,0.0,1.5,5.1,0.0,0.0,1.5,3.1,8.7,.292,.267,.333,.354,,.354
511,Tim Quarterman\quartti01,2017-18,23,HOU,NBA,2.9,3,0,13,2.8,8.3,2.8,2.8,0.0,5.5,5.5,5.5,0.0,8.3,8.3,2.8,0.0,0.0,5.5,2.8,11.1,.333,1.000,.000,.333,1.000,.515
512,Kadeem Allen\allenka01,2017-18,25,BOS,NBA,2.6,18,1,107,2.0,7.4,2.0,3.7,0.0,3.7,2.4,3.0,1.3,2.4,3.7,4.0,1.0,0.7,3.0,5.0,6.4,.273,.545,.000,.273,.778,.366
513,Aaron Jackson\jacksaa01,2017-18,31,HOU,NBA,2.4,1,0,35,3.1,9.3,2.1,5.1,1.0,4.1,1.0,2.1,2.1,1.0,3.1,1.0,0.0,0.0,1.0,4.1,8.2,.333,.400,.250,.389,.500,.405
514,James Webb\webbja01,2017-18,24,BRK,NBA,2.2,10,0,120,1.8,7.2,0.6,1.5,1.2,5.7,0.0,0.0,2.4,4.8,7.2,1.2,0.3,0.0,1.2,3.0,4.8,.250,.400,.211,.333,,.333
515,Zhou Qi\qizh01,2017-18,22,HOU,NBA,1.9,18,0,124,1.7,9.3,1.2,3.8,0.6,5.5,2.3,3.5,1.7,4.6,6.4,0.6,0.6,4.1,2.9,4.1,6.4,.188,.308,.105,.219,.667,.295
516,Udonis Haslem\hasleud01,2017-18,37,MIA,NBA,1.8,14,0,72,1.5,7.5,1.0,3.5,0.5,4.0,0.5,1.0,1.5,3.5,5.0,2.5,0.0,1.0,1.0,1.5,4.0,.200,.286,.125,.233,.500,.252
517,Xavier Rathan-Mayes\rathaxa01,2017-18,23,MEM,NBA,0.9,5,0,118,3.7,12.8,3.4,8.5,0.3,4.3,1.2,2.7,0.0,1.5,1.5,5.5,1.8,0.9,3.4,5.5,8.8,.286,.393,.071,.298,.444,.315
518,London Perrantes\perralo01,2017-18,23,CLE,NBA,0.7,14,0,66,1.1,7.1,1.1,5.5,0.0,1.6,1.6,2.7,0.5,1.6,2.2,2.7,1.1,0.5,0.5,3.3,3.8,.154,.200,.000,.154,.600,.230
519,Tyler Lydon\lydonty01,2017-18,21,DEN,NBA,0.0,1,0,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
520,Trey McKinney-Jones\mckintr01,2017-18,27,IND,NBA,0.0,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,
521,Matt Williams\willima05,2017-18,24,MIA,NBA,-0.7,3,0,11,6.5,19.6,3.3,3.3,3.3,16.4,0.0,0.0,0.0,3.3,3.3,0.0,0.0,0.0,3.3,3.3,16.4,.333,1.000,.200,.417,,.417
522,Markel Brown\brownma02,2017-18,26,HOU,NBA,-1.2,4,0,31,2.3,8.1,1.2,2.3,1.2,5.8,0.0,0.0,1.2,4.6,5.8,2.3,0.0,0.0,2.3,7.0,5.8,.286,.500,.200,.357,,.357
523,Vander Blue\blueva01,2017-18,25,LAL,NBA,-1.8,5,0,45,0.8,4.0,0.8,2.4,0.0,1.6,0.8,1.6,0.0,0.8,0.8,2.4,0.8,0.0,2.4,1.6,2.4,.200,.333,.000,.200,.500,.255
524,Jarell Eddie\eddieja01,2017-18,26,TOT,NBA,-1.9,3,0,9,0.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,4.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,.000,,.000,.000,,.000
525,Xavier Munford\munfoxa02,2017-18,25,MIL,NBA,-2.1,6,0,21,1.7,10.3,1.7,6.9,0.0,3.4,1.7,3.4,1.7,0.0,1.7,6.9,1.7,0.0,3.4,6.9,5.1,.167,.250,.000,.167,.500,.218
526,Ben Moore\moorebe01,2017-18,22,IND,NBA,-2.3,2,0,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,16.0,0.0,,,,,,
527,Jacob Pullen\pulleja01,2017-18,28,PHI,NBA,-2.3,3,0,6,6.0,12.0,6.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,12.0,.500,1.000,.000,.500,,.500
528,Nate Wolters\woltena01,2017-18,26,UTA,NBA,-2.9,5,0,19,1.9,11.4,1.9,11.4,0.0,0.0,0.0,0.0,1.9,1.9,3.8,1.9,0.0,0.0,0.0,1.9,3.8,.167,.167,,.167,,.167
529,Chinanu Onuaku\onuakch01,2017-18,21,HOU,NBA,-3.2,1,0,22,3.3,8.2,3.3,8.2,0.0,0.0,0.0,0.0,1.6,4.9,6.5,1.6,0.0,0.0,4.9,6.5,6.5,.400,.400,,.400,,.400
530,Derrick Williams\willide02,2017-18,26,LAL,NBA,-3.2,2,0,9,4.0,16.0,4.0,8.0,0.0,8.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,.250,.500,.000,.250,,.250
531,Nicolas Brussino\brussni01,2017-18,24,ATL,NBA,-4.6,4,0,10,0.0,7.2,0.0,0.0,0.0,7.2,0.0,0.0,0.0,10.8,10.8,0.0,0.0,0.0,0.0,0.0,0.0,.000,,.000,.000,,.000
532,Scotty Hopson\hopsosc01,2017-18,28,DAL,NBA,-4.6,1,0,8,0.0,4.5,0.0,4.5,0.0,0.0,4.5,9.0,0.0,0.0,0.0,4.5,0.0,0.0,4.5,0.0,4.5,.000,.000,,.000,.500,.266
533,Xavier Silas\silasxa01,2017-18,30,BOS,NBA,-4.9,2,0,7,0.0,15.4,0.0,5.1,0.0,10.3,0.0,0.0,5.1,5.1,10.3,0.0,5.1,0.0,0.0,5.1,0.0,.000,.000,.000,.000,,.000
534,PJ Dozier\doziepj01,2017-18,21,OKC,NBA,-5.0,2,0,3,12.0,24.0,12.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,12.0,0.0,0.0,0.0,12.0,12.0,24.0,.500,.500,,.500,,.500
535,Charles Cooke\cookech01,2017-18,23,NOP,NBA,-5.1,13,0,38,1.9,13.3,0.9,5.7,0.9,7.6,0.9,1.9,0.0,1.9,1.9,0.9,0.9,0.0,0.9,0.0,5.7,.143,.167,.125,.179,.500,.202
536,Erik McCree\mccreer01,2017-18,24,UTA,NBA,-8.9,4,0,8,0.0,9.0,0.0,4.5,0.0,4.5,0.0,0.0,0.0,4.5,4.5,0.0,4.5,0.0,4.5,0.0,0.0,.000,.000,.000,.000,,.000
537,Josh McRoberts\mcrobjo01,2017-18,30,DAL,NBA,-12.5,2,0,6,0.0,6.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,.000,,.000,.000,,.000
538,Luis Montero\montelu01,2017-18,24,DET,NBA,-15.5,2,0,8,0.0,4.5,0.0,4.5,0.0,0.0,0.0,0.0,0.0,9.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,.000,.000,,.000,,.000
539,Chris Boucher\bouchch01,2017-18,25,GSW,NBA,-28.5,1,0,1,0.0,36.0,0.0,0.0,0.0,36.0,0.0,0.0,0.0,36.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,.000,,.000,.000,,.000
540,Mindaugas Kuzminskas\kuzmimi01,2017-18,28,NYK,NBA,-41.1,1,0,2,0.0,36.0,0.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,.000,.000,,.000,,.000
