k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
301,Austin Rivers\riverau01,2013-14,21,NOP,NBA,11.6,69,4,1339,5.2,12.7,4.2,10.1,1.0,2.7,3.0,4.7,0.7,2.8,3.5,4.3,1.2,0.2,2.1,3.6,14.2,.405,.416,.364,.443,.636,.482
302,Leandro Barbosa\barbole01,2013-14,31,PHO,NBA,11.5,20,0,368,5.5,12.8,4.8,10.4,0.7,2.4,3.0,3.8,0.5,3.1,3.6,3.1,0.7,0.4,1.9,2.9,14.7,.427,.462,.280,.454,.795,.506
303,Jarrett Jack\jackja01,2013-14,30,CLE,NBA,11.5,80,31,2252,4.6,11.2,3.6,8.2,1.0,3.0,2.0,2.4,0.4,3.2,3.6,5.2,0.9,0.4,2.1,2.1,12.1,.410,.435,.341,.455,.839,.498
304,Martell Webster\webstma02,2013-14,27,WAS,NBA,11.5,78,13,2157,4.2,9.8,1.8,3.6,2.4,6.2,1.8,2.1,0.6,3.1,3.7,1.6,0.7,0.3,1.0,2.5,12.7,.433,.502,.392,.557,.840,.591
305,Derrick Williams\willide02,2013-14,22,TOT,NBA,11.5,78,15,1820,4.1,9.5,3.6,7.6,0.5,2.0,3.7,5.1,1.4,5.0,6.4,1.1,0.9,0.4,1.5,2.3,12.3,.427,.470,.263,.454,.718,.524
306,Joel Freeland\freeljo01,2013-14,26,POR,NBA,11.3,52,0,727,3.8,8.0,3.8,7.9,0.0,0.1,1.0,1.4,4.4,5.9,10.3,1.8,0.5,1.1,1.6,4.7,8.6,.475,.481,.000,.475,.690,.498
307,Hedo Turkoglu\turkohe01,2013-14,34,LAC,NBA,11.3,38,0,392,3.9,10.0,1.8,5.4,2.0,4.6,0.8,1.7,1.0,7.2,8.2,3.0,1.7,0.9,1.5,4.6,10.6,.385,.339,.440,.486,.500,.492
308,Steven Adams\adamsst01,2013-14,20,OKC,NBA,11.2,81,20,1197,2.8,5.6,2.8,5.6,0.0,0.0,2.4,4.1,4.3,5.7,10.0,1.3,1.2,1.7,2.1,6.1,8.0,.503,.503,,.503,.581,.541
309,Kent Bazemore\bazemke01,2013-14,24,TOT,NBA,11.2,67,15,911,5.8,13.6,4.1,8.5,1.7,5.1,2.6,4.3,0.4,4.2,4.6,3.6,1.7,0.5,3.1,4.0,15.9,.429,.484,.336,.491,.606,.515
310,Matt Bonner\bonnema01,2013-14,33,SAS,NBA,11.2,61,0,690,3.8,8.6,1.6,3.4,2.2,5.1,0.5,0.6,0.8,5.9,6.8,1.6,0.8,0.6,0.8,2.6,10.3,.445,.470,.429,.573,.750,.582
