k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
101,Marc Gasol\gasolma01,2017-18,33,MEM,NBA,17.4,73,73,2408,6.5,15.4,4.9,10.7,1.6,4.8,4.2,5.0,1.2,7.7,8.9,4.6,0.8,1.5,2.9,2.8,18.8,.420,.456,.341,.473,.834,.532
102,Richaun Holmes\holmeri01,2017-18,24,PHI,NBA,17.4,48,2,746,6.5,11.6,6.3,10.1,0.2,1.5,1.8,2.7,2.8,7.4,10.2,2.9,1.0,1.4,1.2,4.7,15.0,.560,.624,.129,.568,.661,.585
103,Khris Middleton\middlkh01,2017-18,26,MIL,NBA,17.4,82,82,2982,7.2,15.4,5.4,10.4,1.8,4.9,3.9,4.4,0.5,4.6,5.2,4.0,1.4,0.3,2.3,3.3,19.9,.466,.517,.359,.524,.884,.577
104,Lucas Nogueira\noguelu01,2017-18,25,TOR,NBA,17.3,49,3,418,4.2,6.9,3.8,5.3,0.4,1.6,1.6,2.4,1.6,5.9,7.5,1.9,2.0,3.7,1.4,4.2,10.5,.613,.721,.263,.644,.679,.661
105,Zach Randolph\randoza01,2017-18,36,SAC,NBA,17.3,59,57,1508,8.6,18.2,7.4,14.7,1.2,3.5,2.0,2.6,2.3,7.2,9.5,3.0,1.0,0.2,2.8,2.8,20.5,.473,.503,.347,.507,.785,.529
106,Dennis Schroder\schrode01,2017-18,24,ATL,NBA,17.3,67,67,2078,8.7,19.9,7.3,15.3,1.3,4.5,3.9,4.6,0.8,2.8,3.6,7.2,1.2,0.1,3.2,2.5,22.5,.436,.480,.290,.469,.849,.515
107,Johnathan Motley\motlejo01,2017-18,22,DAL,NBA,17.2,11,4,176,8.2,15.3,8.0,14.1,0.2,1.2,3.1,5.7,2.9,7.2,10.0,1.4,0.6,0.4,1.8,3.7,19.6,.533,.565,.167,.540,.536,.550
108,Tobias Harris\harrito02,2017-18,25,TOT,NBA,17.1,80,80,2668,7.6,16.5,5.1,10.5,2.5,6.0,2.4,2.9,0.8,5.1,5.9,2.6,1.0,0.5,1.4,2.2,20.1,.460,.488,.411,.535,.829,.565
109,Jabari Parker\parkeja01,2017-18,22,MIL,NBA,17.1,31,3,743,7.8,16.1,6.3,12.2,1.5,3.9,1.9,2.6,2.0,5.3,7.3,2.9,1.2,0.5,2.2,2.4,18.9,.482,.514,.383,.529,.741,.550
110,Cheick Diallo\diallch01,2017-18,21,NOP,NBA,17.0,52,0,581,6.3,10.9,6.3,10.9,0.0,0.0,3.1,4.1,2.9,10.2,13.1,1.2,0.7,1.3,1.7,5.1,15.7,.580,.580,,.580,.758,.619
111,Jeremy Lamb\lambje01,2017-18,25,CHO,NBA,17.0,80,18,1967,7.0,15.2,5.2,10.6,1.7,4.6,3.3,3.8,0.9,5.0,5.9,3.4,1.1,0.6,1.7,2.5,18.9,.457,.495,.370,.513,.861,.559
112,CJ McCollum\mccolcj01,2017-18,26,POR,NBA,17.0,81,81,2923,8.2,18.5,5.9,12.7,2.3,5.9,2.6,3.1,0.7,3.3,4.0,3.3,0.9,0.4,1.9,2.1,21.3,.443,.465,.397,.506,.836,.536
113,Paul Millsap\millspa01,2017-18,32,DEN,NBA,17.0,38,37,1143,6.4,13.7,5.1,10.1,1.2,3.6,3.5,5.1,2.0,5.7,7.7,3.3,1.2,1.4,2.3,3.1,17.5,.464,.506,.345,.509,.696,.549
