k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
1,Jarnell Stokes\stokeja01,2016-17,23,DEN,NBA,31.5,2,0,7,5.1,5.1,5.1,5.1,0.0,0.0,5.1,10.3,5.1,5.1,10.3,10.3,5.1,0.0,0.0,15.4,15.4,1.000,1.000,,1.000,.500,.798
2,Demetrius Jackson\jacksde01,2016-17,22,BOS,NBA,30.8,5,0,17,6.4,8.5,4.2,6.4,2.1,2.1,6.4,12.7,4.2,4.2,8.5,6.4,0.0,0.0,0.0,0.0,21.2,.750,.667,1.000,.875,.500,.753
3,Russell Westbrook\westbru01,2016-17,28,OKC,NBA,30.6,81,81,2802,10.6,24.9,8.0,17.4,2.6,7.5,9.1,10.8,1.8,9.3,11.1,10.8,1.7,0.4,5.6,2.4,32.9,.425,.459,.343,.476,.845,.554
4,Boban Marjanovic\marjabo01,2016-17,28,DET,NBA,29.6,35,0,293,8.8,16.2,8.8,16.2,0.0,0.0,5.8,7.1,5.7,10.3,16.0,1.1,0.7,1.5,1.2,3.1,23.5,.545,.545,,.545,.810,.606
5,Kevin Durant\duranke01,2016-17,28,GSW,NBA,27.6,62,62,2070,9.6,17.8,7.5,12.4,2.0,5.4,5.8,6.7,0.7,8.2,8.9,5.2,1.1,1.7,2.4,2.0,27.0,.537,.608,.375,.594,.875,.651
6,Kawhi Leonard\leonaka01,2016-17,25,SAS,NBA,27.6,74,74,2474,9.3,19.1,7.1,13.5,2.1,5.6,6.8,7.8,1.2,5.1,6.3,3.8,1.9,0.8,2.2,1.8,27.5,.485,.529,.380,.541,.880,.610
7,Anthony Davis\davisan02,2016-17,23,NOP,NBA,27.5,75,75,2708,10.2,20.3,9.7,18.5,0.5,1.8,6.9,8.6,2.3,9.5,11.8,2.1,1.2,2.2,2.4,2.2,27.9,.505,.524,.299,.518,.802,.580
8,James Harden\hardeja01,2016-17,27,HOU,NBA,27.4,81,81,2947,8.2,18.7,5.0,9.5,3.2,9.2,9.1,10.8,1.2,6.9,8.1,11.1,1.5,0.5,5.7,2.6,28.8,.440,.530,.347,.525,.847,.613
9,LeBron James\jamesle01,2016-17,32,CLE,NBA,27.0,74,74,2794,9.5,17.3,7.9,12.9,1.6,4.4,4.6,6.8,1.2,7.0,8.2,8.3,1.2,0.6,3.9,1.7,25.2,.548,.611,.363,.594,.674,.619
10,Isaiah Thomas\thomais02,2016-17,27,BOS,NBA,26.5,76,76,2569,9.6,20.6,6.1,11.6,3.4,9.1,8.3,9.1,0.6,2.3,2.9,6.3,1.0,0.2,2.9,2.3,30.8,.463,.528,.379,.546,.909,.625
11,Nikola Jokic\jokicni01,2016-17,21,DEN,NBA,26.3,73,59,2038,8.7,15.1,7.9,12.6,0.8,2.5,3.3,4.0,3.7,8.9,12.7,6.3,1.1,1.0,3.0,3.8,21.6,.578,.628,.324,.605,.825,.640
12,Chris Paul\paulch01,2016-17,31,LAC,NBA,26.2,61,61,1921,7.0,14.7,4.7,9.1,2.3,5.7,4.3,4.9,0.7,4.9,5.7,10.6,2.2,0.1,2.8,2.7,20.7,.476,.518,.411,.555,.892,.614
13,Giannis Antetokounmpo\antetgi01,2016-17,22,MIL,NBA,26.1,80,80,2845,8.3,15.9,7.7,13.7,0.6,2.3,6.0,7.7,1.8,7.1,8.9,5.5,1.7,1.9,3.0,3.1,23.2,.521,.563,.272,.541,.770,.599
14,Josh Huestis\huestjo01,2016-17,25,OKC,NBA,26.1,2,0,31,7.0,12.8,4.6,8.1,2.3,4.6,0.0,1.2,4.6,5.8,10.5,3.5,0.0,3.5,0.0,0.0,16.3,.545,.571,.500,.636,.000,.612
15,Karl-Anthony Towns\townska01,2016-17,21,MIN,NBA,25.9,82,82,3030,9.5,17.6,8.3,14.3,1.2,3.3,4.2,5.1,3.5,8.4,12.0,2.6,0.7,1.2,2.5,2.9,24.5,.542,.582,.367,.576,.832,.618
16,DeMarcus Cousins\couside01,2016-17,26,TOT,NBA,25.8,72,72,2465,9.4,20.9,7.5,15.6,1.9,5.3,7.6,9.8,2.2,9.4,11.6,4.8,1.5,1.4,3.9,4.1,28.4,.452,.483,.361,.498,.772,.562
17,JaVale McGee\mcgeeja01,2016-17,29,GSW,NBA,25.2,77,10,739,10.1,15.5,10.1,15.4,0.0,0.1,2.7,5.4,4.9,7.0,11.9,0.8,0.9,3.3,1.9,5.3,23.0,.652,.658,.000,.652,.505,.642
18,Jimmy Butler\butleji01,2016-17,27,CHI,NBA,25.1,76,75,2809,7.3,16.0,6.1,12.9,1.2,3.2,7.5,8.7,1.7,4.4,6.0,5.3,1.8,0.4,2.0,1.4,23.3,.455,.477,.367,.492,.865,.586
