k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
301,Courtney Lee\leeco01,2014-15,29,MEM,NBA,11.5,77,74,2354,4.4,9.8,3.0,6.4,1.4,3.4,1.7,2.0,0.3,2.4,2.7,2.3,1.1,0.2,1.2,2.0,11.9,.448,.473,.402,.518,.860,.555
302,Anthony Bennett\bennean01,2014-15,21,MIN,NBA,11.4,57,3,894,5.0,12.0,4.8,11.0,0.3,0.9,1.7,2.6,2.1,6.6,8.7,1.9,1.1,0.6,1.4,3.5,12.0,.421,.431,.304,.433,.641,.458
303,Rasual Butler\butlera01,2014-15,35,WAS,NBA,11.4,75,1,1505,5.2,12.4,3.0,6.7,2.2,5.6,1.3,1.6,0.6,4.1,4.7,1.5,0.7,0.5,1.1,2.3,13.9,.422,.450,.387,.510,.791,.531
304,Jack Cooley\cooleja01,2014-15,23,UTA,NBA,11.4,16,0,87,3.7,9.1,3.7,9.1,0.0,0.0,3.7,8.7,4.1,6.2,10.3,0.4,2.5,1.2,1.2,9.5,11.2,.409,.409,,.409,.429,.432
305,Aaron Gordon\gordoaa01,2014-15,19,ORL,NBA,11.4,47,8,797,4.2,9.4,3.6,7.2,0.6,2.2,2.0,2.8,2.1,5.6,7.6,1.5,0.9,1.0,1.7,3.7,11.0,.447,.500,.271,.478,.721,.517
306,Iman Shumpert\shumpim01,2014-15,24,TOT,NBA,11.4,62,25,1545,4.5,11.0,2.9,6.4,1.6,4.6,1.0,1.5,1.3,3.9,5.2,3.1,1.9,0.4,2.1,3.2,11.6,.410,.458,.342,.481,.672,.497
307,Sebastian Telfair\telfase01,2014-15,29,OKC,NBA,11.4,16,1,327,5.1,13.8,3.1,7.2,2.0,6.6,2.6,3.7,0.2,3.1,3.3,5.0,1.1,0.0,2.0,3.2,14.8,.368,.431,.300,.440,.706,.479
308,Jason Terry\terryja01,2014-15,37,HOU,NBA,11.4,77,18,1641,4.1,9.8,1.4,2.7,2.8,7.1,0.9,1.1,0.3,2.3,2.7,3.2,1.4,0.4,1.6,2.5,11.9,.422,.504,.390,.563,.813,.579
309,Matt Barnes\barnema02,2014-15,34,LAC,NBA,11.3,76,74,2271,4.4,9.9,2.2,3.9,2.2,6.0,1.2,1.5,0.8,4.0,4.8,1.8,1.1,0.8,1.4,3.8,12.1,.444,.569,.362,.553,.779,.574
310,Patrick Beverley\beverpa01,2014-15,26,HOU,NBA,11.3,56,55,1727,4.3,11.1,1.9,4.4,2.4,6.7,0.9,1.3,1.4,3.5,4.9,4.0,1.2,0.5,1.7,3.8,11.8,.383,.426,.356,.492,.750,.509
311,Jose Calderon\caldejo01,2014-15,33,NYK,NBA,11.3,42,42,1270,4.2,10.0,2.5,6.0,1.7,4.0,0.8,0.9,0.5,3.0,3.5,5.6,0.9,0.0,2.1,2.2,10.8,.415,.415,.415,.499,.906,.519
312,Richard Jefferson\jefferi01,2014-15,34,DAL,NBA,11.3,74,18,1244,4.2,9.4,2.3,4.9,1.9,4.5,2.3,3.3,0.7,4.6,5.3,1.8,0.9,0.3,1.5,3.3,12.5,.444,.462,.426,.546,.684,.577
313,Zach LaVine\lavinza01,2014-15,19,MIN,NBA,11.3,77,40,1902,5.4,12.8,4.3,9.7,1.1,3.2,2.8,3.4,0.5,3.5,4.1,5.2,1.0,0.2,3.7,3.0,14.7,.422,.449,.341,.465,.842,.515
314,Kentavious Caldwell-Pope\caldwke01,2014-15,21,DET,NBA,11.2,82,82,2587,5.4,13.5,3.3,7.3,2.1,6.2,1.5,2.2,0.6,2.9,3.5,1.5,1.3,0.3,1.3,2.2,14.5,.401,.449,.345,.480,.696,.501
315,Nick Collison\collini01,2014-15,34,OKC,NBA,11.2,66,2,1101,3.5,8.3,2.9,6.3,0.5,2.0,1.5,2.1,2.9,5.2,8.2,2.9,1.1,0.8,1.5,5.1,8.9,.419,.466,.267,.451,.692,.485
316,Toney Douglas\douglto01,2014-15,28,NOP,NBA,11.2,12,0,177,3.9,10.4,2.8,6.7,1.0,3.7,1.6,2.6,0.4,4.1,4.5,4.9,2.2,0.8,2.0,4.1,10.4,.373,.424,.278,.422,.615,.450
317,Archie Goodwin\goodwar01,2014-15,20,PHO,NBA,11.2,41,2,535,5.3,13.5,4.5,10.8,0.8,2.8,4.1,5.6,1.8,3.2,5.0,3.0,1.2,0.6,3.2,3.7,15.5,.393,.419,.293,.423,.735,.486
318,Terrence Ross\rosste01,2014-15,23,TOR,NBA,11.2,82,61,2092,5.3,13.0,2.8,6.2,2.5,6.7,0.8,1.0,0.6,3.3,3.9,1.5,0.9,0.4,1.2,2.3,13.9,.410,.452,.372,.507,.786,.519
319,Luke Babbitt\babbilu01,2014-15,25,NOP,NBA,11.1,63,19,830,4.0,8.3,1.4,3.3,2.6,5.0,0.6,0.8,0.5,4.3,4.8,1.0,0.7,0.5,1.1,2.7,11.1,.479,.429,.513,.633,.684,.639
