k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
201,Anthony Tolliver\tollian01,2010-11,25,MIN,NBA,13.3,65,4,1362,3.7,8.3,2.5,5.2,1.2,3.0,2.8,3.5,2.4,5.4,7.8,2.2,0.7,0.7,1.3,3.8,11.5,.450,.475,.409,.526,.802,.585
202,Goran Dragic\dragigo01,2010-11,24,TOT,NBA,13.2,70,5,1234,5.6,12.9,4.0,8.3,1.6,4.5,2.4,3.9,1.1,3.1,4.1,6.0,1.5,0.3,3.4,3.6,15.3,.435,.476,.361,.499,.624,.524
203,Daniel Gibson\gibsoda01,2010-11,24,CLE,NBA,13.2,67,15,1865,5.1,12.7,2.8,7.1,2.3,5.7,2.6,3.1,0.5,3.0,3.4,3.9,0.9,0.4,1.5,3.0,15.1,.400,.398,.403,.489,.822,.533
204,Danny Green\greenda02,2010-11,23,SAS,NBA,13.2,8,0,92,6.7,13.7,3.9,6.3,2.7,7.4,0.0,0.0,1.2,4.7,5.9,0.8,0.8,0.4,2.0,2.7,16.0,.486,.625,.368,.586,,.586
205,Gerald Henderson\hendege02,2010-11,23,CHA,NBA,13.2,68,30,1661,5.6,12.4,5.5,11.6,0.2,0.8,2.8,3.5,1.1,3.4,4.5,2.2,1.1,0.7,1.4,2.6,14.2,.454,.472,.194,.461,.785,.509
206,Aaron Brooks\brookaa01,2010-11,26,TOT,NBA,13.1,59,12,1284,6.2,16.5,4.2,9.8,2.0,6.6,3.5,3.9,0.6,1.6,2.2,6.5,1.0,0.1,2.8,3.2,17.8,.375,.427,.297,.434,.886,.489
207,Carlos Delfino\delfica01,2010-11,28,MIL,NBA,13.1,49,40,1590,4.5,11.6,2.2,5.2,2.4,6.4,1.4,1.7,0.5,4.0,4.5,2.5,1.7,0.2,1.3,1.6,12.8,.390,.415,.370,.492,.800,.517
208,Nenad Krstic\krstine01,2010-11,27,TOT,NBA,13.1,71,67,1571,5.3,10.4,5.3,10.4,0.0,0.0,2.6,3.3,2.8,4.8,7.7,0.6,0.6,0.6,1.3,4.2,13.2,.511,.511,,.511,.774,.557
209,Gary Neal\nealga01,2010-11,26,SAS,NBA,13.1,80,1,1685,6.1,13.5,3.3,6.9,2.8,6.6,1.8,2.2,0.4,3.7,4.2,2.1,0.6,0.1,1.7,3.2,16.7,.451,.481,.419,.553,.808,.578
210,Josh Childress\childjo01,2010-11,27,PHO,NBA,13.0,54,3,894,4.9,8.6,4.8,8.0,0.0,0.6,1.2,2.4,2.8,3.5,6.2,1.7,1.3,0.9,1.8,2.7,11.0,.565,.606,.063,.568,.492,.567
