k,Player,Season,Age,Tm,Lg,PER,G,GS,MP,FG,FGA,2P,2PA,3P,3PA,FT,FTA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,FG%,2P%,3P%,eFG%,FT%,TS%
301,Josh Davis\davisjo02,2011-12,31,MEM,NBA,11.3,15,0,130,2.8,7.5,1.7,3.9,1.1,3.6,1.1,2.2,4.4,3.0,7.5,1.7,1.9,0.3,0.8,5.3,7.8,.370,.429,.308,.444,.500,.459
302,Jerome Dyson\dysonje01,2011-12,24,NOH,NBA,11.3,9,1,180,3.8,9.6,3.6,8.0,0.2,1.6,5.6,7.2,0.4,3.4,3.8,3.6,2.2,0.4,4.0,3.8,13.4,.396,.450,.125,.406,.778,.525
303,Jeff Adrien\adrieje01,2011-12,25,HOU,NBA,11.2,8,0,63,4.0,9.1,4.0,9.1,0.0,0.0,4.0,6.9,2.9,9.7,12.6,0.6,0.0,1.1,1.1,7.4,12.0,.438,.438,,.438,.583,.493
304,Eric Bledsoe\bledser01,2011-12,22,LAC,NBA,11.2,40,1,464,3.8,9.8,3.3,7.4,0.5,2.3,2.2,3.4,1.7,3.3,5.0,5.1,2.4,1.1,3.6,4.5,10.2,.389,.448,.200,.413,.636,.454
305,Omri Casspi\casspom01,2011-12,23,CLE,NBA,11.2,65,35,1341,4.5,11.1,3.0,6.6,1.4,4.5,2.0,2.9,1.7,4.4,6.1,1.8,1.0,0.6,1.7,3.1,12.3,.403,.463,.315,.467,.685,.499
306,Boris Diaw\diawbo01,2011-12,29,TOT,NBA,11.2,57,35,1424,3.9,8.9,3.2,6.4,0.8,2.5,0.6,0.9,1.8,5.3,7.1,5.2,0.9,0.6,2.8,3.2,9.2,.444,.496,.313,.489,.629,.498
307,Jonny Flynn\flynnjo01,2011-12,22,TOT,NBA,11.2,29,1,416,4.0,11.3,3.1,8.4,0.9,2.9,2.5,3.4,0.7,2.7,3.4,8.3,0.5,0.2,3.1,2.0,11.3,.351,.371,.294,.389,.744,.442
308,Kwame Brown\brownkw01,2011-12,29,GSW,NBA,11.1,9,3,187,4.0,7.7,4.0,7.7,0.0,0.0,2.9,6.5,3.1,7.9,11.0,0.8,1.5,0.0,2.7,4.0,11.0,.525,.525,,.525,.441,.519
309,DeMarre Carroll\carrode01,2011-12,25,TOT,NBA,11.1,24,9,348,4.4,10.9,3.7,8.9,0.7,2.0,1.4,1.7,2.9,2.6,5.5,1.9,1.2,0.1,1.1,3.8,11.1,.410,.419,.368,.443,.875,.478
310,Josh Childress\childjo01,2011-12,28,PHO,NBA,11.1,34,0,491,3.5,7.3,3.2,5.5,0.3,1.8,0.0,0.1,2.3,4.7,7.0,2.5,1.0,0.4,0.7,2.8,7.3,.485,.587,.167,.505,.000,.501
311,Jeff Foster\fosteje01,2011-12,35,IND,NBA,11.1,11,0,141,2.3,4.6,2.0,4.3,0.3,0.3,1.5,2.3,4.6,6.1,10.7,1.0,2.0,0.3,1.8,6.6,6.4,.500,.471,1.000,.528,.667,.569
312,Aaron Gray\grayaa01,2011-12,27,TOR,NBA,11.1,49,40,813,3.7,7.1,3.7,7.1,0.0,0.0,1.1,2.1,3.7,8.8,12.4,1.2,1.0,0.8,2.3,5.6,8.5,.516,.516,,.516,.532,.526
313,Richard Jefferson\jefferi01,2011-12,31,TOT,NBA,11.1,63,44,1748,4.2,10.1,1.9,4.5,2.3,5.5,1.2,1.8,0.5,4.0,4.5,1.8,0.8,0.4,1.0,2.5,11.9,.416,.411,.420,.532,.694,.550
314,Samardo Samuels\samuesa01,2011-12,23,CLE,NBA,11.1,54,0,825,4.6,10.1,4.6,10.1,0.0,0.0,3.6,5.1,2.7,5.1,7.9,0.9,0.9,0.9,2.4,4.9,12.7,.455,.455,,.455,.701,.517
315,T.J. Ford\fordtj01,2011-12,28,SAS,NBA,11.0,14,0,191,3.6,8.1,3.2,6.6,0.4,1.5,2.1,2.6,0.6,2.8,3.4,8.5,1.7,0.4,4.3,4.3,9.6,.442,.486,.250,.465,.786,.519
316,Shaun Livingston\livinsh01,2011-12,26,MIL,NBA,11.0,58,27,1092,4.2,8.9,4.1,8.8,0.1,0.1,2.0,2.6,1.3,2.8,4.1,4.0,0.9,0.7,2.2,2.6,10.5,.469,.466,.667,.472,.785,.520
317,Nazr Mohammed\mohamna01,2011-12,34,OKC,NBA,11.0,63,1,692,4.1,8.8,4.1,8.7,0.0,0.1,0.7,1.2,3.1,5.8,8.8,0.7,1.0,1.9,1.4,5.3,8.9,.467,.470,.000,.467,.565,.477
318,Metta World Peace\artesro01,2011-12,32,LAL,NBA,11.0,64,45,1720,3.8,9.7,2.7,5.8,1.2,4.0,1.5,2.4,1.5,3.1,4.6,2.9,1.4,0.6,1.4,2.9,10.3,.394,.460,.296,.454,.617,.478
319,Udonis Haslem\hasleud01,2011-12,31,MIA,NBA,10.9,64,10,1589,3.4,8.1,3.4,8.1,0.0,0.0,1.9,2.3,2.7,8.0,10.6,1.0,0.8,0.5,1.4,3.2,8.7,.423,.423,,.423,.814,.479
320,Jared Jeffries\jeffrja01,2011-12,30,NYK,NBA,10.9,39,4,729,2.9,7.1,2.8,6.3,0.1,0.8,2.4,3.6,3.4,4.1,7.5,1.3,1.4,1.2,1.4,4.4,8.4,.410,.438,.188,.420,.681,.484
321,Josh McRoberts\mcrobjo01,2011-12,24,LAL,NBA,10.9,50,6,718,2.8,5.9,2.7,5.6,0.2,0.4,1.2,1.8,3.1,5.5,8.6,2.6,0.8,0.9,1.6,3.7,6.9,.475,.477,.429,.487,.639,.516
322,Anthony Parker\parkean01,2011-12,36,CLE,NBA,10.9,51,51,1280,4.0,9.2,2.6,5.3,1.4,3.9,1.0,1.6,0.3,3.6,3.9,3.4,1.1,0.2,1.4,1.8,10.3,.433,.484,.362,.509,.625,.523
323,Jamaal Tinsley\tinslja01,2011-12,33,UTA,NBA,10.9,37,1,507,4.0,10.0,3.3,7.4,0.7,2.6,0.9,1.2,0.4,2.8,3.2,8.7,1.2,0.6,3.7,3.3,9.7,.404,.452,.270,.440,.765,.461
324,Ben Uzoh\uzohbe01,2011-12,23,TOT,NBA,10.9,18,8,370,3.4,9.6,3.4,9.5,0.0,0.1,1.1,1.8,1.8,4.7,6.5,5.9,1.7,0.3,1.8,3.0,7.9,.354,.357,.000,.354,.579,.377
325,Jimmer Fredette\fredeji01,2011-12,22,SAC,NBA,10.8,61,7,1135,5.5,14.1,3.0,7.3,2.5,6.9,1.3,1.5,0.5,1.8,2.3,3.4,1.0,0.1,2.1,2.3,14.7,.386,.409,.361,.473,.833,.495
326,Chris Johnson\johnsch03,2011-12,26,TOT,NBA,10.8,27,0,175,4.1,8.4,4.1,8.4,0.0,0.0,3.1,3.9,3.1,5.1,8.2,0.4,1.2,1.9,3.1,6.8,11.3,.488,.488,,.488,.789,.557
327,Iman Shumpert\shumpim01,2011-12,21,NYK,NBA,10.8,59,35,1705,4.5,11.3,3.5,8.0,1.0,3.3,1.8,2.3,0.9,3.0,3.9,3.5,2.1,0.2,2.3,3.7,11.9,.401,.440,.306,.446,.798,.484
328,Darryl Watkins\watkida01,2011-12,27,NOH,NBA,10.8,5,0,98,2.6,5.1,2.6,5.1,0.0,0.0,3.3,6.6,2.9,7.0,9.9,1.1,1.8,1.5,2.9,5.1,8.4,.500,.500,,.500,.500,.525
329,Francisco Garcia\garcifr01,2011-12,30,SAC,NBA,10.7,49,3,798,3.9,10.3,2.2,4.4,1.7,5.9,1.1,1.4,0.5,4.0,4.5,1.4,1.6,1.7,1.0,3.3,10.6,.376,.490,.290,.459,.800,.483
