Year,RD,Pick,Team,Pos,Player,School,Type,ST,Signed,Bonus
2009,1,32,Rockies,OF,Tim Wheeler,Sacramento State,4YR,CA,Y,"$900,000"
2009,1s,33,Mariners,C,Steven Baron,"Ferguson HS, Miami",HS,FL,Y,"$980,000"
2009,1s,34,Rockies,LHP,Rex Brothers,Lipscomb,4YR,TN,Y,"$969,000"
2009,1s,35,Diamondbacks,3B,Matt Davidson,Yucaipa (Calif.) HS,HS,CA,Y,"$900,000"
2009,1s,36,Dodgers,LHP,Aaron Miller,Baylor,4YR,TX,Y,"$889,200"
2009,1s,37,Blue Jays,LHP,James Paxton,Kentucky,4YR,KY,N,
2009,1s,38,White Sox,C,Josh Phegley,Indiana,4YR,IN,Y,"$858,600"
2009,1s,39,Brewers,OF,Kentrail Davis,Tennessee,4YR,TN,Y,"$1,200,000"
2009,1s,40,Angels,LHP,Tyler Skaggs,Santa Monica (Calif.) HS,HS,CA,Y,"$1,000,000"
2009,1s,41,Diamondbacks,SS,Chris Owings,Gilbert (S.C.) HS,HS,SC,Y,"$950,000"
2009,1s,42,Angels,RHP,Garrett Richards,Oklahoma,4YR,OK,Y,"$802,800"
2009,1s,43,Reds,RHP,Brad Boxberger,Southern California,4YR,CA,Y,"$857,000"
2009,1s,44,Rangers,RHP,Tanner Scheppers,St. Paul (American Association),NS,MN,Y,"$1,250,000"
2009,1s,45,Diamondbacks,LHP,Mike Belfiore,Boston College,4YR,MA,Y,"$725,000"
2009,1s,46,Twins,LHP,Matt Bashore,Indiana,4YR,IN,Y,"$751,500"
2009,1s,47,Brewers,RHP,Kyle Heckathorn,Kennesaw State,4YR,GA,Y,"$776,000"
2009,1s,48,Angels,LHP,Tyler Kehrer,Eastern Illinois,4YR,IL,Y,"$728,100"
2009,1s,49,Pirates,RHP,Vic Black,Dallas Baptist,4YR,TX,Y,"$717,000"
2009,2,50,Nationals,2B,Jeff Kobernus,California,4YR,CA,Y,"$705,500"
2009,2,51,Mariners,1B,Rich Poythress,Georgia,4YR,GA,Y,"$694,800"
2009,2,52,Padres,OF,Everett Williams,"McCallum HS, Austin",HS,TX,Y,"$775,000"
2009,2,53,Pirates,RHP,Brooks Pounders,Temecula (Calif.) Valley HS,HS,CA,Y,"$670,000"
2009,2,54,Orioles,SS,Mychal Givens,"Plant HS, Tampa",HS,FL,Y,"$800,000"
2009,2,55,Giants,C,Tommy Joseph,"Horizon HS, Scottsdale, Ariz.",HS,AZ,Y,"$712,500"
2009,2,56,Dodgers,OF,Blake Smith,California,4YR,CA,Y,"$643,500"
2009,2,57,Reds,SS,Billy Hamilton,Taylorsville (Miss.) HS,HS,MS,Y,"$623,600"
2009,2,58,Tigers,LHP,Andy Oliver,Oklahoma State,4YR,OK,Y,"$1,495,000"
2009,2,59,Rockies,3B,Nolan Arenado,"El Toro HS, Lake Forest, Calif.",HS,CA,Y,"$625,000"
2009,2,60,Diamondbacks,RHP,Eric Smith,Rhode Island,4YR,RI,Y,"$605,700"
2009,2,61,White Sox,OF,Trayce Thompson,"Santa Margarita Catholic HS, Rancho Santa Margarita, Calif.",HS,CA,Y,"$625,000"
2009,2,62,Rangers,3B,Tommy Mendonca,Fresno State,4YR,CA,Y,"$587,700"
2009,2,63,Indians,OF,Jason Kipnis,Arizona State,4YR,AZ,Y,"$575,000"
2009,2,64,Diamondbacks,OF,Marc Krauss,Ohio,4YR,OH,Y,"$550,000"
2009,2,65,Dodgers,RHP,Garrett Gould,Maize (Kan.) HS,HS,KS,Y,"$900,000"
2009,2,66,Marlins,RHP,Bryan Berglund,"Royal HS, Simi Valley, Calif.",HS,CA,Y,"$572,500"
2009,2,67,Cardinals,C,Robert Stock,Southern California,4YR,CA,Y,"$525,000"
2009,2,68,Blue Jays,LHP,Jake Eliopoulos,"Sacred Heart Catholic HS, Newmarket, Ont.",HS,CN,N,
2009,2,69,Astros,RHP,Tanner Bushue,"South Central HS, Farina, Ill.",HS,IL,Y,"$530,000"
2009,2,70,Twins,RHP,Billy Bullock,Florida,4YR,FL,Y,"$522,000"
2009,2,71,White Sox,LHP,David Holmberg,Port Charlotte (Fla.) HS,HS,FL,Y,"$514,000"
2009,2,72,Mets,LHP,Steven Matz,"Melville HS, East Setauket, N.Y.",HS,NY,Y,"$895,000"
2009,2,73,Brewers,OF,Max Walla,Albuquerque Academy,HS,NM,Y,"$499,000"
2009,2,74,Brewers,C,Cameron Garfield,Murrieta (Calif.) Valley HS,HS,CA,Y,"$492,200"
2009,2,75,Phillies,OF,Kelly Dugan,"Notre Dame HS, Sherman Oaks, Calif.",HS,CA,Y,"$485,000"
2009,2,76,Yankees,C,John Ryan Murphy,"Pendleton School, Bradenton, Fla.",HS,FL,Y,"$1,250,000"
2009,2,77,Red Sox,RHP,Alex Wilson,Texas A&M,4YR,TX,Y,"$470,700"
2009,2,78,Rays,SS,Kenny Diekroeger,"Menlo HS, Atherton, Calif.",HS,CA,N,
2009,2,79,Cubs,2B,DJ LeMahieu,Louisiana State,4YR,LA,Y,"$508,000"
2009,2,79,Cubs,2B,DJ LeMahieu,Louisiana State,4YR,LA,Y,"$508,000"
2009,2,80,Angels,LHP,Patrick Corbin,Chipola (Fla.) JC,JC,FL,Y,"$450,000"
2009,3,81,Nationals,RHP,Trevor Holder,Georgia,4YR,GA,Y,"$200,000"
2009,3,82,Mariners,2B,Kyle Seager,North Carolina,4YR,NC,Y,"$436,500"
2009,3,83,Padres,RHP,Jerry Sullivan,Oral Roberts,4YR,OK,Y,"$430,200"
2009,3,84,Pirates,OF,Evan Chambers,Hillsborough (Fla.) JC,JC,FL,Y,"$423,900"
2009,3,85,Orioles,1B,Tyler Townsend,Florida International,4YR,FL,Y,"$417,600"
2009,3,86,Giants,3B,Chris Dominguez,Louisville,4YR,KY,Y,"$411,300"
2009,3,87,Braves,RHP,David Hale,Princeton,4YR,NJ,Y,"$405,000"
2009,3,88,Reds,LHP,Donnie Joseph,Houston,4YR,TX,Y,"$398,000"
2009,3,89,Tigers,3B,Wade Gaynor,Western Kentucky,4YR,KY,Y,"$392,400"
2009,3,90,Rockies,1B,Ben Paulsen,Clemson,4YR,SC,Y,"$391,000"
2009,3,91,Royals,C/3B,Wil Myers,"Wesleyan Christian Academy, High Point, N.C.",HS,NC,Y,"$2,000,000"
2009,3,92,Athletics,LHP,Justin Marks,Louisville,4YR,KY,Y,"$375,300"
2009,3,93,Rangers,LHP,Robbie Erlin,Scotts Valley (Calif.) HS,HS,CA,Y,"$425,000"
2009,3,94,Indians,RHP,Joe Gardner,UC Santa Barbara,4YR,CA,Y,"$363,000"
2009,3,95,Diamondbacks,OF,Keon Broxton,Santa Fe (Fla.) JC,JC,FL,Y,"$358,000"
2009,3,96,Dodgers,RHP,Brett Wallach,Orange Coast (Calif.) JC,JC,CA,Y,"$351,900"
2009,3,97,Marlins,OF,Marquise Cooper,"Edison HS, Huntington Beach, Calif.",HS,CA,Y,"$345,000"
2009,3,98,Cardinals,RHP,Joe Kelly,UC Riverside,4YR,CA,Y,"$341,000"
2009,3,99,Blue Jays,RHP,Jake Barrett,"Desert Ridge HS, Mesa, Ariz.",HS,AZ,N,
2009,3,100,Astros,OF,Telvin Nash,Griffin (Ga.) HS,HS,GA,Y,"$330,300"
2009,3,101,Twins,RHP,Ben Tootle,Jacksonville State,4YR,AL,Y,"$324,900"
2009,3,102,White Sox,LHP,Bryan Morgado,Tennessee,4YR,TN,N,
2009,3,103,Mets,SS,Robbie Shields,Florida Southern,4YR,FL,Y,"$315,000"
2009,3,104,Blue Jays,OF,Jake Marisnick,"Poly HS, Riverside, Calif.",HS,CA,Y,"$1,000,000"
2009,3,105,Brewers,SS,Josh Prince,Tulane,4YR,LA,Y,"$304,200"
2009,3,106,Phillies,OF,Kyrell Hudson,"Evergreen HS, Vancouver, Wash.",HS,WA,Y,"$475,000"
2009,3,107,Red Sox,SS,David Renfroe,"South Panola HS, Batesville, Miss.",HS,MS,Y,"$1,400,000"
2009,3,108,Rays,OF,Todd Glaesmann,"Midway HS, Waco, Texas",HS,TX,Y,"$930,000"
2009,3,109,Cubs,LHP,Austin Kirk,Owasso (Okla.) HS,HS,OK,Y,"$320,000"
2009,3,110,Angels,LHP,Josh Spence,Arizona State,4YR,AZ,N,
2009,3s,111,Astros,3B,Jonathan Meyer,Simi Valley (Calif.) HS,HS,CA,Y,"$274,500"
2009,4,112,Nationals,RHP,A.J. Morris,Kansas State,4YR,KS,Y,"$270,000"
2009,4,113,Mariners,OF,James Jones,Long Island,4YR,NY,Y,"$267,300"
2009,4,114,Padres,RHP,Keyvius Sampson,"Forest HS, Ocala, Fla.",HS,FL,Y,"$600,000"
2009,4,115,Pirates,LHP,Zack Dodson,"Medina Valley HS, Castroville, Texas",HS,TX,Y,"$600,000"
2009,4,116,Orioles,RHP,Randy Henry,South Mountain (Ariz.) JC,JC,AZ,Y,"$365,000"
2009,4,117,Giants,RHP,Jason Stoffel,Arizona,4YR,AZ,Y,"$254,700"
2009,4,118,Braves,SS,Mycal Jones,Miami Dade JC,JC,FL,Y,"$252,000"
2009,4,119,Reds,C,Mark Fleury,North Carolina,4YR,NC,Y,"$249,300"
2009,4,120,Tigers,SS,Edwin Gomez,"Puerto Rico Baseball Academy, Gurabo, P.R.",HS,PR,Y,"$245,700"
2009,4,121,Rockies,OF,Kent Matthes,Alabama,4YR,AL,Y,"$200,000"
2009,4,122,Royals,LHP,Chris Dwyer,Clemson,4YR,SC,Y,"$1,450,000"
2009,4,123,Athletics,C,Max Stassi,Yuba City (Calif.) HS,HS,CA,Y,"$1,500,000"
2009,4,124,Rangers,RHP,Andrew Doyle,Oklahoma,4YR,OK,Y,"$234,000"
2009,4,125,Indians,3B,Kyle Bellows,San Jose State,4YR,CA,Y,"$230,000"
2009,4,126,Diamondbacks,SS,David Nick,Cypress (Calif.) HS,HS,CA,Y,"$225,000"
2009,4,127,Dodgers,OF,Angelo Songco,Loyola Marymount,4YR,CA,Y,"$225,000"
2009,4,128,Marlins,RHP,Dan Mahoney,Connecticut,4YR,CT,Y,"$222,300"
2009,4,129,Cardinals,RHP,Scott Bittle,Mississippi,4YR,MS,Y,"$75,000"
2009,4,130,Blue Jays,SS,Ryan Goins,Dallas Baptist,4YR,TX,Y,"$216,000"
2009,4,131,Astros,RHP,B.J. Hyatt,South Carolina-Sumter JC,JC,SC,Y,"$200,000"
2009,4,132,Twins,2B,Derek McCallum,Minnesota,4YR,MN,Y,"$209,700"
2009,4,133,White Sox,RHP,Matt Heidenreich,"Temescal Canyon HS, Lake Elsinore, Calif.",HS,CA,Y,"$200,000"
2009,4,134,Mets,OF,Darrell Ceciliani,Columbia Basin (Wash.) JC,JC,WA,Y,"$204,300"
2009,4,135,Yankees,RHP,Adam Warren,North Carolina,4YR,NC,Y,"$195,000"
2009,4,136,Brewers,RHP,Brooks Hall,"Hanna HS, Anderson, S.C.",HS,SC,Y,"$700,000"
2009,4,137,Phillies,2B,Adam Buschini,Cal Poly,4YR,CA,Y,"$195,000"
2009,4,138,Red Sox,OF,Jeremy Hazelbaker,Ball State,4YR,IN,Y,"$191,700"
2009,4,139,Rays,C,Luke Bailey,"Troup County HS, LaGrange, Ga.",HS,GA,Y,"$750,000"
2009,4,140,Cubs,LHP,Chris Rusin,Kentucky,4YR,KY,Y,"$140,000"
2009,4,141,Angels,2B,Wes Hatton,Norco (Calif.) HS,HS,CA,Y,"$182,700"
2009,5,142,Nationals,LHP,Miguel Pena,"La Joya HS, Mission, Texas",HS,TX,N,
2009,5,143,Mariners,RHP,Tyler Blandford,Oklahoma State,4YR,OK,Y,"$325,000"
2009,5,144,Padres,C,Jason Hagerty,Miami,4YR,FL,Y,"$177,300"
2009,5,145,Pirates,LHP,Nate Baker,Mississippi,4YR,MS,Y,"$176,000"
2009,5,146,Orioles,LHP,Ashur Tolliver,Oklahoma City,4YR,OK,Y,"$200,000"
2009,5,147,Giants,1B,Brandon Belt,Texas,4YR,TX,Y,"$200,000"
2009,5,148,Braves,RHP,Thomas Berryhill,Newberry (S.C.),4YR,SC,Y,"$160,000"
2009,5,149,Reds,RHP,Daniel Tuttle,Randleman (N.C.) HS,HS,NC,Y,"$200,000"
2009,5,150,Tigers,LHP,Austin Wood,Texas,4YR,TX,Y,"$100,000"
2009,5,151,Rockies,3B,Joe Sanders,Auburn,4YR,AL,Y,"$168,300"
2009,5,152,Royals,RHP,Louis Coleman,Louisiana State,4YR,LA,Y,"$100,000"
2009,5,153,Athletics,3B,Steve Parker,Brigham Young,4YR,UT,Y,"$165,600"
2009,5,154,Rangers,RHP,Nick McBride,"Ragsdale HS, Jamestown, N.C.",HS,NC,Y,"$325,000"
2009,5,155,Indians,RHP,Austin Adams,Faulkner (Ala.),4YR,AL,Y,"$70,000"
2009,5,156,Diamondbacks,1B,Ryan Wheeler,Loyola Marymount,4YR,CA,Y,"$160,000"
2009,5,157,Dodgers,C,J.T. Wise,Oklahoma,4YR,OK,Y,"$130,000"
2009,5,158,Marlins,SS,Chase Austin,Elon,4YR,NC,Y,"$155,000"
2009,5,159,Cardinals,SS,Ryan Jackson,Miami,4YR,FL,Y,"$157,500"
2009,5,160,Blue Jays,2B,Ryan Schimpf,Louisiana State,4YR,LA,Y,"$155,700"
2009,5,161,Astros,SS,Brandon Wikoff,Illinois,4YR,IL,Y,"$154,000"
2009,5,162,Twins,C,Tobias Streich,West Virginia,4YR,WV,Y,"$150,000"
2009,5,163,White Sox,RHP,Kyle Bellamy,Miami,4YR,FL,Y,"$147,500"
2009,5,164,Mets,RHP,Damien Magnifico,"North Mesquite HS, Mesquite, Texas",HS,TX,N,
2009,5,165,Yankees,RHP,Caleb Cotham,Vanderbilt,4YR,TN,Y,"$675,000"
2009,5,166,Brewers,OF,D'Vontrey Richardson,Florida State,4YR,FL,Y,"$400,000"
2009,5,167,Phillies,LHP,Matt Way,Washington State,4YR,WA,Y,"$40,000"
2009,5,168,Red Sox,OF,Seth Schwindenhammer,"Limestone Community HS, Bartonville, Ill.",HS,IL,Y,"$140,000"
2009,5,169,Rays,1B,Jeff Malm,"Bishop Gorman HS, Las Vegas",HS,NV,Y,"$680,000"
2009,5,170,Cubs,SS,Wes Darvill,"Brookswood SS, Langley, B.C.",HS,CN,Y,"$142,200"
2009,5,171,Angels,1B,Casey Haerther,UCLA,4YR,CA,Y,"$141,300"
2009,6,172,Nationals,SS,Michael A. Taylor,"Westminster Academy, Fort Lauderdale",HS,FL,Y,"$125,000"
2009,6,173,Mariners,3B,Shaver Hansen,Baylor,4YR,TX,Y,"$150,000"
2009,6,174,Padres,RHP,James Needy,"Santana HS, Santee, Calif.",HS,CA,Y,"$298,000"
2009,6,175,Pirates,RHP,Zack Von Rosenberg,Zachary (La.) HS,HS,LA,Y,"$1,200,000"
2009,6,176,Orioles,C,Justin Dalles,South Carolina,JC,SC,Y,"$150,000"
2009,6,177,Giants,RHP,Matt Graham,"Oak Ridge HS, Spring, Texas",HS,TX,Y,"$500,000"
2009,6,178,Braves,RHP,Ryan Woolley,Alabama-Birmingham,4YR,AL,N,
2009,6,179,Reds,RHP,Mark Serrano,Oral Roberts,4YR,OK,Y,"$25,000"
2009,6,180,Tigers,SS,Daniel Fields,University of Detroit Jesuit HS,HS,MI,Y,"$1,625,000"
2009,6,181,Rockies,RHP,Chris Balcom-Miller,West Valley (Calif.) JC,JC,CA,Y,"$125,000"
2009,6,182,Royals,RHP,Cole White,New Mexico,4YR,NM,Y,"$100,000"
2009,6,183,Athletics,C,Ryan Ortiz,Oregon State,4YR,OR,Y,"$125,000"
2009,6,184,Rangers,OF,Ruben Sierra,"San Juan Educational HS, San Juan, P.R.",HS,PR,Y,"$125,000"
2009,6,185,Indians,1B,Ben Carlson,Missouri State,4YR,MO,Y,"$125,000"
2009,6,186,Diamondbacks,RHP,Bradin Hagens,Merced (Calif.) JC,JC,CA,Y,"$125,000"
2009,6,187,Dodgers,C,Jan Vazquez,"Puerto Rico Baseball Academy, Gurabo, P.R.",HS,PR,Y,"$125,000"
2009,6,188,Marlins,1B,Dustin Dickerson,Baylor,4YR,TX,N,
2009,6,189,Cardinals,OF,Virgil Hill,Mission (Calif.) JC,JC,CA,Y,"$150,000"
2009,6,190,Blue Jays,OF,K.C. Hobson,"Stockdale HS, Bakersfield, Calif.",HS,CA,Y,"$500,000"
2009,6,191,Astros,SS,Enrique Hernandez,"American Military Academy, Guaynabo, P.R.",HS,PR,Y,"$150,000"
2009,6,192,Twins,C,Chris Herrmann,Miami,4YR,FL,Y,"$135,000"
2009,6,193,White Sox,RHP,Justin Collop,Toledo,4YR,OH,Y,"$122,500"
2009,6,194,Mets,RHP,David Buchanan,Chipola (Fla.) JC,JC,FL,N,
2009,6,195,Yankees,3B,Rob Lyerly,Charlotte,4YR,NC,Y,"$125,000"
2009,6,196,Brewers,RHP,Hiram Burgos,Bethune-Cookman,4YR,FL,Y,"$15,000"
2009,6,197,Phillies,RHP,Steven Inch,"Vauxhall Academy, Edmonton",HS,CN,Y,"$300,000"
2009,6,198,Red Sox,RHP,Branden Kline,"Johnson HS, Frederick, Md.",HS,MD,N,
2009,6,199,Rays,RHP,Devin Fuller,Chandler-Gilbert (Ariz.) JC,JC,AZ,Y,"$150,000"
2009,6,200,Cubs,LHP,Brooks Raley,Texas A&M,4YR,TX,Y,"$750,000"
2009,6,201,Angels,RHP,Danny Reynolds,"Durango HS, Las Vegas",HS,NV,Y,"$125,000"
2009,7,202,Nationals,RHP,Dean Weaver,Georgia,4YR,GA,Y,"$124,500"
2009,7,203,Mariners,LHP,Brian Moran,North Carolina,4YR,NC,Y,"$140,000"
2009,7,204,Padres,RHP,Miles Mikolas,Nova Southeastern (Fla.),4YR,FL,Y,"$125,000"
2009,7,205,Pirates,RHP,Trent Stevenson,"Brophy Prep, Phoenix",HS,AZ,Y,"$350,000"
2009,7,206,Orioles,LHP,Aaron Wirsch,"El Toro HS, Lake Forest, Calif.",HS,CA,Y,"$200,000"
2009,7,207,Giants,2B,Nick Liles,Western Carolina,4YR,NC,Y,"$120,000"
2009,7,208,Braves,OF,Robby Hefflinger,Georgia Perimeter JC,JC,GA,Y,"$125,000"
2009,7,209,Reds,OF,Josh Fellhauer,Cal State Fullerton,4YR,CA,Y,"$125,000"
2009,7,210,Tigers,OF,Jamie Johnson,Oklahoma,4YR,OK,Y,"$125,000"
2009,7,211,Rockies,RHP,Erik Stavert,Oregon,4YR,OR,Y,"$120,000"
2009,7,212,Royals,LHP,Buddy Baumann,Missouri State,4YR,MO,Y,"$100,000"
2009,7,213,Athletics,LHP,Ian Krol,"Neuqua Valley HS, Naperville, Ill.",HS,IL,Y,"$925,000"
2009,7,214,Rangers,OF,Braxton Lane,"Sandy Creek HS, Tyrone, Ga.",HS,GA,Y,"$125,000"
2009,7,215,Indians,OF,Jordan Henry,Mississippi,4YR,MS,Y,"$100,000"
2009,7,216,Diamondbacks,3B,Matt Helm,"Hamilton HS, Chandler, Ariz.",HS,AZ,Y,"$500,000"
2009,7,217,Dodgers,RHP,Brandon Martinez,Fowler (Calif.) HS,HS,CA,Y,"$125,000"
2009,7,218,Marlins,RHP,Josh Hodges,"Ingomar HS, New Albany, Miss.",HS,MS,Y,"$125,000"
2009,7,219,Cardinals,OF,Kyle Conley,Washington,4YR,WA,Y,"$100,000"
2009,7,220,Blue Jays,LHP,Egan Smith,JC of Southern Nevada,JC,NV,Y,"$110,000"
2009,7,221,Astros,LHP,Dallas Keuchel,Arkansas,4YR,AR,Y,"$150,000"
2009,7,222,Twins,RHP,Brad Stillings,Kent State,4YR,OH,Y,"$125,000"
2009,7,223,White Sox,LHP,Justin Jones,Oakdale (Calif.) HS,HS,CA,N,
2009,7,224,Mets,LHP,Darin Gorski,Kutztown (Pa.),4YR,PA,Y,"$118,000"
2009,7,225,Yankees,RHP,Sean Black,Seton Hall,4YR,NJ,Y,"$150,000"
2009,7,226,Brewers,OF,Khris Davis,Cal State Fullerton,4YR,CA,Y,"$125,000"
2009,7,227,Phillies,RHP,Brody Colvin,"St. Thomas More HS, Lafayette, La.",HS,LA,Y,"$900,000"
2009,7,228,Red Sox,RHP,Madison Younginer,Mauldin (S.C.) HS,HS,SC,Y,"$975,000"
2009,7,229,Rays,OF,Cody Rogers,Panola (Texas) JC,JC,TX,Y,"$125,000"
2009,7,230,Cubs,SS,Blair Springfield,"MacArthur HS, Decatur, Ill.",HS,IL,Y,"$127,500"
2009,7,231,Angels,SS,Jon Karcich,Santa Clara,4YR,CA,Y,"$100,000"
2009,8,232,Nationals,SS,Roberto Perez,"Dorado Academy, Dorado, P.R.",HS,PR,Y,"$150,000"
2009,8,233,Mariners,LHP,Jimmy Gillheeney,North Carolina State,4YR,NC,Y,"$140,000"
2009,8,234,Padres,1B,Nate Freiman,Duke,4YR,NC,Y,"$40,000"
2009,8,235,Pirates,LHP,Colton Cain,Waxahachie (Texas) HS,HS,TX,Y,"$1,125,000"
2009,8,236,Orioles,OF,Devin Harris,East Carolina,4YR,NC,N,
2009,8,237,Giants,OF,Gus Benusa,"Riverview HS, Oakmont, Pa.",HS,PA,Y,"$125,000"
2009,8,238,Braves,OF,Kyle Rose,Northwest Shoals (Ala.) JC,JC,AL,Y,"$122,500"
2009,8,239,Reds,OF,Juan Silva,"Puerto Rico Baseball Academy, Gurabo, P.R.",HS,PR,Y,"$95,000"
2009,8,240,Tigers,RHP,Craig Fritsch,Baylor,4YR,TX,N,
2009,8,241,Rockies,RHP,Rob Scahill,Bradley,4YR,IL,Y,"$110,000"
2009,8,242,Royals,RHP,Dusty Odenbach,Connecticut,4YR,CT,Y,"$150,000"
2009,8,243,Athletics,RHP,Rob Gilliam,UNC Greensboro,4YR,NC,Y,"$105,000"
2009,8,244,Rangers,RHP,Braden Tullis,Skagit Valley (Wash.) JC,JC,WA,Y,"$90,000"
2009,8,245,Indians,RHP,Cory Burns,Arizona,4YR,AZ,Y,"$35,000"
2009,8,246,Diamondbacks,1B,Paul Goldschmidt,Texas State,4YR,TX,Y,"$95,000"
2009,8,247,Dodgers,OF,Jon Garcia,"Luis Munoz Marin HS, Yauco, P.R.",HS,PR,Y,"$120,000"
2009,8,248,Marlins,LHP,Stephen Richards,Arkansas,4YR,AR,Y,"$125,000"
2009,8,249,Cardinals,SS,Jason Stidham,Florida State,4YR,FL,Y,"$100,000"
2009,8,250,Blue Jays,RHP,Brian Slover,Cal State Northridge,4YR,CA,Y,"$150,000"
2009,8,251,Astros,RHP,Brandt Walker,Stanford,4YR,CA,Y,"$150,000"
2009,8,252,Twins,SS,Brian Dozier,Southern Mississippi,4YR,MS,Y,"$30,000"
2009,8,253,White Sox,RHP,Ryan Buch,Monmouth,4YR,NJ,Y,"$105,000"
2009,8,254,Mets,C,Taylor Freeman,McNeese State,4YR,LA,Y,"$100,000"
2009,8,255,Yankees,LHP,Sam Elam,Notre Dame,4YR,IN,Y,"$40,000"
2009,8,256,Brewers,OF,Chad Stang,Midland (Texas) JC,JC,TX,Y,"$125,000"
2009,8,257,Phillies,1B,Jon Singleton,"Millikan HS, Long Beach",HS,CA,Y,"$200,000"
2009,8,258,Red Sox,OF,Shannon Wilkerson,Augusta State (Ga.),4YR,GA,Y,"$100,000"
2009,8,259,Rays,OF,Brett Nommensen,Eastern Illinois,4YR,IL,Y,"$25,000"
2009,8,260,Cubs,RHP,Robert Whitenack,SUNY Old Westbury,4YR,NY,Y,"$125,000"
2009,8,261,Angels,C,Carlos Ramirez,Arizona State,4YR,AZ,Y,"$110,000"
2009,9,262,Nationals,RHP,Taylor Jordan,Brevard (Fla.) JC,JC,FL,Y,"$99,500"
2009,9,263,Mariners,C,Trevor Coleman,Missouri,4YR,MO,Y,"$133,000"
2009,9,264,Padres,RHP,Chris Fetter,Michigan,4YR,MI,Y,"$25,000"
2009,9,265,Pirates,2B,Brock Holt,Rice,4YR,TX,Y,"$125,000"
2009,9,266,Orioles,RHP,Ryan Berry,Rice,4YR,TX,Y,"$417,600"
2009,9,267,Giants,OF,Evan Crawford,Indiana,4YR,IN,Y,"$110,000"
2009,9,268,Braves,SS,Matt Weaver,Burlington (N.J.) JC,JC,NJ,Y,"$105,000"
2009,9,269,Reds,RHP,Brian Pearl,Washington,4YR,WA,Y,"$90,000"
2009,9,270,Tigers,C,John Murrian,Winthrop,4YR,SC,Y,"$100,000"
2009,9,271,Rockies,LHP,Wes Musick,Houston,4YR,TX,Y,"$80,000"
