Year,RD,Pick,Team,Pos,Player,School,Type,ST,Signed,Bonus
2011,1,1,Pirates,RHP,Gerrit Cole,UCLA,4YR,CA,Y,"$8,000,000"
2011,1,2,Mariners,LHP,Danny Hultzen,Virginia,4YR,VA,Y,"$6,350,000"
2011,1,3,Diamondbacks,RHP,Trevor Bauer,UCLA,4YR,CA,Y,"$3,400,000"
2011,1,4,Orioles,RHP,Dylan Bundy,Owasso (Okla.) HS,HS,OK,Y,"$4,000,000"
2011,1,5,Royals,OF,Bubba Starling,"Gardner-Edgerton HS, Gardner, Kan.",HS,KS,Y,"$7,500,000"
2011,1,6,Nationals,3B,Anthony Rendon,Rice,4YR,TX,Y,"$6,000,000"
2011,1,7,Diamondbacks,RHP,Archie Bradley,Broken Arrow (Okla.) HS,HS,OK,Y,"$5,000,000"
2011,1,8,Indians,SS,Francisco Lindor,Montverde (Fla.) Academy,HS,FL,Y,"$2,900,000"
2011,1,9,Cubs,SS,Javier Baez,"Arlington Country Day HS, Jacksonville",HS,FL,Y,"$2,625,000"
2011,1,10,Padres,2B,Cory Spangenberg,Indian River (Fla.) JC,JC,FL,Y,"$1,863,000"
2011,1,11,Astros,OF,George Springer,Connecticut,4YR,CT,Y,"$2,525,000"
2011,1,12,Brewers,RHP,Taylor Jungmann,Texas,4YR,TX,Y,"$2,525,000"
2011,1,13,Mets,OF,Brandon Nimmo,"East HS, Cheyenne, Wyo.",HS,WY,Y,"$2,100,000"
2011,1,14,Marlins,RHP,Jose Fernandez,"Alonso HS, Tampa",HS,FL,Y,"$2,000,000"
2011,1,15,Brewers,LHP,Jed Bradley,Georgia Tech,4YR,GA,Y,"$2,000,000"
2011,1,16,Dodgers,LHP,Chris Reed,Stanford,4YR,CA,Y,"$1,589,000"
2011,1,17,Angels,1B,C.J. Cron,Utah,4YR,UT,Y,"$1,467,000"
2011,1,18,Athletics,RHP,Sonny Gray,Vanderbilt,4YR,TN,Y,"$1,540,000"
2011,1,19,Red Sox,RHP,Matt Barnes,Connecticut,4YR,CT,Y,"$1,500,000"
2011,1,20,Rockies,LHP,Tyler Anderson,Oregon,4YR,OR,Y,"$1,400,000"
2011,1,21,Blue Jays,RHP,Tyler Beede,"Lawrence Academy, Groton, Mass.",HS,MA,N,
2011,1,22,Cardinals,2B,Kolten Wong,Hawaii,4YR,HI,Y,"$1,300,000"
2011,1,23,Nationals,RHP,Alex Meyer,Kentucky,4YR,KY,Y,"$2,000,000"
2011,1,24,Rays,RHP,Taylor Guerrieri,"Spring Valley HS, Columbia, S.C.",HS,SC,Y,"$1,600,000"
2011,1,25,Padres,RHP,Joe Ross,"Bishop O'Dowd HS, Oakland",HS,CA,Y,"$2,750,000"
2011,1,26,Red Sox,C,Blake Swihart,"Cleveland HS, Rio Rancho, N.M.",HS,NM,Y,"$2,500,000"
2011,1,27,Reds,RHP,Robert Stephenson,"Alhambra HS, Martinez, Calif.",HS,CA,Y,"$2,000,000"
2011,1,28,Braves,LHP,Sean Gilmartin,Florida State,4YR,FL,Y,"$1,134,000"
2011,1,29,Giants,SS,Joe Panik,St. John's,4YR,NY,Y,"$1,116,000"
2011,1,30,Twins,SS,Levi Michael,North Carolina,4YR,NC,Y,"$1,175,000"
2011,1,31,Rays,OF,Mikie Mahtook,Louisiana State,4YR,LA,Y,"$1,150,000"
2011,1,32,Rays,SS,Jake Hager,"Sierra Vista HS, Las Vegas",HS,NV,Y,"$963,000"
2011,1,33,Rangers,LHP,Kevin Matthews,Richmond Hill (Ga.) HS,HS,GA,Y,"$936,000"
2011,1s,34,Nationals,OF,Brian Goodwin,Miami Dade JC,JC,FL,Y,"$3,000,000"
2011,1s,35,Blue Jays,OF,Jake Anderson,Chino (Calif.) HS,HS,CA,Y,"$990,000"
2011,1s,36,Red Sox,LHP,Henry Owens,"Edison HS, Huntington Beach, Calif.",HS,CA,Y,"$1,550,000"
2011,1s,37,Rangers,OF,Zach Cone,Georgia,4YR,GA,Y,"$873,000"
2011,1s,38,Rays,SS,Brandon Martin,"Santiago HS, Corona, Calif.",HS,CA,Y,"$860,000"
2011,1s,39,Phillies,OF,Larry Greene,"Berrien County HS, Nashville, Ga.",HS,GA,Y,"$1,000,000"
2011,1s,40,Red Sox,OF,Jackie Bradley,South Carolina,4YR,SC,Y,"$1,100,000"
